datetime,datetime_nano,KQ.m@GFEX.si.open,KQ.m@GFEX.si.high,KQ.m@GFEX.si.low,KQ.m@GFEX.si.close,KQ.m@GFEX.si.volume,KQ.m@GFEX.si.open_oi,KQ.m@GFEX.si.close_oi
2022-12-23 14:45:00.000000000,1671777900000000000,17060.0,17070.0,17060.0,17060.0,616,7805,7883
2022-12-23 14:50:00.000000000,1671778200000000000,17060.0,17060.0,17060.0,17060.0,53,7883,7863
2022-12-23 14:55:00.000000000,1671778500000000000,17060.0,17060.0,17060.0,17060.0,282,7863,7629
2022-12-26 09:00:00.000000000,1672016400000000000,16940.0,17410.0,16825.0,17350.0,4953,7629,7661
2022-12-26 09:05:00.000000000,1672016700000000000,17350.0,17385.0,17160.0,17215.0,1693,7661,7746
2022-12-26 09:10:00.000000000,1672017000000000000,17215.0,17270.0,17135.0,17195.0,916,7746,7854
2022-12-26 09:15:00.000000000,1672017300000000000,17195.0,17225.0,16990.0,17190.0,1887,7854,8032
2022-12-26 09:20:00.000000000,1672017600000000000,17190.0,17210.0,17030.0,17090.0,906,8032,8202
2022-12-26 09:25:00.000000000,1672017900000000000,17090.0,17150.0,17085.0,17105.0,586,8202,8329
2022-12-26 09:30:00.000000000,1672018200000000000,17105.0,17180.0,17105.0,17140.0,370,8329,8369
2022-12-26 09:35:00.000000000,1672018500000000000,17140.0,17235.0,17140.0,17145.0,586,8369,8397
2022-12-26 09:40:00.000000000,1672018800000000000,17145.0,17160.0,17080.0,17125.0,606,8397,8412
2022-12-26 09:45:00.000000000,1672019100000000000,17125.0,17165.0,17100.0,17160.0,229,8412,8422
2022-12-26 09:50:00.000000000,1672019400000000000,17160.0,17205.0,17160.0,17185.0,239,8422,8431
2022-12-26 09:55:00.000000000,1672019700000000000,17185.0,17185.0,17130.0,17155.0,181,8431,8435
2022-12-26 10:00:00.000000000,1672020000000000000,17155.0,17175.0,17150.0,17175.0,128,8435,8427
2022-12-26 10:05:00.000000000,1672020300000000000,17175.0,17205.0,17160.0,17165.0,227,8427,8416
2022-12-26 10:10:00.000000000,1672020600000000000,17165.0,17225.0,17160.0,17215.0,237,8416,8378
2022-12-26 10:30:00.000000000,1672021800000000000,17215.0,17235.0,17155.0,17190.0,208,8378,8389
2022-12-26 10:35:00.000000000,1672022100000000000,17190.0,17330.0,17175.0,17295.0,734,8389,8327
2022-12-26 10:40:00.000000000,1672022400000000000,17295.0,17435.0,17280.0,17395.0,1377,8327,8248
2022-12-26 10:45:00.000000000,1672022700000000000,17395.0,17425.0,17335.0,17350.0,799,8248,8251
2022-12-26 10:50:00.000000000,1672023000000000000,17350.0,17355.0,17240.0,17285.0,580,8251,8118
2022-12-26 10:55:00.000000000,1672023300000000000,17285.0,17330.0,17270.0,17325.0,226,8118,8098
2022-12-26 11:00:00.000000000,1672023600000000000,17325.0,17360.0,17280.0,17300.0,204,8098,8094
2022-12-26 11:05:00.000000000,1672023900000000000,17300.0,17350.0,17290.0,17335.0,73,8094,8108
2022-12-26 11:10:00.000000000,1672024200000000000,17335.0,17340.0,17250.0,17290.0,276,8108,8101
2022-12-26 11:15:00.000000000,1672024500000000000,17290.0,17320.0,17270.0,17305.0,131,8101,8082
2022-12-26 11:20:00.000000000,1672024800000000000,17305.0,17305.0,17200.0,17265.0,313,8082,8073
2022-12-26 11:25:00.000000000,1672025100000000000,17265.0,17275.0,17200.0,17235.0,421,8073,8109
2022-12-26 13:30:00.000000000,1672032600000000000,17235.0,17255.0,17185.0,17210.0,335,8109,8112
2022-12-26 13:35:00.000000000,1672032900000000000,17210.0,17235.0,17210.0,17230.0,115,8112,8134
2022-12-26 13:40:00.000000000,1672033200000000000,17230.0,17240.0,17200.0,17200.0,107,8134,8173
2022-12-26 13:45:00.000000000,1672033500000000000,17200.0,17235.0,17190.0,17215.0,108,8173,8203
2022-12-26 13:50:00.000000000,1672033800000000000,17215.0,17215.0,17100.0,17125.0,582,8203,8234
2022-12-26 13:55:00.000000000,1672034100000000000,17125.0,17175.0,17120.0,17175.0,253,8234,8260
2022-12-26 14:00:00.000000000,1672034400000000000,17175.0,17180.0,17150.0,17150.0,144,8260,8268
2022-12-26 14:05:00.000000000,1672034700000000000,17150.0,17185.0,17125.0,17175.0,173,8268,8259
2022-12-26 14:10:00.000000000,1672035000000000000,17175.0,17180.0,17155.0,17175.0,48,8259,8252
2022-12-26 14:15:00.000000000,1672035300000000000,17175.0,17175.0,17150.0,17165.0,35,8252,8249
2022-12-26 14:20:00.000000000,1672035600000000000,17165.0,17165.0,17110.0,17115.0,210,8249,8269
2022-12-26 14:25:00.000000000,1672035900000000000,17115.0,17145.0,17110.0,17125.0,135,8269,8298
2022-12-26 14:30:00.000000000,1672036200000000000,17125.0,17160.0,17125.0,17150.0,99,8298,8301
2022-12-26 14:35:00.000000000,1672036500000000000,17150.0,17180.0,17150.0,17165.0,278,8301,8250
2022-12-26 14:40:00.000000000,1672036800000000000,17165.0,17175.0,17155.0,17160.0,136,8250,8214
2022-12-26 14:45:00.000000000,1672037100000000000,17160.0,17175.0,17160.0,17170.0,86,8214,8208
2022-12-26 14:50:00.000000000,1672037400000000000,17170.0,17320.0,17170.0,17235.0,898,8208,8098
2022-12-26 14:55:00.000000000,1672037700000000000,17235.0,17235.0,17075.0,17170.0,1163,8098,7922
2022-12-27 09:00:00.000000000,1672102800000000000,17210.0,17410.0,17200.0,17290.0,1846,7922,8366
2022-12-27 09:05:00.000000000,1672103100000000000,17290.0,17360.0,17280.0,17345.0,738,8366,8591
2022-12-27 09:10:00.000000000,1672103400000000000,17345.0,17380.0,17320.0,17340.0,467,8591,8702
2022-12-27 09:15:00.000000000,1672103700000000000,17340.0,17410.0,17315.0,17365.0,707,8702,8762
2022-12-27 09:20:00.000000000,1672104000000000000,17365.0,17370.0,17280.0,17310.0,575,8762,8863
2022-12-27 09:25:00.000000000,1672104300000000000,17310.0,17345.0,17305.0,17310.0,272,8863,8880
2022-12-27 09:30:00.000000000,1672104600000000000,17310.0,17320.0,17250.0,17265.0,672,8880,9080
2022-12-27 09:35:00.000000000,1672104900000000000,17265.0,17315.0,17265.0,17285.0,315,9080,9229
2022-12-27 09:40:00.000000000,1672105200000000000,17285.0,17295.0,17235.0,17245.0,378,9229,9230
2022-12-27 09:45:00.000000000,1672105500000000000,17245.0,17295.0,17240.0,17275.0,255,9230,9243
2022-12-27 09:50:00.000000000,1672105800000000000,17275.0,17285.0,17230.0,17230.0,188,9243,9285
2022-12-27 09:55:00.000000000,1672106100000000000,17230.0,17310.0,17230.0,17295.0,498,9285,9325
2022-12-27 10:00:00.000000000,1672106400000000000,17295.0,17360.0,17280.0,17325.0,620,9325,9346
2022-12-27 10:05:00.000000000,1672106700000000000,17325.0,17335.0,17285.0,17295.0,265,9346,9371
2022-12-27 10:10:00.000000000,1672107000000000000,17295.0,17300.0,17260.0,17280.0,241,9371,9358
2022-12-27 10:30:00.000000000,1672108200000000000,17275.0,17280.0,17260.0,17275.0,128,9358,9364
2022-12-27 10:35:00.000000000,1672108500000000000,17275.0,17305.0,17270.0,17305.0,146,9364,9303
2022-12-27 10:40:00.000000000,1672108800000000000,17305.0,17310.0,17260.0,17290.0,214,9303,9269
2022-12-27 10:45:00.000000000,1672109100000000000,17290.0,17290.0,17270.0,17270.0,67,9269,9261
2022-12-27 10:50:00.000000000,1672109400000000000,17270.0,17285.0,17270.0,17275.0,110,9261,9234
2022-12-27 10:55:00.000000000,1672109700000000000,17275.0,17300.0,17270.0,17275.0,175,9234,9248
2022-12-27 11:00:00.000000000,1672110000000000000,17275.0,17295.0,17275.0,17285.0,74,9248,9240
2022-12-27 11:05:00.000000000,1672110300000000000,17285.0,17295.0,17265.0,17265.0,114,9240,9284
2022-12-27 11:10:00.000000000,1672110600000000000,17265.0,17280.0,17255.0,17280.0,102,9284,9275
2022-12-27 11:15:00.000000000,1672110900000000000,17280.0,17285.0,17275.0,17275.0,46,9275,9262
2022-12-27 11:20:00.000000000,1672111200000000000,17275.0,17275.0,17250.0,17270.0,82,9262,9243
2022-12-27 11:25:00.000000000,1672111500000000000,17270.0,17280.0,17260.0,17265.0,59,9243,9224
2022-12-27 13:30:00.000000000,1672119000000000000,17275.0,17285.0,17245.0,17270.0,113,9224,9229
2022-12-27 13:35:00.000000000,1672119300000000000,17270.0,17295.0,17260.0,17290.0,86,9229,9214
2022-12-27 13:40:00.000000000,1672119600000000000,17290.0,17295.0,17280.0,17285.0,47,9214,9221
2022-12-27 13:45:00.000000000,1672119900000000000,17285.0,17345.0,17285.0,17300.0,436,9221,9219
2022-12-27 13:50:00.000000000,1672120200000000000,17300.0,17315.0,17280.0,17285.0,108,9219,9220
2022-12-27 13:55:00.000000000,1672120500000000000,17285.0,17290.0,17270.0,17285.0,121,9220,9207
2022-12-27 14:00:00.000000000,1672120800000000000,17285.0,17320.0,17285.0,17290.0,178,9207,9197
2022-12-27 14:05:00.000000000,1672121100000000000,17290.0,17310.0,17285.0,17300.0,42,9197,9190
2022-12-27 14:10:00.000000000,1672121400000000000,17300.0,17300.0,17270.0,17290.0,80,9190,9160
2022-12-27 14:15:00.000000000,1672121700000000000,17290.0,17300.0,17265.0,17295.0,119,9160,9146
2022-12-27 14:20:00.000000000,1672122000000000000,17295.0,17300.0,17265.0,17275.0,110,9146,9083
2022-12-27 14:25:00.000000000,1672122300000000000,17275.0,17300.0,17265.0,17290.0,63,9083,9086
2022-12-27 14:30:00.000000000,1672122600000000000,17290.0,17300.0,17285.0,17295.0,63,9086,9066
2022-12-27 14:35:00.000000000,1672122900000000000,17295.0,17305.0,17270.0,17290.0,113,9066,9050
2022-12-27 14:40:00.000000000,1672123200000000000,17290.0,17295.0,17265.0,17270.0,141,9050,9084
2022-12-27 14:45:00.000000000,1672123500000000000,17270.0,17275.0,17130.0,17210.0,943,9084,8981
2022-12-27 14:50:00.000000000,1672123800000000000,17210.0,17260.0,17205.0,17215.0,423,8981,8953
2022-12-27 14:55:00.000000000,1672124100000000000,17215.0,17245.0,17165.0,17165.0,810,8953,8685
2022-12-28 09:00:00.000000000,1672189200000000000,17100.0,17160.0,16960.0,17120.0,2724,8685,9315
2022-12-28 09:05:00.000000000,1672189500000000000,17120.0,17320.0,17060.0,17290.0,1609,9315,9214
2022-12-28 09:10:00.000000000,1672189800000000000,17290.0,17330.0,17250.0,17310.0,1368,9214,9243
2022-12-28 09:15:00.000000000,1672190100000000000,17310.0,17525.0,17280.0,17515.0,2368,9243,9167
2022-12-28 09:20:00.000000000,1672190400000000000,17515.0,17575.0,17455.0,17530.0,2319,9167,9104
2022-12-28 09:25:00.000000000,1672190700000000000,17530.0,17530.0,17460.0,17480.0,1120,9104,9161
2022-12-28 09:30:00.000000000,1672191000000000000,17480.0,17480.0,17425.0,17450.0,730,9161,9198
2022-12-28 09:35:00.000000000,1672191300000000000,17450.0,17460.0,17385.0,17405.0,762,9198,9156
2022-12-28 09:40:00.000000000,1672191600000000000,17405.0,17440.0,17365.0,17440.0,539,9156,9246
2022-12-28 09:45:00.000000000,1672191900000000000,17440.0,17440.0,17380.0,17425.0,315,9246,9274
2022-12-28 09:50:00.000000000,1672192200000000000,17425.0,17470.0,17395.0,17460.0,462,9274,9259
2022-12-28 09:55:00.000000000,1672192500000000000,17460.0,17475.0,17440.0,17440.0,320,9259,9222
2022-12-28 10:00:00.000000000,1672192800000000000,17440.0,17455.0,17400.0,17450.0,242,9222,9162
2022-12-28 10:05:00.000000000,1672193100000000000,17450.0,17480.0,17440.0,17440.0,331,9162,9182
2022-12-28 10:10:00.000000000,1672193400000000000,17440.0,17460.0,17425.0,17460.0,119,9182,9174
2022-12-28 10:30:00.000000000,1672194600000000000,17465.0,17480.0,17445.0,17475.0,220,9174,9132
2022-12-28 10:35:00.000000000,1672194900000000000,17475.0,17515.0,17470.0,17515.0,484,9132,9084
2022-12-28 10:40:00.000000000,1672195200000000000,17515.0,17530.0,17470.0,17505.0,554,9084,9010
2022-12-28 10:45:00.000000000,1672195500000000000,17505.0,17510.0,17460.0,17480.0,258,9010,8965
2022-12-28 10:50:00.000000000,1672195800000000000,17480.0,17485.0,17430.0,17435.0,245,8965,8956
2022-12-28 10:55:00.000000000,1672196100000000000,17435.0,17445.0,17410.0,17440.0,305,8956,8922
2022-12-28 11:00:00.000000000,1672196400000000000,17440.0,17460.0,17435.0,17450.0,112,8922,8927
2022-12-28 11:05:00.000000000,1672196700000000000,17450.0,17460.0,17390.0,17410.0,289,8927,8872
2022-12-28 11:10:00.000000000,1672197000000000000,17410.0,17430.0,17390.0,17400.0,273,8872,8822
2022-12-28 11:15:00.000000000,1672197300000000000,17400.0,17450.0,17400.0,17445.0,158,8822,8828
2022-12-28 11:20:00.000000000,1672197600000000000,17445.0,17445.0,17425.0,17445.0,60,8828,8832
2022-12-28 11:25:00.000000000,1672197900000000000,17445.0,17460.0,17435.0,17450.0,89,8832,8802
2022-12-28 13:30:00.000000000,1672205400000000000,17450.0,17450.0,17405.0,17425.0,174,8802,8832
2022-12-28 13:35:00.000000000,1672205700000000000,17425.0,17445.0,17425.0,17445.0,45,8832,8839
2022-12-28 13:40:00.000000000,1672206000000000000,17445.0,17465.0,17425.0,17425.0,214,8839,8845
2022-12-28 13:45:00.000000000,1672206300000000000,17425.0,17435.0,17420.0,17425.0,59,8845,8842
2022-12-28 13:50:00.000000000,1672206600000000000,17425.0,17450.0,17425.0,17440.0,72,8842,8845
2022-12-28 13:55:00.000000000,1672206900000000000,17440.0,17440.0,17420.0,17440.0,50,8845,8850
2022-12-28 14:00:00.000000000,1672207200000000000,17440.0,17440.0,17425.0,17435.0,43,8850,8848
2022-12-28 14:05:00.000000000,1672207500000000000,17435.0,17440.0,17420.0,17430.0,32,8848,8849
2022-12-28 14:10:00.000000000,1672207800000000000,17430.0,17435.0,17425.0,17425.0,67,8849,8870
2022-12-28 14:15:00.000000000,1672208100000000000,17425.0,17425.0,17410.0,17420.0,111,8870,8873
2022-12-28 14:20:00.000000000,1672208400000000000,17420.0,17425.0,17345.0,17365.0,595,8873,8846
2022-12-28 14:25:00.000000000,1672208700000000000,17365.0,17390.0,17360.0,17385.0,220,8846,8832
2022-12-28 14:30:00.000000000,1672209000000000000,17385.0,17395.0,17375.0,17385.0,84,8832,8847
2022-12-28 14:35:00.000000000,1672209300000000000,17385.0,17440.0,17385.0,17430.0,369,8847,8738
2022-12-28 14:40:00.000000000,1672209600000000000,17430.0,17460.0,17430.0,17445.0,275,8738,8697
2022-12-28 14:45:00.000000000,1672209900000000000,17445.0,17460.0,17420.0,17425.0,245,8697,8625
2022-12-28 14:50:00.000000000,1672210200000000000,17425.0,17425.0,17380.0,17415.0,209,8625,8573
2022-12-28 14:55:00.000000000,1672210500000000000,17415.0,17430.0,17390.0,17425.0,497,8573,8197
2022-12-29 09:00:00.000000000,1672275600000000000,17395.0,17665.0,17325.0,17600.0,2749,8197,8652
2022-12-29 09:05:00.000000000,1672275900000000000,17600.0,17650.0,17580.0,17620.0,1354,8652,8877
2022-12-29 09:10:00.000000000,1672276200000000000,17620.0,17630.0,17505.0,17560.0,815,8877,8839
2022-12-29 09:15:00.000000000,1672276500000000000,17560.0,17565.0,17520.0,17530.0,252,8839,8865
2022-12-29 09:20:00.000000000,1672276800000000000,17530.0,17550.0,17445.0,17500.0,683,8865,8842
2022-12-29 09:25:00.000000000,1672277100000000000,17500.0,17550.0,17475.0,17495.0,479,8842,8885
2022-12-29 09:30:00.000000000,1672277400000000000,17495.0,17530.0,17475.0,17495.0,195,8885,8862
2022-12-29 09:35:00.000000000,1672277700000000000,17495.0,17530.0,17495.0,17530.0,231,8862,8822
2022-12-29 09:40:00.000000000,1672278000000000000,17530.0,17550.0,17520.0,17525.0,302,8822,8810
2022-12-29 09:45:00.000000000,1672278300000000000,17525.0,17525.0,17475.0,17500.0,193,8810,8745
2022-12-29 09:50:00.000000000,1672278600000000000,17500.0,17520.0,17485.0,17510.0,85,8745,8736
2022-12-29 09:55:00.000000000,1672278900000000000,17510.0,17510.0,17495.0,17505.0,48,8736,8741
2022-12-29 10:00:00.000000000,1672279200000000000,17505.0,17530.0,17480.0,17490.0,147,8741,8729
2022-12-29 10:05:00.000000000,1672279500000000000,17490.0,17525.0,17490.0,17525.0,78,8729,8709
2022-12-29 10:10:00.000000000,1672279800000000000,17525.0,17530.0,17500.0,17525.0,115,8709,8699
2022-12-29 10:30:00.000000000,1672281000000000000,17510.0,17530.0,17490.0,17500.0,121,8699,8711
2022-12-29 10:35:00.000000000,1672281300000000000,17500.0,17510.0,17460.0,17465.0,228,8711,8675
2022-12-29 10:40:00.000000000,1672281600000000000,17465.0,17480.0,17435.0,17460.0,376,8675,8654
2022-12-29 10:45:00.000000000,1672281900000000000,17460.0,17500.0,17450.0,17490.0,170,8654,8630
2022-12-29 10:50:00.000000000,1672282200000000000,17490.0,17510.0,17460.0,17505.0,210,8630,8604
2022-12-29 10:55:00.000000000,1672282500000000000,17505.0,17515.0,17480.0,17500.0,149,8604,8559
2022-12-29 11:00:00.000000000,1672282800000000000,17500.0,17515.0,17390.0,17450.0,681,8559,8472
2022-12-29 11:05:00.000000000,1672283100000000000,17450.0,17455.0,17420.0,17455.0,193,8472,8442
2022-12-29 11:10:00.000000000,1672283400000000000,17455.0,17460.0,17380.0,17415.0,328,8442,8503
2022-12-29 11:15:00.000000000,1672283700000000000,17415.0,17420.0,17380.0,17395.0,214,8503,8522
2022-12-29 11:20:00.000000000,1672284000000000000,17395.0,17420.0,17380.0,17420.0,172,8522,8550
2022-12-29 11:25:00.000000000,1672284300000000000,17420.0,17450.0,17415.0,17445.0,169,8550,8488
2022-12-29 13:30:00.000000000,1672291800000000000,17435.0,17445.0,17400.0,17430.0,121,8488,8493
2022-12-29 13:35:00.000000000,1672292100000000000,17430.0,17480.0,17425.0,17475.0,181,8493,8444
2022-12-29 13:40:00.000000000,1672292400000000000,17475.0,17475.0,17445.0,17445.0,105,8444,8435
2022-12-29 13:45:00.000000000,1672292700000000000,17445.0,17465.0,17445.0,17465.0,46,8435,8446
2022-12-29 13:50:00.000000000,1672293000000000000,17465.0,17465.0,17440.0,17455.0,97,8446,8417
2022-12-29 13:55:00.000000000,1672293300000000000,17455.0,17475.0,17430.0,17450.0,111,8417,8420
2022-12-29 14:00:00.000000000,1672293600000000000,17450.0,17455.0,17440.0,17445.0,45,8420,8420
