datetime,datetime_nano,KQ.m@INE.bc.open,KQ.m@INE.bc.high,KQ.m@INE.bc.low,KQ.m@INE.bc.close,KQ.m@INE.bc.volume,KQ.m@INE.bc.open_oi,KQ.m@INE.bc.close_oi
2021-03-31 00:00:00.000000000,1617120000000000000,58370.0,58470.0,57770.0,58200.0,7935,5834,5372
2021-04-01 00:00:00.000000000,1617206400000000000,58330.0,58420.0,57680.0,57690.0,6734,5372,5153
2021-04-02 00:00:00.000000000,1617292800000000000,57980.0,59720.0,57910.0,59600.0,7856,5153,4657
2021-04-06 00:00:00.000000000,1617638400000000000,60000.0,60220.0,59490.0,59680.0,7243,4657,11093
2021-04-07 00:00:00.000000000,1617724800000000000,59740.0,60380.0,59180.0,59510.0,11401,11093,11646
2021-04-08 00:00:00.000000000,1617811200000000000,59320.0,59770.0,58970.0,59490.0,15953,11646,12042
2021-04-09 00:00:00.000000000,1617897600000000000,59580.0,59900.0,59250.0,59390.0,12371,12042,12301
2021-04-12 00:00:00.000000000,1618156800000000000,59450.0,59600.0,58380.0,58440.0,16023,12301,12779
2021-04-13 00:00:00.000000000,1618243200000000000,58590.0,58880.0,58390.0,58640.0,12933,12779,13242
2021-04-14 00:00:00.000000000,1618329600000000000,59200.0,59200.0,58750.0,58990.0,9799,13242,13387
2021-04-15 00:00:00.000000000,1618416000000000000,59500.0,60780.0,59380.0,60640.0,20402,13387,13854
2021-04-16 00:00:00.000000000,1618502400000000000,60780.0,61900.0,60660.0,61080.0,23967,13854,14102
2021-04-19 00:00:00.000000000,1618761600000000000,61570.0,62210.0,60440.0,62090.0,21089,14102,14266
2021-04-20 00:00:00.000000000,1618848000000000000,62090.0,62150.0,61460.0,61820.0,17558,14266,14019
2021-04-21 00:00:00.000000000,1618934400000000000,61620.0,61970.0,60970.0,61170.0,13046,14019,13514
2021-04-22 00:00:00.000000000,1619020800000000000,61400.0,62070.0,61220.0,61570.0,15093,13514,13087
2021-04-23 00:00:00.000000000,1619107200000000000,61820.0,62160.0,61300.0,61890.0,18009,13087,12010
2021-04-26 00:00:00.000000000,1619366400000000000,62290.0,64730.0,61980.0,63290.0,17146,12010,9024
2021-04-27 00:00:00.000000000,1619452800000000000,63490.0,64960.0,63330.0,64600.0,13204,9024,9513
2021-04-28 00:00:00.000000000,1619539200000000000,64450.0,64510.0,63380.0,63630.0,12540,9513,8888
2021-04-29 00:00:00.000000000,1619625600000000000,64130.0,65050.0,63760.0,64620.0,11165,8888,8559
2021-04-30 00:00:00.000000000,1619712000000000000,64860.0,65190.0,63590.0,64160.0,11097,8559,7588
2021-05-06 00:00:00.000000000,1620230400000000000,64380.0,65420.0,64380.0,65310.0,6079,7588,7109
2021-05-07 00:00:00.000000000,1620316800000000000,65530.0,66840.0,65520.0,66720.0,7866,7109,6910
2021-05-10 00:00:00.000000000,1620576000000000000,67770.0,69900.0,67120.0,69400.0,22562,6910,13626
2021-05-11 00:00:00.000000000,1620662400000000000,68910.0,69150.0,66740.0,67800.0,23359,13626,13791
2021-05-12 00:00:00.000000000,1620748800000000000,67800.0,68860.0,67530.0,68810.0,19987,13791,14397
2021-05-13 00:00:00.000000000,1620835200000000000,68210.0,68480.0,67270.0,67900.0,28662,14397,14719
2021-05-14 00:00:00.000000000,1620921600000000000,67410.0,67610.0,65700.0,66560.0,23885,14719,14611
2021-05-17 00:00:00.000000000,1621180800000000000,66360.0,67230.0,62270.0,66810.0,20359,14611,14451
2021-05-18 00:00:00.000000000,1621267200000000000,66760.0,68060.0,66610.0,67990.0,15878,14451,14307
2021-05-19 00:00:00.000000000,1621353600000000000,67620.0,67790.0,66120.0,66220.0,15901,14307,14529
2021-05-20 00:00:00.000000000,1621440000000000000,65480.0,65950.0,64470.0,65630.0,25814,14529,14030
2021-05-21 00:00:00.000000000,1621526400000000000,65610.0,65660.0,63960.0,64190.0,20063,14030,13422
2021-05-24 00:00:00.000000000,1621785600000000000,64710.0,64930.0,63190.0,63720.0,19119,13422,12968
2021-05-25 00:00:00.000000000,1621872000000000000,63940.0,64920.0,63890.0,64350.0,12451,12968,11127
2021-05-26 00:00:00.000000000,1621958400000000000,63830.0,64260.0,63640.0,63940.0,7898,11127,9117
2021-05-27 00:00:00.000000000,1622044800000000000,64060.0,64390.0,63480.0,64040.0,8521,9117,8456
2021-05-28 00:00:00.000000000,1622131200000000000,64120.0,66240.0,64050.0,65310.0,9493,8456,8209
2021-05-31 00:00:00.000000000,1622390400000000000,64960.0,66300.0,64750.0,65830.0,7207,8209,8150
2021-06-01 00:00:00.000000000,1622476800000000000,65920.0,66190.0,65490.0,65980.0,6190,8150,8065
2021-06-02 00:00:00.000000000,1622563200000000000,65550.0,66470.0,65390.0,65530.0,7867,8065,7689
2021-06-03 00:00:00.000000000,1622649600000000000,65500.0,65560.0,64690.0,65070.0,9633,7689,8908
2021-06-04 00:00:00.000000000,1622736000000000000,63400.0,63990.0,62830.0,63180.0,18220,8908,9432
2021-06-07 00:00:00.000000000,1622995200000000000,63880.0,64300.0,63480.0,63630.0,10431,9432,9177
2021-06-08 00:00:00.000000000,1623081600000000000,63580.0,64050.0,63390.0,63690.0,13926,9177,8953
2021-06-09 00:00:00.000000000,1623168000000000000,63270.0,64620.0,63160.0,63880.0,16549,8953,8272
2021-06-10 00:00:00.000000000,1623254400000000000,63690.0,64170.0,63420.0,63630.0,9842,8272,7945
2021-06-11 00:00:00.000000000,1623340800000000000,63480.0,64090.0,63020.0,64000.0,14776,7945,8012
2021-06-15 00:00:00.000000000,1623686400000000000,64000.0,64000.0,62040.0,62610.0,12641,8012,8851
2021-06-16 00:00:00.000000000,1623772800000000000,61390.0,61940.0,60980.0,61010.0,15148,8851,9063
2021-06-17 00:00:00.000000000,1623859200000000000,61560.0,62230.0,60800.0,61320.0,15445,9063,8760
2021-06-18 00:00:00.000000000,1623945600000000000,61140.0,61410.0,59630.0,59910.0,18190,8760,9158
2021-06-21 00:00:00.000000000,1624204800000000000,59790.0,59980.0,59040.0,59070.0,18923,9158,8988
2021-06-22 00:00:00.000000000,1624291200000000000,59070.0,60190.0,59020.0,59940.0,14704,8988,8869
2021-06-23 00:00:00.000000000,1624377600000000000,59920.0,61140.0,59840.0,60990.0,14422,8869,8283
2021-06-24 00:00:00.000000000,1624464000000000000,61230.0,61930.0,60760.0,60920.0,13949,8283,8081
2021-06-25 00:00:00.000000000,1624550400000000000,61210.0,61710.0,61030.0,61190.0,12647,8081,7143
2021-06-28 00:00:00.000000000,1624809600000000000,61190.0,61370.0,60620.0,61100.0,12343,7143,6046
2021-06-29 00:00:00.000000000,1624896000000000000,61230.0,61280.0,60230.0,60650.0,6753,6046,5583
2021-06-30 00:00:00.000000000,1624982400000000000,60420.0,61060.0,60330.0,60890.0,7311,5583,5285
2021-07-01 00:00:00.000000000,1625068800000000000,61180.0,61710.0,60700.0,60800.0,7013,5285,4685
2021-07-02 00:00:00.000000000,1625155200000000000,61120.0,61540.0,60360.0,60830.0,4128,4685,4498
2021-07-05 00:00:00.000000000,1625414400000000000,60890.0,62240.0,60800.0,62050.0,16962,4498,7515
2021-07-06 00:00:00.000000000,1625500800000000000,61920.0,62620.0,61690.0,62480.0,15616,7515,7462
2021-07-07 00:00:00.000000000,1625587200000000000,62230.0,62250.0,60530.0,61610.0,22301,7462,7542
2021-07-08 00:00:00.000000000,1625673600000000000,61610.0,62050.0,61200.0,61320.0,19037,7542,7454
2021-07-09 00:00:00.000000000,1625760000000000000,60880.0,61740.0,60790.0,61420.0,14811,7454,7346
2021-07-12 00:00:00.000000000,1626019200000000000,62090.0,62450.0,61450.0,61570.0,17006,7346,7532
2021-07-13 00:00:00.000000000,1626105600000000000,61370.0,61960.0,61330.0,61730.0,9648,7532,7521
2021-07-14 00:00:00.000000000,1626192000000000000,60910.0,61520.0,60840.0,61340.0,11666,7521,7817
2021-07-15 00:00:00.000000000,1626278400000000000,61170.0,61600.0,60540.0,61320.0,13070,7817,8003
2021-07-16 00:00:00.000000000,1626364800000000000,61180.0,61980.0,61180.0,61790.0,11628,8003,8106
2021-07-19 00:00:00.000000000,1626624000000000000,61780.0,61900.0,61130.0,61230.0,11656,8106,7862
2021-07-20 00:00:00.000000000,1626710400000000000,60530.0,60880.0,59950.0,60640.0,17055,7862,7828
2021-07-21 00:00:00.000000000,1626796800000000000,60470.0,61130.0,60330.0,60470.0,13061,7828,7884
2021-07-22 00:00:00.000000000,1626883200000000000,60780.0,61480.0,60660.0,61450.0,12378,7884,7615
2021-07-23 00:00:00.000000000,1626969600000000000,61490.0,62390.0,61360.0,62120.0,15180,7615,7193
2021-07-26 00:00:00.000000000,1627228800000000000,62350.0,63460.0,62060.0,63150.0,13577,7193,5383
2021-07-27 00:00:00.000000000,1627315200000000000,63460.0,65150.0,63350.0,64290.0,15471,5383,4252
2021-07-28 00:00:00.000000000,1627401600000000000,64640.0,64800.0,64070.0,64250.0,12802,4252,3778
2021-07-29 00:00:00.000000000,1627488000000000000,64180.0,64330.0,63540.0,63800.0,8267,3778,3048
2021-07-30 00:00:00.000000000,1627574400000000000,63970.0,64360.0,63630.0,64100.0,8960,3048,5910
2021-08-02 00:00:00.000000000,1627833600000000000,64280.0,64680.0,63220.0,63890.0,14127,5910,6281
2021-08-03 00:00:00.000000000,1627920000000000000,63990.0,64180.0,62810.0,62810.0,10113,6281,6367
2021-08-04 00:00:00.000000000,1628006400000000000,61920.0,62780.0,61910.0,62560.0,13164,6367,6322
2021-08-05 00:00:00.000000000,1628092800000000000,61960.0,62330.0,61710.0,61720.0,11870,6322,6201
2021-08-06 00:00:00.000000000,1628179200000000000,61730.0,62760.0,61720.0,62720.0,9569,6201,6213
2021-08-09 00:00:00.000000000,1628438400000000000,62550.0,62830.0,61450.0,61850.0,13379,6213,6167
2021-08-10 00:00:00.000000000,1628524800000000000,60840.0,62080.0,60700.0,61890.0,10972,6167,6497
2021-08-11 00:00:00.000000000,1628611200000000000,61760.0,62670.0,61710.0,62120.0,12919,6497,6507
2021-08-12 00:00:00.000000000,1628697600000000000,62290.0,62950.0,62190.0,62750.0,10416,6507,6460
2021-08-13 00:00:00.000000000,1628784000000000000,62620.0,62620.0,61920.0,62270.0,9909,6460,6705
2021-08-16 00:00:00.000000000,1629043200000000000,62290.0,63100.0,61910.0,61930.0,12806,6705,7331
2021-08-17 00:00:00.000000000,1629129600000000000,62030.0,62240.0,61710.0,61920.0,10293,7331,7622
2021-08-18 00:00:00.000000000,1629216000000000000,60930.0,61440.0,60760.0,60950.0,15145,7622,7353
2021-08-19 00:00:00.000000000,1629302400000000000,60370.0,60490.0,57810.0,59020.0,22319,7353,7311
2021-08-20 00:00:00.000000000,1629388800000000000,58550.0,59660.0,58160.0,59290.0,21126,7311,7724
2021-08-23 00:00:00.000000000,1629648000000000000,58940.0,60350.0,58940.0,59850.0,14253,7724,7445
2021-08-24 00:00:00.000000000,1629734400000000000,60660.0,60970.0,60410.0,60650.0,15154,7445,6993
2021-08-25 00:00:00.000000000,1629820800000000000,61200.0,61740.0,60970.0,61270.0,10653,6993,6393
2021-08-26 00:00:00.000000000,1629907200000000000,61750.0,61790.0,60880.0,60940.0,10156,6393,2388
2021-08-27 00:00:00.000000000,1629993600000000000,61180.0,61450.0,60880.0,61380.0,5958,2388,1564
2021-08-30 00:00:00.000000000,1630252800000000000,61500.0,62440.0,61430.0,62370.0,13889,1564,4078
2021-08-31 00:00:00.000000000,1630339200000000000,62760.0,62880.0,62040.0,62360.0,10192,4078,4093
2021-09-01 00:00:00.000000000,1630425600000000000,62430.0,62530.0,61310.0,61370.0,13156,4093,4264
2021-09-02 00:00:00.000000000,1630512000000000000,61290.0,61560.0,60920.0,61380.0,10569,4264,4410
2021-09-03 00:00:00.000000000,1630598400000000000,60910.0,61840.0,60910.0,61500.0,9824,4410,4251
2021-09-06 00:00:00.000000000,1630857600000000000,61700.0,62050.0,61380.0,61760.0,10563,4251,4204
2021-09-07 00:00:00.000000000,1630944000000000000,61800.0,62000.0,61250.0,61500.0,6533,4204,4057
2021-09-08 00:00:00.000000000,1631030400000000000,61380.0,61580.0,61010.0,61010.0,8537,4057,3835
2021-09-09 00:00:00.000000000,1631116800000000000,60900.0,62380.0,60360.0,61430.0,12942,3835,4216
2021-09-10 00:00:00.000000000,1631203200000000000,61640.0,62330.0,61330.0,62150.0,12298,4216,4055
2021-09-13 00:00:00.000000000,1631462400000000000,62480.0,64060.0,62480.0,63670.0,21543,4055,4345
2021-09-14 00:00:00.000000000,1631548800000000000,63690.0,63720.0,62060.0,62090.0,15169,4345,4056
2021-09-15 00:00:00.000000000,1631635200000000000,61900.0,62360.0,61510.0,61930.0,13645,4056,4009
2021-09-16 00:00:00.000000000,1631721600000000000,62090.0,62970.0,61760.0,61900.0,13939,4009,3762
2021-09-17 00:00:00.000000000,1631808000000000000,61590.0,61930.0,61230.0,61380.0,13296,3762,3612
2021-09-22 00:00:00.000000000,1632240000000000000,60030.0,61110.0,59500.0,60760.0,9225,3612,3773
2021-09-23 00:00:00.000000000,1632326400000000000,60930.0,61240.0,60480.0,60580.0,11705,3773,3575
2021-09-24 00:00:00.000000000,1632412800000000000,60620.0,61410.0,60510.0,61130.0,14537,3575,3269
2021-09-27 00:00:00.000000000,1632672000000000000,61090.0,61800.0,60880.0,61310.0,9177,3269,1652
2021-09-28 00:00:00.000000000,1632758400000000000,61260.0,61640.0,61120.0,61350.0,3772,1652,1474
2021-09-29 00:00:00.000000000,1632844800000000000,61200.0,61350.0,60550.0,60690.0,18952,1474,4511
2021-09-30 00:00:00.000000000,1632931200000000000,60780.0,60920.0,60030.0,60070.0,14359,4511,4381
2021-10-08 00:00:00.000000000,1633622400000000000,60660.0,61740.0,60660.0,61000.0,8417,4381,4456
2021-10-11 00:00:00.000000000,1633881600000000000,61040.0,62150.0,61010.0,62060.0,19575,4456,5258
2021-10-12 00:00:00.000000000,1633968000000000000,62220.0,62930.0,61480.0,61760.0,20384,5258,4602
2021-10-13 00:00:00.000000000,1634054400000000000,62460.0,62820.0,61680.0,62240.0,21531,4602,4826
2021-10-14 00:00:00.000000000,1634140800000000000,62760.0,65600.0,62640.0,64670.0,32384,4826,7430
2021-10-15 00:00:00.000000000,1634227200000000000,65150.0,66470.0,65010.0,66150.0,32858,7430,8522
2021-10-18 00:00:00.000000000,1634486400000000000,71050.0,71050.0,66860.0,68200.0,34873,8522,8874
2021-10-19 00:00:00.000000000,1634572800000000000,67790.0,68090.0,66550.0,67730.0,26760,8874,9160
2021-10-20 00:00:00.000000000,1634659200000000000,67490.0,67490.0,64840.0,65660.0,30321,9160,9616
2021-10-21 00:00:00.000000000,1634745600000000000,65770.0,67120.0,64950.0,65250.0,26428,9616,9820
2021-10-22 00:00:00.000000000,1634832000000000000,65400.0,65510.0,64090.0,64900.0,26344,9820,9844
2021-10-25 00:00:00.000000000,1635091200000000000,64380.0,64770.0,63330.0,64420.0,26181,9844,7494
2021-10-26 00:00:00.000000000,1635177600000000000,64000.0,64610.0,63760.0,64190.0,14171,7494,4377
2021-10-27 00:00:00.000000000,1635264000000000000,64160.0,64250.0,62630.0,62720.0,12842,4377,2772
2021-10-28 00:00:00.000000000,1635350400000000000,62550.0,63410.0,61830.0,63040.0,14366,2772,2232
2021-10-29 00:00:00.000000000,1635436800000000000,62820.0,63220.0,62160.0,62400.0,7509,2232,2121
2021-11-01 00:00:00.000000000,1635696000000000000,62100.0,62730.0,61730.0,62140.0,11627,2121,6268
2021-11-02 00:00:00.000000000,1635782400000000000,62180.0,62900.0,61470.0,61690.0,13635,6268,6430
2021-11-03 00:00:00.000000000,1635868800000000000,62200.0,63240.0,61690.0,63240.0,16327,6430,6610
2021-11-04 00:00:00.000000000,1635955200000000000,62740.0,62940.0,61590.0,62090.0,14330,6610,6454
2021-11-05 00:00:00.000000000,1636041600000000000,62380.0,62650.0,60860.0,61500.0,14813,6454,6437
2021-11-08 00:00:00.000000000,1636300800000000000,61320.0,62350.0,61130.0,61970.0,12185,6437,6563
2021-11-09 00:00:00.000000000,1636387200000000000,62120.0,62670.0,61790.0,62420.0,12244,6563,6683
2021-11-10 00:00:00.000000000,1636473600000000000,62880.0,62890.0,61720.0,62200.0,15148,6683,6879
2021-11-11 00:00:00.000000000,1636560000000000000,62140.0,62670.0,61540.0,62320.0,14599,6879,6684
2021-11-12 00:00:00.000000000,1636646400000000000,62580.0,63060.0,62370.0,62440.0,16043,6684,6534
2021-11-15 00:00:00.000000000,1636905600000000000,62400.0,63370.0,62180.0,62770.0,12863,6534,6436
2021-11-16 00:00:00.000000000,1636992000000000000,62950.0,63150.0,62190.0,62300.0,9641,6436,6520
2021-11-17 00:00:00.000000000,1637078400000000000,62440.0,62630.0,61750.0,62050.0,13645,6520,6139
2021-11-18 00:00:00.000000000,1637164800000000000,61710.0,61960.0,60580.0,60740.0,15005,6139,6725
2021-11-19 00:00:00.000000000,1637251200000000000,60860.0,62930.0,60550.0,62930.0,21001,6725,7026
2021-11-22 00:00:00.000000000,1637510400000000000,62390.0,63200.0,62330.0,62500.0,14202,7026,6771
2021-11-23 00:00:00.000000000,1637596800000000000,62750.0,63770.0,62490.0,63120.0,14071,6771,6871
2021-11-24 00:00:00.000000000,1637683200000000000,63580.0,63950.0,63260.0,63590.0,10075,6871,6751
2021-11-25 00:00:00.000000000,1637769600000000000,64200.0,64700.0,63910.0,64400.0,10663,6751,6361
2021-11-26 00:00:00.000000000,1637856000000000000,64680.0,64680.0,62900.0,63030.0,13435,6361,3369
2021-11-29 00:00:00.000000000,1638115200000000000,62350.0,62820.0,61800.0,62630.0,9719,3369,2632
2021-11-30 00:00:00.000000000,1638201600000000000,62750.0,62960.0,61500.0,61740.0,8216,2632,1919
2021-12-01 00:00:00.000000000,1638288000000000000,62040.0,62160.0,61310.0,61820.0,9672,1919,5518
2021-12-02 00:00:00.000000000,1638374400000000000,61700.0,61840.0,60380.0,60830.0,13986,5518,5383
2021-12-03 00:00:00.000000000,1638460800000000000,60920.0,61970.0,60820.0,61620.0,15012,5383,5479
