datetime,datetime_nano,KQ.m@DCE.eb.open,KQ.m@DCE.eb.high,KQ.m@DCE.eb.low,KQ.m@DCE.eb.close,KQ.m@DCE.eb.volume,KQ.m@DCE.eb.open_oi,KQ.m@DCE.eb.close_oi
2020-02-12 00:00:00.000000000,1581436800000000000,6940.0,6948.0,6816.0,6868.0,52092,58774,63052
2020-02-13 00:00:00.000000000,1581523200000000000,6869.0,6898.0,6831.0,6879.0,32509,63052,64599
2020-02-14 00:00:00.000000000,1581609600000000000,6884.0,6915.0,6841.0,6886.0,31708,64599,63968
2020-02-17 00:00:00.000000000,1581868800000000000,6880.0,6990.0,6870.0,6956.0,34639,63968,64734
2020-02-18 00:00:00.000000000,1581955200000000000,6980.0,7008.0,6930.0,6938.0,35577,64734,67270
2020-02-19 00:00:00.000000000,1582041600000000000,6965.0,7030.0,6935.0,7000.0,37556,67270,70837
2020-02-20 00:00:00.000000000,1582128000000000000,7030.0,7068.0,6983.0,7027.0,43138,70837,73354
2020-02-21 00:00:00.000000000,1582214400000000000,7030.0,7078.0,7012.0,7044.0,40470,73354,75500
2020-02-24 00:00:00.000000000,1582473600000000000,7006.0,7030.0,6951.0,7024.0,34752,75500,73266
2020-02-25 00:00:00.000000000,1582560000000000000,6971.0,7020.0,6954.0,7009.0,26606,73266,73157
2020-02-26 00:00:00.000000000,1582646400000000000,6975.0,7044.0,6907.0,6911.0,46827,73157,73694
2020-02-27 00:00:00.000000000,1582732800000000000,6867.0,6890.0,6820.0,6840.0,31452,73694,74043
2020-02-28 00:00:00.000000000,1582819200000000000,6760.0,6829.0,6681.0,6697.0,44962,74043,70808
2020-03-02 00:00:00.000000000,1583078400000000000,6719.0,6788.0,6646.0,6759.0,43432,70808,73314
2020-03-03 00:00:00.000000000,1583164800000000000,6833.0,6850.0,6700.0,6701.0,50841,73314,78601
2020-03-04 00:00:00.000000000,1583251200000000000,6740.0,6785.0,6714.0,6759.0,40547,78601,77508
2020-03-05 00:00:00.000000000,1583337600000000000,6764.0,6777.0,6722.0,6751.0,37279,77508,75870
2020-03-06 00:00:00.000000000,1583424000000000000,6690.0,6748.0,6660.0,6714.0,45951,75870,73505
2020-03-09 00:00:00.000000000,1583683200000000000,6434.0,6434.0,6434.0,6434.0,1553,73505,72647
2020-03-10 00:00:00.000000000,1583769600000000000,6183.0,6332.0,6000.0,6276.0,64130,72647,68113
2020-03-11 00:00:00.000000000,1583856000000000000,6340.0,6350.0,6176.0,6189.0,35474,68113,68980
2020-03-12 00:00:00.000000000,1583942400000000000,6160.0,6195.0,6011.0,6120.0,51533,68980,69564
2020-03-13 00:00:00.000000000,1584028800000000000,6030.0,6098.0,5923.0,6083.0,54584,69564,66856
2020-03-16 00:00:00.000000000,1584288000000000000,6028.0,6075.0,5939.0,5943.0,56941,66856,64478
2020-03-17 00:00:00.000000000,1584374400000000000,5920.0,5945.0,5776.0,5776.0,103445,64478,71276
2020-03-18 00:00:00.000000000,1584460800000000000,5662.0,5695.0,5400.0,5400.0,133892,71276,71188
2020-03-19 00:00:00.000000000,1584547200000000000,5233.0,5278.0,5061.0,5061.0,96187,71188,63573
2020-03-20 00:00:00.000000000,1584633600000000000,5265.0,5313.0,4984.0,5177.0,192060,63573,62913
2020-03-23 00:00:00.000000000,1584892800000000000,4800.0,5000.0,4658.0,4832.0,134934,62913,62829
2020-03-24 00:00:00.000000000,1584979200000000000,4901.0,4916.0,4573.0,4783.0,147460,62829,62858
2020-03-25 00:00:00.000000000,1585065600000000000,4700.0,4746.0,4505.0,4561.0,221048,62858,78514
2020-03-26 00:00:00.000000000,1585152000000000000,4521.0,4706.0,4466.0,4612.0,223459,78514,86579
2020-03-27 00:00:00.000000000,1585238400000000000,4649.0,4698.0,4520.0,4645.0,199424,86579,92488
2020-03-30 00:00:00.000000000,1585497600000000000,4559.0,4597.0,4338.0,4341.0,201547,92488,80809
2020-03-31 00:00:00.000000000,1585584000000000000,4419.0,4599.0,4366.0,4425.0,208540,80809,82014
2020-04-01 00:00:00.000000000,1585670400000000000,4417.0,4485.0,4380.0,4424.0,97146,82014,78269
2020-04-02 00:00:00.000000000,1585756800000000000,4420.0,4777.0,4380.0,4666.0,182364,78269,74460
2020-04-03 00:00:00.000000000,1585843200000000000,4686.0,4920.0,4620.0,4884.0,142198,74460,66333
2020-04-07 00:00:00.000000000,1586188800000000000,4922.0,4994.0,4853.0,4940.0,134277,66333,58340
2020-04-08 00:00:00.000000000,1586275200000000000,4838.0,5066.0,4791.0,4999.0,112475,58340,49438
2020-04-09 00:00:00.000000000,1586361600000000000,5055.0,5392.0,5000.0,5392.0,214241,49438,53919
2020-04-10 00:00:00.000000000,1586448000000000000,5243.0,5513.0,5230.0,5299.0,315699,53919,45230
2020-04-13 00:00:00.000000000,1586707200000000000,5468.0,5617.0,5288.0,5362.0,177651,45230,38500
2020-04-14 00:00:00.000000000,1586793600000000000,5553.0,5605.0,5304.0,5400.0,134507,38500,85640
2020-04-15 00:00:00.000000000,1586880000000000000,5287.0,5488.0,5237.0,5414.0,162170,85640,90989
2020-04-16 00:00:00.000000000,1586966400000000000,5419.0,5498.0,5350.0,5426.0,158744,90989,95343
2020-04-17 00:00:00.000000000,1587052800000000000,5542.0,5648.0,5456.0,5526.0,196991,95343,99776
2020-04-20 00:00:00.000000000,1587312000000000000,5444.0,5555.0,5380.0,5548.0,131163,99776,105949
2020-04-21 00:00:00.000000000,1587398400000000000,5491.0,5546.0,5065.0,5200.0,300601,105949,103015
2020-04-22 00:00:00.000000000,1587484800000000000,4989.0,5043.0,4819.0,4819.0,243539,103015,106368
2020-04-23 00:00:00.000000000,1587571200000000000,4937.0,5319.0,4919.0,5305.0,285919,106368,113223
2020-04-24 00:00:00.000000000,1587657600000000000,5379.0,5397.0,5203.0,5301.0,253528,113223,112043
2020-04-27 00:00:00.000000000,1587916800000000000,5247.0,5430.0,5228.0,5326.0,200544,112043,109721
2020-04-28 00:00:00.000000000,1588003200000000000,5270.0,5419.0,5262.0,5354.0,194034,109721,114904
2020-04-29 00:00:00.000000000,1588089600000000000,5419.0,5492.0,5400.0,5456.0,137626,114904,113970
2020-04-30 00:00:00.000000000,1588176000000000000,5546.0,5588.0,5461.0,5530.0,100450,113970,111767
2020-05-06 00:00:00.000000000,1588694400000000000,5722.0,5810.0,5661.0,5725.0,120518,111767,118527
2020-05-07 00:00:00.000000000,1588780800000000000,5664.0,5730.0,5517.0,5528.0,205031,118527,128057
2020-05-08 00:00:00.000000000,1588867200000000000,5594.0,5618.0,5440.0,5535.0,194432,128057,123657
2020-05-11 00:00:00.000000000,1589126400000000000,5535.0,5577.0,5424.0,5446.0,116671,123657,125678
2020-05-12 00:00:00.000000000,1589212800000000000,5451.0,5495.0,5392.0,5452.0,105218,125678,122850
2020-05-13 00:00:00.000000000,1589299200000000000,5484.0,5563.0,5356.0,5484.0,184650,122850,122107
2020-05-14 00:00:00.000000000,1589385600000000000,5510.0,5543.0,5435.0,5508.0,115359,122107,122473
2020-05-15 00:00:00.000000000,1589472000000000000,5504.0,5627.0,5475.0,5588.0,130023,122473,125021
2020-05-18 00:00:00.000000000,1589731200000000000,5602.0,5801.0,5552.0,5731.0,161349,125021,130004
2020-05-19 00:00:00.000000000,1589817600000000000,5774.0,5889.0,5682.0,5740.0,202625,130004,128671
2020-05-20 00:00:00.000000000,1589904000000000000,5752.0,5818.0,5711.0,5780.0,120974,128671,130118
2020-05-21 00:00:00.000000000,1589990400000000000,5806.0,5825.0,5733.0,5771.0,142624,130118,128622
2020-05-22 00:00:00.000000000,1590076800000000000,5785.0,5845.0,5586.0,5607.0,184028,128622,122826
2020-05-25 00:00:00.000000000,1590336000000000000,5622.0,5729.0,5570.0,5702.0,110913,122826,122163
2020-05-26 00:00:00.000000000,1590422400000000000,5718.0,5745.0,5670.0,5689.0,81757,122163,122825
2020-05-27 00:00:00.000000000,1590508800000000000,5722.0,5767.0,5646.0,5730.0,112098,122825,120899
2020-05-28 00:00:00.000000000,1590595200000000000,5713.0,5745.0,5605.0,5671.0,123815,120899,119725
2020-05-29 00:00:00.000000000,1590681600000000000,5684.0,5744.0,5650.0,5670.0,104111,119725,117706
2020-06-01 00:00:00.000000000,1590940800000000000,5658.0,5806.0,5643.0,5794.0,117554,117706,115660
2020-06-02 00:00:00.000000000,1591027200000000000,5807.0,5850.0,5750.0,5804.0,82354,115660,116117
2020-06-03 00:00:00.000000000,1591113600000000000,5808.0,5988.0,5801.0,5951.0,148721,116117,129515
2020-06-04 00:00:00.000000000,1591200000000000000,5923.0,5935.0,5788.0,5811.0,113950,129515,121767
2020-06-05 00:00:00.000000000,1591286400000000000,5804.0,5890.0,5788.0,5876.0,73092,121767,122276
2020-06-08 00:00:00.000000000,1591545600000000000,5941.0,5986.0,5863.0,5904.0,84790,122276,121205
2020-06-09 00:00:00.000000000,1591632000000000000,5893.0,5917.0,5822.0,5847.0,73088,121205,121963
2020-06-10 00:00:00.000000000,1591718400000000000,5845.0,5895.0,5815.0,5850.0,64098,121963,121153
2020-06-11 00:00:00.000000000,1591804800000000000,5849.0,5870.0,5764.0,5780.0,77761,121153,122393
2020-06-12 00:00:00.000000000,1591891200000000000,5744.0,5759.0,5580.0,5680.0,106151,122393,117997
2020-06-15 00:00:00.000000000,1592150400000000000,5714.0,5780.0,5622.0,5666.0,85589,117997,115747
2020-06-16 00:00:00.000000000,1592236800000000000,5671.0,5798.0,5656.0,5793.0,75466,115747,113021
2020-06-17 00:00:00.000000000,1592323200000000000,5836.0,5859.0,5741.0,5768.0,65602,113021,113420
2020-06-18 00:00:00.000000000,1592409600000000000,5769.0,5818.0,5744.0,5799.0,52292,113420,112971
2020-06-19 00:00:00.000000000,1592496000000000000,5814.0,5880.0,5786.0,5841.0,59351,112971,111141
2020-06-22 00:00:00.000000000,1592755200000000000,5847.0,5865.0,5736.0,5757.0,78118,111141,112209
2020-06-23 00:00:00.000000000,1592841600000000000,5761.0,5805.0,5719.0,5773.0,62446,112209,111367
2020-06-24 00:00:00.000000000,1592928000000000000,5778.0,5794.0,5735.0,5757.0,44806,111367,110589
2020-06-29 00:00:00.000000000,1593360000000000000,5677.0,5719.0,5621.0,5638.0,53353,110589,114918
2020-06-30 00:00:00.000000000,1593446400000000000,5675.0,5698.0,5646.0,5660.0,47434,114918,113671
2020-07-01 00:00:00.000000000,1593532800000000000,5643.0,5680.0,5552.0,5660.0,124744,113671,118512
2020-07-02 00:00:00.000000000,1593619200000000000,5644.0,5700.0,5604.0,5686.0,78671,118512,116174
2020-07-03 00:00:00.000000000,1593705600000000000,5683.0,5750.0,5660.0,5715.0,76188,116174,113336
2020-07-06 00:00:00.000000000,1593964800000000000,5703.0,5772.0,5635.0,5744.0,144290,113336,112832
2020-07-07 00:00:00.000000000,1594051200000000000,5752.0,5790.0,5680.0,5699.0,125164,112832,110908
2020-07-08 00:00:00.000000000,1594137600000000000,5708.0,5748.0,5675.0,5714.0,66267,110908,109937
2020-07-09 00:00:00.000000000,1594224000000000000,5726.0,5739.0,5657.0,5682.0,74377,109937,116268
2020-07-10 00:00:00.000000000,1594310400000000000,5674.0,5690.0,5500.0,5501.0,159280,116268,138347
2020-07-13 00:00:00.000000000,1594569600000000000,5539.0,5637.0,5529.0,5587.0,96890,138347,131042
2020-07-14 00:00:00.000000000,1594656000000000000,5586.0,5625.0,5466.0,5599.0,125164,131042,126216
2020-07-15 00:00:00.000000000,1594742400000000000,5585.0,5686.0,5584.0,5668.0,113562,126216,112519
2020-07-16 00:00:00.000000000,1594828800000000000,5683.0,5699.0,5618.0,5631.0,76164,112519,108442
2020-07-17 00:00:00.000000000,1594915200000000000,5622.0,5655.0,5526.0,5560.0,83944,108442,112003
2020-07-20 00:00:00.000000000,1595174400000000000,5575.0,5628.0,5532.0,5598.0,85639,112003,111324
2020-07-21 00:00:00.000000000,1595260800000000000,5579.0,5625.0,5550.0,5572.0,66411,111324,109519
2020-07-22 00:00:00.000000000,1595347200000000000,5628.0,5650.0,5578.0,5592.0,84820,109519,106230
2020-07-23 00:00:00.000000000,1595433600000000000,5575.0,5717.0,5520.0,5701.0,137523,106230,112563
2020-07-24 00:00:00.000000000,1595520000000000000,5692.0,5760.0,5632.0,5678.0,159225,112563,109942
2020-07-27 00:00:00.000000000,1595779200000000000,5705.0,5734.0,5660.0,5729.0,77133,109942,108084
2020-07-28 00:00:00.000000000,1595865600000000000,5728.0,5742.0,5641.0,5672.0,84918,108084,107492
2020-07-29 00:00:00.000000000,1595952000000000000,5666.0,5715.0,5657.0,5694.0,61756,107492,107950
2020-07-30 00:00:00.000000000,1596038400000000000,5708.0,5714.0,5582.0,5631.0,98533,107950,104183
2020-07-31 00:00:00.000000000,1596124800000000000,5629.0,5643.0,5553.0,5560.0,97277,104183,104846
2020-08-03 00:00:00.000000000,1596384000000000000,5537.0,5570.0,5511.0,5520.0,75561,104846,105655
2020-08-04 00:00:00.000000000,1596470400000000000,5545.0,5609.0,5523.0,5544.0,71234,105655,101220
2020-08-05 00:00:00.000000000,1596556800000000000,5528.0,5596.0,5516.0,5551.0,53654,101220,97453
2020-08-06 00:00:00.000000000,1596643200000000000,5581.0,5605.0,5526.0,5570.0,61995,97453,97660
2020-08-07 00:00:00.000000000,1596729600000000000,5584.0,5590.0,5422.0,5432.0,106191,97660,104990
2020-08-10 00:00:00.000000000,1596988800000000000,5434.0,5450.0,5322.0,5433.0,103991,104990,101072
2020-08-11 00:00:00.000000000,1597075200000000000,5440.0,5518.0,5406.0,5445.0,73623,101072,91367
2020-08-12 00:00:00.000000000,1597161600000000000,5444.0,5460.0,5385.0,5437.0,58658,91367,87568
2020-08-13 00:00:00.000000000,1597248000000000000,5448.0,5465.0,5400.0,5444.0,45020,87568,83616
2020-08-14 00:00:00.000000000,1597334400000000000,5444.0,5471.0,5370.0,5375.0,53194,83616,84746
2020-08-17 00:00:00.000000000,1597593600000000000,5374.0,5388.0,5308.0,5323.0,60082,84746,84613
2020-08-18 00:00:00.000000000,1597680000000000000,5319.0,5346.0,5245.0,5253.0,67507,84613,76869
2020-08-19 00:00:00.000000000,1597766400000000000,5253.0,5272.0,5092.0,5108.0,96588,76869,66714
2020-08-20 00:00:00.000000000,1597852800000000000,5117.0,5241.0,5070.0,5158.0,64420,66714,51691
2020-08-21 00:00:00.000000000,1597939200000000000,5529.0,5665.0,5479.0,5650.0,75768,51691,75097
2020-08-24 00:00:00.000000000,1598198400000000000,5655.0,5720.0,5616.0,5720.0,81239,75097,81507
2020-08-25 00:00:00.000000000,1598284800000000000,5718.0,5743.0,5685.0,5716.0,61642,81507,84098
2020-08-26 00:00:00.000000000,1598371200000000000,5730.0,5730.0,5620.0,5642.0,81282,84098,87313
2020-08-27 00:00:00.000000000,1598457600000000000,5639.0,5750.0,5632.0,5741.0,82593,87313,95215
2020-08-28 00:00:00.000000000,1598544000000000000,5764.0,5780.0,5682.0,5728.0,79187,95215,94508
2020-08-31 00:00:00.000000000,1598803200000000000,5737.0,5808.0,5722.0,5782.0,57136,94508,98273
2020-09-01 00:00:00.000000000,1598889600000000000,5776.0,5799.0,5715.0,5784.0,63604,98273,98106
2020-09-02 00:00:00.000000000,1598976000000000000,5805.0,5880.0,5796.0,5834.0,99427,98106,98826
2020-09-03 00:00:00.000000000,1599062400000000000,5834.0,5845.0,5755.0,5774.0,68593,98826,95554
2020-09-04 00:00:00.000000000,1599148800000000000,5768.0,5782.0,5696.0,5736.0,79386,95554,87760
2020-09-07 00:00:00.000000000,1599408000000000000,5747.0,5807.0,5666.0,5682.0,93431,87760,89436
2020-09-08 00:00:00.000000000,1599494400000000000,5684.0,5714.0,5625.0,5635.0,78436,89436,88007
2020-09-09 00:00:00.000000000,1599580800000000000,5605.0,5656.0,5517.0,5605.0,96066,88007,83306
2020-09-10 00:00:00.000000000,1599667200000000000,5605.0,5747.0,5582.0,5714.0,136254,83306,95694
2020-09-11 00:00:00.000000000,1599753600000000000,5715.0,5738.0,5655.0,5694.0,73887,95694,94280
2020-09-14 00:00:00.000000000,1600012800000000000,5699.0,5764.0,5636.0,5742.0,87569,94280,100784
2020-09-15 00:00:00.000000000,1600099200000000000,5739.0,5780.0,5700.0,5710.0,101330,100784,100623
2020-09-16 00:00:00.000000000,1600185600000000000,5750.0,5784.0,5703.0,5780.0,105674,100623,105840
2020-09-17 00:00:00.000000000,1600272000000000000,5788.0,5805.0,5721.0,5742.0,72718,105840,105099
2020-09-18 00:00:00.000000000,1600358400000000000,5735.0,5856.0,5730.0,5812.0,124486,105099,115810
2020-09-21 00:00:00.000000000,1600617600000000000,5800.0,5810.0,5731.0,5746.0,83214,115810,108991
2020-09-22 00:00:00.000000000,1600704000000000000,5732.0,5740.0,5570.0,5629.0,108013,108991,95756
2020-09-23 00:00:00.000000000,1600790400000000000,5636.0,5678.0,5602.0,5670.0,76749,95756,96736
2020-09-24 00:00:00.000000000,1600876800000000000,5673.0,5694.0,5573.0,5590.0,80128,96736,97075
2020-09-25 00:00:00.000000000,1600963200000000000,5582.0,5656.0,5554.0,5622.0,70136,97075,92155
2020-09-28 00:00:00.000000000,1601222400000000000,5636.0,5725.0,5606.0,5645.0,83546,92155,86103
2020-09-29 00:00:00.000000000,1601308800000000000,5684.0,5720.0,5643.0,5665.0,61084,86103,85745
2020-09-30 00:00:00.000000000,1601395200000000000,5658.0,5668.0,5538.0,5596.0,85409,85745,77608
2020-10-09 00:00:00.000000000,1602172800000000000,5670.0,5749.0,5640.0,5648.0,49251,77608,81578
2020-10-12 00:00:00.000000000,1602432000000000000,5652.0,5745.0,5629.0,5740.0,80147,81578,90791
2020-10-13 00:00:00.000000000,1602518400000000000,5761.0,5970.0,5750.0,5942.0,188850,90791,120742
2020-10-14 00:00:00.000000000,1602604800000000000,5962.0,6310.0,5935.0,6171.0,467578,120742,147844
2020-10-15 00:00:00.000000000,1602691200000000000,6196.0,6248.0,6108.0,6194.0,209420,147844,143840
2020-10-16 00:00:00.000000000,1602777600000000000,6162.0,6265.0,6116.0,6173.0,208446,143840,137919
2020-10-19 00:00:00.000000000,1603036800000000000,6200.0,6618.0,6190.0,6324.0,396701,137919,144634
