datetime,datetime_nano,KQ.m@DCE.lh.open,KQ.m@DCE.lh.high,KQ.m@DCE.lh.low,KQ.m@DCE.lh.close,KQ.m@DCE.lh.volume,KQ.m@DCE.lh.open_oi,KQ.m@DCE.lh.close_oi
2021-02-26 00:00:00.000000000,1614268800000000000,28780.0,29325.0,28440.0,28970.0,8485,14880,14493
2021-03-01 00:00:00.000000000,1614528000000000000,29430.0,29435.0,28800.0,29185.0,5271,14493,14013
2021-03-02 00:00:00.000000000,1614614400000000000,29170.0,29250.0,28500.0,28750.0,6560,14013,13518
2021-03-03 00:00:00.000000000,1614700800000000000,28850.0,29000.0,28510.0,28785.0,3709,13518,13105
2021-03-04 00:00:00.000000000,1614787200000000000,28690.0,29115.0,28550.0,28845.0,3695,13105,12813
2021-03-05 00:00:00.000000000,1614873600000000000,28870.0,28880.0,27000.0,28400.0,8233,12813,12650
2021-03-08 00:00:00.000000000,1615132800000000000,28600.0,28900.0,28400.0,28545.0,3651,12650,12516
2021-03-09 00:00:00.000000000,1615219200000000000,28420.0,28615.0,27820.0,27900.0,4897,12516,12848
2021-03-10 00:00:00.000000000,1615305600000000000,27800.0,28300.0,27200.0,28050.0,9535,12848,12582
2021-03-11 00:00:00.000000000,1615392000000000000,28000.0,28755.0,27805.0,28595.0,5980,12582,12362
2021-03-12 00:00:00.000000000,1615478400000000000,28800.0,28885.0,28485.0,28750.0,3588,12362,12073
2021-03-15 00:00:00.000000000,1615737600000000000,28810.0,28995.0,28280.0,28405.0,4380,12073,11681
2021-03-16 00:00:00.000000000,1615824000000000000,28300.0,28695.0,28120.0,28450.0,2592,11681,11223
2021-03-17 00:00:00.000000000,1615910400000000000,28400.0,28760.0,28310.0,28610.0,2806,11223,11672
2021-03-18 00:00:00.000000000,1615996800000000000,28470.0,28630.0,28365.0,28470.0,2409,11672,11048
2021-03-19 00:00:00.000000000,1616083200000000000,28200.0,28600.0,28135.0,28505.0,2824,11048,11081
2021-03-22 00:00:00.000000000,1616342400000000000,28435.0,28470.0,27935.0,28250.0,3574,11081,10894
2021-03-23 00:00:00.000000000,1616428800000000000,28280.0,28325.0,27960.0,28135.0,1704,10894,10459
2021-03-24 00:00:00.000000000,1616515200000000000,27995.0,28190.0,27850.0,28000.0,1963,10459,10373
2021-03-25 00:00:00.000000000,1616601600000000000,27850.0,27980.0,27520.0,27520.0,3065,10373,10666
2021-03-26 00:00:00.000000000,1616688000000000000,27520.0,27570.0,27215.0,27215.0,3136,10666,10898
2021-03-29 00:00:00.000000000,1616947200000000000,27000.0,27030.0,26520.0,26555.0,5143,10898,11456
2021-03-30 00:00:00.000000000,1617033600000000000,26500.0,27230.0,26310.0,27030.0,4615,11456,11358
2021-03-31 00:00:00.000000000,1617120000000000000,26870.0,27130.0,26655.0,26985.0,3481,11358,10842
2021-04-01 00:00:00.000000000,1617206400000000000,27140.0,27995.0,26870.0,27940.0,6534,10842,11547
2021-04-02 00:00:00.000000000,1617292800000000000,27900.0,27940.0,27535.0,27660.0,3255,11547,10751
2021-04-06 00:00:00.000000000,1617638400000000000,27220.0,27495.0,27060.0,27120.0,2436,10751,10764
2021-04-07 00:00:00.000000000,1617724800000000000,27055.0,27120.0,26665.0,26810.0,3445,10764,10749
2021-04-08 00:00:00.000000000,1617811200000000000,26710.0,27320.0,26615.0,26920.0,2583,10749,10723
2021-04-09 00:00:00.000000000,1617897600000000000,26995.0,27070.0,26465.0,26610.0,3555,10723,10638
2021-04-12 00:00:00.000000000,1618156800000000000,26915.0,27345.0,26815.0,27095.0,4175,10638,10592
2021-04-13 00:00:00.000000000,1618243200000000000,27325.0,27640.0,27120.0,27605.0,3436,10592,10659
2021-04-14 00:00:00.000000000,1618329600000000000,27405.0,27700.0,27350.0,27425.0,2315,10659,10478
2021-04-15 00:00:00.000000000,1618416000000000000,27480.0,27495.0,27150.0,27190.0,2235,10478,10516
2021-04-16 00:00:00.000000000,1618502400000000000,27000.0,27150.0,26785.0,26920.0,3478,10516,10624
2021-04-19 00:00:00.000000000,1618761600000000000,26900.0,27245.0,26800.0,27180.0,2564,10624,10694
2021-04-20 00:00:00.000000000,1618848000000000000,27250.0,27480.0,27110.0,27110.0,1755,10694,10699
2021-04-21 00:00:00.000000000,1618934400000000000,26980.0,27180.0,26755.0,27170.0,1761,10699,10797
2021-04-22 00:00:00.000000000,1619020800000000000,27165.0,27330.0,27050.0,27195.0,1818,10797,10839
2021-04-23 00:00:00.000000000,1619107200000000000,27195.0,27990.0,27195.0,27720.0,6524,10839,12092
2021-04-26 00:00:00.000000000,1619366400000000000,27680.0,27680.0,27330.0,27370.0,3446,12092,11274
2021-04-27 00:00:00.000000000,1619452800000000000,27400.0,27440.0,26660.0,27035.0,2685,11274,10971
2021-04-28 00:00:00.000000000,1619539200000000000,26860.0,27355.0,26850.0,27250.0,2057,10971,10795
2021-04-29 00:00:00.000000000,1619625600000000000,27200.0,27385.0,27075.0,27320.0,1601,10795,10991
2021-04-30 00:00:00.000000000,1619712000000000000,27320.0,27480.0,27200.0,27290.0,1967,10991,10822
2021-05-06 00:00:00.000000000,1620230400000000000,27000.0,27160.0,26405.0,26700.0,5508,10822,11707
2021-05-07 00:00:00.000000000,1620316800000000000,26680.0,26945.0,26485.0,26900.0,2773,11707,11337
2021-05-10 00:00:00.000000000,1620576000000000000,26700.0,26750.0,24975.0,25005.0,10732,11337,12337
2021-05-11 00:00:00.000000000,1620662400000000000,24960.0,25180.0,24750.0,24950.0,5988,12337,12311
2021-05-12 00:00:00.000000000,1620748800000000000,25010.0,25500.0,25000.0,25255.0,5299,12311,11988
2021-05-13 00:00:00.000000000,1620835200000000000,25210.0,25250.0,24710.0,25020.0,4982,11988,11666
2021-05-14 00:00:00.000000000,1620921600000000000,25020.0,25130.0,24420.0,24970.0,6993,11666,12005
2021-05-17 00:00:00.000000000,1621180800000000000,24900.0,25000.0,24800.0,24940.0,2468,12005,11982
2021-05-18 00:00:00.000000000,1621267200000000000,24945.0,25090.0,24500.0,24585.0,5637,11982,13151
2021-05-19 00:00:00.000000000,1621353600000000000,24505.0,24515.0,23550.0,23550.0,9747,13151,15687
2021-05-20 00:00:00.000000000,1621440000000000000,23400.0,23870.0,23080.0,23565.0,7762,15687,15537
2021-05-21 00:00:00.000000000,1621526400000000000,23500.0,24200.0,23380.0,23890.0,7302,15537,15010
2021-05-24 00:00:00.000000000,1621785600000000000,23880.0,24050.0,23430.0,23940.0,5008,15010,15029
2021-05-25 00:00:00.000000000,1621872000000000000,23950.0,24300.0,23620.0,23895.0,5569,15029,14728
2021-05-26 00:00:00.000000000,1621958400000000000,23750.0,23760.0,23100.0,23120.0,7311,14728,16301
2021-05-27 00:00:00.000000000,1622044800000000000,23000.0,23000.0,22400.0,22445.0,9478,16301,17107
2021-05-28 00:00:00.000000000,1622131200000000000,22445.0,23395.0,22425.0,22485.0,6879,17107,16836
2021-05-31 00:00:00.000000000,1622390400000000000,22405.0,22695.0,22035.0,22245.0,8927,16836,17361
2021-06-01 00:00:00.000000000,1622476800000000000,22380.0,22520.0,22000.0,22025.0,7739,17361,18152
2021-06-02 00:00:00.000000000,1622563200000000000,22000.0,22190.0,21435.0,21525.0,10779,18152,19676
2021-06-03 00:00:00.000000000,1622649600000000000,21425.0,21500.0,20170.0,20640.0,21082,19676,22179
2021-06-04 00:00:00.000000000,1622736000000000000,20500.0,20500.0,19830.0,19870.0,20899,22179,25137
2021-06-07 00:00:00.000000000,1622995200000000000,19665.0,20355.0,19310.0,20025.0,28848,25137,25607
2021-06-08 00:00:00.000000000,1623081600000000000,20225.0,20395.0,19735.0,19770.0,17528,25607,26180
2021-06-09 00:00:00.000000000,1623168000000000000,19605.0,20670.0,19555.0,20215.0,33626,26180,26586
2021-06-10 00:00:00.000000000,1623254400000000000,20040.0,20440.0,19860.0,19935.0,16475,26586,28118
2021-06-11 00:00:00.000000000,1623340800000000000,19930.0,20150.0,19730.0,19795.0,12721,28118,27353
2021-06-15 00:00:00.000000000,1623686400000000000,19295.0,19495.0,18550.0,18810.0,23417,27353,30375
2021-06-16 00:00:00.000000000,1623772800000000000,18800.0,19270.0,18800.0,18970.0,18612,30375,30410
2021-06-17 00:00:00.000000000,1623859200000000000,18895.0,19150.0,18400.0,18465.0,22702,30410,33768
2021-06-18 00:00:00.000000000,1623945600000000000,18185.0,18415.0,17600.0,17600.0,30579,33768,37127
2021-06-21 00:00:00.000000000,1624204800000000000,17325.0,17490.0,16710.0,16735.0,39100,37127,41775
2021-06-22 00:00:00.000000000,1624291200000000000,16695.0,17280.0,16675.0,17040.0,45223,41775,41226
2021-06-23 00:00:00.000000000,1624377600000000000,17120.0,18165.0,17100.0,18160.0,52537,41226,36640
2021-06-24 00:00:00.000000000,1624464000000000000,18240.0,18350.0,17665.0,17840.0,43509,36640,36921
2021-06-25 00:00:00.000000000,1624550400000000000,17995.0,18940.0,17980.0,18925.0,46490,36921,33324
2021-06-28 00:00:00.000000000,1624809600000000000,19610.0,19800.0,18620.0,18925.0,54502,33324,34785
2021-06-29 00:00:00.000000000,1624896000000000000,18850.0,19285.0,18820.0,19240.0,28665,34785,33606
2021-06-30 00:00:00.000000000,1624982400000000000,19180.0,19480.0,19065.0,19370.0,24653,33606,32583
2021-07-01 00:00:00.000000000,1625068800000000000,19500.0,19615.0,18730.0,18890.0,34774,32583,32931
2021-07-02 00:00:00.000000000,1625155200000000000,18940.0,18980.0,18435.0,18580.0,29355,32931,31716
2021-07-05 00:00:00.000000000,1625414400000000000,18810.0,19105.0,18620.0,18745.0,24291,31716,31997
2021-07-06 00:00:00.000000000,1625500800000000000,18845.0,19045.0,18740.0,18985.0,15725,31997,30059
2021-07-07 00:00:00.000000000,1625587200000000000,18945.0,19100.0,18340.0,18625.0,24967,30059,31777
2021-07-08 00:00:00.000000000,1625673600000000000,18650.0,18950.0,18510.0,18865.0,17375,31777,29110
2021-07-09 00:00:00.000000000,1625760000000000000,19000.0,19200.0,18850.0,19165.0,13633,29110,28641
2021-07-12 00:00:00.000000000,1626019200000000000,18985.0,19000.0,18730.0,18760.0,16953,28641,28396
2021-07-13 00:00:00.000000000,1626105600000000000,18750.0,18825.0,18210.0,18270.0,20575,28396,31571
2021-07-14 00:00:00.000000000,1626192000000000000,18260.0,18385.0,17905.0,18210.0,23843,31571,31529
2021-07-15 00:00:00.000000000,1626278400000000000,18080.0,18275.0,17955.0,18120.0,13268,31529,31054
2021-07-16 00:00:00.000000000,1626364800000000000,18125.0,18480.0,18075.0,18400.0,12550,31054,28742
2021-07-19 00:00:00.000000000,1626624000000000000,18500.0,18895.0,18450.0,18785.0,16763,28742,28269
2021-07-20 00:00:00.000000000,1626710400000000000,18810.0,19070.0,18700.0,18840.0,16878,28269,26746
2021-07-21 00:00:00.000000000,1626796800000000000,18900.0,19050.0,18600.0,18740.0,12822,26746,26128
2021-07-22 00:00:00.000000000,1626883200000000000,18650.0,18700.0,18375.0,18375.0,11220,26128,25450
2021-07-23 00:00:00.000000000,1626969600000000000,18265.0,18485.0,18050.0,18295.0,13679,25450,26834
2021-07-26 00:00:00.000000000,1627228800000000000,18525.0,18600.0,18200.0,18460.0,13812,26834,24681
2021-07-27 00:00:00.000000000,1627315200000000000,18395.0,18520.0,18310.0,18390.0,7748,24681,23951
2021-07-28 00:00:00.000000000,1627401600000000000,18460.0,18520.0,18335.0,18430.0,5817,23951,22574
2021-07-29 00:00:00.000000000,1627488000000000000,18500.0,18750.0,18445.0,18600.0,10964,22574,22764
2021-07-30 00:00:00.000000000,1627574400000000000,18645.0,18900.0,18645.0,18765.0,11740,22764,20607
2021-08-02 00:00:00.000000000,1627833600000000000,18565.0,18600.0,17855.0,18160.0,14252,20607,20758
2021-08-03 00:00:00.000000000,1627920000000000000,18030.0,18255.0,17705.0,17785.0,16705,20758,23159
2021-08-04 00:00:00.000000000,1628006400000000000,17740.0,18030.0,17435.0,17440.0,18174,23159,25185
2021-08-05 00:00:00.000000000,1628092800000000000,17400.0,17520.0,17215.0,17400.0,12444,25185,25688
2021-08-06 00:00:00.000000000,1628179200000000000,17260.0,17600.0,17260.0,17550.0,11942,25688,25212
2021-08-09 00:00:00.000000000,1628438400000000000,17715.0,17930.0,17325.0,17365.0,10498,25212,24451
2021-08-10 00:00:00.000000000,1628524800000000000,17330.0,17450.0,17005.0,17025.0,11634,24451,24354
2021-08-11 00:00:00.000000000,1628611200000000000,16980.0,17150.0,16830.0,17085.0,11446,24354,23983
2021-08-12 00:00:00.000000000,1628697600000000000,17000.0,17195.0,16870.0,17055.0,11215,23983,21211
2021-08-13 00:00:00.000000000,1628784000000000000,17000.0,17080.0,16680.0,16720.0,10536,21211,20793
2021-08-16 00:00:00.000000000,1629043200000000000,16800.0,16880.0,16140.0,16160.0,14652,20793,20620
2021-08-17 00:00:00.000000000,1629129600000000000,16180.0,16260.0,15955.0,16075.0,12037,20620,18250
2021-08-18 00:00:00.000000000,1629216000000000000,16025.0,16225.0,15965.0,15995.0,7158,18250,16695
2021-08-19 00:00:00.000000000,1629302400000000000,17600.0,17600.0,17260.0,17360.0,16224,16695,33092
2021-08-20 00:00:00.000000000,1629388800000000000,17360.0,17945.0,17310.0,17775.0,21655,33092,33011
2021-08-23 00:00:00.000000000,1629648000000000000,17480.0,17580.0,16955.0,17000.0,23213,33011,36706
2021-08-24 00:00:00.000000000,1629734400000000000,16955.0,17055.0,16740.0,16895.0,20776,36706,39051
2021-08-25 00:00:00.000000000,1629820800000000000,16900.0,17065.0,16800.0,16985.0,18470,39051,40782
2021-08-26 00:00:00.000000000,1629907200000000000,17000.0,17250.0,16940.0,17140.0,16540,40782,39320
2021-08-27 00:00:00.000000000,1629993600000000000,17150.0,17250.0,17005.0,17175.0,11253,39320,39280
2021-08-30 00:00:00.000000000,1630252800000000000,17030.0,17080.0,16415.0,16430.0,24239,39280,44376
2021-08-31 00:00:00.000000000,1630339200000000000,16645.0,16940.0,16620.0,16760.0,21123,44376,42925
2021-09-01 00:00:00.000000000,1630425600000000000,16845.0,16900.0,16300.0,16565.0,24091,42925,45122
2021-09-02 00:00:00.000000000,1630512000000000000,16535.0,16675.0,16040.0,16085.0,22475,45122,47327
2021-09-03 00:00:00.000000000,1630598400000000000,16045.0,16300.0,15880.0,16090.0,28409,47327,48649
2021-09-06 00:00:00.000000000,1630857600000000000,16035.0,16180.0,15770.0,15965.0,18856,48649,48990
2021-09-07 00:00:00.000000000,1630944000000000000,16040.0,16160.0,15850.0,15910.0,14975,48990,48983
2021-09-08 00:00:00.000000000,1631030400000000000,15900.0,15980.0,15575.0,15585.0,17573,48983,49930
2021-09-09 00:00:00.000000000,1631116800000000000,15485.0,15500.0,14955.0,14995.0,29225,49930,52741
2021-09-10 00:00:00.000000000,1631203200000000000,14890.0,15245.0,14765.0,15070.0,35404,52741,53043
2021-09-13 00:00:00.000000000,1631462400000000000,15005.0,15055.0,14550.0,14575.0,33234,53043,54231
2021-09-14 00:00:00.000000000,1631548800000000000,14640.0,14695.0,14365.0,14385.0,31162,54231,56174
2021-09-15 00:00:00.000000000,1631635200000000000,14330.0,14480.0,14105.0,14110.0,28111,56174,56138
2021-09-16 00:00:00.000000000,1631721600000000000,14140.0,14845.0,13760.0,14580.0,74558,56138,54540
2021-09-17 00:00:00.000000000,1631808000000000000,14545.0,14750.0,14135.0,14175.0,46989,54540,55859
2021-09-22 00:00:00.000000000,1632240000000000000,13880.0,14060.0,13530.0,13685.0,34169,55859,56961
2021-09-23 00:00:00.000000000,1632326400000000000,13675.0,13870.0,13450.0,13600.0,41480,56961,59170
2021-09-24 00:00:00.000000000,1632412800000000000,13490.0,13785.0,13365.0,13670.0,43102,59170,61174
2021-09-27 00:00:00.000000000,1632672000000000000,13560.0,14400.0,13540.0,14360.0,57405,61174,59665
2021-09-28 00:00:00.000000000,1632758400000000000,14390.0,14565.0,13900.0,13920.0,48486,59665,60823
2021-09-29 00:00:00.000000000,1632844800000000000,13880.0,14100.0,13660.0,13870.0,40181,60823,60288
2021-09-30 00:00:00.000000000,1632931200000000000,13820.0,14125.0,13725.0,13880.0,33212,60288,59803
2021-10-08 00:00:00.000000000,1633622400000000000,14010.0,14335.0,13920.0,14225.0,38822,59803,60465
2021-10-11 00:00:00.000000000,1633881600000000000,14500.0,15285.0,14375.0,15285.0,58764,60465,56999
2021-10-12 00:00:00.000000000,1633968000000000000,15520.0,15780.0,15030.0,15290.0,69982,56999,56338
2021-10-13 00:00:00.000000000,1634054400000000000,15615.0,15970.0,14845.0,15410.0,72731,56338,56088
2021-10-14 00:00:00.000000000,1634140800000000000,15400.0,15480.0,14680.0,14685.0,48572,56088,58297
2021-10-15 00:00:00.000000000,1634227200000000000,14690.0,15230.0,14685.0,15175.0,44197,58297,56006
2021-10-18 00:00:00.000000000,1634486400000000000,15980.0,16220.0,15590.0,15845.0,50306,56006,50867
2021-10-19 00:00:00.000000000,1634572800000000000,15830.0,16455.0,15600.0,16375.0,50320,50867,49876
2021-10-20 00:00:00.000000000,1634659200000000000,16305.0,16600.0,15695.0,16225.0,45295,49876,48404
2021-10-21 00:00:00.000000000,1634745600000000000,16150.0,16480.0,15700.0,15815.0,49304,48404,50225
2021-10-22 00:00:00.000000000,1634832000000000000,15825.0,16350.0,15820.0,16325.0,43887,50225,48253
2021-10-25 00:00:00.000000000,1635091200000000000,17395.0,17470.0,16860.0,17185.0,69415,48253,43301
2021-10-26 00:00:00.000000000,1635177600000000000,17015.0,17330.0,16800.0,17320.0,37390,43301,43489
2021-10-27 00:00:00.000000000,1635264000000000000,17305.0,17620.0,17010.0,17495.0,43558,43489,44067
2021-10-28 00:00:00.000000000,1635350400000000000,17495.0,17670.0,16895.0,17385.0,51569,44067,41927
2021-10-29 00:00:00.000000000,1635436800000000000,17415.0,17530.0,16675.0,16705.0,51114,41927,45237
2021-11-01 00:00:00.000000000,1635696000000000000,16850.0,16885.0,15850.0,15885.0,47734,45237,46635
2021-11-02 00:00:00.000000000,1635782400000000000,15860.0,16320.0,15610.0,16205.0,50577,46635,45714
2021-11-03 00:00:00.000000000,1635868800000000000,16190.0,16450.0,16100.0,16245.0,36497,45714,45444
2021-11-04 00:00:00.000000000,1635955200000000000,16330.0,16750.0,16010.0,16705.0,40277,45444,45265
2021-11-05 00:00:00.000000000,1636041600000000000,16720.0,16830.0,16410.0,16675.0,37604,45265,45377
2021-11-08 00:00:00.000000000,1636300800000000000,16770.0,17020.0,16165.0,16245.0,39676,45377,47627
2021-11-09 00:00:00.000000000,1636387200000000000,16290.0,16385.0,15910.0,16155.0,34026,47627,47489
2021-11-10 00:00:00.000000000,1636473600000000000,16100.0,16320.0,15940.0,16200.0,26583,47489,46751
2021-11-11 00:00:00.000000000,1636560000000000000,16230.0,16230.0,15900.0,15915.0,24250,46751,47154
2021-11-12 00:00:00.000000000,1636646400000000000,15835.0,16255.0,15760.0,16250.0,30026,47154,45379
2021-11-15 00:00:00.000000000,1636905600000000000,16540.0,16830.0,16440.0,16725.0,31345,45379,43529
2021-11-16 00:00:00.000000000,1636992000000000000,16750.0,16850.0,16240.0,16280.0,30581,43529,43702
2021-11-17 00:00:00.000000000,1637078400000000000,16205.0,16300.0,16050.0,16095.0,21230,43702,43632
2021-11-18 00:00:00.000000000,1637164800000000000,16075.0,16300.0,16030.0,16240.0,18355,43632,42898
2021-11-19 00:00:00.000000000,1637251200000000000,16250.0,16490.0,16205.0,16490.0,17521,42898,41712
2021-11-22 00:00:00.000000000,1637510400000000000,16600.0,16625.0,16155.0,16200.0,23242,41712,43145
2021-11-23 00:00:00.000000000,1637596800000000000,16240.0,16450.0,16205.0,16315.0,17576,43145,41212
2021-11-24 00:00:00.000000000,1637683200000000000,16390.0,16570.0,16360.0,16560.0,18666,41212,40306
2021-11-25 00:00:00.000000000,1637769600000000000,16605.0,16850.0,16560.0,16820.0,22494,40306,38783
2021-11-26 00:00:00.000000000,1637856000000000000,16855.0,16950.0,16580.0,16725.0,20809,38783,37177
2021-11-29 00:00:00.000000000,1638115200000000000,16365.0,16400.0,16050.0,16080.0,28993,37177,38517
2021-11-30 00:00:00.000000000,1638201600000000000,15985.0,16255.0,15890.0,16105.0,18912,38517,35619
2021-12-01 00:00:00.000000000,1638288000000000000,16195.0,16320.0,16105.0,16215.0,12229,35619,33129
2021-12-02 00:00:00.000000000,1638374400000000000,16165.0,16190.0,15650.0,15685.0,21062,33129,37130
2021-12-03 00:00:00.000000000,1638460800000000000,15695.0,15840.0,15390.0,15455.0,19387,37130,37098
2021-12-06 00:00:00.000000000,1638720000000000000,15445.0,15590.0,15115.0,15220.0,21534,37098,36870
2021-12-07 00:00:00.000000000,1638806400000000000,15180.0,15340.0,14895.0,14965.0,18745,36870,35340
2021-12-08 00:00:00.000000000,1638892800000000000,14950.0,15040.0,14560.0,14680.0,18608,35340,32270
2021-12-09 00:00:00.000000000,1638979200000000000,14680.0,14960.0,14565.0,14775.0,17800,32270,29853
2021-12-10 00:00:00.000000000,1639065600000000000,14780.0,14950.0,14585.0,14870.0,17536,29853,26336
2021-12-13 00:00:00.000000000,1639324800000000000,14085.0,14475.0,13925.0,14410.0,23575,26336,49400
2021-12-14 00:00:00.000000000,1639411200000000000,14385.0,14550.0,14190.0,14260.0,20307,49400,51461
2021-12-15 00:00:00.000000000,1639497600000000000,14300.0,14420.0,14225.0,14300.0,14225,51461,51696
2021-12-16 00:00:00.000000000,1639584000000000000,14395.0,14450.0,14300.0,14350.0,12449,51696,51944
2021-12-17 00:00:00.000000000,1639670400000000000,14380.0,14480.0,14015.0,14190.0,21390,51944,54879
2021-12-20 00:00:00.000000000,1639929600000000000,14125.0,14215.0,14045.0,14045.0,14486,54879,55254
2021-12-21 00:00:00.000000000,1640016000000000000,13990.0,14320.0,13920.0,14220.0,16932,55254,55375
2021-12-22 00:00:00.000000000,1640102400000000000,14250.0,14300.0,14050.0,14075.0,11639,55375,56938
2021-12-23 00:00:00.000000000,1640188800000000000,14100.0,14520.0,14070.0,14500.0,24112,56938,54746
2021-12-24 00:00:00.000000000,1640275200000000000,14560.0,14760.0,14440.0,14580.0,24574,54746,54175
2021-12-27 00:00:00.000000000,1640534400000000000,14630.0,14860.0,14460.0,14490.0,22492,54175,54731
2021-12-28 00:00:00.000000000,1640620800000000000,14555.0,14675.0,14350.0,14605.0,20389,54731,54236
2021-12-29 00:00:00.000000000,1640707200000000000,14610.0,14660.0,14495.0,14535.0,9845,54236,53555
2021-12-30 00:00:00.000000000,1640793600000000000,14535.0,14600.0,14380.0,14445.0,15559,53555,54054
2021-12-31 00:00:00.000000000,1640880000000000000,14450.0,14555.0,14350.0,14450.0,12474,54054,54188
2022-01-04 00:00:00.000000000,1641225600000000000,14320.0,14425.0,14140.0,14165.0,18689,54188,56669
2022-01-05 00:00:00.000000000,1641312000000000000,14165.0,14360.0,14120.0,14245.0,18262,56669,55372
2022-01-06 00:00:00.000000000,1641398400000000000,14225.0,14310.0,14050.0,14075.0,16827,55372,58702
2022-01-07 00:00:00.000000000,1641484800000000000,14150.0,14180.0,13850.0,13915.0,18113,58702,60116
2022-01-10 00:00:00.000000000,1641744000000000000,13605.0,13785.0,13400.0,13510.0,28893,60116,64502
2022-01-11 00:00:00.000000000,1641830400000000000,13460.0,13740.0,13425.0,13665.0,20745,64502,62654
2022-01-12 00:00:00.000000000,1641916800000000000,13690.0,13900.0,13680.0,13755.0,21571,62654,61090
2022-01-13 00:00:00.000000000,1642003200000000000,13760.0,13845.0,13660.0,13710.0,14680,61090,59758
2022-01-14 00:00:00.000000000,1642089600000000000,13650.0,13870.0,13580.0,13760.0,14417,59758,59805
2022-01-17 00:00:00.000000000,1642348800000000000,13795.0,13975.0,13735.0,13790.0,16885,59805,59854
2022-01-18 00:00:00.000000000,1642435200000000000,13800.0,13955.0,13790.0,13890.0,14932,59854,58256
2022-01-19 00:00:00.000000000,1642521600000000000,13930.0,14045.0,13760.0,13785.0,14920,58256,57807
2022-01-20 00:00:00.000000000,1642608000000000000,13900.0,13935.0,13775.0,13830.0,12422,57807,56890
2022-01-21 00:00:00.000000000,1642694400000000000,13920.0,13965.0,13810.0,13850.0,12686,56890,55030
2022-01-24 00:00:00.000000000,1642953600000000000,13745.0,13750.0,13500.0,13505.0,21981,55030,56441
