datetime,datetime_nano,KQ.m@SHFE.ss.open,KQ.m@SHFE.ss.high,KQ.m@SHFE.ss.low,KQ.m@SHFE.ss.close,KQ.m@SHFE.ss.volume,KQ.m@SHFE.ss.open_oi,KQ.m@SHFE.ss.close_oi
2020-01-10 00:00:00.000000000,1578585600000000000,14000.0,14100.0,13925.0,14065.0,13038,31420,33911
2020-01-13 00:00:00.000000000,1578844800000000000,14090.0,14140.0,14000.0,14030.0,12041,33911,35307
2020-01-14 00:00:00.000000000,1578931200000000000,13935.0,14030.0,13830.0,13840.0,14462,35307,36587
2020-01-15 00:00:00.000000000,1579017600000000000,13870.0,13895.0,13815.0,13830.0,8945,36587,37642
2020-01-16 00:00:00.000000000,1579104000000000000,13875.0,13950.0,13845.0,13935.0,10955,37642,38657
2020-01-17 00:00:00.000000000,1579190400000000000,14000.0,14010.0,13790.0,13840.0,14653,38657,40631
2020-01-20 00:00:00.000000000,1579449600000000000,13830.0,13870.0,13810.0,13860.0,10445,40631,41375
2020-01-21 00:00:00.000000000,1579536000000000000,13805.0,13940.0,13795.0,13865.0,12436,41375,40427
2020-01-22 00:00:00.000000000,1579622400000000000,13860.0,13915.0,13760.0,13850.0,22053,40427,30323
2020-01-23 00:00:00.000000000,1579708800000000000,13840.0,13850.0,13680.0,13705.0,13885,30323,26363
2020-02-03 00:00:00.000000000,1580659200000000000,13085.0,13485.0,12920.0,13030.0,10311,26363,26873
2020-02-04 00:00:00.000000000,1580745600000000000,13085.0,13295.0,13020.0,13245.0,7676,26873,27393
2020-02-05 00:00:00.000000000,1580832000000000000,13165.0,13330.0,13160.0,13235.0,6491,27393,30579
2020-02-06 00:00:00.000000000,1580918400000000000,13280.0,13360.0,13230.0,13265.0,3651,30579,31345
2020-02-07 00:00:00.000000000,1581004800000000000,13235.0,13300.0,13185.0,13270.0,12890,31345,36993
2020-02-10 00:00:00.000000000,1581264000000000000,13200.0,13325.0,13185.0,13290.0,4019,36993,37744
2020-02-11 00:00:00.000000000,1581350400000000000,13280.0,13425.0,13260.0,13395.0,6415,37744,39457
2020-02-12 00:00:00.000000000,1581436800000000000,13450.0,13560.0,13390.0,13500.0,8946,39457,41214
2020-02-13 00:00:00.000000000,1581523200000000000,13560.0,13650.0,13465.0,13465.0,6311,41214,42199
2020-02-14 00:00:00.000000000,1581609600000000000,13545.0,13580.0,13280.0,13295.0,11315,42199,44642
2020-02-17 00:00:00.000000000,1581868800000000000,13325.0,13365.0,13300.0,13345.0,7397,44642,46146
2020-02-18 00:00:00.000000000,1581955200000000000,13320.0,13340.0,13215.0,13250.0,9595,46146,47731
2020-02-19 00:00:00.000000000,1582041600000000000,13240.0,13275.0,13175.0,13175.0,12515,47731,52802
2020-02-20 00:00:00.000000000,1582128000000000000,13185.0,13250.0,13155.0,13250.0,7897,52802,53588
2020-02-21 00:00:00.000000000,1582214400000000000,13235.0,13325.0,13195.0,13200.0,7887,53588,53821
2020-02-24 00:00:00.000000000,1582473600000000000,13180.0,13220.0,13040.0,13085.0,14959,53821,51867
2020-02-25 00:00:00.000000000,1582560000000000000,13015.0,13070.0,12960.0,12980.0,22033,51867,45992
2020-02-26 00:00:00.000000000,1582646400000000000,12900.0,12985.0,12650.0,12660.0,24674,45992,51747
2020-02-27 00:00:00.000000000,1582732800000000000,12660.0,12800.0,12645.0,12690.0,15704,51747,51559
2020-02-28 00:00:00.000000000,1582819200000000000,12590.0,12680.0,12390.0,12470.0,22145,51559,53807
2020-03-02 00:00:00.000000000,1583078400000000000,12555.0,12735.0,12485.0,12650.0,13491,53807,54607
2020-03-03 00:00:00.000000000,1583164800000000000,12750.0,12850.0,12640.0,12675.0,12887,54607,55605
2020-03-04 00:00:00.000000000,1583251200000000000,12705.0,12725.0,12550.0,12580.0,11010,55605,57314
2020-03-05 00:00:00.000000000,1583337600000000000,12580.0,12710.0,12510.0,12645.0,14752,57314,58511
2020-03-06 00:00:00.000000000,1583424000000000000,12655.0,12665.0,12550.0,12595.0,8126,58511,58482
2020-03-09 00:00:00.000000000,1583683200000000000,12375.0,12450.0,12110.0,12200.0,20069,58482,56197
2020-03-10 00:00:00.000000000,1583769600000000000,12270.0,12525.0,12230.0,12445.0,19842,56197,55367
2020-03-11 00:00:00.000000000,1583856000000000000,12410.0,12470.0,12330.0,12370.0,16212,55367,56383
2020-03-12 00:00:00.000000000,1583942400000000000,12300.0,12345.0,12150.0,12260.0,15062,56383,56430
2020-03-13 00:00:00.000000000,1584028800000000000,12000.0,12295.0,11990.0,12180.0,21270,56430,54827
2020-03-16 00:00:00.000000000,1584288000000000000,12285.0,12400.0,12170.0,12215.0,21949,54827,54567
2020-03-17 00:00:00.000000000,1584374400000000000,12175.0,12220.0,12100.0,12200.0,15226,54567,52054
2020-03-18 00:00:00.000000000,1584460800000000000,12210.0,12275.0,12020.0,12045.0,30098,52054,53343
2020-03-19 00:00:00.000000000,1584547200000000000,12070.0,12135.0,11700.0,11945.0,32473,53343,51785
2020-03-20 00:00:00.000000000,1584633600000000000,12010.0,12045.0,11905.0,11985.0,19608,51785,51716
2020-03-23 00:00:00.000000000,1584892800000000000,11850.0,11900.0,11680.0,11800.0,15757,51716,50983
2020-03-24 00:00:00.000000000,1584979200000000000,11830.0,11880.0,11730.0,11800.0,13593,50983,48951
2020-03-25 00:00:00.000000000,1585065600000000000,11930.0,11980.0,11855.0,11980.0,15383,48951,46798
2020-03-26 00:00:00.000000000,1585152000000000000,11970.0,12040.0,11920.0,11950.0,17592,46798,48471
2020-03-27 00:00:00.000000000,1585238400000000000,11970.0,12080.0,11910.0,12070.0,13916,48471,48623
2020-03-30 00:00:00.000000000,1585497600000000000,11960.0,12035.0,11820.0,11880.0,12993,48623,48066
2020-03-31 00:00:00.000000000,1585584000000000000,11945.0,12045.0,11890.0,11980.0,9347,48066,48218
2020-04-01 00:00:00.000000000,1585670400000000000,12010.0,12060.0,11930.0,11985.0,12398,48218,47925
2020-04-02 00:00:00.000000000,1585756800000000000,11920.0,11995.0,11825.0,11955.0,16315,47925,46192
2020-04-03 00:00:00.000000000,1585843200000000000,11965.0,12035.0,11910.0,11915.0,9604,46192,44460
2020-04-07 00:00:00.000000000,1586188800000000000,12040.0,12190.0,11950.0,12050.0,12582,44460,45342
2020-04-08 00:00:00.000000000,1586275200000000000,12010.0,12245.0,11980.0,12205.0,15310,45342,46795
2020-04-09 00:00:00.000000000,1586361600000000000,12280.0,12320.0,12160.0,12295.0,13042,46795,47426
2020-04-10 00:00:00.000000000,1586448000000000000,12370.0,12470.0,12270.0,12455.0,15223,47426,47897
2020-04-13 00:00:00.000000000,1586707200000000000,12435.0,12695.0,12380.0,12510.0,26575,47897,47695
2020-04-14 00:00:00.000000000,1586793600000000000,12615.0,12840.0,12550.0,12805.0,21868,47695,48197
2020-04-15 00:00:00.000000000,1586880000000000000,12890.0,13225.0,12795.0,12860.0,40141,48197,46934
2020-04-16 00:00:00.000000000,1586966400000000000,12775.0,12845.0,12670.0,12695.0,30144,46934,46883
2020-04-17 00:00:00.000000000,1587052800000000000,12895.0,12960.0,12760.0,12945.0,29678,46883,46086
2020-04-20 00:00:00.000000000,1587312000000000000,12985.0,13390.0,12895.0,13320.0,37284,46086,48398
2020-04-21 00:00:00.000000000,1587398400000000000,13270.0,13520.0,12740.0,13030.0,41848,48398,45989
2020-04-22 00:00:00.000000000,1587484800000000000,12950.0,13060.0,12840.0,12950.0,28033,45989,46211
2020-04-23 00:00:00.000000000,1587571200000000000,13085.0,13170.0,12875.0,13035.0,30526,46211,43860
2020-04-24 00:00:00.000000000,1587657600000000000,13000.0,13180.0,12830.0,12940.0,37856,43860,37839
2020-04-27 00:00:00.000000000,1587916800000000000,13035.0,13040.0,12840.0,12915.0,29071,37839,24534
2020-04-28 00:00:00.000000000,1588003200000000000,12795.0,12940.0,12510.0,12885.0,16685,24534,15824
2020-04-29 00:00:00.000000000,1588089600000000000,12865.0,12960.0,12740.0,12760.0,11960,15824,38389
2020-04-30 00:00:00.000000000,1588176000000000000,12850.0,12880.0,12770.0,12860.0,8634,38389,39785
2020-05-06 00:00:00.000000000,1588694400000000000,12855.0,13245.0,12800.0,13215.0,23220,39785,44123
2020-05-07 00:00:00.000000000,1588780800000000000,13280.0,13465.0,12930.0,13115.0,40794,44123,47727
2020-05-08 00:00:00.000000000,1588867200000000000,13210.0,13245.0,13080.0,13190.0,17955,47727,48239
2020-05-11 00:00:00.000000000,1589126400000000000,13270.0,13730.0,13200.0,13675.0,69167,48239,56850
2020-05-12 00:00:00.000000000,1589212800000000000,13655.0,13720.0,13420.0,13435.0,38914,56850,54459
2020-05-13 00:00:00.000000000,1589299200000000000,13455.0,13550.0,13320.0,13505.0,28722,54459,53763
2020-05-14 00:00:00.000000000,1589385600000000000,13510.0,13550.0,13305.0,13420.0,20218,53763,53761
2020-05-15 00:00:00.000000000,1589472000000000000,13390.0,13425.0,13260.0,13340.0,19237,53761,54526
2020-05-18 00:00:00.000000000,1589731200000000000,13305.0,13510.0,13275.0,13425.0,25882,54526,54660
2020-05-19 00:00:00.000000000,1589817600000000000,13450.0,13600.0,13380.0,13455.0,25491,54660,53618
2020-05-20 00:00:00.000000000,1589904000000000000,13510.0,13525.0,13340.0,13380.0,21369,53618,54569
2020-05-21 00:00:00.000000000,1589990400000000000,13375.0,13635.0,13230.0,13635.0,35641,54569,53570
2020-05-22 00:00:00.000000000,1590076800000000000,13625.0,13650.0,13090.0,13120.0,44214,53570,47115
2020-05-25 00:00:00.000000000,1590336000000000000,13140.0,13320.0,13110.0,13255.0,23862,47115,37684
2020-05-26 00:00:00.000000000,1590422400000000000,13265.0,13350.0,13150.0,13250.0,26023,37684,23322
2020-05-27 00:00:00.000000000,1590508800000000000,13260.0,13285.0,13010.0,13140.0,22203,23322,15822
2020-05-28 00:00:00.000000000,1590595200000000000,12990.0,13120.0,12925.0,12980.0,20464,15822,35005
2020-05-29 00:00:00.000000000,1590681600000000000,12950.0,13035.0,12880.0,12955.0,16225,35005,39074
2020-06-01 00:00:00.000000000,1590940800000000000,12990.0,13130.0,12960.0,13095.0,23164,39074,43031
2020-06-02 00:00:00.000000000,1591027200000000000,13035.0,13100.0,12980.0,13045.0,15785,43031,45222
2020-06-03 00:00:00.000000000,1591113600000000000,13090.0,13165.0,12970.0,13030.0,27397,45222,48078
2020-06-04 00:00:00.000000000,1591200000000000000,12985.0,13020.0,12825.0,12840.0,22850,48078,53380
2020-06-05 00:00:00.000000000,1591286400000000000,12865.0,12975.0,12830.0,12950.0,20515,53380,53739
2020-06-08 00:00:00.000000000,1591545600000000000,12965.0,13075.0,12910.0,12990.0,19354,53739,54145
2020-06-09 00:00:00.000000000,1591632000000000000,12985.0,13055.0,12910.0,12945.0,18968,54145,54801
2020-06-10 00:00:00.000000000,1591718400000000000,12945.0,12980.0,12845.0,12910.0,17760,54801,56613
2020-06-11 00:00:00.000000000,1591804800000000000,12925.0,12950.0,12760.0,12820.0,17634,56613,58983
2020-06-12 00:00:00.000000000,1591891200000000000,12780.0,12830.0,12665.0,12765.0,18500,58983,60224
2020-06-15 00:00:00.000000000,1592150400000000000,12805.0,12870.0,12570.0,12585.0,20543,60224,62736
2020-06-16 00:00:00.000000000,1592236800000000000,12625.0,12780.0,12595.0,12745.0,15860,62736,62677
2020-06-17 00:00:00.000000000,1592323200000000000,12785.0,12805.0,12685.0,12720.0,19309,62677,63262
2020-06-18 00:00:00.000000000,1592409600000000000,12700.0,12800.0,12660.0,12745.0,18411,63262,64445
2020-06-19 00:00:00.000000000,1592496000000000000,12790.0,13290.0,12740.0,13250.0,63821,64445,64942
2020-06-22 00:00:00.000000000,1592755200000000000,13210.0,13380.0,13075.0,13205.0,40596,64942,61288
2020-06-23 00:00:00.000000000,1592841600000000000,13235.0,13310.0,13130.0,13190.0,30856,61288,50637
2020-06-24 00:00:00.000000000,1592928000000000000,13230.0,13270.0,13000.0,13150.0,35558,50637,32147
2020-06-29 00:00:00.000000000,1593360000000000000,13220.0,13235.0,13035.0,13160.0,13287,32147,25065
2020-06-30 00:00:00.000000000,1593446400000000000,13170.0,13190.0,13030.0,13105.0,16823,25065,15519
2020-07-01 00:00:00.000000000,1593532800000000000,13150.0,13175.0,13080.0,13155.0,8112,15519,13673
2020-07-02 00:00:00.000000000,1593619200000000000,13015.0,13320.0,12950.0,13210.0,15835,13673,26612
2020-07-03 00:00:00.000000000,1593705600000000000,13195.0,13470.0,13170.0,13380.0,33086,26612,32097
2020-07-06 00:00:00.000000000,1593964800000000000,13325.0,13430.0,13240.0,13325.0,24594,32097,34276
2020-07-07 00:00:00.000000000,1594051200000000000,13350.0,13530.0,13320.0,13415.0,21422,34276,36272
2020-07-08 00:00:00.000000000,1594137600000000000,13450.0,13680.0,13385.0,13520.0,26126,36272,39373
2020-07-09 00:00:00.000000000,1594224000000000000,13470.0,13575.0,13455.0,13545.0,18784,39373,40656
2020-07-10 00:00:00.000000000,1594310400000000000,13575.0,13630.0,13295.0,13405.0,24527,40656,40095
2020-07-13 00:00:00.000000000,1594569600000000000,13500.0,13700.0,13410.0,13665.0,27295,40095,42303
2020-07-14 00:00:00.000000000,1594656000000000000,13640.0,13790.0,13540.0,13590.0,31356,42303,42996
2020-07-15 00:00:00.000000000,1594742400000000000,13565.0,13655.0,13550.0,13555.0,19723,42996,42851
2020-07-16 00:00:00.000000000,1594828800000000000,13560.0,13610.0,13340.0,13405.0,27396,42851,41958
2020-07-17 00:00:00.000000000,1594915200000000000,13445.0,13490.0,13400.0,13450.0,13026,41958,41478
2020-07-20 00:00:00.000000000,1595174400000000000,13405.0,13440.0,13310.0,13420.0,16191,41478,41161
2020-07-21 00:00:00.000000000,1595260800000000000,13500.0,13580.0,13385.0,13505.0,21042,41161,40700
2020-07-22 00:00:00.000000000,1595347200000000000,13590.0,13695.0,13505.0,13580.0,25764,40700,38533
2020-07-23 00:00:00.000000000,1595433600000000000,13470.0,13545.0,13355.0,13470.0,24128,38533,32110
2020-07-24 00:00:00.000000000,1595520000000000000,13590.0,13740.0,13510.0,13690.0,33509,32110,25507
2020-07-27 00:00:00.000000000,1595779200000000000,13700.0,13965.0,13640.0,13720.0,36258,25507,20264
2020-07-28 00:00:00.000000000,1595865600000000000,13775.0,13850.0,13675.0,13785.0,17878,20264,16562
2020-07-29 00:00:00.000000000,1595952000000000000,13680.0,13835.0,13600.0,13760.0,11079,16562,15172
2020-07-30 00:00:00.000000000,1596038400000000000,13700.0,13960.0,13680.0,13905.0,16440,15172,13719
2020-07-31 00:00:00.000000000,1596124800000000000,13880.0,14075.0,13710.0,14075.0,18723,13719,12128
2020-08-03 00:00:00.000000000,1596384000000000000,14045.0,14045.0,13775.0,13895.0,19418,12128,28277
2020-08-04 00:00:00.000000000,1596470400000000000,13910.0,14190.0,13860.0,14155.0,27127,28277,32533
2020-08-05 00:00:00.000000000,1596556800000000000,14105.0,14500.0,14085.0,14460.0,44911,32533,36778
2020-08-06 00:00:00.000000000,1596643200000000000,14470.0,14795.0,14400.0,14430.0,43680,36778,34452
2020-08-07 00:00:00.000000000,1596729600000000000,14450.0,14565.0,14275.0,14385.0,25470,34452,34099
2020-08-10 00:00:00.000000000,1596988800000000000,14345.0,14430.0,14110.0,14175.0,23040,34099,32736
2020-08-11 00:00:00.000000000,1597075200000000000,14275.0,14280.0,13950.0,13975.0,22767,32736,31504
2020-08-12 00:00:00.000000000,1597161600000000000,14000.0,14085.0,13920.0,14060.0,20830,31504,30810
2020-08-13 00:00:00.000000000,1597248000000000000,14120.0,14280.0,14060.0,14135.0,21213,30810,30453
2020-08-14 00:00:00.000000000,1597334400000000000,14075.0,14425.0,13920.0,14380.0,26546,30453,31334
2020-08-17 00:00:00.000000000,1597593600000000000,14480.0,14925.0,14360.0,14905.0,55764,31334,35686
2020-08-18 00:00:00.000000000,1597680000000000000,15010.0,15130.0,14800.0,15015.0,65057,35686,35154
2020-08-19 00:00:00.000000000,1597766400000000000,15040.0,15105.0,14685.0,14755.0,44381,35154,32916
2020-08-20 00:00:00.000000000,1597852800000000000,14840.0,14915.0,14660.0,14890.0,43186,32916,30346
2020-08-21 00:00:00.000000000,1597939200000000000,14900.0,14945.0,14680.0,14705.0,32076,30346,27368
2020-08-24 00:00:00.000000000,1598198400000000000,14660.0,15085.0,14630.0,14970.0,30567,27368,24256
2020-08-25 00:00:00.000000000,1598284800000000000,15075.0,15085.0,14905.0,14955.0,30301,24256,18390
2020-08-26 00:00:00.000000000,1598371200000000000,14960.0,15200.0,14900.0,15165.0,24710,18390,14617
2020-08-27 00:00:00.000000000,1598457600000000000,15205.0,15250.0,15065.0,15110.0,16760,14617,37723
2020-08-28 00:00:00.000000000,1598544000000000000,15105.0,15210.0,15030.0,15195.0,22957,37723,40817
2020-08-31 00:00:00.000000000,1598803200000000000,15240.0,15425.0,15180.0,15320.0,21200,40817,41500
2020-09-01 00:00:00.000000000,1598889600000000000,15280.0,15350.0,15095.0,15275.0,26899,41500,40884
2020-09-02 00:00:00.000000000,1598976000000000000,15235.0,15360.0,15200.0,15235.0,27524,40884,42199
2020-09-03 00:00:00.000000000,1599062400000000000,15250.0,15470.0,14905.0,14935.0,41539,42199,41380
2020-09-04 00:00:00.000000000,1599148800000000000,14840.0,14965.0,14770.0,14775.0,37195,41380,40056
2020-09-07 00:00:00.000000000,1599408000000000000,14820.0,14950.0,14695.0,14805.0,26398,40056,38958
2020-09-08 00:00:00.000000000,1599494400000000000,14825.0,14890.0,14730.0,14880.0,20036,38958,39525
2020-09-09 00:00:00.000000000,1599580800000000000,14700.0,14780.0,13995.0,14190.0,34736,39525,39020
2020-09-10 00:00:00.000000000,1599667200000000000,14305.0,14435.0,14050.0,14125.0,30194,39020,41126
2020-09-11 00:00:00.000000000,1599753600000000000,14190.0,14305.0,14095.0,14215.0,28656,41126,42945
2020-09-14 00:00:00.000000000,1600012800000000000,14255.0,14520.0,14195.0,14450.0,27173,42945,42569
2020-09-15 00:00:00.000000000,1600099200000000000,14450.0,14500.0,14390.0,14400.0,22046,42569,42669
2020-09-16 00:00:00.000000000,1600185600000000000,14410.0,14445.0,13950.0,14110.0,47239,42669,43005
2020-09-17 00:00:00.000000000,1600272000000000000,14110.0,14150.0,13920.0,14005.0,25441,43005,43384
2020-09-18 00:00:00.000000000,1600358400000000000,13930.0,14190.0,13860.0,14125.0,33735,43384,42100
2020-09-21 00:00:00.000000000,1600617600000000000,14075.0,14145.0,13905.0,14000.0,31539,42100,42020
2020-09-22 00:00:00.000000000,1600704000000000000,13975.0,14120.0,13805.0,13925.0,45658,42020,42194
2020-09-23 00:00:00.000000000,1600790400000000000,13960.0,14070.0,13845.0,14000.0,33488,42194,38731
2020-09-24 00:00:00.000000000,1600876800000000000,13940.0,14345.0,13930.0,14260.0,51427,38731,29326
2020-09-25 00:00:00.000000000,1600963200000000000,14240.0,14445.0,14180.0,14330.0,42094,29326,22036
2020-09-28 00:00:00.000000000,1601222400000000000,14330.0,14520.0,14285.0,14380.0,34034,22036,14289
2020-09-29 00:00:00.000000000,1601308800000000000,14450.0,14455.0,14155.0,14330.0,21563,14289,9843
2020-09-30 00:00:00.000000000,1601395200000000000,14300.0,14385.0,14035.0,14180.0,18692,9843,6952
2020-10-09 00:00:00.000000000,1602172800000000000,14245.0,14540.0,14160.0,14540.0,14448,6952,29107
2020-10-12 00:00:00.000000000,1602432000000000000,14575.0,14725.0,14400.0,14515.0,22780,29107,32287
2020-10-13 00:00:00.000000000,1602518400000000000,14510.0,14515.0,14255.0,14375.0,26789,32287,35084
2020-10-14 00:00:00.000000000,1602604800000000000,14400.0,14430.0,14170.0,14380.0,25506,35084,35080
2020-10-15 00:00:00.000000000,1602691200000000000,14415.0,14570.0,14270.0,14340.0,30168,35080,36146
2020-10-16 00:00:00.000000000,1602777600000000000,14355.0,14480.0,14225.0,14460.0,26209,36146,36318
