datetime,datetime_nano,KQ.m@SHFE.ni.open,KQ.m@SHFE.ni.high,KQ.m@SHFE.ni.low,KQ.m@SHFE.ni.close,KQ.m@SHFE.ni.volume,KQ.m@SHFE.ni.open_oi,KQ.m@SHFE.ni.close_oi
2016-02-22 00:00:00.000000000,1456070400000000000,67120.0,69050.0,67010.0,68730.0,370240,217006,222398
2016-02-23 00:00:00.000000000,1456156800000000000,69060.0,69560.0,68510.0,68700.0,295448,222398,212192
2016-02-24 00:00:00.000000000,1456243200000000000,69060.0,69120.0,68140.0,68550.0,260100,212192,213910
2016-02-25 00:00:00.000000000,1456329600000000000,68370.0,68990.0,67560.0,67810.0,328510,213910,225590
2016-02-26 00:00:00.000000000,1456416000000000000,67910.0,67990.0,66370.0,67290.0,334361,225590,219636
2016-02-29 00:00:00.000000000,1456675200000000000,67530.0,68300.0,66550.0,67020.0,401395,219636,223776
2016-03-01 00:00:00.000000000,1456761600000000000,67290.0,67910.0,66690.0,67800.0,351869,223776,223199
2016-03-02 00:00:00.000000000,1456848000000000000,68000.0,69040.0,67830.0,68950.0,391986,223199,215854
2016-03-03 00:00:00.000000000,1456934400000000000,69250.0,69540.0,68600.0,69400.0,344450,215854,210462
2016-03-04 00:00:00.000000000,1457020800000000000,69610.0,72390.0,69320.0,71350.0,601869,210462,228046
2016-03-07 00:00:00.000000000,1457280000000000000,71340.0,74450.0,71200.0,73310.0,747783,228046,243053
2016-03-08 00:00:00.000000000,1457366400000000000,73830.0,75840.0,70060.0,71670.0,912672,243053,220934
2016-03-09 00:00:00.000000000,1457452800000000000,71920.0,71980.0,68680.0,69280.0,591105,220934,196289
2016-03-10 00:00:00.000000000,1457539200000000000,69630.0,70510.0,68750.0,68930.0,614546,196289,205179
2016-03-11 00:00:00.000000000,1457625600000000000,69180.0,69960.0,68510.0,69450.0,408341,205179,199669
2016-03-14 00:00:00.000000000,1457884800000000000,69280.0,70370.0,68900.0,69310.0,371811,199669,201662
2016-03-15 00:00:00.000000000,1457971200000000000,69010.0,69230.0,67730.0,68330.0,375274,201662,197445
2016-03-16 00:00:00.000000000,1458057600000000000,67800.0,68350.0,67570.0,68100.0,312136,197445,207602
2016-03-17 00:00:00.000000000,1458144000000000000,67750.0,68990.0,67590.0,68540.0,345160,207602,211412
2016-03-18 00:00:00.000000000,1458230400000000000,68470.0,70440.0,68410.0,69860.0,568289,211412,211431
2016-03-21 00:00:00.000000000,1458489600000000000,69670.0,70060.0,67780.0,68090.0,420280,211431,219523
2016-03-22 00:00:00.000000000,1458576000000000000,68220.0,69350.0,68170.0,68450.0,410982,219523,217328
2016-03-23 00:00:00.000000000,1458662400000000000,68350.0,69500.0,68050.0,68260.0,337321,217328,217552
2016-03-24 00:00:00.000000000,1458748800000000000,68310.0,68610.0,67600.0,68130.0,343058,217552,206207
2016-03-25 00:00:00.000000000,1458835200000000000,68030.0,68640.0,67850.0,68470.0,230688,206207,196848
2016-03-28 00:00:00.000000000,1459094400000000000,68600.0,68950.0,67990.0,68120.0,218250,196848,193895
2016-03-29 00:00:00.000000000,1459180800000000000,68120.0,68810.0,67800.0,68290.0,204528,193895,185769
2016-03-30 00:00:00.000000000,1459267200000000000,68240.0,68380.0,66350.0,66740.0,321907,185769,196574
2016-03-31 00:00:00.000000000,1459353600000000000,66630.0,67390.0,66100.0,66250.0,275877,196574,193596
2016-04-01 00:00:00.000000000,1459440000000000000,66070.0,66830.0,66010.0,66340.0,236385,193596,184144
2016-04-05 00:00:00.000000000,1459785600000000000,66040.0,66230.0,65140.0,65690.0,127927,184144,181023
2016-04-06 00:00:00.000000000,1459872000000000000,65650.0,66850.0,65530.0,66710.0,205454,181023,168338
2016-04-07 00:00:00.000000000,1459958400000000000,66730.0,67340.0,66610.0,67050.0,170288,168338,155915
2016-04-08 00:00:00.000000000,1460044800000000000,66620.0,66950.0,65600.0,66520.0,182862,155915,144591
2016-04-11 00:00:00.000000000,1460304000000000000,66760.0,67690.0,66640.0,67290.0,158329,144591,130452
2016-04-12 00:00:00.000000000,1460390400000000000,68540.0,69040.0,68000.0,69000.0,249435,130452,206500
2016-04-13 00:00:00.000000000,1460476800000000000,69110.0,71940.0,68760.0,70260.0,655614,206500,236691
2016-04-14 00:00:00.000000000,1460563200000000000,70710.0,71400.0,70260.0,70710.0,381255,236691,245351
2016-04-15 00:00:00.000000000,1460649600000000000,70880.0,71460.0,70060.0,70240.0,372673,245351,254257
2016-04-18 00:00:00.000000000,1460908800000000000,70310.0,71470.0,69530.0,70840.0,394265,254257,260820
2016-04-19 00:00:00.000000000,1460995200000000000,71210.0,72170.0,70040.0,71010.0,523370,260820,277443
2016-04-20 00:00:00.000000000,1461081600000000000,71380.0,72830.0,71060.0,71880.0,658864,277443,277809
2016-04-21 00:00:00.000000000,1461168000000000000,72300.0,74400.0,71720.0,73850.0,753499,277809,300358
2016-04-22 00:00:00.000000000,1461254400000000000,75010.0,75110.0,70470.0,71810.0,729561,300358,278848
2016-04-25 00:00:00.000000000,1461513600000000000,72040.0,73720.0,70820.0,72050.0,625207,278848,280538
2016-04-26 00:00:00.000000000,1461600000000000000,71930.0,72220.0,70670.0,71350.0,411270,280538,281088
2016-04-27 00:00:00.000000000,1461686400000000000,71500.0,72450.0,71260.0,71910.0,411588,281088,282412
2016-04-28 00:00:00.000000000,1461772800000000000,72150.0,72710.0,71370.0,72170.0,520748,282412,285310
2016-04-29 00:00:00.000000000,1461859200000000000,72200.0,73400.0,71910.0,73340.0,477285,285310,296918
2016-05-03 00:00:00.000000000,1462204800000000000,73300.0,76200.0,72700.0,75940.0,431484,296918,326591
2016-05-04 00:00:00.000000000,1462291200000000000,75660.0,76390.0,73720.0,74360.0,714517,326591,313002
2016-05-05 00:00:00.000000000,1462377600000000000,74590.0,74930.0,73120.0,73420.0,485100,313002,306768
2016-05-06 00:00:00.000000000,1462464000000000000,73450.0,73590.0,69900.0,70700.0,706005,306768,289262
2016-05-09 00:00:00.000000000,1462723200000000000,70700.0,72080.0,68920.0,69030.0,645587,289262,302315
2016-05-10 00:00:00.000000000,1462809600000000000,68860.0,69480.0,68150.0,69210.0,473029,302315,298868
2016-05-11 00:00:00.000000000,1462896000000000000,69090.0,69700.0,69010.0,69400.0,386990,298868,302936
2016-05-12 00:00:00.000000000,1462982400000000000,69720.0,70610.0,69120.0,70130.0,481244,302936,298120
2016-05-13 00:00:00.000000000,1463068800000000000,69950.0,70360.0,67750.0,68250.0,561143,298120,295565
2016-05-16 00:00:00.000000000,1463328000000000000,68110.0,69130.0,67900.0,68850.0,338638,295565,295599
2016-05-17 00:00:00.000000000,1463414400000000000,68840.0,69640.0,68660.0,69410.0,344310,295599,297283
2016-05-18 00:00:00.000000000,1463500800000000000,69080.0,69880.0,68430.0,68600.0,403250,297283,309541
2016-05-19 00:00:00.000000000,1463587200000000000,68500.0,69180.0,68200.0,68430.0,304939,309541,311297
2016-05-20 00:00:00.000000000,1463673600000000000,67960.0,68830.0,67770.0,68520.0,279737,311297,314077
2016-05-23 00:00:00.000000000,1463932800000000000,68640.0,68780.0,66720.0,67180.0,414026,314077,321516
2016-05-24 00:00:00.000000000,1464019200000000000,66890.0,67420.0,66430.0,67020.0,276909,321516,326274
2016-05-25 00:00:00.000000000,1464105600000000000,67130.0,67820.0,66730.0,66820.0,316944,326274,327070
2016-05-26 00:00:00.000000000,1464192000000000000,67050.0,67710.0,66830.0,67230.0,334422,327070,334289
2016-05-27 00:00:00.000000000,1464278400000000000,67300.0,67800.0,66350.0,67390.0,412254,334289,330843
2016-05-30 00:00:00.000000000,1464537600000000000,67430.0,67680.0,66750.0,67360.0,272479,330843,330209
2016-05-31 00:00:00.000000000,1464624000000000000,67460.0,68390.0,67200.0,68090.0,326771,330209,333636
2016-06-01 00:00:00.000000000,1464710400000000000,68220.0,68280.0,66950.0,67150.0,262168,333636,340791
2016-06-02 00:00:00.000000000,1464796800000000000,66950.0,68000.0,66750.0,67430.0,253645,340791,327359
2016-06-03 00:00:00.000000000,1464883200000000000,67320.0,67850.0,67310.0,67550.0,240122,327359,335619
2016-06-06 00:00:00.000000000,1465142400000000000,68150.0,69260.0,67660.0,68990.0,307890,335619,326111
2016-06-07 00:00:00.000000000,1465228800000000000,69040.0,69500.0,68480.0,68780.0,221632,326111,316336
2016-06-08 00:00:00.000000000,1465315200000000000,68530.0,69300.0,68320.0,68890.0,204146,316336,303996
2016-06-13 00:00:00.000000000,1465747200000000000,69570.0,70870.0,69510.0,70300.0,175140,303996,300674
2016-06-14 00:00:00.000000000,1465833600000000000,70420.0,70700.0,70000.0,70420.0,194684,300674,294083
2016-06-15 00:00:00.000000000,1465920000000000000,70110.0,71300.0,70090.0,71240.0,284374,294083,299313
2016-06-16 00:00:00.000000000,1466006400000000000,71850.0,71980.0,70170.0,70420.0,248914,299313,284170
2016-06-17 00:00:00.000000000,1466092800000000000,70320.0,71450.0,69900.0,71450.0,243083,284170,278704
2016-06-20 00:00:00.000000000,1466352000000000000,71530.0,72870.0,71090.0,72520.0,308849,278704,270812
2016-06-21 00:00:00.000000000,1466438400000000000,72770.0,73400.0,72000.0,72390.0,247354,270812,257745
2016-06-22 00:00:00.000000000,1466524800000000000,72330.0,72880.0,71570.0,72760.0,239170,257745,253594
2016-06-23 00:00:00.000000000,1466611200000000000,72780.0,72980.0,71680.0,72050.0,214367,253594,248558
2016-06-24 00:00:00.000000000,1466697600000000000,72240.0,72500.0,70010.0,70470.0,336663,248558,238044
2016-06-27 00:00:00.000000000,1466956800000000000,70670.0,71850.0,70520.0,71650.0,267501,238044,239563
2016-06-28 00:00:00.000000000,1467043200000000000,71470.0,72860.0,71030.0,72580.0,263392,239563,238983
2016-06-29 00:00:00.000000000,1467129600000000000,72830.0,73950.0,72650.0,73450.0,355172,238983,229846
2016-06-30 00:00:00.000000000,1467216000000000000,73640.0,75350.0,73380.0,74890.0,366923,229846,237334
2016-07-01 00:00:00.000000000,1467302400000000000,74580.0,75980.0,73600.0,75560.0,422918,237334,246735
2016-07-04 00:00:00.000000000,1467561600000000000,75760.0,79240.0,75500.0,79240.0,508463,246735,276098
2016-07-05 00:00:00.000000000,1467648000000000000,80780.0,83490.0,77200.0,80600.0,922425,276098,268620
2016-07-06 00:00:00.000000000,1467734400000000000,80610.0,82140.0,75970.0,78060.0,1013548,268620,253525
2016-07-07 00:00:00.000000000,1467820800000000000,77200.0,80900.0,76680.0,77270.0,815518,253525,245553
2016-07-08 00:00:00.000000000,1467907200000000000,77550.0,78400.0,75120.0,76840.0,666776,245553,231725
2016-07-11 00:00:00.000000000,1468166400000000000,77660.0,79880.0,76900.0,79300.0,596839,231725,235942
2016-07-12 00:00:00.000000000,1468252800000000000,79450.0,81400.0,78820.0,81160.0,547730,235942,248181
2016-07-13 00:00:00.000000000,1468339200000000000,81340.0,83570.0,79900.0,80430.0,819073,248181,242794
2016-07-14 00:00:00.000000000,1468425600000000000,80780.0,82000.0,79700.0,81770.0,542965,242794,243027
2016-07-15 00:00:00.000000000,1468512000000000000,81510.0,82180.0,80100.0,81200.0,488931,243027,239982
2016-07-18 00:00:00.000000000,1468771200000000000,81660.0,82000.0,79530.0,80840.0,589405,239982,234094
2016-07-19 00:00:00.000000000,1468857600000000000,81000.0,83750.0,80340.0,81880.0,818544,234094,240515
2016-07-20 00:00:00.000000000,1468944000000000000,81730.0,82360.0,80680.0,81550.0,551051,240515,228333
2016-07-21 00:00:00.000000000,1469030400000000000,80950.0,82780.0,80510.0,82250.0,519208,228333,230545
2016-07-22 00:00:00.000000000,1469116800000000000,82910.0,84080.0,81150.0,81220.0,637112,230545,221312
2016-07-25 00:00:00.000000000,1469376000000000000,81530.0,81890.0,79770.0,80520.0,500116,221312,207287
2016-07-26 00:00:00.000000000,1469462400000000000,80790.0,80880.0,78650.0,79390.0,430160,207287,191443
2016-07-27 00:00:00.000000000,1469548800000000000,79300.0,80690.0,79120.0,79650.0,384191,191443,175754
2016-07-28 00:00:00.000000000,1469635200000000000,79860.0,81500.0,79580.0,81390.0,392231,175754,171967
2016-07-29 00:00:00.000000000,1469721600000000000,81570.0,82000.0,80280.0,80330.0,358144,171967,157870
2016-08-01 00:00:00.000000000,1469980800000000000,80670.0,82580.0,79940.0,82430.0,342142,157870,152149
2016-08-02 00:00:00.000000000,1470067200000000000,82220.0,83450.0,81620.0,83390.0,280546,152149,144079
2016-08-03 00:00:00.000000000,1470153600000000000,83570.0,83900.0,81770.0,82240.0,271642,144079,118555
2016-08-04 00:00:00.000000000,1470240000000000000,84030.0,84500.0,81590.0,82100.0,398175,118555,239488
2016-08-05 00:00:00.000000000,1470326400000000000,81690.0,83200.0,81590.0,82970.0,346105,239488,257234
2016-08-08 00:00:00.000000000,1470585600000000000,82660.0,84890.0,82110.0,84430.0,386814,257234,283097
2016-08-09 00:00:00.000000000,1470672000000000000,84400.0,84790.0,83300.0,83790.0,354822,283097,284285
2016-08-10 00:00:00.000000000,1470758400000000000,83380.0,84700.0,83100.0,84190.0,373584,284285,287405
2016-08-11 00:00:00.000000000,1470844800000000000,84590.0,85250.0,83090.0,83330.0,485974,287405,293545
2016-08-12 00:00:00.000000000,1470931200000000000,83300.0,83900.0,82600.0,83100.0,374659,293545,298104
2016-08-15 00:00:00.000000000,1471190400000000000,82060.0,82500.0,80520.0,80850.0,491752,298104,305302
2016-08-16 00:00:00.000000000,1471276800000000000,81280.0,82050.0,81120.0,81490.0,305775,305302,302232
2016-08-17 00:00:00.000000000,1471363200000000000,81300.0,81700.0,80660.0,81170.0,342305,302232,306657
2016-08-18 00:00:00.000000000,1471449600000000000,81100.0,81770.0,80260.0,81440.0,366956,306657,304963
2016-08-19 00:00:00.000000000,1471536000000000000,81600.0,81740.0,80900.0,81540.0,249111,304963,307448
2016-08-22 00:00:00.000000000,1471795200000000000,81340.0,82140.0,80500.0,80590.0,301497,307448,310838
2016-08-23 00:00:00.000000000,1471881600000000000,80420.0,81480.0,80360.0,81110.0,206135,310838,302265
2016-08-24 00:00:00.000000000,1471968000000000000,81260.0,81580.0,80670.0,80980.0,212605,302265,304733
2016-08-25 00:00:00.000000000,1472054400000000000,81120.0,81320.0,77550.0,78450.0,531253,304733,305555
2016-08-26 00:00:00.000000000,1472140800000000000,77940.0,78790.0,77850.0,78310.0,233466,305555,300143
2016-08-29 00:00:00.000000000,1472400000000000000,78320.0,79280.0,77990.0,78570.0,302062,300143,288282
2016-08-30 00:00:00.000000000,1472486400000000000,78620.0,78970.0,78000.0,78150.0,178351,288282,294087
2016-08-31 00:00:00.000000000,1472572800000000000,77940.0,78710.0,77890.0,78060.0,217449,294087,293475
2016-09-01 00:00:00.000000000,1472659200000000000,78000.0,79200.0,77980.0,78810.0,265703,293475,288382
2016-09-02 00:00:00.000000000,1472745600000000000,78550.0,80480.0,78380.0,79820.0,365616,288382,278069
2016-09-05 00:00:00.000000000,1473004800000000000,80070.0,80840.0,80020.0,80230.0,282893,278069,281764
2016-09-06 00:00:00.000000000,1473091200000000000,80380.0,81120.0,79500.0,81040.0,276810,281764,276103
2016-09-07 00:00:00.000000000,1473177600000000000,80910.0,81300.0,80360.0,80920.0,266735,276103,268537
2016-09-08 00:00:00.000000000,1473264000000000000,81160.0,81420.0,80580.0,80980.0,223718,268537,270853
2016-09-09 00:00:00.000000000,1473350400000000000,81420.0,81550.0,80850.0,81320.0,213258,270853,268034
2016-09-12 00:00:00.000000000,1473609600000000000,81390.0,81460.0,78500.0,78710.0,309696,268034,262644
2016-09-13 00:00:00.000000000,1473696000000000000,78900.0,79750.0,78680.0,79310.0,208160,262644,258659
2016-09-14 00:00:00.000000000,1473782400000000000,79140.0,79500.0,78020.0,78280.0,243040,258659,257438
2016-09-19 00:00:00.000000000,1474214400000000000,77990.0,79360.0,77960.0,78960.0,128363,257438,256440
2016-09-20 00:00:00.000000000,1474300800000000000,79100.0,80700.0,79030.0,80610.0,270829,256440,253640
2016-09-21 00:00:00.000000000,1474387200000000000,80690.0,80980.0,80110.0,80510.0,199224,253640,248202
2016-09-22 00:00:00.000000000,1474473600000000000,80890.0,82560.0,80520.0,81700.0,326484,248202,246404
2016-09-23 00:00:00.000000000,1474560000000000000,82340.0,82650.0,81800.0,82620.0,223336,246404,249520
2016-09-26 00:00:00.000000000,1474819200000000000,82700.0,82850.0,81400.0,81480.0,270845,249520,254866
2016-09-27 00:00:00.000000000,1474905600000000000,81550.0,82730.0,80200.0,82700.0,356808,254866,265309
2016-09-28 00:00:00.000000000,1474992000000000000,82930.0,82980.0,81510.0,82090.0,362766,265309,254838
2016-09-29 00:00:00.000000000,1475078400000000000,82040.0,83610.0,81570.0,81860.0,341737,254838,246623
2016-09-30 00:00:00.000000000,1475164800000000000,81790.0,81990.0,80430.0,81380.0,262906,246623,232214
2016-10-10 00:00:00.000000000,1476028800000000000,80690.0,81860.0,80200.0,81660.0,142249,232214,232551
2016-10-11 00:00:00.000000000,1476115200000000000,81560.0,82970.0,81470.0,82840.0,280092,232551,245475
2016-10-12 00:00:00.000000000,1476201600000000000,82520.0,83140.0,81890.0,82350.0,256609,245475,242305
2016-10-13 00:00:00.000000000,1476288000000000000,82770.0,83050.0,80900.0,81340.0,313025,242305,246486
2016-10-14 00:00:00.000000000,1476374400000000000,81080.0,82240.0,80720.0,81590.0,251391,246486,243308
2016-10-17 00:00:00.000000000,1476633600000000000,81640.0,82540.0,81420.0,81820.0,326681,243308,248541
2016-10-18 00:00:00.000000000,1476720000000000000,81960.0,82010.0,80850.0,81680.0,221549,248541,249371
2016-10-19 00:00:00.000000000,1476806400000000000,81700.0,82350.0,80410.0,80700.0,318555,249371,256893
2016-10-20 00:00:00.000000000,1476892800000000000,80800.0,81290.0,79780.0,80750.0,254992,256893,253579
2016-10-21 00:00:00.000000000,1476979200000000000,80350.0,80620.0,79360.0,79410.0,257827,253579,269274
2016-10-24 00:00:00.000000000,1477238400000000000,79250.0,80700.0,79080.0,80410.0,231774,269274,259161
2016-10-25 00:00:00.000000000,1477324800000000000,80290.0,81960.0,80200.0,81470.0,291905,259161,256473
2016-10-26 00:00:00.000000000,1477411200000000000,81690.0,82300.0,80590.0,81050.0,269976,256473,255892
2016-10-27 00:00:00.000000000,1477497600000000000,80990.0,81900.0,80450.0,80980.0,253645,255892,254197
2016-10-28 00:00:00.000000000,1477584000000000000,81530.0,82690.0,81400.0,82570.0,308047,254197,254754
2016-10-31 00:00:00.000000000,1477843200000000000,82690.0,84030.0,82100.0,83950.0,309437,254754,272086
2016-11-01 00:00:00.000000000,1477929600000000000,84010.0,84340.0,82900.0,83560.0,290889,272086,260988
2016-11-02 00:00:00.000000000,1478016000000000000,83460.0,84460.0,81800.0,82310.0,338095,260988,249738
2016-11-03 00:00:00.000000000,1478102400000000000,82620.0,83470.0,82200.0,83280.0,187848,249738,249397
2016-11-04 00:00:00.000000000,1478188800000000000,83580.0,84100.0,82800.0,82920.0,271600,249397,246460
2016-11-07 00:00:00.000000000,1478448000000000000,82950.0,88430.0,82650.0,87830.0,528959,246460,265312
2016-11-08 00:00:00.000000000,1478534400000000000,87830.0,90860.0,87050.0,89890.0,548562,265312,255602
2016-11-09 00:00:00.000000000,1478620800000000000,89500.0,91670.0,88550.0,90840.0,559925,255602,253328
2016-11-10 00:00:00.000000000,1478707200000000000,92040.0,95600.0,91500.0,95600.0,519372,253328,254570
2016-11-11 00:00:00.000000000,1478793600000000000,95840.0,97230.0,93000.0,96140.0,551288,254570,242181
2016-11-14 00:00:00.000000000,1479052800000000000,96040.0,99800.0,89040.0,91680.0,759034,242181,199560
2016-11-15 00:00:00.000000000,1479139200000000000,91340.0,94170.0,89490.0,90680.0,435159,199560,201865
2016-11-16 00:00:00.000000000,1479225600000000000,90770.0,92800.0,90600.0,92530.0,341939,201865,200076
2016-11-17 00:00:00.000000000,1479312000000000000,91840.0,92250.0,90870.0,91240.0,291063,200076,188879
2016-11-18 00:00:00.000000000,1479398400000000000,91450.0,91850.0,89800.0,90720.0,248836,188879,183207
2016-11-21 00:00:00.000000000,1479657600000000000,90840.0,91800.0,88010.0,91330.0,325413,183207,178472
2016-11-22 00:00:00.000000000,1479744000000000000,91670.0,94480.0,90770.0,93340.0,328071,178472,171101
2016-11-23 00:00:00.000000000,1479830400000000000,92920.0,93370.0,92020.0,92970.0,197935,171101,167994
2016-11-24 00:00:00.000000000,1479916800000000000,92690.0,96660.0,92350.0,94550.0,412281,167994,156943
2016-11-25 00:00:00.000000000,1480003200000000000,94520.0,96250.0,93720.0,95200.0,262785,156943,144047
2016-11-28 00:00:00.000000000,1480262400000000000,95040.0,97770.0,94120.0,97610.0,257123,144047,137053
2016-11-29 00:00:00.000000000,1480348800000000000,96770.0,97480.0,92720.0,93210.0,252346,137053,120019
2016-11-30 00:00:00.000000000,1480435200000000000,93280.0,93700.0,88800.0,89870.0,221598,120019,106315
2016-12-01 00:00:00.000000000,1480521600000000000,91820.0,94100.0,91530.0,92980.0,244505,106315,199894
2016-12-02 00:00:00.000000000,1480608000000000000,92980.0,93450.0,91500.0,92430.0,205007,199894,206135
2016-12-05 00:00:00.000000000,1480867200000000000,92430.0,96170.0,92160.0,95440.0,377747,206135,230424
2016-12-06 00:00:00.000000000,1480953600000000000,96310.0,96800.0,94620.0,95300.0,241256,230424,224529
2016-12-07 00:00:00.000000000,1481040000000000000,95440.0,97170.0,94820.0,96790.0,302605,224529,241701
2016-12-08 00:00:00.000000000,1481126400000000000,96690.0,97280.0,94360.0,95110.0,289464,241701,242536
2016-12-09 00:00:00.000000000,1481212800000000000,95300.0,95700.0,92870.0,95150.0,289416,242536,250372
2016-12-12 00:00:00.000000000,1481472000000000000,95150.0,97800.0,94260.0,94460.0,370498,250372,248160
2016-12-13 00:00:00.000000000,1481558400000000000,94610.0,96060.0,94230.0,95960.0,228390,248160,254100
2016-12-14 00:00:00.000000000,1481644800000000000,96250.0,96750.0,93500.0,96260.0,400818,254100,270095
2016-12-15 00:00:00.000000000,1481731200000000000,96360.0,97200.0,94620.0,96130.0,381840,270095,265892
2016-12-16 00:00:00.000000000,1481817600000000000,95200.0,96560.0,94720.0,95280.0,275871,265892,266384
2016-12-19 00:00:00.000000000,1482076800000000000,94630.0,95420.0,93350.0,93390.0,262714,266384,267142
2016-12-20 00:00:00.000000000,1482163200000000000,92820.0,93120.0,90830.0,92510.0,300766,267142,271068
2016-12-21 00:00:00.000000000,1482249600000000000,92600.0,93400.0,92150.0,92660.0,190588,271068,270489
2016-12-22 00:00:00.000000000,1482336000000000000,92390.0,92790.0,89750.0,90120.0,246782,270489,278363
2016-12-23 00:00:00.000000000,1482422400000000000,89800.0,91360.0,89620.0,90150.0,229513,278363,275110
2016-12-26 00:00:00.000000000,1482681600000000000,89890.0,90420.0,84190.0,84190.0,461445,275110,273461
2016-12-27 00:00:00.000000000,1482768000000000000,84390.0,85850.0,83860.0,85550.0,242897,273461,263982
2016-12-28 00:00:00.000000000,1482854400000000000,85650.0,87350.0,85250.0,85820.0,282271,263982,269190
2016-12-29 00:00:00.000000000,1482940800000000000,85780.0,86530.0,84820.0,86350.0,233714,269190,266253
2016-12-30 00:00:00.000000000,1483027200000000000,85920.0,86350.0,84920.0,85560.0,197067,266253,267470
2017-01-03 00:00:00.000000000,1483372800000000000,85550.0,87050.0,85500.0,86010.0,134725,267470,269906
2017-01-04 00:00:00.000000000,1483459200000000000,86140.0,86460.0,83450.0,85130.0,266623,269906,281013
2017-01-05 00:00:00.000000000,1483545600000000000,84760.0,86090.0,84650.0,85250.0,209422,281013,278400
2017-01-06 00:00:00.000000000,1483632000000000000,85320.0,85840.0,84510.0,84810.0,177006,278400,276372
2017-01-09 00:00:00.000000000,1483891200000000000,85070.0,86630.0,84960.0,86370.0,177852,276372,272008
2017-01-10 00:00:00.000000000,1483977600000000000,86000.0,87850.0,85940.0,87130.0,229041,272008,273920
2017-01-11 00:00:00.000000000,1484064000000000000,87580.0,88360.0,87230.0,87750.0,206148,273920,271744
2017-01-12 00:00:00.000000000,1484150400000000000,87350.0,88160.0,85150.0,85800.0,266349,271744,288276
2017-01-13 00:00:00.000000000,1484236800000000000,83790.0,86280.0,83550.0,85510.0,319969,288276,312066
2017-01-16 00:00:00.000000000,1484496000000000000,85200.0,87640.0,85110.0,86480.0,281529,312066,310894
2017-01-17 00:00:00.000000000,1484582400000000000,86370.0,87190.0,84050.0,85220.0,253579,310894,315415
