datetime,datetime_nano,KQ.m@SHFE.sn.open,KQ.m@SHFE.sn.high,KQ.m@SHFE.sn.low,KQ.m@SHFE.sn.close,KQ.m@SHFE.sn.volume,KQ.m@SHFE.sn.open_oi,KQ.m@SHFE.sn.close_oi
2016-02-29 00:00:00.000000000,1456675200000000000,104260.0,105380.0,102910.0,103640.0,25653,7349,7271
2016-03-01 00:00:00.000000000,1456761600000000000,104410.0,104680.0,103190.0,104100.0,15875,7271,7179
2016-03-02 00:00:00.000000000,1456848000000000000,104660.0,105020.0,103870.0,104710.0,16150,7179,7107
2016-03-03 00:00:00.000000000,1456934400000000000,104800.0,108540.0,104700.0,108540.0,37049,7107,10040
2016-03-04 00:00:00.000000000,1457020800000000000,109490.0,113940.0,108660.0,111600.0,39697,10040,8389
2016-03-07 00:00:00.000000000,1457280000000000000,112700.0,114690.0,111810.0,112890.0,41482,8389,8462
2016-03-08 00:00:00.000000000,1457366400000000000,113720.0,117600.0,111120.0,114540.0,58889,8462,8675
2016-03-09 00:00:00.000000000,1457452800000000000,114170.0,114200.0,110040.0,110110.0,38255,8675,8035
2016-03-10 00:00:00.000000000,1457539200000000000,110380.0,112650.0,108060.0,109000.0,48155,8035,7753
2016-03-11 00:00:00.000000000,1457625600000000000,109650.0,111020.0,107610.0,109950.0,35396,7753,7850
2016-03-14 00:00:00.000000000,1457884800000000000,110680.0,111000.0,109250.0,109880.0,26392,7850,7685
2016-03-15 00:00:00.000000000,1457971200000000000,109750.0,110560.0,108280.0,108720.0,25234,7685,7825
2016-03-16 00:00:00.000000000,1458057600000000000,108420.0,109660.0,108000.0,109500.0,20990,7825,7937
2016-03-17 00:00:00.000000000,1458144000000000000,109360.0,110470.0,109200.0,110000.0,17050,7937,7718
2016-03-18 00:00:00.000000000,1458230400000000000,110100.0,113780.0,109800.0,112860.0,30962,7718,8036
2016-03-21 00:00:00.000000000,1458489600000000000,112480.0,112980.0,108000.0,109400.0,27852,8036,7324
2016-03-22 00:00:00.000000000,1458576000000000000,109740.0,110480.0,108900.0,108990.0,20962,7324,7492
2016-03-23 00:00:00.000000000,1458662400000000000,109200.0,110500.0,108300.0,109040.0,22832,7492,7285
2016-03-24 00:00:00.000000000,1458748800000000000,109440.0,110690.0,109030.0,110270.0,35639,7285,8119
2016-03-25 00:00:00.000000000,1458835200000000000,110730.0,112090.0,110390.0,112020.0,28604,8119,8964
2016-03-28 00:00:00.000000000,1459094400000000000,112020.0,112880.0,108210.0,108600.0,20245,8964,8309
2016-03-29 00:00:00.000000000,1459180800000000000,108310.0,109780.0,108000.0,108470.0,20547,8309,8402
2016-03-30 00:00:00.000000000,1459267200000000000,108870.0,109280.0,105060.0,105090.0,33837,8402,9444
2016-03-31 00:00:00.000000000,1459353600000000000,105200.0,105870.0,103010.0,103490.0,34715,9444,9907
2016-04-01 00:00:00.000000000,1459440000000000000,103020.0,105620.0,102700.0,104830.0,25400,9907,8497
2016-04-05 00:00:00.000000000,1459785600000000000,104160.0,105670.0,103300.0,105360.0,9262,8497,8245
2016-04-06 00:00:00.000000000,1459872000000000000,104920.0,106150.0,104710.0,106040.0,13953,8245,7847
2016-04-07 00:00:00.000000000,1459958400000000000,106140.0,107400.0,105990.0,107080.0,12451,7847,7969
2016-04-08 00:00:00.000000000,1460044800000000000,107190.0,107200.0,105170.0,106530.0,15312,7969,7766
2016-04-11 00:00:00.000000000,1460304000000000000,106710.0,110480.0,106510.0,109060.0,15553,7766,7075
2016-04-12 00:00:00.000000000,1460390400000000000,109760.0,109770.0,107230.0,108440.0,11423,7075,7029
2016-04-13 00:00:00.000000000,1460476800000000000,109180.0,112560.0,108730.0,110660.0,15029,7029,6764
2016-04-14 00:00:00.000000000,1460563200000000000,111750.0,113550.0,110100.0,112120.0,17552,6764,6651
2016-04-15 00:00:00.000000000,1460649600000000000,112810.0,113960.0,110540.0,111570.0,9792,6651,6714
2016-04-18 00:00:00.000000000,1460908800000000000,111710.0,111890.0,109660.0,110180.0,10387,6714,6793
2016-04-19 00:00:00.000000000,1460995200000000000,110370.0,112000.0,110010.0,111470.0,9606,6793,6440
2016-04-20 00:00:00.000000000,1461081600000000000,111610.0,112950.0,110490.0,111440.0,9629,6440,6358
2016-04-21 00:00:00.000000000,1461168000000000000,112530.0,114600.0,110790.0,114400.0,10482,6358,6494
2016-04-22 00:00:00.000000000,1461254400000000000,115480.0,115960.0,110000.0,111460.0,9715,6494,6090
2016-04-25 00:00:00.000000000,1461513600000000000,112840.0,113410.0,108560.0,109520.0,8051,6090,5854
2016-04-26 00:00:00.000000000,1461600000000000000,109160.0,110530.0,107560.0,108100.0,4551,5854,5825
2016-04-27 00:00:00.000000000,1461686400000000000,108120.0,109430.0,107800.0,108300.0,2555,5825,5566
2016-04-28 00:00:00.000000000,1461772800000000000,109650.0,110140.0,108440.0,108800.0,4847,5566,4588
2016-04-29 00:00:00.000000000,1461859200000000000,108520.0,110980.0,108520.0,110330.0,6392,4588,4784
2016-05-03 00:00:00.000000000,1462204800000000000,110080.0,112410.0,109540.0,112400.0,4556,4784,4959
2016-05-04 00:00:00.000000000,1462291200000000000,112000.0,113510.0,111510.0,112040.0,9590,4959,5105
2016-05-05 00:00:00.000000000,1462377600000000000,112300.0,114380.0,111600.0,113480.0,15238,5105,6194
2016-05-06 00:00:00.000000000,1462464000000000000,113480.0,114490.0,110200.0,111360.0,20655,6194,5433
2016-05-09 00:00:00.000000000,1462723200000000000,111360.0,113200.0,110030.0,110770.0,16534,5433,5312
2016-05-10 00:00:00.000000000,1462809600000000000,110770.0,110960.0,106630.0,108930.0,19283,5312,5255
2016-05-11 00:00:00.000000000,1462896000000000000,108680.0,109960.0,107510.0,109550.0,13328,5255,5229
2016-05-12 00:00:00.000000000,1462982400000000000,110350.0,111300.0,109470.0,110820.0,12800,5229,5026
2016-05-13 00:00:00.000000000,1463068800000000000,110490.0,110650.0,107110.0,107500.0,16986,5026,6097
2016-05-16 00:00:00.000000000,1463328000000000000,107070.0,108670.0,106690.0,107860.0,11107,6097,5918
2016-05-17 00:00:00.000000000,1463414400000000000,107980.0,109000.0,106910.0,108220.0,11751,5918,5793
2016-05-18 00:00:00.000000000,1463500800000000000,107780.0,108630.0,106540.0,106580.0,12183,5793,6234
2016-05-19 00:00:00.000000000,1463587200000000000,106350.0,107500.0,105730.0,106730.0,11304,6234,6316
2016-05-20 00:00:00.000000000,1463673600000000000,106120.0,107390.0,105210.0,107150.0,7675,6316,6125
2016-05-23 00:00:00.000000000,1463932800000000000,107950.0,108190.0,105500.0,105930.0,11935,6125,6180
2016-05-24 00:00:00.000000000,1464019200000000000,104990.0,106210.0,104230.0,105510.0,9717,6180,6057
2016-05-25 00:00:00.000000000,1464105600000000000,105580.0,106000.0,104600.0,104690.0,7716,6057,6238
2016-05-26 00:00:00.000000000,1464192000000000000,104800.0,106600.0,104500.0,106500.0,9168,6238,6015
2016-05-27 00:00:00.000000000,1464278400000000000,106500.0,108380.0,105810.0,108310.0,10066,6015,5567
2016-05-30 00:00:00.000000000,1464537600000000000,108220.0,108870.0,107350.0,108000.0,6769,5567,5420
2016-05-31 00:00:00.000000000,1464624000000000000,107710.0,108980.0,107510.0,108650.0,6459,5420,5110
2016-06-01 00:00:00.000000000,1464710400000000000,108360.0,108960.0,106100.0,106150.0,9531,5110,5198
2016-06-02 00:00:00.000000000,1464796800000000000,106210.0,108290.0,106200.0,108100.0,9109,5198,4868
2016-06-03 00:00:00.000000000,1464883200000000000,107850.0,108270.0,107030.0,107540.0,6088,4868,4970
2016-06-06 00:00:00.000000000,1465142400000000000,108400.0,109790.0,108170.0,109300.0,8576,4970,4972
2016-06-07 00:00:00.000000000,1465228800000000000,109090.0,109840.0,108920.0,109510.0,5765,4972,4849
2016-06-08 00:00:00.000000000,1465315200000000000,109560.0,109690.0,108440.0,109270.0,6197,4849,4803
2016-06-13 00:00:00.000000000,1465747200000000000,110290.0,112000.0,109830.0,111570.0,5032,4803,5576
2016-06-14 00:00:00.000000000,1465833600000000000,111990.0,112070.0,110660.0,111890.0,5846,5576,5818
2016-06-15 00:00:00.000000000,1465920000000000000,111640.0,112000.0,111020.0,111760.0,5296,5818,6083
2016-06-16 00:00:00.000000000,1466006400000000000,112430.0,113270.0,111140.0,111440.0,8066,6083,5779
2016-06-17 00:00:00.000000000,1466092800000000000,111750.0,113170.0,111280.0,112800.0,5758,5779,6238
2016-06-20 00:00:00.000000000,1466352000000000000,113120.0,113500.0,111580.0,112300.0,5122,6238,6276
2016-06-21 00:00:00.000000000,1466438400000000000,112300.0,112340.0,110660.0,110920.0,6541,6276,6081
2016-06-22 00:00:00.000000000,1466524800000000000,110250.0,111890.0,110100.0,111670.0,4787,6081,6180
2016-06-23 00:00:00.000000000,1466611200000000000,111840.0,112290.0,110600.0,111480.0,4774,6180,5965
2016-06-24 00:00:00.000000000,1466697600000000000,112090.0,112890.0,110300.0,110600.0,9026,5965,5746
2016-06-27 00:00:00.000000000,1466956800000000000,111010.0,113120.0,110740.0,112880.0,7211,5746,6482
2016-06-28 00:00:00.000000000,1467043200000000000,111860.0,112800.0,111830.0,112600.0,5968,6482,6248
2016-06-29 00:00:00.000000000,1467129600000000000,112870.0,113450.0,111010.0,111630.0,10048,6248,6094
2016-06-30 00:00:00.000000000,1467216000000000000,112210.0,113080.0,111670.0,112770.0,7164,6094,6218
2016-07-01 00:00:00.000000000,1467302400000000000,112380.0,118000.0,112050.0,118000.0,17105,6218,9052
2016-07-04 00:00:00.000000000,1467561600000000000,119000.0,124000.0,117000.0,122770.0,29319,9052,8482
2016-07-05 00:00:00.000000000,1467648000000000000,124090.0,125690.0,117810.0,120330.0,30644,8482,7909
2016-07-06 00:00:00.000000000,1467734400000000000,120550.0,121450.0,115800.0,117270.0,22609,7909,7331
2016-07-07 00:00:00.000000000,1467820800000000000,116680.0,119500.0,116030.0,116920.0,16803,7331,6949
2016-07-08 00:00:00.000000000,1467907200000000000,117260.0,117880.0,113840.0,114900.0,12112,6949,6388
2016-07-11 00:00:00.000000000,1468166400000000000,116040.0,119250.0,114860.0,117570.0,14660,6388,6588
2016-07-12 00:00:00.000000000,1468252800000000000,118290.0,120500.0,117370.0,119840.0,14719,6588,7227
2016-07-13 00:00:00.000000000,1468339200000000000,120170.0,122000.0,118170.0,119070.0,23213,7227,7458
2016-07-14 00:00:00.000000000,1468425600000000000,119220.0,119600.0,117510.0,118000.0,12271,7458,7350
2016-07-15 00:00:00.000000000,1468512000000000000,118300.0,119840.0,118110.0,119730.0,13612,7350,7635
2016-07-18 00:00:00.000000000,1468771200000000000,120530.0,120880.0,117030.0,117030.0,12893,7635,7567
2016-07-19 00:00:00.000000000,1468857600000000000,117230.0,118180.0,116710.0,117350.0,11321,7567,7619
2016-07-20 00:00:00.000000000,1468944000000000000,117290.0,118500.0,116800.0,118090.0,11708,7619,7655
2016-07-21 00:00:00.000000000,1469030400000000000,117600.0,119490.0,117150.0,118800.0,10709,7655,7727
2016-07-22 00:00:00.000000000,1469116800000000000,118890.0,119800.0,117500.0,117960.0,11752,7727,7430
2016-07-25 00:00:00.000000000,1469376000000000000,118020.0,118490.0,116810.0,117530.0,6890,7430,7173
2016-07-26 00:00:00.000000000,1469462400000000000,117620.0,118500.0,116890.0,118130.0,8416,7173,7215
2016-07-27 00:00:00.000000000,1469548800000000000,118110.0,121900.0,117920.0,120900.0,19456,7215,8278
2016-07-28 00:00:00.000000000,1469635200000000000,121300.0,121560.0,120280.0,121340.0,11244,8278,8264
2016-07-29 00:00:00.000000000,1469721600000000000,121930.0,122370.0,119220.0,120070.0,8817,8264,7796
2016-08-01 00:00:00.000000000,1469980800000000000,120300.0,120400.0,118500.0,119760.0,8070,7796,7425
2016-08-02 00:00:00.000000000,1470067200000000000,119900.0,120830.0,118830.0,120540.0,6615,7425,7361
2016-08-03 00:00:00.000000000,1470153600000000000,121000.0,121180.0,119140.0,119470.0,6650,7361,7020
2016-08-04 00:00:00.000000000,1470240000000000000,119660.0,119730.0,117580.0,117730.0,7808,7020,6736
2016-08-05 00:00:00.000000000,1470326400000000000,117660.0,120790.0,117450.0,120300.0,7865,6736,6456
2016-08-08 00:00:00.000000000,1470585600000000000,120900.0,122300.0,119500.0,122200.0,7987,6456,6985
2016-08-09 00:00:00.000000000,1470672000000000000,121310.0,122600.0,120800.0,122440.0,5532,6985,7117
2016-08-10 00:00:00.000000000,1470758400000000000,122870.0,125500.0,122170.0,124650.0,9539,7117,7595
2016-08-11 00:00:00.000000000,1470844800000000000,125260.0,125950.0,123330.0,123620.0,10323,7595,7230
2016-08-12 00:00:00.000000000,1470931200000000000,122920.0,124500.0,122800.0,124330.0,6150,7230,6892
2016-08-15 00:00:00.000000000,1471190400000000000,123800.0,123980.0,121820.0,122270.0,5772,6892,6080
2016-08-16 00:00:00.000000000,1471276800000000000,122440.0,124000.0,122270.0,123450.0,4924,6080,6150
2016-08-17 00:00:00.000000000,1471363200000000000,123000.0,123960.0,122340.0,122480.0,3800,6150,5854
2016-08-18 00:00:00.000000000,1471449600000000000,122720.0,122920.0,120730.0,121180.0,5927,5854,5096
2016-08-19 00:00:00.000000000,1471536000000000000,121530.0,123050.0,121320.0,122000.0,3949,5096,4800
2016-08-22 00:00:00.000000000,1471795200000000000,122050.0,122820.0,121630.0,121840.0,4539,4800,4396
2016-08-23 00:00:00.000000000,1471881600000000000,121940.0,122490.0,121120.0,121750.0,2688,4396,4321
2016-08-24 00:00:00.000000000,1471968000000000000,121830.0,124490.0,121830.0,124120.0,4781,4321,4273
2016-08-25 00:00:00.000000000,1472054400000000000,124010.0,124610.0,121480.0,122610.0,4371,4273,3930
2016-08-26 00:00:00.000000000,1472140800000000000,123810.0,124590.0,123180.0,124200.0,2364,3930,2871
2016-08-29 00:00:00.000000000,1472400000000000000,124740.0,125600.0,124140.0,125200.0,4123,2871,3268
2016-08-30 00:00:00.000000000,1472486400000000000,124680.0,125200.0,124360.0,124750.0,3616,3268,3673
2016-08-31 00:00:00.000000000,1472572800000000000,124340.0,124780.0,123210.0,123750.0,4162,3673,3951
2016-09-01 00:00:00.000000000,1472659200000000000,124110.0,125720.0,124020.0,125220.0,6989,3951,5033
2016-09-02 00:00:00.000000000,1472745600000000000,125620.0,128400.0,125120.0,128200.0,14216,5033,6699
2016-09-05 00:00:00.000000000,1473004800000000000,128070.0,129210.0,127910.0,128200.0,8646,6699,7029
2016-09-06 00:00:00.000000000,1473091200000000000,128460.0,128820.0,126380.0,127520.0,8245,7029,6805
2016-09-07 00:00:00.000000000,1473177600000000000,127880.0,128060.0,126650.0,128050.0,7782,6805,7415
2016-09-08 00:00:00.000000000,1473264000000000000,128440.0,128490.0,126470.0,127280.0,7198,7415,7229
2016-09-09 00:00:00.000000000,1473350400000000000,127580.0,127930.0,127000.0,127110.0,5399,7229,6960
2016-09-12 00:00:00.000000000,1473609600000000000,127100.0,127100.0,122010.0,122470.0,15564,6960,5690
2016-09-13 00:00:00.000000000,1473696000000000000,122940.0,123600.0,122240.0,122690.0,8340,5690,5541
2016-09-14 00:00:00.000000000,1473782400000000000,123060.0,123540.0,121800.0,122750.0,8320,5541,5720
2016-09-19 00:00:00.000000000,1474214400000000000,122900.0,125880.0,122550.0,123780.0,5930,5720,5189
2016-09-20 00:00:00.000000000,1474300800000000000,124330.0,124960.0,124120.0,124530.0,4492,5189,5407
2016-09-21 00:00:00.000000000,1474387200000000000,124670.0,125800.0,123840.0,124380.0,7254,5407,5578
2016-09-22 00:00:00.000000000,1474473600000000000,123970.0,126780.0,123300.0,126220.0,9618,5578,5363
2016-09-23 00:00:00.000000000,1474560000000000000,126270.0,127500.0,125960.0,127060.0,7987,5363,5970
2016-09-26 00:00:00.000000000,1474819200000000000,127330.0,128240.0,126300.0,127010.0,7559,5970,5787
2016-09-27 00:00:00.000000000,1474905600000000000,127570.0,127980.0,125350.0,127330.0,7929,5787,5468
2016-09-28 00:00:00.000000000,1474992000000000000,127450.0,127740.0,126230.0,127500.0,6277,5468,5856
2016-09-29 00:00:00.000000000,1475078400000000000,127690.0,129920.0,127350.0,128160.0,11533,5856,6308
2016-09-30 00:00:00.000000000,1475164800000000000,128310.0,129170.0,127670.0,128700.0,5630,6308,6091
2016-10-10 00:00:00.000000000,1476028800000000000,128740.0,129740.0,126670.0,129370.0,6079,6091,6371
2016-10-11 00:00:00.000000000,1476115200000000000,129020.0,130200.0,128810.0,129890.0,6690,6371,7311
2016-10-12 00:00:00.000000000,1476201600000000000,129150.0,129510.0,127750.0,129000.0,7888,7311,6902
2016-10-13 00:00:00.000000000,1476288000000000000,129480.0,129580.0,127800.0,128100.0,5887,6902,7005
2016-10-14 00:00:00.000000000,1476374400000000000,127860.0,128400.0,126800.0,126900.0,7859,7005,6389
2016-10-17 00:00:00.000000000,1476633600000000000,127160.0,128680.0,126910.0,128210.0,6732,6389,6065
2016-10-18 00:00:00.000000000,1476720000000000000,128110.0,129370.0,127190.0,128740.0,7016,6065,6689
2016-10-19 00:00:00.000000000,1476806400000000000,129260.0,129560.0,128500.0,128760.0,6135,6689,6679
2016-10-20 00:00:00.000000000,1476892800000000000,129270.0,129930.0,128560.0,129570.0,7672,6679,7270
2016-10-21 00:00:00.000000000,1476979200000000000,129180.0,132100.0,129120.0,131980.0,18583,7270,10169
2016-10-24 00:00:00.000000000,1477238400000000000,131890.0,132480.0,131200.0,132350.0,9280,10169,10086
2016-10-25 00:00:00.000000000,1477324800000000000,132530.0,134640.0,132350.0,134190.0,12486,10086,10267
2016-10-26 00:00:00.000000000,1477411200000000000,133660.0,135900.0,132640.0,133350.0,10969,10267,9598
2016-10-27 00:00:00.000000000,1477497600000000000,133960.0,134490.0,132270.0,133100.0,7979,9598,9565
2016-10-28 00:00:00.000000000,1477584000000000000,133500.0,135880.0,132750.0,135670.0,9964,9565,10235
2016-10-31 00:00:00.000000000,1477843200000000000,135500.0,136320.0,134100.0,135360.0,8793,10235,9519
2016-11-01 00:00:00.000000000,1477929600000000000,135760.0,138140.0,134550.0,137600.0,13622,9519,9846
2016-11-02 00:00:00.000000000,1478016000000000000,137550.0,137980.0,135450.0,135680.0,10212,9846,9176
2016-11-03 00:00:00.000000000,1478102400000000000,135990.0,138130.0,135500.0,137970.0,6594,9176,9395
2016-11-04 00:00:00.000000000,1478188800000000000,138630.0,143410.0,138240.0,142710.0,21443,9395,10649
2016-11-07 00:00:00.000000000,1478448000000000000,141740.0,147400.0,140910.0,147400.0,18161,10649,10652
2016-11-08 00:00:00.000000000,1478534400000000000,146810.0,154970.0,146680.0,150240.0,30776,10652,9971
2016-11-09 00:00:00.000000000,1478620800000000000,150770.0,154180.0,146500.0,149890.0,29907,9971,10018
2016-11-10 00:00:00.000000000,1478707200000000000,150870.0,155520.0,149150.0,153700.0,37698,10018,10686
2016-11-11 00:00:00.000000000,1478793600000000000,153940.0,154400.0,150250.0,152980.0,20808,10686,10275
2016-11-14 00:00:00.000000000,1479052800000000000,152910.0,157310.0,143030.0,146410.0,36069,10275,8521
2016-11-15 00:00:00.000000000,1479139200000000000,146550.0,152500.0,142500.0,143950.0,24080,8521,8190
2016-11-16 00:00:00.000000000,1479225600000000000,143300.0,146110.0,142660.0,145030.0,12568,8190,8342
2016-11-17 00:00:00.000000000,1479312000000000000,144760.0,144960.0,141140.0,141520.0,12207,8342,8142
2016-11-18 00:00:00.000000000,1479398400000000000,142370.0,144650.0,139070.0,140380.0,14415,8142,8234
2016-11-21 00:00:00.000000000,1479657600000000000,141300.0,145070.0,138500.0,143390.0,15771,8234,7815
2016-11-22 00:00:00.000000000,1479744000000000000,144290.0,149210.0,143180.0,147450.0,15442,7815,7897
2016-11-23 00:00:00.000000000,1479830400000000000,147660.0,148380.0,145450.0,146970.0,10705,7897,7831
2016-11-24 00:00:00.000000000,1479916800000000000,146970.0,151000.0,146000.0,146700.0,21534,7831,7756
2016-11-25 00:00:00.000000000,1480003200000000000,147140.0,148320.0,143220.0,145820.0,12007,7756,7681
2016-11-28 00:00:00.000000000,1480262400000000000,145260.0,149050.0,144210.0,149050.0,13264,7681,7668
2016-11-29 00:00:00.000000000,1480348800000000000,148490.0,149390.0,142270.0,142650.0,14734,7668,7188
2016-11-30 00:00:00.000000000,1480435200000000000,143600.0,143740.0,137350.0,140110.0,14148,7188,7292
2016-12-01 00:00:00.000000000,1480521600000000000,142780.0,146760.0,141130.0,145740.0,13813,7292,7122
2016-12-02 00:00:00.000000000,1480608000000000000,144780.0,145800.0,142200.0,143900.0,9037,7122,6903
2016-12-05 00:00:00.000000000,1480867200000000000,143890.0,145690.0,143190.0,144160.0,9206,6903,6709
2016-12-06 00:00:00.000000000,1480953600000000000,144730.0,145500.0,143010.0,145000.0,8269,6709,6600
2016-12-07 00:00:00.000000000,1481040000000000000,145040.0,146600.0,143660.0,146060.0,9357,6600,6979
2016-12-08 00:00:00.000000000,1481126400000000000,147400.0,147980.0,143990.0,144590.0,9732,6979,6438
2016-12-09 00:00:00.000000000,1481212800000000000,145860.0,146310.0,142280.0,144050.0,7446,6438,6583
2016-12-12 00:00:00.000000000,1481472000000000000,144050.0,145550.0,143000.0,143280.0,6243,6583,6788
2016-12-13 00:00:00.000000000,1481558400000000000,143100.0,148840.0,142330.0,148090.0,10624,6788,7029
2016-12-14 00:00:00.000000000,1481644800000000000,149760.0,149810.0,145880.0,148390.0,9374,7029,6741
2016-12-15 00:00:00.000000000,1481731200000000000,148870.0,150900.0,146590.0,150720.0,9197,6741,6957
2016-12-16 00:00:00.000000000,1481817600000000000,149430.0,150690.0,148620.0,148720.0,5652,6957,6621
2016-12-19 00:00:00.000000000,1482076800000000000,148170.0,149880.0,144180.0,144210.0,7289,6621,5495
2016-12-20 00:00:00.000000000,1482163200000000000,143850.0,145150.0,142510.0,144150.0,5845,5495,5336
2016-12-21 00:00:00.000000000,1482249600000000000,144360.0,145350.0,143800.0,144430.0,2808,5336,5274
2016-12-22 00:00:00.000000000,1482336000000000000,144690.0,145170.0,143150.0,143150.0,4102,5274,5220
2016-12-23 00:00:00.000000000,1482422400000000000,143010.0,145790.0,142320.0,143790.0,4928,5220,5054
2016-12-26 00:00:00.000000000,1482681600000000000,144530.0,145110.0,137400.0,140520.0,9061,5054,5124
2016-12-27 00:00:00.000000000,1482768000000000000,140040.0,144950.0,140030.0,144950.0,3904,5124,4486
2016-12-28 00:00:00.000000000,1482854400000000000,144630.0,146640.0,144060.0,146520.0,3998,4486,3813
2016-12-29 00:00:00.000000000,1482940800000000000,146920.0,148400.0,145430.0,147810.0,6592,3813,4300
2016-12-30 00:00:00.000000000,1483027200000000000,147550.0,148370.0,145800.0,146820.0,6201,4300,4172
2017-01-03 00:00:00.000000000,1483372800000000000,146900.0,150790.0,146800.0,150270.0,7553,4172,5481
2017-01-04 00:00:00.000000000,1483459200000000000,150390.0,151860.0,148420.0,150720.0,12849,5481,5874
2017-01-05 00:00:00.000000000,1483545600000000000,150690.0,155560.0,149620.0,154930.0,12938,5874,7166
2017-01-06 00:00:00.000000000,1483632000000000000,153750.0,154480.0,151870.0,152900.0,13997,7166,8008
2017-01-09 00:00:00.000000000,1483891200000000000,153090.0,153800.0,152300.0,153260.0,9419,8008,8344
2017-01-10 00:00:00.000000000,1483977600000000000,153360.0,155810.0,152300.0,154800.0,13316,8344,9205
2017-01-11 00:00:00.000000000,1484064000000000000,155790.0,156000.0,152660.0,153180.0,10284,9205,8592
2017-01-12 00:00:00.000000000,1484150400000000000,152760.0,152960.0,147620.0,149590.0,17095,8592,7407
2017-01-13 00:00:00.000000000,1484236800000000000,148530.0,150790.0,148410.0,149200.0,9042,7407,6791
2017-01-16 00:00:00.000000000,1484496000000000000,148980.0,152380.0,148980.0,150280.0,8319,6791,6516
2017-01-17 00:00:00.000000000,1484582400000000000,150030.0,150940.0,145510.0,146840.0,9484,6516,6663
