datetime,datetime_nano,KQ.m@CZCE.AP.open,KQ.m@CZCE.AP.high,KQ.m@CZCE.AP.low,KQ.m@CZCE.AP.close,KQ.m@CZCE.AP.volume,KQ.m@CZCE.AP.open_oi,KQ.m@CZCE.AP.close_oi
2018-05-18 00:00:00.000000000,1526572800000000000,9081.0,9278.0,9051.0,9149.0,1464023,157533,159794
2018-05-21 00:00:00.000000000,1526832000000000000,9078.0,9187.0,8910.0,9137.0,833824,159794,168787
2018-05-22 00:00:00.000000000,1526918400000000000,9148.0,9439.0,9145.0,9408.0,660279,168787,212968
2018-05-23 00:00:00.000000000,1527004800000000000,9446.0,9535.0,9006.0,9238.0,853575,212968,218464
2018-05-24 00:00:00.000000000,1527091200000000000,9265.0,9300.0,9084.0,9140.0,628993,218464,216882
2018-05-25 00:00:00.000000000,1527177600000000000,9121.0,9226.0,9051.0,9219.0,582576,216882,227364
2018-05-28 00:00:00.000000000,1527436800000000000,9256.0,9315.0,9083.0,9086.0,524848,227364,226175
2018-05-29 00:00:00.000000000,1527523200000000000,9105.0,9310.0,9041.0,9294.0,591497,226175,236554
2018-05-30 00:00:00.000000000,1527609600000000000,9268.0,9385.0,9206.0,9275.0,457208,236554,221908
2018-05-31 00:00:00.000000000,1527696000000000000,9322.0,9544.0,9266.0,9307.0,592353,221908,245045
2018-06-01 00:00:00.000000000,1527782400000000000,9307.0,9407.0,9275.0,9399.0,362990,245045,220602
2018-06-04 00:00:00.000000000,1528041600000000000,9397.0,9422.0,9241.0,9347.0,336968,220602,224561
2018-06-05 00:00:00.000000000,1528128000000000000,9363.0,9370.0,8972.0,9140.0,603865,224561,232325
2018-06-06 00:00:00.000000000,1528214400000000000,9125.0,9196.0,9083.0,9135.0,347918,232325,210012
2018-06-07 00:00:00.000000000,1528300800000000000,9156.0,9186.0,9053.0,9123.0,326651,210012,214718
2018-06-08 00:00:00.000000000,1528387200000000000,9088.0,9091.0,8657.0,8657.0,649998,214718,220087
2018-06-11 00:00:00.000000000,1528646400000000000,8580.0,8768.0,8580.0,8734.0,407482,220087,187108
2018-06-12 00:00:00.000000000,1528732800000000000,8747.0,9135.0,8731.0,9135.0,713409,187108,232742
2018-06-13 00:00:00.000000000,1528819200000000000,9146.0,9599.0,9137.0,9593.0,612904,232742,208152
2018-06-14 00:00:00.000000000,1528905600000000000,9605.0,9666.0,9456.0,9611.0,458167,208152,179936
2018-06-15 00:00:00.000000000,1528992000000000000,9683.0,9952.0,9484.0,9941.0,446944,179936,186590
2018-06-19 00:00:00.000000000,1529337600000000000,9972.0,10206.0,9788.0,10012.0,574590,186590,185396
2018-06-20 00:00:00.000000000,1529424000000000000,9975.0,9999.0,9602.0,9650.0,660686,185396,170192
2018-06-21 00:00:00.000000000,1529510400000000000,9546.0,9660.0,9196.0,9196.0,540845,170192,127109
2018-06-22 00:00:00.000000000,1529596800000000000,9228.0,9600.0,9180.0,9579.0,491686,127109,118765
2018-06-25 00:00:00.000000000,1529856000000000000,9629.0,9683.0,9295.0,9373.0,536400,118765,113605
2018-06-26 00:00:00.000000000,1529942400000000000,9324.0,9395.0,9103.0,9340.0,450756,113605,108378
2018-06-27 00:00:00.000000000,1530028800000000000,9350.0,9439.0,9212.0,9295.0,282982,108378,110723
2018-06-28 00:00:00.000000000,1530115200000000000,9332.0,9529.0,9322.0,9483.0,352363,110723,106561
2018-06-29 00:00:00.000000000,1530201600000000000,9484.0,9715.0,9380.0,9684.0,280964,106561,101568
2018-07-02 00:00:00.000000000,1530460800000000000,9630.0,9689.0,9363.0,9397.0,270207,101568,93766
2018-07-03 00:00:00.000000000,1530547200000000000,9380.0,9610.0,9330.0,9543.0,252997,93766,96480
2018-07-04 00:00:00.000000000,1530633600000000000,9513.0,9550.0,9361.0,9415.0,244824,96480,93642
2018-07-05 00:00:00.000000000,1530720000000000000,9365.0,9399.0,9186.0,9330.0,230955,93642,88372
2018-07-06 00:00:00.000000000,1530806400000000000,9400.0,9490.0,9230.0,9373.0,199637,88372,84616
2018-07-09 00:00:00.000000000,1531065600000000000,9460.0,9525.0,9312.0,9487.0,178097,84616,89619
2018-07-10 00:00:00.000000000,1531152000000000000,9487.0,9550.0,9423.0,9465.0,135348,89619,89574
2018-07-11 00:00:00.000000000,1531238400000000000,9353.0,9491.0,9300.0,9460.0,133453,89574,85922
2018-07-12 00:00:00.000000000,1531324800000000000,9477.0,9527.0,9363.0,9364.0,110456,85922,81204
2018-07-13 00:00:00.000000000,1531411200000000000,9345.0,9378.0,9222.0,9314.0,147628,81204,78587
2018-07-16 00:00:00.000000000,1531670400000000000,9280.0,9324.0,9190.0,9247.0,95650,78587,77636
2018-07-17 00:00:00.000000000,1531756800000000000,10051.0,10090.0,9493.0,9770.0,338334,77636,88716
2018-07-18 00:00:00.000000000,1531843200000000000,9768.0,9866.0,9724.0,9809.0,197764,88716,98520
2018-07-19 00:00:00.000000000,1531929600000000000,9870.0,10335.0,9869.0,10323.0,328969,98520,119848
2018-07-20 00:00:00.000000000,1532016000000000000,10387.0,10415.0,10233.0,10379.0,224213,119848,124673
2018-07-23 00:00:00.000000000,1532275200000000000,10327.0,10378.0,10175.0,10215.0,228565,124673,115671
2018-07-24 00:00:00.000000000,1532361600000000000,10181.0,10320.0,10137.0,10285.0,180496,115671,117132
2018-07-25 00:00:00.000000000,1532448000000000000,10350.0,10539.0,10255.0,10257.0,269641,117132,114320
2018-07-26 00:00:00.000000000,1532534400000000000,10229.0,10369.0,10208.0,10343.0,164376,114320,112627
2018-07-27 00:00:00.000000000,1532620800000000000,10360.0,10395.0,10241.0,10351.0,147810,112627,105661
2018-07-30 00:00:00.000000000,1532880000000000000,10379.0,10488.0,10298.0,10461.0,133875,105661,110098
2018-07-31 00:00:00.000000000,1532966400000000000,10520.0,10719.0,10424.0,10707.0,176801,110098,121231
2018-08-01 00:00:00.000000000,1533052800000000000,10718.0,10788.0,10609.0,10671.0,190483,121231,122572
2018-08-02 00:00:00.000000000,1533139200000000000,10620.0,10750.0,10515.0,10712.0,178305,122572,122384
2018-08-03 00:00:00.000000000,1533225600000000000,10718.0,11010.0,10692.0,10985.0,214754,122384,125347
2018-08-06 00:00:00.000000000,1533484800000000000,11090.0,11528.0,11015.0,11475.0,234435,125347,128245
2018-08-07 00:00:00.000000000,1533571200000000000,11493.0,11696.0,11231.0,11255.0,281408,128245,114173
2018-08-08 00:00:00.000000000,1533657600000000000,11090.0,11395.0,11025.0,11307.0,250893,114173,115225
2018-08-09 00:00:00.000000000,1533744000000000000,11317.0,11330.0,11030.0,11130.0,235077,115225,112299
2018-08-10 00:00:00.000000000,1533830400000000000,11092.0,11294.0,11080.0,11179.0,164921,112299,110143
2018-08-13 00:00:00.000000000,1534089600000000000,11199.0,11387.0,11185.0,11285.0,136024,110143,109407
2018-08-14 00:00:00.000000000,1534176000000000000,11305.0,11450.0,11120.0,11440.0,175951,109407,114619
2018-08-15 00:00:00.000000000,1534262400000000000,11435.0,11448.0,11308.0,11394.0,158151,114619,114075
2018-08-16 00:00:00.000000000,1534348800000000000,11226.0,11496.0,11055.0,11446.0,177054,114075,110978
2018-08-17 00:00:00.000000000,1534435200000000000,11501.0,11969.0,11402.0,11969.0,214851,110978,115151
2018-08-20 00:00:00.000000000,1534694400000000000,12001.0,12316.0,11847.0,11879.0,292794,115151,106876
2018-08-21 00:00:00.000000000,1534780800000000000,11866.0,12097.0,11752.0,11910.0,205209,106876,109246
2018-08-22 00:00:00.000000000,1534867200000000000,11915.0,12160.0,11840.0,11864.0,196998,109246,109655
2018-08-23 00:00:00.000000000,1534953600000000000,11832.0,11958.0,11288.0,11306.0,279403,109655,99236
2018-08-24 00:00:00.000000000,1535040000000000000,11362.0,11497.0,11265.0,11455.0,231182,99236,99580
2018-08-27 00:00:00.000000000,1535299200000000000,11481.0,11857.0,11480.0,11850.0,209159,99580,115484
2018-08-28 00:00:00.000000000,1535385600000000000,11853.0,11988.0,11782.0,11916.0,194461,115484,116908
2018-08-29 00:00:00.000000000,1535472000000000000,11879.0,12058.0,11806.0,11910.0,182758,116908,116625
2018-08-30 00:00:00.000000000,1535558400000000000,11880.0,11945.0,11590.0,11823.0,226540,116625,116155
2018-08-31 00:00:00.000000000,1535644800000000000,11819.0,11969.0,11693.0,11929.0,205379,116155,122120
2018-09-03 00:00:00.000000000,1535904000000000000,11901.0,11948.0,11611.0,11731.0,198253,122120,117864
2018-09-04 00:00:00.000000000,1535990400000000000,11708.0,11727.0,11380.0,11580.0,275381,117864,117384
2018-09-05 00:00:00.000000000,1536076800000000000,11615.0,11793.0,11511.0,11527.0,204814,117384,120324
2018-09-06 00:00:00.000000000,1536163200000000000,11490.0,11678.0,11442.0,11676.0,201044,120324,120238
2018-09-07 00:00:00.000000000,1536249600000000000,11702.0,11840.0,11600.0,11703.0,182754,120238,116929
2018-09-10 00:00:00.000000000,1536508800000000000,11799.0,11972.0,11781.0,11938.0,150168,116929,125154
2018-09-11 00:00:00.000000000,1536595200000000000,11895.0,11898.0,11743.0,11849.0,134231,125154,121012
2018-09-12 00:00:00.000000000,1536681600000000000,11847.0,11960.0,11644.0,11898.0,196331,121012,128649
2018-09-13 00:00:00.000000000,1536768000000000000,11943.0,12049.0,11758.0,11770.0,166860,128649,126316
2018-09-14 00:00:00.000000000,1536854400000000000,11788.0,11858.0,11690.0,11831.0,154665,126316,127196
2018-09-17 00:00:00.000000000,1537113600000000000,11900.0,11915.0,11660.0,11738.0,158779,127196,126194
2018-09-18 00:00:00.000000000,1537200000000000000,11698.0,11832.0,11590.0,11822.0,133827,126194,125535
2018-09-19 00:00:00.000000000,1537286400000000000,11839.0,12396.0,11768.0,12190.0,310428,125535,140232
2018-09-20 00:00:00.000000000,1537372800000000000,12219.0,12313.0,12155.0,12252.0,144247,140232,140173
2018-09-21 00:00:00.000000000,1537459200000000000,12288.0,12373.0,12170.0,12255.0,151936,140173,136469
2018-09-25 00:00:00.000000000,1537804800000000000,12316.0,12344.0,11700.0,11846.0,257003,136469,128101
2018-09-26 00:00:00.000000000,1537891200000000000,11812.0,11962.0,11788.0,11927.0,157870,128101,132718
2018-09-27 00:00:00.000000000,1537977600000000000,11897.0,11903.0,11465.0,11610.0,243609,132718,117600
2018-09-28 00:00:00.000000000,1538064000000000000,11531.0,11825.0,11416.0,11784.0,205712,117600,117223
2018-10-08 00:00:00.000000000,1538928000000000000,11707.0,11765.0,11561.0,11673.0,124605,117223,118058
2018-10-09 00:00:00.000000000,1539014400000000000,11639.0,11877.0,11611.0,11699.0,137036,118058,115746
2018-10-10 00:00:00.000000000,1539100800000000000,11733.0,11838.0,11502.0,11783.0,163870,115746,118939
2018-10-11 00:00:00.000000000,1539187200000000000,11670.0,11749.0,11602.0,11681.0,119680,118939,115506
2018-10-12 00:00:00.000000000,1539273600000000000,11602.0,11675.0,11345.0,11642.0,231869,115506,113532
2018-10-15 00:00:00.000000000,1539532800000000000,11622.0,11622.0,11150.0,11185.0,253681,113532,123227
2018-10-16 00:00:00.000000000,1539619200000000000,11156.0,11261.0,10822.0,11051.0,275065,123227,115865
2018-10-17 00:00:00.000000000,1539705600000000000,11078.0,11189.0,10933.0,11174.0,183974,115865,110084
2018-10-18 00:00:00.000000000,1539792000000000000,11000.0,11244.0,10986.0,11073.0,192217,110084,108503
2018-10-19 00:00:00.000000000,1539878400000000000,11026.0,11058.0,10672.0,10686.0,253776,108503,105897
2018-10-22 00:00:00.000000000,1540137600000000000,10716.0,10820.0,10611.0,10777.0,142540,105897,103793
2018-10-23 00:00:00.000000000,1540224000000000000,10759.0,10887.0,10656.0,10741.0,134757,103793,102767
2018-10-24 00:00:00.000000000,1540310400000000000,10733.0,10943.0,10721.0,10851.0,132585,102767,96796
2018-10-25 00:00:00.000000000,1540396800000000000,10810.0,10911.0,10750.0,10834.0,113727,96796,95606
2018-10-26 00:00:00.000000000,1540483200000000000,10821.0,11260.0,10710.0,11232.0,243508,95606,96472
2018-10-29 00:00:00.000000000,1540742400000000000,11270.0,11277.0,11115.0,11190.0,114369,96472,93646
2018-10-30 00:00:00.000000000,1540828800000000000,11148.0,11442.0,11080.0,11342.0,146994,93646,91565
2018-10-31 00:00:00.000000000,1540915200000000000,11335.0,11386.0,11261.0,11306.0,90864,91565,90955
2018-11-01 00:00:00.000000000,1541001600000000000,11292.0,11353.0,11085.0,11126.0,115403,90955,88989
2018-11-02 00:00:00.000000000,1541088000000000000,11120.0,11247.0,11026.0,11227.0,120498,88989,87505
2018-11-05 00:00:00.000000000,1541347200000000000,11256.0,11288.0,11106.0,11170.0,82036,87505,89841
2018-11-06 00:00:00.000000000,1541433600000000000,11248.0,11563.0,11235.0,11558.0,142416,89841,95444
2018-11-07 00:00:00.000000000,1541520000000000000,11527.0,11544.0,11405.0,11498.0,84518,95444,88591
2018-11-08 00:00:00.000000000,1541606400000000000,11495.0,11656.0,11416.0,11549.0,91721,88591,86487
2018-11-09 00:00:00.000000000,1541692800000000000,11533.0,11590.0,11481.0,11559.0,63332,86487,83085
2018-11-12 00:00:00.000000000,1541952000000000000,11466.0,11483.0,11342.0,11423.0,63893,83085,79612
2018-11-13 00:00:00.000000000,1542038400000000000,11370.0,11398.0,11188.0,11313.0,84148,79612,77404
2018-11-14 00:00:00.000000000,1542124800000000000,11285.0,11519.0,11268.0,11402.0,64004,77404,71546
2018-11-15 00:00:00.000000000,1542211200000000000,12367.0,12369.0,12225.0,12335.0,60874,71546,116750
2018-11-16 00:00:00.000000000,1542297600000000000,12366.0,12626.0,12365.0,12528.0,110639,116750,123966
2018-11-19 00:00:00.000000000,1542556800000000000,12438.0,12540.0,12331.0,12394.0,81253,123966,121967
2018-11-20 00:00:00.000000000,1542643200000000000,12394.0,12425.0,12251.0,12380.0,86784,121967,124290
2018-11-21 00:00:00.000000000,1542729600000000000,12250.0,12530.0,12150.0,12521.0,111219,124290,130530
2018-11-22 00:00:00.000000000,1542816000000000000,12524.0,12587.0,12315.0,12347.0,126086,130530,130911
2018-11-23 00:00:00.000000000,1542902400000000000,12293.0,12396.0,12243.0,12371.0,93082,130911,131454
2018-11-26 00:00:00.000000000,1543161600000000000,12370.0,12379.0,11978.0,12125.0,174574,131454,132651
2018-11-27 00:00:00.000000000,1543248000000000000,12150.0,12196.0,11783.0,11813.0,193001,132651,133672
2018-11-28 00:00:00.000000000,1543334400000000000,11786.0,11848.0,11671.0,11701.0,138288,133672,131476
2018-11-29 00:00:00.000000000,1543420800000000000,11749.0,11840.0,11300.0,11360.0,217170,131476,126926
2018-11-30 00:00:00.000000000,1543507200000000000,11360.0,11537.0,11321.0,11530.0,131417,126926,126889
2018-12-03 00:00:00.000000000,1543766400000000000,11640.0,12103.0,11446.0,11505.0,163140,126889,124676
2018-12-04 00:00:00.000000000,1543852800000000000,11521.0,11741.0,11345.0,11697.0,208286,124676,123737
2018-12-05 00:00:00.000000000,1543939200000000000,11647.0,11825.0,11558.0,11818.0,137495,123737,125588
2018-12-06 00:00:00.000000000,1544025600000000000,11789.0,11868.0,11652.0,11700.0,143976,125588,125689
2018-12-07 00:00:00.000000000,1544112000000000000,11670.0,11966.0,11615.0,11937.0,140861,125689,125347
2018-12-10 00:00:00.000000000,1544371200000000000,11854.0,11892.0,11742.0,11849.0,106997,125347,124768
2018-12-11 00:00:00.000000000,1544457600000000000,11800.0,11920.0,11669.0,11807.0,146976,124768,125782
2018-12-12 00:00:00.000000000,1544544000000000000,11809.0,11842.0,11720.0,11792.0,91073,125782,128051
2018-12-13 00:00:00.000000000,1544630400000000000,11754.0,11789.0,11541.0,11603.0,166814,128051,127396
2018-12-14 00:00:00.000000000,1544716800000000000,11605.0,11626.0,11511.0,11571.0,105115,127396,127064
2018-12-17 00:00:00.000000000,1544976000000000000,11567.0,11796.0,11545.0,11739.0,87247,127064,125624
2018-12-18 00:00:00.000000000,1545062400000000000,11712.0,11726.0,11621.0,11671.0,66375,125624,123866
2018-12-19 00:00:00.000000000,1545148800000000000,11635.0,11660.0,11187.0,11209.0,183345,123866,126065
2018-12-20 00:00:00.000000000,1545235200000000000,11186.0,11287.0,11147.0,11237.0,132776,126065,126215
2018-12-21 00:00:00.000000000,1545321600000000000,11208.0,11380.0,11002.0,11339.0,156337,126215,119568
2018-12-24 00:00:00.000000000,1545580800000000000,11294.0,11367.0,11222.0,11280.0,101484,119568,120927
2018-12-25 00:00:00.000000000,1545667200000000000,11198.0,11355.0,10988.0,11327.0,205889,120927,118430
2018-12-26 00:00:00.000000000,1545753600000000000,11356.0,11450.0,11255.0,11318.0,82126,118430,116982
2018-12-27 00:00:00.000000000,1545840000000000000,11451.0,11488.0,11218.0,11285.0,116374,116982,112686
2018-12-28 00:00:00.000000000,1545926400000000000,11294.0,11470.0,11261.0,11352.0,117407,112686,106325
2019-01-02 00:00:00.000000000,1546358400000000000,11321.0,11335.0,10879.0,10888.0,179392,106325,115163
2019-01-03 00:00:00.000000000,1546444800000000000,10900.0,10974.0,10647.0,10671.0,167800,115163,115330
2019-01-04 00:00:00.000000000,1546531200000000000,10607.0,10833.0,10600.0,10768.0,133449,115330,108058
2019-01-07 00:00:00.000000000,1546790400000000000,10748.0,10781.0,10534.0,10615.0,154373,108058,114798
2019-01-08 00:00:00.000000000,1546876800000000000,10633.0,10767.0,10624.0,10701.0,106946,114798,113455
2019-01-09 00:00:00.000000000,1546963200000000000,10721.0,10900.0,10644.0,10652.0,123815,113455,109989
