datetime,datetime_nano,KQ.m@SHFE.pb.open,KQ.m@SHFE.pb.high,KQ.m@SHFE.pb.low,KQ.m@SHFE.pb.close,KQ.m@SHFE.pb.volume,KQ.m@SHFE.pb.open_oi,KQ.m@SHFE.pb.close_oi
2016-02-25 00:00:00.000000000,1456329600000000000,13505.0,13760.0,13485.0,13520.0,6688,11410,11496
2016-02-26 00:00:00.000000000,1456416000000000000,13530.0,13660.0,13450.0,13610.0,6609,11496,10950
2016-02-29 00:00:00.000000000,1456675200000000000,13620.0,13835.0,13565.0,13650.0,8261,10950,10731
2016-03-01 00:00:00.000000000,1456761600000000000,13730.0,13795.0,13500.0,13660.0,4212,10731,9931
2016-03-02 00:00:00.000000000,1456848000000000000,13700.0,13800.0,13625.0,13740.0,3759,9931,9971
2016-03-03 00:00:00.000000000,1456934400000000000,13725.0,13955.0,13725.0,13835.0,4432,9971,9618
2016-03-04 00:00:00.000000000,1457020800000000000,13930.0,13950.0,13765.0,13890.0,5473,9618,8935
2016-03-07 00:00:00.000000000,1457280000000000000,13880.0,14115.0,13765.0,13880.0,5231,8935,8148
2016-03-08 00:00:00.000000000,1457366400000000000,14025.0,14275.0,13715.0,13755.0,10335,8148,9044
2016-03-09 00:00:00.000000000,1457452800000000000,13770.0,13860.0,13485.0,13570.0,6541,9044,8902
2016-03-10 00:00:00.000000000,1457539200000000000,13630.0,13795.0,13600.0,13605.0,4142,8902,9150
2016-03-11 00:00:00.000000000,1457625600000000000,13645.0,13770.0,13520.0,13770.0,3507,9150,9415
2016-03-14 00:00:00.000000000,1457884800000000000,13715.0,13815.0,13605.0,13695.0,3903,9415,9607
2016-03-15 00:00:00.000000000,1457971200000000000,13720.0,13745.0,13605.0,13615.0,2484,9607,9396
2016-03-16 00:00:00.000000000,1458057600000000000,13505.0,13600.0,13465.0,13525.0,4736,9396,9293
2016-03-17 00:00:00.000000000,1458144000000000000,13470.0,13710.0,13415.0,13685.0,4229,9293,9182
2016-03-18 00:00:00.000000000,1458230400000000000,13690.0,13790.0,13620.0,13630.0,6418,9182,9241
2016-03-21 00:00:00.000000000,1458489600000000000,13610.0,13740.0,13470.0,13595.0,4392,9241,9035
2016-03-22 00:00:00.000000000,1458576000000000000,13645.0,13700.0,13595.0,13600.0,3352,9035,9316
2016-03-23 00:00:00.000000000,1458662400000000000,13570.0,13710.0,13540.0,13570.0,3427,9316,9321
2016-03-24 00:00:00.000000000,1458748800000000000,13535.0,13595.0,13465.0,13520.0,4001,9321,9419
2016-03-25 00:00:00.000000000,1458835200000000000,13485.0,13575.0,13435.0,13540.0,2273,9419,9382
2016-03-28 00:00:00.000000000,1459094400000000000,13550.0,13620.0,13525.0,13575.0,2094,9382,9564
2016-03-29 00:00:00.000000000,1459180800000000000,13570.0,13650.0,13530.0,13550.0,2110,9564,9361
2016-03-30 00:00:00.000000000,1459267200000000000,13525.0,13575.0,13285.0,13295.0,3795,9361,8716
2016-03-31 00:00:00.000000000,1459353600000000000,13315.0,13385.0,13110.0,13240.0,4815,8716,8384
2016-04-01 00:00:00.000000000,1459440000000000000,13205.0,13375.0,13170.0,13370.0,3190,8384,8155
2016-04-05 00:00:00.000000000,1459785600000000000,13300.0,13330.0,13200.0,13230.0,1222,8155,7881
2016-04-06 00:00:00.000000000,1459872000000000000,13230.0,13270.0,13155.0,13170.0,1321,7881,7660
2016-04-07 00:00:00.000000000,1459958400000000000,13125.0,13300.0,13115.0,13230.0,1925,7660,7344
2016-04-08 00:00:00.000000000,1460044800000000000,13150.0,13230.0,13000.0,13025.0,2581,7344,7213
2016-04-11 00:00:00.000000000,1460304000000000000,12985.0,13270.0,12935.0,13165.0,2080,7213,6772
2016-04-12 00:00:00.000000000,1460390400000000000,13060.0,13090.0,12980.0,13040.0,1831,6772,5722
2016-04-13 00:00:00.000000000,1460476800000000000,13110.0,13430.0,13060.0,13290.0,5442,5722,6554
2016-04-14 00:00:00.000000000,1460563200000000000,13295.0,13435.0,13230.0,13350.0,4957,6554,6982
2016-04-15 00:00:00.000000000,1460649600000000000,13385.0,13420.0,13235.0,13255.0,3480,6982,7305
2016-04-18 00:00:00.000000000,1460908800000000000,13240.0,13355.0,13200.0,13215.0,3882,7305,7740
2016-04-19 00:00:00.000000000,1460995200000000000,13340.0,13385.0,13175.0,13255.0,4640,7740,8015
2016-04-20 00:00:00.000000000,1461081600000000000,13330.0,13505.0,13295.0,13450.0,6581,8015,8150
2016-04-21 00:00:00.000000000,1461168000000000000,13500.0,13620.0,13405.0,13440.0,9078,8150,9114
2016-04-22 00:00:00.000000000,1461254400000000000,13555.0,13650.0,13210.0,13365.0,8738,9114,8801
2016-04-25 00:00:00.000000000,1461513600000000000,13430.0,13640.0,13180.0,13420.0,8101,8801,8721
2016-04-26 00:00:00.000000000,1461600000000000000,13390.0,13400.0,13030.0,13060.0,5947,8721,8540
2016-04-27 00:00:00.000000000,1461686400000000000,13130.0,13215.0,13070.0,13105.0,3552,8540,8624
2016-04-28 00:00:00.000000000,1461772800000000000,13140.0,13175.0,13020.0,13060.0,4026,8624,8522
2016-04-29 00:00:00.000000000,1461859200000000000,13090.0,13245.0,13055.0,13230.0,3801,8522,8237
2016-05-03 00:00:00.000000000,1462204800000000000,13280.0,13370.0,13180.0,13365.0,3241,8237,7917
2016-05-04 00:00:00.000000000,1462291200000000000,13310.0,13360.0,13030.0,13060.0,3078,7917,7645
2016-05-05 00:00:00.000000000,1462377600000000000,13185.0,13190.0,13010.0,13040.0,2096,7645,7519
2016-05-06 00:00:00.000000000,1462464000000000000,13080.0,13115.0,12845.0,12925.0,4373,7519,7652
2016-05-09 00:00:00.000000000,1462723200000000000,12870.0,13040.0,12845.0,12970.0,4902,7652,8582
2016-05-10 00:00:00.000000000,1462809600000000000,12950.0,13050.0,12850.0,12970.0,3807,8582,8741
2016-05-11 00:00:00.000000000,1462896000000000000,12970.0,13140.0,12970.0,13120.0,3506,8741,9051
2016-05-12 00:00:00.000000000,1462982400000000000,13185.0,13245.0,12925.0,13090.0,4131,9051,9213
2016-05-13 00:00:00.000000000,1463068800000000000,13075.0,13135.0,12850.0,12885.0,4926,9213,8540
2016-05-16 00:00:00.000000000,1463328000000000000,12880.0,12965.0,12780.0,12880.0,4264,8540,8767
2016-05-17 00:00:00.000000000,1463414400000000000,12830.0,13000.0,12830.0,12985.0,3593,8767,8910
2016-05-18 00:00:00.000000000,1463500800000000000,12900.0,12960.0,12805.0,12860.0,4010,8910,8745
2016-05-19 00:00:00.000000000,1463587200000000000,12815.0,12990.0,12700.0,12870.0,5927,8745,8261
2016-05-20 00:00:00.000000000,1463673600000000000,12765.0,12835.0,12675.0,12795.0,4789,8261,8449
2016-05-23 00:00:00.000000000,1463932800000000000,12835.0,12870.0,12670.0,12690.0,5404,8449,7322
2016-05-24 00:00:00.000000000,1464019200000000000,12620.0,12730.0,12590.0,12640.0,4159,7322,6682
2016-05-25 00:00:00.000000000,1464105600000000000,12680.0,12760.0,12600.0,12650.0,3183,6682,7153
2016-05-26 00:00:00.000000000,1464192000000000000,12720.0,12750.0,12610.0,12715.0,2998,7153,7429
2016-05-27 00:00:00.000000000,1464278400000000000,12760.0,12875.0,12690.0,12805.0,3436,7429,7215
2016-05-30 00:00:00.000000000,1464537600000000000,12840.0,12880.0,12785.0,12850.0,2320,7215,7067
2016-05-31 00:00:00.000000000,1464624000000000000,12875.0,12900.0,12730.0,12785.0,2210,7067,7198
2016-06-01 00:00:00.000000000,1464710400000000000,12815.0,12850.0,12640.0,12670.0,3406,7198,7382
2016-06-02 00:00:00.000000000,1464796800000000000,12650.0,12870.0,12650.0,12860.0,4187,7382,6429
2016-06-03 00:00:00.000000000,1464883200000000000,12855.0,12860.0,12700.0,12770.0,2309,6429,6409
2016-06-06 00:00:00.000000000,1465142400000000000,12800.0,12835.0,12770.0,12800.0,2734,6409,6675
2016-06-07 00:00:00.000000000,1465228800000000000,12785.0,12875.0,12725.0,12750.0,2130,6675,6254
2016-06-08 00:00:00.000000000,1465315200000000000,12745.0,12765.0,12710.0,12720.0,2511,6254,5813
2016-06-13 00:00:00.000000000,1465747200000000000,12670.0,12865.0,12655.0,12865.0,2193,5813,4959
2016-06-14 00:00:00.000000000,1465833600000000000,12855.0,12860.0,12715.0,12730.0,1897,4959,4499
2016-06-15 00:00:00.000000000,1465920000000000000,12730.0,12795.0,12720.0,12750.0,1958,4499,4366
2016-06-16 00:00:00.000000000,1466006400000000000,12825.0,12880.0,12670.0,12765.0,1531,4366,3821
2016-06-17 00:00:00.000000000,1466092800000000000,12805.0,12935.0,12775.0,12870.0,3082,3821,6493
2016-06-20 00:00:00.000000000,1466352000000000000,12840.0,12880.0,12685.0,12790.0,2834,6493,6799
2016-06-21 00:00:00.000000000,1466438400000000000,12820.0,12885.0,12785.0,12830.0,2534,6799,6809
2016-06-22 00:00:00.000000000,1466524800000000000,12790.0,12885.0,12755.0,12870.0,1900,6809,7106
2016-06-23 00:00:00.000000000,1466611200000000000,12870.0,12930.0,12780.0,12840.0,2765,7106,7223
2016-06-24 00:00:00.000000000,1466697600000000000,12855.0,12895.0,12720.0,12730.0,3680,7223,6983
2016-06-27 00:00:00.000000000,1466956800000000000,12745.0,12865.0,12740.0,12850.0,2854,6983,7262
2016-06-28 00:00:00.000000000,1467043200000000000,12820.0,12915.0,12775.0,12900.0,4129,7262,7947
2016-06-29 00:00:00.000000000,1467129600000000000,12920.0,13065.0,12785.0,12935.0,7521,7947,7607
2016-06-30 00:00:00.000000000,1467216000000000000,12960.0,13275.0,12920.0,13175.0,8059,7607,8484
2016-07-01 00:00:00.000000000,1467302400000000000,13210.0,13270.0,13085.0,13260.0,6172,8484,8028
2016-07-04 00:00:00.000000000,1467561600000000000,13360.0,13585.0,13330.0,13440.0,6583,8028,7993
2016-07-05 00:00:00.000000000,1467648000000000000,13455.0,13470.0,12950.0,13110.0,6527,7993,7396
2016-07-06 00:00:00.000000000,1467734400000000000,13155.0,13220.0,12900.0,12970.0,4707,7396,7320
2016-07-07 00:00:00.000000000,1467820800000000000,13015.0,13200.0,12945.0,13015.0,5364,7320,8240
2016-07-08 00:00:00.000000000,1467907200000000000,13030.0,13085.0,12965.0,13040.0,4714,8240,8312
2016-07-11 00:00:00.000000000,1468166400000000000,13085.0,13165.0,12975.0,13165.0,5054,8312,8644
2016-07-12 00:00:00.000000000,1468252800000000000,13125.0,13225.0,13080.0,13190.0,4676,8644,8462
2016-07-13 00:00:00.000000000,1468339200000000000,13295.0,13445.0,13175.0,13250.0,8855,8462,8842
2016-07-14 00:00:00.000000000,1468425600000000000,13260.0,13300.0,13160.0,13270.0,3738,8842,9221
2016-07-15 00:00:00.000000000,1468512000000000000,13310.0,13440.0,13260.0,13420.0,6978,9221,9805
2016-07-18 00:00:00.000000000,1468771200000000000,13410.0,13465.0,13130.0,13210.0,5736,9805,9645
2016-07-19 00:00:00.000000000,1468857600000000000,13185.0,13390.0,13140.0,13340.0,5763,9645,9796
2016-07-20 00:00:00.000000000,1468944000000000000,13340.0,13395.0,13235.0,13320.0,5006,9796,9942
2016-07-21 00:00:00.000000000,1469030400000000000,13190.0,13520.0,13140.0,13390.0,5375,9942,10025
2016-07-22 00:00:00.000000000,1469116800000000000,13410.0,13505.0,13360.0,13395.0,5749,10025,10297
2016-07-25 00:00:00.000000000,1469376000000000000,13375.0,13665.0,13270.0,13635.0,11378,10297,10707
2016-07-26 00:00:00.000000000,1469462400000000000,13615.0,13830.0,13470.0,13810.0,15315,10707,11523
2016-07-27 00:00:00.000000000,1469548800000000000,13795.0,13860.0,13670.0,13755.0,10619,11523,11961
2016-07-28 00:00:00.000000000,1469635200000000000,13730.0,13780.0,13545.0,13605.0,9052,11961,11529
2016-07-29 00:00:00.000000000,1469721600000000000,13630.0,13800.0,13575.0,13775.0,9876,11529,11062
2016-08-01 00:00:00.000000000,1469980800000000000,13810.0,14135.0,13745.0,14050.0,9082,11062,11664
2016-08-02 00:00:00.000000000,1470067200000000000,14050.0,14065.0,13840.0,13900.0,7009,11664,11088
2016-08-03 00:00:00.000000000,1470153600000000000,13950.0,14030.0,13775.0,13805.0,5736,11088,10726
2016-08-04 00:00:00.000000000,1470240000000000000,13845.0,13905.0,13775.0,13835.0,2997,10726,10587
2016-08-05 00:00:00.000000000,1470326400000000000,13725.0,13950.0,13705.0,13945.0,4479,10587,10672
2016-08-08 00:00:00.000000000,1470585600000000000,13950.0,13950.0,13755.0,13900.0,4771,10672,10507
2016-08-09 00:00:00.000000000,1470672000000000000,13905.0,13960.0,13710.0,13730.0,3960,10507,10013
2016-08-10 00:00:00.000000000,1470758400000000000,13735.0,13850.0,13660.0,13765.0,3517,10013,9787
2016-08-11 00:00:00.000000000,1470844800000000000,13840.0,13940.0,13705.0,13885.0,4028,9787,9880
2016-08-12 00:00:00.000000000,1470931200000000000,13870.0,13920.0,13790.0,13805.0,2372,9880,9936
2016-08-15 00:00:00.000000000,1471190400000000000,13780.0,13875.0,13520.0,13520.0,3616,9936,5542
2016-08-16 00:00:00.000000000,1471276800000000000,13570.0,13690.0,13515.0,13565.0,3911,5542,6288
2016-08-17 00:00:00.000000000,1471363200000000000,13560.0,13675.0,13540.0,13600.0,3051,6288,6755
2016-08-18 00:00:00.000000000,1471449600000000000,13635.0,13885.0,13615.0,13885.0,4288,6755,7092
2016-08-19 00:00:00.000000000,1471536000000000000,13895.0,14000.0,13825.0,13985.0,4507,7092,7783
2016-08-22 00:00:00.000000000,1471795200000000000,14005.0,14035.0,13870.0,13900.0,3192,7783,8128
2016-08-23 00:00:00.000000000,1471881600000000000,13850.0,13960.0,13845.0,13915.0,4007,8128,8478
2016-08-24 00:00:00.000000000,1471968000000000000,13900.0,13995.0,13895.0,13965.0,4651,8478,8679
2016-08-25 00:00:00.000000000,1472054400000000000,13975.0,14070.0,13880.0,13970.0,6565,8679,9003
2016-08-26 00:00:00.000000000,1472140800000000000,13945.0,14050.0,13865.0,13960.0,4406,9003,8698
2016-08-29 00:00:00.000000000,1472400000000000000,14000.0,14040.0,13855.0,13905.0,4289,8698,8965
2016-08-30 00:00:00.000000000,1472486400000000000,13875.0,13900.0,13765.0,13810.0,4374,8965,9066
2016-08-31 00:00:00.000000000,1472572800000000000,13855.0,13920.0,13805.0,13835.0,5004,9066,9063
2016-09-01 00:00:00.000000000,1472659200000000000,13870.0,14420.0,13825.0,14420.0,10793,9063,11310
2016-09-02 00:00:00.000000000,1472745600000000000,14460.0,14935.0,14370.0,14495.0,20654,11310,12220
2016-09-05 00:00:00.000000000,1473004800000000000,14575.0,14610.0,14290.0,14520.0,13068,12220,11475
2016-09-06 00:00:00.000000000,1473091200000000000,14585.0,14595.0,14400.0,14420.0,5179,11475,10532
2016-09-07 00:00:00.000000000,1473177600000000000,14400.0,14400.0,14200.0,14240.0,5275,10532,9919
2016-09-08 00:00:00.000000000,1473264000000000000,14165.0,14385.0,14115.0,14135.0,4757,9919,9399
2016-09-09 00:00:00.000000000,1473350400000000000,14130.0,14190.0,14045.0,14145.0,3732,9399,9400
2016-09-12 00:00:00.000000000,1473609600000000000,14095.0,14190.0,13820.0,13835.0,6425,9400,8893
2016-09-13 00:00:00.000000000,1473696000000000000,13890.0,14070.0,13865.0,14040.0,3710,8893,7664
2016-09-14 00:00:00.000000000,1473782400000000000,14080.0,14120.0,14005.0,14070.0,4245,7664,6956
2016-09-19 00:00:00.000000000,1474214400000000000,14220.0,14355.0,14125.0,14250.0,3406,6956,7675
2016-09-20 00:00:00.000000000,1474300800000000000,14270.0,14495.0,14250.0,14475.0,6488,7675,9359
2016-09-21 00:00:00.000000000,1474387200000000000,14540.0,14745.0,14510.0,14620.0,9231,9359,10730
2016-09-22 00:00:00.000000000,1474473600000000000,14560.0,14610.0,14395.0,14550.0,6580,10730,10683
2016-09-23 00:00:00.000000000,1474560000000000000,14555.0,14745.0,14320.0,14515.0,6818,10683,10848
2016-09-26 00:00:00.000000000,1474819200000000000,14440.0,14525.0,14335.0,14440.0,6009,10848,10516
2016-09-27 00:00:00.000000000,1474905600000000000,14495.0,14890.0,14450.0,14750.0,15266,10516,13142
2016-09-28 00:00:00.000000000,1474992000000000000,14765.0,14795.0,14605.0,14650.0,7117,13142,12178
2016-09-29 00:00:00.000000000,1475078400000000000,14755.0,15150.0,14735.0,15005.0,12128,12178,12266
2016-09-30 00:00:00.000000000,1475164800000000000,15110.0,15460.0,15080.0,15445.0,16243,12266,14037
2016-10-10 00:00:00.000000000,1476028800000000000,15320.0,15825.0,15310.0,15770.0,8263,14037,15107
2016-10-11 00:00:00.000000000,1476115200000000000,15705.0,15915.0,15680.0,15880.0,7707,15107,15501
2016-10-12 00:00:00.000000000,1476201600000000000,15780.0,15790.0,15580.0,15625.0,6976,15501,14722
2016-10-13 00:00:00.000000000,1476288000000000000,15695.0,15780.0,15340.0,15375.0,8430,14722,13174
2016-10-14 00:00:00.000000000,1476374400000000000,15355.0,15485.0,15270.0,15480.0,5099,13174,12118
2016-10-17 00:00:00.000000000,1476633600000000000,15420.0,15645.0,15400.0,15510.0,4792,12118,11577
2016-10-18 00:00:00.000000000,1476720000000000000,15380.0,15580.0,15335.0,15545.0,4899,11577,10436
2016-10-19 00:00:00.000000000,1476806400000000000,15505.0,15525.0,15330.0,15360.0,5245,10436,10975
2016-10-20 00:00:00.000000000,1476892800000000000,15395.0,15650.0,15290.0,15410.0,9875,10975,11535
2016-10-21 00:00:00.000000000,1476979200000000000,15440.0,15800.0,15430.0,15760.0,12604,11535,13754
2016-10-24 00:00:00.000000000,1477238400000000000,15705.0,15875.0,15620.0,15755.0,11210,13754,14655
2016-10-25 00:00:00.000000000,1477324800000000000,15810.0,16370.0,15800.0,16370.0,14267,14655,16599
2016-10-26 00:00:00.000000000,1477411200000000000,16410.0,16620.0,16025.0,16230.0,15752,16599,15143
2016-10-27 00:00:00.000000000,1477497600000000000,16290.0,16560.0,16175.0,16245.0,13887,15143,15674
2016-10-28 00:00:00.000000000,1477584000000000000,16335.0,16500.0,16250.0,16455.0,9941,15674,15622
2016-10-31 00:00:00.000000000,1477843200000000000,16430.0,16600.0,16295.0,16470.0,12746,15622,15221
2016-11-01 00:00:00.000000000,1477929600000000000,16515.0,16955.0,16440.0,16590.0,17216,15221,14423
2016-11-02 00:00:00.000000000,1478016000000000000,16635.0,16675.0,16240.0,16355.0,11792,14423,12878
2016-11-03 00:00:00.000000000,1478102400000000000,16455.0,16680.0,16325.0,16640.0,5826,12878,12501
2016-11-04 00:00:00.000000000,1478188800000000000,16680.0,16765.0,16570.0,16680.0,5997,12501,11655
2016-11-07 00:00:00.000000000,1478448000000000000,16665.0,17100.0,16600.0,17000.0,13186,11655,12484
2016-11-08 00:00:00.000000000,1478534400000000000,16885.0,17100.0,16635.0,16690.0,15139,12484,12943
2016-11-09 00:00:00.000000000,1478620800000000000,16685.0,17050.0,16550.0,16690.0,16014,12943,13330
2016-11-10 00:00:00.000000000,1478707200000000000,16825.0,17465.0,16790.0,17400.0,27674,13330,14148
2016-11-11 00:00:00.000000000,1478793600000000000,17435.0,17480.0,17060.0,17450.0,17236,14148,13782
2016-11-14 00:00:00.000000000,1479052800000000000,17355.0,18295.0,16835.0,17675.0,38003,13782,13996
2016-11-15 00:00:00.000000000,1479139200000000000,17635.0,18565.0,17615.0,17790.0,34447,13996,13877
2016-11-16 00:00:00.000000000,1479225600000000000,17765.0,18660.0,17710.0,18320.0,40297,13877,16026
2016-11-17 00:00:00.000000000,1479312000000000000,18285.0,18360.0,17400.0,17790.0,29052,16026,14955
2016-11-18 00:00:00.000000000,1479398400000000000,17875.0,17975.0,17600.0,17835.0,17571,14955,14596
2016-11-21 00:00:00.000000000,1479657600000000000,17880.0,18340.0,17665.0,18230.0,30034,14596,15870
2016-11-22 00:00:00.000000000,1479744000000000000,18245.0,19100.0,18075.0,19095.0,34443,15870,18026
2016-11-23 00:00:00.000000000,1479830400000000000,19040.0,19355.0,18765.0,19170.0,36808,18026,19929
2016-11-24 00:00:00.000000000,1479916800000000000,19100.0,20105.0,19020.0,19880.0,53111,19929,20212
2016-11-25 00:00:00.000000000,1480003200000000000,19830.0,20475.0,19805.0,20180.0,63341,20212,20332
2016-11-28 00:00:00.000000000,1480262400000000000,20530.0,21635.0,20295.0,21635.0,81833,20332,22721
2016-11-29 00:00:00.000000000,1480348800000000000,21690.0,22940.0,21555.0,21865.0,134632,22721,21436
2016-11-30 00:00:00.000000000,1480435200000000000,22115.0,22145.0,20670.0,20670.0,133981,21436,19933
2016-12-01 00:00:00.000000000,1480521600000000000,20655.0,21470.0,20450.0,21140.0,103212,19933,19256
2016-12-02 00:00:00.000000000,1480608000000000000,21225.0,21315.0,20000.0,20300.0,65978,19256,18510
2016-12-05 00:00:00.000000000,1480867200000000000,20210.0,20515.0,19670.0,20210.0,70903,18510,19305
2016-12-06 00:00:00.000000000,1480953600000000000,20310.0,21300.0,20220.0,20350.0,50780,19305,19021
2016-12-07 00:00:00.000000000,1481040000000000000,20445.0,21285.0,20255.0,21060.0,71004,19021,18590
2016-12-08 00:00:00.000000000,1481126400000000000,21195.0,21695.0,20775.0,20965.0,58771,18590,18269
2016-12-09 00:00:00.000000000,1481212800000000000,21105.0,21280.0,20410.0,20680.0,42565,18269,17004
2016-12-12 00:00:00.000000000,1481472000000000000,20730.0,21190.0,20415.0,20660.0,37025,17004,15912
2016-12-13 00:00:00.000000000,1481558400000000000,20510.0,20820.0,20300.0,20545.0,41288,15912,22507
2016-12-14 00:00:00.000000000,1481644800000000000,20780.0,20815.0,20315.0,20490.0,40861,22507,22526
2016-12-15 00:00:00.000000000,1481731200000000000,20570.0,20950.0,20250.0,20745.0,47917,22526,23768
2016-12-16 00:00:00.000000000,1481817600000000000,20405.0,20495.0,19830.0,19830.0,50941,23768,22972
2016-12-19 00:00:00.000000000,1482076800000000000,19630.0,19755.0,18760.0,18760.0,63660,22972,23595
2016-12-20 00:00:00.000000000,1482163200000000000,18530.0,18600.0,17665.0,18055.0,96426,23595,22682
2016-12-21 00:00:00.000000000,1482249600000000000,18275.0,18665.0,18110.0,18405.0,79332,22682,22843
2016-12-22 00:00:00.000000000,1482336000000000000,18370.0,18425.0,18010.0,18070.0,61569,22843,22810
2016-12-23 00:00:00.000000000,1482422400000000000,17895.0,18560.0,17780.0,18260.0,85061,22810,22598
2016-12-26 00:00:00.000000000,1482681600000000000,18135.0,18450.0,17070.0,17385.0,84403,22598,21366
2016-12-27 00:00:00.000000000,1482768000000000000,17420.0,17705.0,17260.0,17655.0,58416,21366,21876
2016-12-28 00:00:00.000000000,1482854400000000000,17700.0,18135.0,17505.0,17590.0,67324,21876,21453
2016-12-29 00:00:00.000000000,1482940800000000000,17735.0,17930.0,17430.0,17775.0,61138,21453,20942
2016-12-30 00:00:00.000000000,1483027200000000000,17665.0,17825.0,17310.0,17665.0,58199,20942,20607
2017-01-03 00:00:00.000000000,1483372800000000000,17735.0,17910.0,17385.0,17410.0,23568,20607,19912
2017-01-04 00:00:00.000000000,1483459200000000000,17530.0,17720.0,17280.0,17715.0,43190,19912,20139
2017-01-05 00:00:00.000000000,1483545600000000000,17755.0,18030.0,17690.0,17910.0,46363,20139,19538
2017-01-06 00:00:00.000000000,1483632000000000000,17880.0,18120.0,17720.0,17960.0,45338,19538,19843
2017-01-09 00:00:00.000000000,1483891200000000000,17990.0,18185.0,17840.0,18090.0,38225,19843,19169
2017-01-10 00:00:00.000000000,1483977600000000000,18095.0,18865.0,18040.0,18755.0,45653,19169,17887
2017-01-11 00:00:00.000000000,1484064000000000000,18850.0,19015.0,18620.0,18780.0,37703,17887,15489
2017-01-12 00:00:00.000000000,1484150400000000000,18770.0,18840.0,18360.0,18660.0,40210,15489,15242
2017-01-13 00:00:00.000000000,1484236800000000000,18800.0,19020.0,18400.0,18555.0,32754,15242,14100
2017-01-16 00:00:00.000000000,1484496000000000000,18680.0,19140.0,18545.0,18845.0,36645,14100,13530
2017-01-17 00:00:00.000000000,1484582400000000000,18995.0,19095.0,18175.0,18280.0,26145,13530,11465
