datetime,datetime_nano,KQ.m@SHFE.ru.open,KQ.m@SHFE.ru.high,KQ.m@SHFE.ru.low,KQ.m@SHFE.ru.close,KQ.m@SHFE.ru.volume,KQ.m@SHFE.ru.open_oi,KQ.m@SHFE.ru.close_oi
2016-04-07 00:00:00.000000000,1459958400000000000,11570.0,11740.0,11540.0,11590.0,303231,151560,155364
2016-04-08 00:00:00.000000000,1460044800000000000,11540.0,11660.0,11430.0,11650.0,385599,155364,153246
2016-04-11 00:00:00.000000000,1460304000000000000,11725.0,12220.0,11710.0,12220.0,556547,153246,170355
2016-04-12 00:00:00.000000000,1460390400000000000,12330.0,12430.0,12110.0,12425.0,442671,170355,175019
2016-04-13 00:00:00.000000000,1460476800000000000,12480.0,12950.0,12380.0,12525.0,632676,175019,163490
2016-04-14 00:00:00.000000000,1460563200000000000,12500.0,12710.0,12470.0,12550.0,402270,163490,163542
2016-04-15 00:00:00.000000000,1460649600000000000,12600.0,12740.0,12310.0,12350.0,452470,163542,159465
2016-04-18 00:00:00.000000000,1460908800000000000,12320.0,12715.0,12260.0,12510.0,446326,159465,164206
2016-04-19 00:00:00.000000000,1460995200000000000,12580.0,12870.0,12470.0,12740.0,540372,164206,160297
2016-04-20 00:00:00.000000000,1461081600000000000,12725.0,13295.0,12640.0,13170.0,810713,160297,159276
2016-04-21 00:00:00.000000000,1461168000000000000,13130.0,13670.0,12950.0,13445.0,695309,159276,157641
2016-04-22 00:00:00.000000000,1461254400000000000,13305.0,13480.0,12710.0,12930.0,627196,157641,142271
2016-04-25 00:00:00.000000000,1461513600000000000,12970.0,13450.0,12825.0,13055.0,498134,142271,142604
2016-04-26 00:00:00.000000000,1461600000000000000,13095.0,13180.0,12865.0,13015.0,422036,142604,142140
2016-04-27 00:00:00.000000000,1461686400000000000,13065.0,13245.0,12745.0,12945.0,494790,142140,144257
2016-04-28 00:00:00.000000000,1461772800000000000,13015.0,13030.0,12585.0,12710.0,448328,144257,137579
2016-04-29 00:00:00.000000000,1461859200000000000,12760.0,12905.0,12665.0,12755.0,343976,137579,139543
2016-05-03 00:00:00.000000000,1462204800000000000,12575.0,13045.0,12550.0,13000.0,318648,139543,154450
2016-05-04 00:00:00.000000000,1462291200000000000,12965.0,13035.0,12620.0,12725.0,367741,154450,148389
2016-05-05 00:00:00.000000000,1462377600000000000,12765.0,12825.0,12360.0,12360.0,402559,148389,158722
2016-05-06 00:00:00.000000000,1462464000000000000,12435.0,12465.0,12150.0,12260.0,398260,158722,152046
2016-05-09 00:00:00.000000000,1462723200000000000,12300.0,12420.0,11685.0,11785.0,523493,152046,149628
2016-05-10 00:00:00.000000000,1462809600000000000,11730.0,11960.0,11665.0,11895.0,400797,149628,142014
2016-05-11 00:00:00.000000000,1462896000000000000,11920.0,12035.0,11735.0,11875.0,379612,142014,148569
2016-05-12 00:00:00.000000000,1462982400000000000,11910.0,12015.0,11655.0,11800.0,449664,148569,152685
2016-05-13 00:00:00.000000000,1463068800000000000,11770.0,11820.0,11150.0,11245.0,509493,152685,148365
2016-05-16 00:00:00.000000000,1463328000000000000,11180.0,11370.0,11110.0,11240.0,348708,148365,151974
2016-05-17 00:00:00.000000000,1463414400000000000,11265.0,11390.0,11230.0,11355.0,295381,151974,152856
2016-05-18 00:00:00.000000000,1463500800000000000,11330.0,11480.0,11035.0,11100.0,442475,152856,160787
2016-05-19 00:00:00.000000000,1463587200000000000,11065.0,11180.0,10810.0,10845.0,401298,160787,164841
2016-05-20 00:00:00.000000000,1463673600000000000,10775.0,10955.0,10755.0,10860.0,320835,164841,167990
2016-05-23 00:00:00.000000000,1463932800000000000,10910.0,10920.0,10210.0,10295.0,445019,167990,166367
2016-05-24 00:00:00.000000000,1464019200000000000,10310.0,10395.0,10220.0,10330.0,270460,166367,168058
2016-05-25 00:00:00.000000000,1464105600000000000,10440.0,10455.0,10170.0,10255.0,311340,168058,169549
2016-05-26 00:00:00.000000000,1464192000000000000,10320.0,10615.0,10270.0,10600.0,351439,169549,167422
2016-05-27 00:00:00.000000000,1464278400000000000,10605.0,10685.0,10325.0,10535.0,416711,167422,163904
2016-05-30 00:00:00.000000000,1464537600000000000,10510.0,10625.0,10390.0,10555.0,326926,163904,163332
2016-05-31 00:00:00.000000000,1464624000000000000,10595.0,10700.0,10440.0,10455.0,353911,163332,171650
2016-06-01 00:00:00.000000000,1464710400000000000,10410.0,10460.0,10200.0,10245.0,331414,171650,184799
2016-06-02 00:00:00.000000000,1464796800000000000,10235.0,10470.0,10145.0,10445.0,311313,184799,177457
2016-06-03 00:00:00.000000000,1464883200000000000,10430.0,10575.0,10400.0,10515.0,302393,177457,169699
2016-06-06 00:00:00.000000000,1465142400000000000,10590.0,10735.0,10470.0,10705.0,322011,169699,170454
2016-06-07 00:00:00.000000000,1465228800000000000,10715.0,10750.0,10515.0,10560.0,268321,170454,176035
2016-06-08 00:00:00.000000000,1465315200000000000,10540.0,10575.0,10300.0,10455.0,309326,176035,173944
2016-06-13 00:00:00.000000000,1465747200000000000,10335.0,10660.0,10275.0,10535.0,269400,173944,178037
2016-06-14 00:00:00.000000000,1465833600000000000,10485.0,10700.0,10350.0,10355.0,359282,178037,182824
2016-06-15 00:00:00.000000000,1465920000000000000,10355.0,10465.0,10315.0,10410.0,281397,182824,186737
2016-06-16 00:00:00.000000000,1466006400000000000,10495.0,10595.0,10425.0,10500.0,311770,186737,187310
2016-06-17 00:00:00.000000000,1466092800000000000,10470.0,10945.0,10320.0,10935.0,517138,187310,187761
2016-06-20 00:00:00.000000000,1466352000000000000,10940.0,11025.0,10860.0,10975.0,366886,187761,183599
2016-06-21 00:00:00.000000000,1466438400000000000,10985.0,11085.0,10765.0,10835.0,345483,183599,180732
2016-06-22 00:00:00.000000000,1466524800000000000,10820.0,11160.0,10800.0,11150.0,330624,180732,187326
2016-06-23 00:00:00.000000000,1466611200000000000,11150.0,11195.0,10960.0,11035.0,306929,187326,180498
2016-06-24 00:00:00.000000000,1466697600000000000,11110.0,11145.0,10775.0,10845.0,440365,180498,174104
2016-06-27 00:00:00.000000000,1466956800000000000,10865.0,11355.0,10850.0,11270.0,395623,174104,174986
2016-06-28 00:00:00.000000000,1467043200000000000,11210.0,11405.0,11110.0,11310.0,383107,174986,176495
2016-06-29 00:00:00.000000000,1467129600000000000,11355.0,11425.0,11160.0,11250.0,358286,176495,175611
2016-06-30 00:00:00.000000000,1467216000000000000,11230.0,11520.0,11210.0,11425.0,393035,175611,173108
2016-07-01 00:00:00.000000000,1467302400000000000,11390.0,11620.0,11305.0,11450.0,385239,173108,169001
2016-07-04 00:00:00.000000000,1467561600000000000,11435.0,12135.0,11435.0,12075.0,480283,169001,162360
2016-07-05 00:00:00.000000000,1467648000000000000,12135.0,12210.0,11590.0,11840.0,436722,162360,156530
2016-07-06 00:00:00.000000000,1467734400000000000,11775.0,11955.0,11170.0,11170.0,448738,156530,156753
2016-07-07 00:00:00.000000000,1467820800000000000,11020.0,11380.0,10975.0,10985.0,377846,156753,158726
2016-07-08 00:00:00.000000000,1467907200000000000,11015.0,11135.0,10540.0,10680.0,381955,158726,158717
2016-07-11 00:00:00.000000000,1468166400000000000,10760.0,10960.0,10615.0,10880.0,292444,158717,156321
2016-07-12 00:00:00.000000000,1468252800000000000,10860.0,11100.0,10810.0,11000.0,353701,156321,155527
2016-07-13 00:00:00.000000000,1468339200000000000,11070.0,11495.0,10965.0,11140.0,494471,155527,149701
2016-07-14 00:00:00.000000000,1468425600000000000,11175.0,11250.0,10875.0,11210.0,392516,149701,146053
2016-07-15 00:00:00.000000000,1468512000000000000,11410.0,11550.0,11240.0,11405.0,458621,146053,140108
2016-07-18 00:00:00.000000000,1468771200000000000,11455.0,11475.0,11100.0,11185.0,330662,140108,138626
2016-07-19 00:00:00.000000000,1468857600000000000,11150.0,11385.0,11030.0,11355.0,377999,138626,140265
2016-07-20 00:00:00.000000000,1468944000000000000,11350.0,11660.0,11310.0,11445.0,460413,140265,137366
2016-07-21 00:00:00.000000000,1469030400000000000,11450.0,11715.0,11320.0,11630.0,380578,137366,139401
2016-07-22 00:00:00.000000000,1469116800000000000,11600.0,11695.0,11395.0,11420.0,301694,139401,133820
2016-07-25 00:00:00.000000000,1469376000000000000,11415.0,11490.0,11055.0,11175.0,345408,133820,131707
2016-07-26 00:00:00.000000000,1469462400000000000,11140.0,11185.0,10955.0,11145.0,295426,131707,127888
2016-07-27 00:00:00.000000000,1469548800000000000,11135.0,11340.0,11105.0,11180.0,272574,127888,120047
2016-07-28 00:00:00.000000000,1469635200000000000,11225.0,11320.0,11070.0,11255.0,279722,120047,114456
2016-07-29 00:00:00.000000000,1469721600000000000,11290.0,11310.0,10800.0,10845.0,301038,114456,109368
2016-08-01 00:00:00.000000000,1469980800000000000,10865.0,11060.0,10815.0,10985.0,198640,109368,99808
2016-08-02 00:00:00.000000000,1470067200000000000,10955.0,10995.0,10835.0,10930.0,132524,99808,93918
2016-08-03 00:00:00.000000000,1470153600000000000,12710.0,12930.0,12620.0,12665.0,284232,93918,104934
2016-08-04 00:00:00.000000000,1470240000000000000,12690.0,12770.0,12355.0,12535.0,304258,104934,111142
2016-08-05 00:00:00.000000000,1470326400000000000,12520.0,12800.0,12475.0,12700.0,288287,111142,112970
2016-08-08 00:00:00.000000000,1470585600000000000,12715.0,13010.0,12635.0,12810.0,344569,112970,119607
2016-08-09 00:00:00.000000000,1470672000000000000,12840.0,12955.0,12300.0,12615.0,358643,119607,122634
2016-08-10 00:00:00.000000000,1470758400000000000,12590.0,12720.0,12515.0,12660.0,273523,122634,122755
2016-08-11 00:00:00.000000000,1470844800000000000,12735.0,12780.0,12565.0,12690.0,272659,122755,124060
2016-08-12 00:00:00.000000000,1470931200000000000,12710.0,13075.0,12680.0,13035.0,376512,124060,139680
2016-08-15 00:00:00.000000000,1471190400000000000,12985.0,13190.0,12845.0,13140.0,346034,139680,147255
2016-08-16 00:00:00.000000000,1471276800000000000,13125.0,13240.0,13000.0,13100.0,330724,147255,143738
2016-08-17 00:00:00.000000000,1471363200000000000,13115.0,13270.0,13045.0,13065.0,314703,143738,147219
2016-08-18 00:00:00.000000000,1471449600000000000,13055.0,13115.0,12850.0,12975.0,292478,147219,140285
2016-08-19 00:00:00.000000000,1471536000000000000,13030.0,13190.0,12975.0,13085.0,304316,140285,142971
2016-08-22 00:00:00.000000000,1471795200000000000,13050.0,13090.0,12620.0,12630.0,320202,142971,140638
2016-08-23 00:00:00.000000000,1471881600000000000,12605.0,12730.0,12525.0,12530.0,210042,140638,141026
2016-08-24 00:00:00.000000000,1471968000000000000,12535.0,12705.0,12525.0,12615.0,192239,141026,142638
2016-08-25 00:00:00.000000000,1472054400000000000,12635.0,12670.0,12190.0,12315.0,309007,142638,140493
2016-08-26 00:00:00.000000000,1472140800000000000,12335.0,12380.0,12245.0,12300.0,195603,140493,140734
2016-08-29 00:00:00.000000000,1472400000000000000,12340.0,12415.0,12110.0,12355.0,243474,140734,139507
2016-08-30 00:00:00.000000000,1472486400000000000,12340.0,12495.0,12240.0,12260.0,247481,139507,139429
2016-08-31 00:00:00.000000000,1472572800000000000,12265.0,12315.0,12010.0,12055.0,281492,139429,146630
2016-09-01 00:00:00.000000000,1472659200000000000,12035.0,12400.0,12020.0,12375.0,266755,146630,136202
2016-09-02 00:00:00.000000000,1472745600000000000,12370.0,12530.0,12335.0,12390.0,238505,136202,128926
2016-09-05 00:00:00.000000000,1473004800000000000,12430.0,12650.0,12390.0,12570.0,204510,128926,129308
2016-09-06 00:00:00.000000000,1473091200000000000,12585.0,12600.0,12435.0,12580.0,182387,129308,129710
2016-09-07 00:00:00.000000000,1473177600000000000,12515.0,12700.0,12450.0,12645.0,270117,129710,127254
2016-09-08 00:00:00.000000000,1473264000000000000,12655.0,12815.0,12570.0,12775.0,240454,127254,131873
2016-09-09 00:00:00.000000000,1473350400000000000,12770.0,12860.0,12710.0,12775.0,219822,131873,132755
2016-09-12 00:00:00.000000000,1473609600000000000,12755.0,12760.0,12320.0,12360.0,282559,132755,123417
2016-09-13 00:00:00.000000000,1473696000000000000,12380.0,12495.0,12350.0,12440.0,174922,123417,120215
2016-09-14 00:00:00.000000000,1473782400000000000,12505.0,12595.0,12385.0,12530.0,208149,120215,115766
2016-09-19 00:00:00.000000000,1474214400000000000,12570.0,13025.0,12405.0,13010.0,265537,115766,134881
2016-09-20 00:00:00.000000000,1474300800000000000,13025.0,13250.0,13000.0,13225.0,269586,134881,143881
2016-09-21 00:00:00.000000000,1474387200000000000,13300.0,13305.0,13115.0,13225.0,216647,143881,141906
2016-09-22 00:00:00.000000000,1474473600000000000,13240.0,13680.0,13150.0,13475.0,404707,141906,149261
2016-09-23 00:00:00.000000000,1474560000000000000,13510.0,13590.0,13350.0,13550.0,256896,149261,152432
2016-09-26 00:00:00.000000000,1474819200000000000,13545.0,13600.0,13305.0,13450.0,246959,152432,147604
2016-09-27 00:00:00.000000000,1474905600000000000,13365.0,13400.0,13100.0,13295.0,279524,147604,143159
2016-09-28 00:00:00.000000000,1474992000000000000,13250.0,13540.0,13185.0,13460.0,330429,143159,149869
2016-09-29 00:00:00.000000000,1475078400000000000,13455.0,13800.0,13275.0,13325.0,380875,149869,137815
2016-09-30 00:00:00.000000000,1475164800000000000,13310.0,13370.0,13170.0,13255.0,204961,137815,127680
2016-10-10 00:00:00.000000000,1476028800000000000,13660.0,13925.0,13475.0,13835.0,251682,127680,141819
2016-10-11 00:00:00.000000000,1476115200000000000,13865.0,14245.0,13850.0,14205.0,336410,141819,149476
2016-10-12 00:00:00.000000000,1476201600000000000,14135.0,14300.0,14060.0,14165.0,248736,149476,150413
2016-10-13 00:00:00.000000000,1476288000000000000,14115.0,14255.0,13920.0,14025.0,311323,150413,146211
2016-10-14 00:00:00.000000000,1476374400000000000,13970.0,14520.0,13945.0,14385.0,339083,146211,157989
2016-10-17 00:00:00.000000000,1476633600000000000,14420.0,14535.0,14235.0,14300.0,298245,157989,155430
2016-10-18 00:00:00.000000000,1476720000000000000,14310.0,14375.0,14125.0,14340.0,276331,155430,151954
2016-10-19 00:00:00.000000000,1476806400000000000,14335.0,14360.0,13605.0,13760.0,392519,151954,136834
2016-10-20 00:00:00.000000000,1476892800000000000,13785.0,13900.0,13720.0,13795.0,257422,136834,135989
2016-10-21 00:00:00.000000000,1476979200000000000,13790.0,13825.0,13450.0,13660.0,274814,135989,129144
2016-10-24 00:00:00.000000000,1477238400000000000,13730.0,14020.0,13665.0,13905.0,267607,129144,130647
2016-10-25 00:00:00.000000000,1477324800000000000,13920.0,14310.0,13905.0,13985.0,321170,130647,129969
2016-10-26 00:00:00.000000000,1477411200000000000,14005.0,14070.0,13580.0,14020.0,358802,129969,128860
2016-10-27 00:00:00.000000000,1477497600000000000,13990.0,14255.0,13800.0,14155.0,426143,128860,131004
2016-10-28 00:00:00.000000000,1477584000000000000,14175.0,14425.0,14050.0,14155.0,377442,131004,124466
2016-10-31 00:00:00.000000000,1477843200000000000,14180.0,14345.0,13955.0,14225.0,334364,124466,124619
2016-11-01 00:00:00.000000000,1477929600000000000,14210.0,14380.0,14015.0,14100.0,284355,124619,124531
2016-11-02 00:00:00.000000000,1478016000000000000,14140.0,14230.0,13715.0,13785.0,302547,124531,123545
2016-11-03 00:00:00.000000000,1478102400000000000,13820.0,13925.0,13650.0,13865.0,200552,123545,122523
2016-11-04 00:00:00.000000000,1478188800000000000,13910.0,14175.0,13670.0,13760.0,298495,122523,116593
2016-11-07 00:00:00.000000000,1478448000000000000,13775.0,14770.0,13740.0,14505.0,398671,116593,117755
2016-11-08 00:00:00.000000000,1478534400000000000,14485.0,15115.0,14380.0,15115.0,421585,117755,123783
2016-11-09 00:00:00.000000000,1478620800000000000,15175.0,15700.0,15085.0,15290.0,354982,123783,118890
2016-11-10 00:00:00.000000000,1478707200000000000,15475.0,16020.0,14875.0,15920.0,406570,118890,121167
2016-11-11 00:00:00.000000000,1478793600000000000,16100.0,16465.0,15610.0,16390.0,272392,121167,114812
2016-11-14 00:00:00.000000000,1479052800000000000,16305.0,16945.0,15070.0,15335.0,344952,114812,92959
2016-11-15 00:00:00.000000000,1479139200000000000,15475.0,15985.0,15165.0,15620.0,290461,92959,91250
2016-11-16 00:00:00.000000000,1479225600000000000,15780.0,16540.0,15675.0,16540.0,269686,91250,103521
2016-11-17 00:00:00.000000000,1479312000000000000,16495.0,16665.0,16250.0,16505.0,232889,103521,98342
2016-11-18 00:00:00.000000000,1479398400000000000,16480.0,16515.0,15890.0,16185.0,197193,98342,91253
2016-11-21 00:00:00.000000000,1479657600000000000,16210.0,17130.0,16055.0,17130.0,154419,91253,97162
2016-11-22 00:00:00.000000000,1479744000000000000,17360.0,17940.0,17300.0,17575.0,231963,97162,89950
2016-11-23 00:00:00.000000000,1479830400000000000,17200.0,17780.0,17115.0,17570.0,165361,89950,84613
2016-11-24 00:00:00.000000000,1479916800000000000,17520.0,18400.0,17490.0,17775.0,251393,84613,82059
2016-11-25 00:00:00.000000000,1480003200000000000,17760.0,18150.0,17490.0,17865.0,145487,82059,74964
2016-11-28 00:00:00.000000000,1480262400000000000,18295.0,19615.0,18170.0,19390.0,313018,74964,139424
2016-11-29 00:00:00.000000000,1480348800000000000,19265.0,19495.0,18555.0,18740.0,294160,139424,139571
2016-11-30 00:00:00.000000000,1480435200000000000,18815.0,18860.0,17775.0,17775.0,283212,139571,128276
2016-12-01 00:00:00.000000000,1480521600000000000,18060.0,18440.0,17745.0,18085.0,330222,128276,131249
2016-12-02 00:00:00.000000000,1480608000000000000,18195.0,18325.0,17360.0,18015.0,320740,131249,129381
2016-12-05 00:00:00.000000000,1480867200000000000,18035.0,18725.0,17870.0,18590.0,271870,129381,135045
2016-12-06 00:00:00.000000000,1480953600000000000,18730.0,18870.0,18410.0,18565.0,203517,135045,134370
2016-12-07 00:00:00.000000000,1481040000000000000,18555.0,19050.0,18420.0,19030.0,234474,134370,139762
2016-12-08 00:00:00.000000000,1481126400000000000,19070.0,19500.0,18505.0,18630.0,292344,139762,138058
2016-12-09 00:00:00.000000000,1481212800000000000,18720.0,19210.0,18200.0,19085.0,318443,138058,139206
2016-12-12 00:00:00.000000000,1481472000000000000,19295.0,19965.0,18930.0,19345.0,283203,139206,132945
2016-12-13 00:00:00.000000000,1481558400000000000,19395.0,20115.0,19250.0,20110.0,267294,132945,144852
2016-12-14 00:00:00.000000000,1481644800000000000,20510.0,20580.0,19780.0,20310.0,294767,144852,142938
2016-12-15 00:00:00.000000000,1481731200000000000,20415.0,20520.0,19715.0,20015.0,322878,142938,135816
2016-12-16 00:00:00.000000000,1481817600000000000,19835.0,20300.0,19600.0,19700.0,234525,135816,135496
2016-12-19 00:00:00.000000000,1482076800000000000,19615.0,19930.0,19500.0,19520.0,208231,135496,133748
2016-12-20 00:00:00.000000000,1482163200000000000,19415.0,19470.0,18705.0,19090.0,296407,133748,131365
2016-12-21 00:00:00.000000000,1482249600000000000,19225.0,19450.0,19000.0,19360.0,217229,131365,131263
2016-12-22 00:00:00.000000000,1482336000000000000,19295.0,19425.0,18485.0,18540.0,241135,131263,134138
2016-12-23 00:00:00.000000000,1482422400000000000,18510.0,18830.0,18350.0,18665.0,232930,134138,128023
2016-12-26 00:00:00.000000000,1482681600000000000,18640.0,18755.0,17360.0,17660.0,274323,128023,127876
2016-12-27 00:00:00.000000000,1482768000000000000,17665.0,17965.0,17200.0,17930.0,253286,127876,121386
2016-12-28 00:00:00.000000000,1482854400000000000,17985.0,18345.0,17675.0,17705.0,245915,121386,120958
2016-12-29 00:00:00.000000000,1482940800000000000,17780.0,18385.0,17515.0,18315.0,247491,120958,121118
2016-12-30 00:00:00.000000000,1483027200000000000,18270.0,18450.0,17905.0,18350.0,206373,121118,117133
2017-01-03 00:00:00.000000000,1483372800000000000,18435.0,18875.0,18305.0,18360.0,176079,117133,121002
2017-01-04 00:00:00.000000000,1483459200000000000,18475.0,18650.0,17820.0,18530.0,290617,121002,127808
2017-01-05 00:00:00.000000000,1483545600000000000,18490.0,18550.0,18070.0,18075.0,252970,127808,125440
2017-01-06 00:00:00.000000000,1483632000000000000,18090.0,18260.0,17810.0,17855.0,221616,125440,129353
2017-01-09 00:00:00.000000000,1483891200000000000,17855.0,18995.0,17825.0,18970.0,262692,129353,138632
2017-01-10 00:00:00.000000000,1483977600000000000,18960.0,19350.0,18870.0,19270.0,243467,138632,138010
2017-01-11 00:00:00.000000000,1484064000000000000,19390.0,19635.0,19155.0,19555.0,226761,138010,140969
2017-01-12 00:00:00.000000000,1484150400000000000,19505.0,20475.0,19470.0,20295.0,336780,140969,148580
2017-01-13 00:00:00.000000000,1484236800000000000,20150.0,20620.0,20110.0,20330.0,268150,148580,148696
2017-01-16 00:00:00.000000000,1484496000000000000,20260.0,21730.0,20240.0,21515.0,289709,148696,150215
2017-01-17 00:00:00.000000000,1484582400000000000,21465.0,21760.0,20830.0,21250.0,287118,150215,149718
