datetime,datetime_nano,KQ.m@CZCE.OI.open,KQ.m@CZCE.OI.high,KQ.m@CZCE.OI.low,KQ.m@CZCE.OI.close,KQ.m@CZCE.OI.volume,KQ.m@CZCE.OI.open_oi,KQ.m@CZCE.OI.close_oi
2016-03-22 00:00:00.000000000,1458576000000000000,5944.0,6000.0,5924.0,5980.0,45792,83547,86915
2016-03-23 00:00:00.000000000,1458662400000000000,5986.0,6014.0,5922.0,5928.0,40181,86915,88505
2016-03-24 00:00:00.000000000,1458748800000000000,5918.0,5926.0,5844.0,5854.0,47135,88505,87385
2016-03-25 00:00:00.000000000,1458835200000000000,5832.0,5930.0,5824.0,5920.0,39423,87385,88877
2016-03-28 00:00:00.000000000,1459094400000000000,5928.0,5960.0,5878.0,5902.0,41779,88877,91794
2016-03-29 00:00:00.000000000,1459180800000000000,5918.0,5940.0,5866.0,5894.0,35221,91794,92066
2016-03-30 00:00:00.000000000,1459267200000000000,5930.0,5932.0,5816.0,5850.0,47844,92066,95779
2016-03-31 00:00:00.000000000,1459353600000000000,5838.0,5880.0,5822.0,5862.0,28641,95779,94312
2016-04-01 00:00:00.000000000,1459440000000000000,5846.0,5976.0,5832.0,5966.0,52635,94312,101219
2016-04-05 00:00:00.000000000,1459785600000000000,5964.0,5986.0,5918.0,5960.0,27833,101219,104037
2016-04-06 00:00:00.000000000,1459872000000000000,5930.0,5940.0,5870.0,5890.0,35414,104037,103229
2016-04-07 00:00:00.000000000,1459958400000000000,5884.0,5950.0,5866.0,5924.0,42065,103229,108103
2016-04-08 00:00:00.000000000,1460044800000000000,5912.0,5914.0,5870.0,5886.0,31614,108103,107578
2016-04-11 00:00:00.000000000,1460304000000000000,5886.0,6050.0,5876.0,5972.0,108037,107578,118739
2016-04-12 00:00:00.000000000,1460390400000000000,5970.0,6026.0,5932.0,5972.0,82809,118739,125394
2016-04-13 00:00:00.000000000,1460476800000000000,5966.0,6134.0,5946.0,6012.0,112086,125394,129498
2016-04-14 00:00:00.000000000,1460563200000000000,5998.0,6066.0,5996.0,6062.0,66140,129498,130426
2016-04-15 00:00:00.000000000,1460649600000000000,6076.0,6098.0,5990.0,5998.0,69172,130426,134081
2016-04-18 00:00:00.000000000,1460908800000000000,5982.0,6008.0,5930.0,5994.0,87487,134081,140682
2016-04-19 00:00:00.000000000,1460995200000000000,6026.0,6090.0,6012.0,6066.0,72839,140682,134834
2016-04-20 00:00:00.000000000,1461081600000000000,6082.0,6228.0,6072.0,6166.0,110935,134834,137608
2016-04-21 00:00:00.000000000,1461168000000000000,6142.0,6382.0,6102.0,6310.0,152661,137608,148192
2016-04-22 00:00:00.000000000,1461254400000000000,6302.0,6336.0,6140.0,6234.0,149416,148192,140996
2016-04-25 00:00:00.000000000,1461513600000000000,6196.0,6296.0,6122.0,6202.0,116420,140996,148716
2016-04-26 00:00:00.000000000,1461600000000000000,6194.0,6272.0,6160.0,6194.0,99115,148716,148638
2016-04-27 00:00:00.000000000,1461686400000000000,6220.0,6238.0,6162.0,6186.0,76380,148638,150313
2016-04-28 00:00:00.000000000,1461772800000000000,6172.0,6180.0,6024.0,6070.0,104068,150313,146110
2016-04-29 00:00:00.000000000,1461859200000000000,6082.0,6118.0,6004.0,6006.0,78203,146110,144501
2016-05-03 00:00:00.000000000,1462204800000000000,5970.0,6050.0,5962.0,6044.0,51522,144501,145094
2016-05-04 00:00:00.000000000,1462291200000000000,6016.0,6096.0,5988.0,6084.0,105578,145094,150264
2016-05-05 00:00:00.000000000,1462377600000000000,6104.0,6130.0,6056.0,6074.0,76143,150264,145739
2016-05-06 00:00:00.000000000,1462464000000000000,6104.0,6110.0,5916.0,5978.0,87557,145739,141926
2016-05-09 00:00:00.000000000,1462723200000000000,5998.0,6148.0,5980.0,6112.0,102184,141926,142361
2016-05-10 00:00:00.000000000,1462809600000000000,6090.0,6148.0,6022.0,6118.0,110064,142361,134279
2016-05-11 00:00:00.000000000,1462896000000000000,6122.0,6320.0,6092.0,6286.0,132348,134279,139454
2016-05-12 00:00:00.000000000,1462982400000000000,6242.0,6302.0,6174.0,6240.0,110430,139454,142746
2016-05-13 00:00:00.000000000,1463068800000000000,6236.0,6288.0,5986.0,5986.0,195059,142746,133237
2016-05-16 00:00:00.000000000,1463328000000000000,5972.0,6076.0,5962.0,6002.0,116111,133237,123315
2016-05-17 00:00:00.000000000,1463414400000000000,6040.0,6136.0,6024.0,6132.0,63900,123315,121712
2016-05-18 00:00:00.000000000,1463500800000000000,6112.0,6294.0,6036.0,6122.0,179053,121712,124832
2016-05-19 00:00:00.000000000,1463587200000000000,6116.0,6200.0,6072.0,6074.0,129737,124832,123630
2016-05-20 00:00:00.000000000,1463673600000000000,6012.0,6072.0,6004.0,6038.0,86449,123630,125133
2016-05-23 00:00:00.000000000,1463932800000000000,6056.0,6072.0,5832.0,5856.0,146262,125133,114565
2016-05-24 00:00:00.000000000,1464019200000000000,5872.0,5908.0,5812.0,5872.0,101414,114565,111273
2016-05-25 00:00:00.000000000,1464105600000000000,5874.0,5916.0,5830.0,5852.0,63745,111273,110190
2016-05-26 00:00:00.000000000,1464192000000000000,5890.0,5986.0,5888.0,5974.0,68618,110190,108593
2016-05-27 00:00:00.000000000,1464278400000000000,5986.0,6000.0,5902.0,5946.0,54116,108593,107118
2016-05-30 00:00:00.000000000,1464537600000000000,5948.0,6106.0,5922.0,6096.0,106586,107118,96001
2016-05-31 00:00:00.000000000,1464624000000000000,6126.0,6200.0,6058.0,6060.0,115571,96001,90950
2016-06-01 00:00:00.000000000,1464710400000000000,6092.0,6118.0,6052.0,6086.0,66071,90950,94881
2016-06-02 00:00:00.000000000,1464796800000000000,6062.0,6144.0,6014.0,6122.0,81088,94881,91452
2016-06-03 00:00:00.000000000,1464883200000000000,6138.0,6280.0,6130.0,6276.0,107053,91452,89421
2016-06-06 00:00:00.000000000,1465142400000000000,6298.0,6350.0,6266.0,6320.0,85203,89421,92032
2016-06-07 00:00:00.000000000,1465228800000000000,6332.0,6396.0,6258.0,6386.0,96007,92032,91406
2016-06-08 00:00:00.000000000,1465315200000000000,6342.0,6368.0,6272.0,6318.0,63794,91406,85156
2016-06-13 00:00:00.000000000,1465747200000000000,6398.0,6400.0,6254.0,6272.0,51397,85156,84194
2016-06-14 00:00:00.000000000,1465833600000000000,6268.0,6308.0,6176.0,6210.0,68588,84194,82175
2016-06-15 00:00:00.000000000,1465920000000000000,6222.0,6282.0,6158.0,6170.0,64643,82175,81236
2016-06-16 00:00:00.000000000,1466006400000000000,6178.0,6198.0,6076.0,6090.0,62449,81236,83087
2016-06-17 00:00:00.000000000,1466092800000000000,6084.0,6100.0,5992.0,6086.0,79420,83087,84459
2016-06-20 00:00:00.000000000,1466352000000000000,6100.0,6132.0,6054.0,6102.0,58745,84459,82129
2016-06-21 00:00:00.000000000,1466438400000000000,6090.0,6182.0,6064.0,6078.0,68701,82129,82860
2016-06-22 00:00:00.000000000,1466524800000000000,6036.0,6152.0,6030.0,6134.0,51367,82860,83800
2016-06-23 00:00:00.000000000,1466611200000000000,6126.0,6172.0,6092.0,6110.0,51714,83800,83757
2016-06-24 00:00:00.000000000,1466697600000000000,6130.0,6156.0,6032.0,6036.0,70314,83757,78816
2016-06-27 00:00:00.000000000,1466956800000000000,6022.0,6146.0,6012.0,6144.0,49967,78816,77345
2016-06-28 00:00:00.000000000,1467043200000000000,6120.0,6220.0,6120.0,6196.0,73179,77345,75697
2016-06-29 00:00:00.000000000,1467129600000000000,6196.0,6232.0,6142.0,6172.0,53789,75697,76816
2016-06-30 00:00:00.000000000,1467216000000000000,6174.0,6246.0,6150.0,6240.0,68483,76816,77932
2016-07-01 00:00:00.000000000,1467302400000000000,6226.0,6336.0,6200.0,6278.0,84160,77932,76997
2016-07-04 00:00:00.000000000,1467561600000000000,6274.0,6526.0,6274.0,6522.0,108921,76997,90662
2016-07-05 00:00:00.000000000,1467648000000000000,6532.0,6678.0,6250.0,6494.0,209546,90662,90393
2016-07-06 00:00:00.000000000,1467734400000000000,6498.0,6550.0,6252.0,6252.0,129342,90393,81551
2016-07-07 00:00:00.000000000,1467820800000000000,6202.0,6266.0,6124.0,6150.0,111098,81551,74445
2016-07-08 00:00:00.000000000,1467907200000000000,6190.0,6252.0,6084.0,6152.0,92705,74445,72475
2016-07-11 00:00:00.000000000,1468166400000000000,6188.0,6230.0,6130.0,6218.0,60491,72475,71675
2016-07-12 00:00:00.000000000,1468252800000000000,6204.0,6266.0,6132.0,6170.0,52959,71675,69644
2016-07-13 00:00:00.000000000,1468339200000000000,6334.0,6548.0,6320.0,6488.0,86884,69644,110383
2016-07-14 00:00:00.000000000,1468425600000000000,6512.0,6538.0,6408.0,6518.0,95899,110383,114465
2016-07-15 00:00:00.000000000,1468512000000000000,6528.0,6536.0,6418.0,6494.0,79873,114465,114729
2016-07-18 00:00:00.000000000,1468771200000000000,6480.0,6596.0,6434.0,6482.0,162649,114729,120422
2016-07-19 00:00:00.000000000,1468857600000000000,6462.0,6500.0,6380.0,6432.0,104068,120422,122751
2016-07-20 00:00:00.000000000,1468944000000000000,6440.0,6494.0,6362.0,6492.0,102294,122751,124101
2016-07-21 00:00:00.000000000,1469030400000000000,6478.0,6534.0,6462.0,6490.0,100207,124101,126682
2016-07-22 00:00:00.000000000,1469116800000000000,6496.0,6520.0,6366.0,6396.0,86156,126682,122453
2016-07-25 00:00:00.000000000,1469376000000000000,6382.0,6398.0,6280.0,6324.0,82122,122453,119239
2016-07-26 00:00:00.000000000,1469462400000000000,6290.0,6312.0,6220.0,6264.0,66011,119239,116519
2016-07-27 00:00:00.000000000,1469548800000000000,6262.0,6326.0,6234.0,6248.0,68647,116519,115167
2016-07-28 00:00:00.000000000,1469635200000000000,6266.0,6290.0,6192.0,6198.0,73522,115167,114868
2016-07-29 00:00:00.000000000,1469721600000000000,6190.0,6238.0,6142.0,6146.0,83338,114868,112687
2016-08-01 00:00:00.000000000,1469980800000000000,6152.0,6276.0,6148.0,6252.0,74836,112687,111106
2016-08-02 00:00:00.000000000,1470067200000000000,6240.0,6266.0,6208.0,6258.0,60943,111106,109837
2016-08-03 00:00:00.000000000,1470153600000000000,6264.0,6300.0,6232.0,6268.0,50132,109837,109162
2016-08-04 00:00:00.000000000,1470240000000000000,6326.0,6348.0,6240.0,6288.0,49787,109162,107410
2016-08-05 00:00:00.000000000,1470326400000000000,6310.0,6316.0,6228.0,6244.0,53297,107410,112564
2016-08-08 00:00:00.000000000,1470585600000000000,6240.0,6306.0,6222.0,6292.0,50449,112564,113037
2016-08-09 00:00:00.000000000,1470672000000000000,6298.0,6342.0,6260.0,6318.0,65177,113037,113555
2016-08-10 00:00:00.000000000,1470758400000000000,6312.0,6338.0,6274.0,6290.0,44277,113555,115519
2016-08-11 00:00:00.000000000,1470844800000000000,6326.0,6336.0,6212.0,6216.0,57254,115519,117688
2016-08-12 00:00:00.000000000,1470931200000000000,6224.0,6262.0,6210.0,6252.0,47406,117688,119494
2016-08-15 00:00:00.000000000,1471190400000000000,6242.0,6424.0,6220.0,6404.0,95235,119494,117089
2016-08-16 00:00:00.000000000,1471276800000000000,6412.0,6446.0,6376.0,6438.0,74644,117089,117982
2016-08-17 00:00:00.000000000,1471363200000000000,6438.0,6496.0,6390.0,6464.0,78643,117982,119882
2016-08-18 00:00:00.000000000,1471449600000000000,6474.0,6518.0,6454.0,6466.0,71727,119882,121457
2016-08-19 00:00:00.000000000,1471536000000000000,6448.0,6538.0,6436.0,6538.0,70922,121457,122879
2016-08-22 00:00:00.000000000,1471795200000000000,6504.0,6536.0,6428.0,6432.0,68578,122879,122396
2016-08-23 00:00:00.000000000,1471881600000000000,6416.0,6446.0,6406.0,6420.0,50851,122396,124034
2016-08-24 00:00:00.000000000,1471968000000000000,6442.0,6530.0,6436.0,6508.0,78633,124034,123926
2016-08-25 00:00:00.000000000,1472054400000000000,6506.0,6514.0,6322.0,6382.0,92545,123926,116895
2016-08-26 00:00:00.000000000,1472140800000000000,6368.0,6378.0,6310.0,6344.0,49881,116895,114754
2016-08-29 00:00:00.000000000,1472400000000000000,6360.0,6386.0,6326.0,6338.0,44003,114754,113810
2016-08-30 00:00:00.000000000,1472486400000000000,6312.0,6372.0,6310.0,6354.0,34498,113810,113514
2016-08-31 00:00:00.000000000,1472572800000000000,6346.0,6400.0,6200.0,6218.0,95140,113514,109191
2016-09-01 00:00:00.000000000,1472659200000000000,6208.0,6242.0,6182.0,6212.0,46768,109191,107430
2016-09-02 00:00:00.000000000,1472745600000000000,6222.0,6258.0,6204.0,6224.0,47777,107430,107747
2016-09-05 00:00:00.000000000,1473004800000000000,6248.0,6300.0,6240.0,6264.0,56395,107747,109908
2016-09-06 00:00:00.000000000,1473091200000000000,6268.0,6306.0,6266.0,6278.0,54337,109908,110594
2016-09-07 00:00:00.000000000,1473177600000000000,6260.0,6302.0,6242.0,6284.0,50726,110594,108845
2016-09-08 00:00:00.000000000,1473264000000000000,6280.0,6314.0,6246.0,6286.0,51617,108845,110174
2016-09-09 00:00:00.000000000,1473350400000000000,6294.0,6330.0,6282.0,6330.0,51863,110174,109247
2016-09-12 00:00:00.000000000,1473609600000000000,6318.0,6328.0,6194.0,6198.0,63270,109247,111260
2016-09-13 00:00:00.000000000,1473696000000000000,6188.0,6236.0,6170.0,6232.0,57827,111260,111819
2016-09-14 00:00:00.000000000,1473782400000000000,6192.0,6204.0,6098.0,6104.0,63739,111819,113282
2016-09-19 00:00:00.000000000,1474214400000000000,6148.0,6190.0,6136.0,6184.0,35428,113282,114160
2016-09-20 00:00:00.000000000,1474300800000000000,6208.0,6404.0,6198.0,6390.0,110008,114160,108512
2016-09-21 00:00:00.000000000,1474387200000000000,6370.0,6390.0,6336.0,6356.0,67117,108512,106770
2016-09-22 00:00:00.000000000,1474473600000000000,6340.0,6428.0,6332.0,6370.0,74861,106770,109471
2016-09-23 00:00:00.000000000,1474560000000000000,6398.0,6442.0,6372.0,6422.0,65847,109471,111231
2016-09-26 00:00:00.000000000,1474819200000000000,6390.0,6488.0,6368.0,6460.0,70165,111231,112588
2016-09-27 00:00:00.000000000,1474905600000000000,6448.0,6472.0,6364.0,6406.0,48003,112588,109686
2016-09-28 00:00:00.000000000,1474992000000000000,6376.0,6384.0,6304.0,6326.0,56230,109686,101898
2016-09-29 00:00:00.000000000,1475078400000000000,6306.0,6372.0,6298.0,6322.0,51098,101898,98657
2016-09-30 00:00:00.000000000,1475164800000000000,6326.0,6348.0,6262.0,6308.0,48890,98657,96680
2016-10-10 00:00:00.000000000,1476028800000000000,6278.0,6290.0,6228.0,6256.0,44611,96680,101218
2016-10-11 00:00:00.000000000,1476115200000000000,6244.0,6392.0,6244.0,6380.0,74004,101218,108843
2016-10-12 00:00:00.000000000,1476201600000000000,6380.0,6472.0,6352.0,6422.0,108526,108843,113499
2016-10-13 00:00:00.000000000,1476288000000000000,6436.0,6526.0,6376.0,6386.0,120876,113499,114289
2016-10-14 00:00:00.000000000,1476374400000000000,6386.0,6514.0,6322.0,6510.0,89923,114289,115786
2016-10-17 00:00:00.000000000,1476633600000000000,6514.0,6670.0,6510.0,6670.0,50213,115786,120935
2016-10-18 00:00:00.000000000,1476720000000000000,6782.0,6886.0,6756.0,6822.0,247388,120935,135485
2016-10-19 00:00:00.000000000,1476806400000000000,6754.0,6980.0,6694.0,6948.0,239181,135485,155733
2016-10-20 00:00:00.000000000,1476892800000000000,6952.0,7066.0,6902.0,6906.0,320659,155733,168400
2016-10-21 00:00:00.000000000,1476979200000000000,6890.0,6922.0,6780.0,6842.0,269343,168400,176890
2016-10-24 00:00:00.000000000,1477238400000000000,6860.0,6990.0,6818.0,6974.0,233742,176890,186707
2016-10-25 00:00:00.000000000,1477324800000000000,7012.0,7144.0,6934.0,6950.0,314484,186707,181560
2016-10-26 00:00:00.000000000,1477411200000000000,6948.0,7016.0,6872.0,6988.0,215417,181560,176204
2016-10-27 00:00:00.000000000,1477497600000000000,6992.0,7008.0,6886.0,6892.0,153897,176204,175787
2016-10-28 00:00:00.000000000,1477584000000000000,6882.0,6932.0,6834.0,6924.0,141801,175787,173462
2016-10-31 00:00:00.000000000,1477843200000000000,6918.0,6946.0,6842.0,6878.0,144926,173462,174358
2016-11-01 00:00:00.000000000,1477929600000000000,6860.0,6990.0,6802.0,6874.0,189632,174358,170226
2016-11-02 00:00:00.000000000,1478016000000000000,6854.0,6920.0,6732.0,6796.0,186779,170226,159926
2016-11-03 00:00:00.000000000,1478102400000000000,6840.0,6866.0,6796.0,6832.0,104398,159926,160737
2016-11-04 00:00:00.000000000,1478188800000000000,6864.0,6896.0,6752.0,6752.0,158325,160737,154174
2016-11-07 00:00:00.000000000,1478448000000000000,6720.0,6840.0,6700.0,6814.0,125917,154174,150479
2016-11-08 00:00:00.000000000,1478534400000000000,6834.0,6924.0,6790.0,6882.0,150099,150479,149721
2016-11-09 00:00:00.000000000,1478620800000000000,6892.0,6916.0,6780.0,6810.0,115200,149721,145828
2016-11-10 00:00:00.000000000,1478707200000000000,6844.0,6950.0,6792.0,6908.0,197453,145828,139651
2016-11-11 00:00:00.000000000,1478793600000000000,6914.0,7146.0,6880.0,7056.0,248748,139651,138260
2016-11-14 00:00:00.000000000,1479052800000000000,7064.0,7236.0,6750.0,6768.0,263948,138260,121678
2016-11-15 00:00:00.000000000,1479139200000000000,6738.0,6854.0,6720.0,6752.0,133143,121678,115522
2016-11-16 00:00:00.000000000,1479225600000000000,6722.0,6844.0,6720.0,6842.0,107208,115522,114579
2016-11-17 00:00:00.000000000,1479312000000000000,6832.0,6874.0,6782.0,6820.0,91539,114579,109136
2016-11-18 00:00:00.000000000,1479398400000000000,6830.0,6848.0,6774.0,6808.0,75702,109136,103702
2016-11-21 00:00:00.000000000,1479657600000000000,6838.0,6916.0,6804.0,6880.0,101201,103702,96565
2016-11-22 00:00:00.000000000,1479744000000000000,6882.0,6956.0,6880.0,6910.0,89945,96565,90029
2016-11-23 00:00:00.000000000,1479830400000000000,6894.0,6942.0,6882.0,6894.0,71108,90029,85224
2016-11-24 00:00:00.000000000,1479916800000000000,6898.0,7182.0,6840.0,7126.0,159556,85224,70505
2016-11-25 00:00:00.000000000,1480003200000000000,7132.0,7360.0,7110.0,7322.0,129993,70505,70392
2016-11-28 00:00:00.000000000,1480262400000000000,7544.0,7642.0,7450.0,7592.0,212799,70392,157299
2016-11-29 00:00:00.000000000,1480348800000000000,7596.0,7614.0,7458.0,7510.0,143933,157299,154161
2016-11-30 00:00:00.000000000,1480435200000000000,7478.0,7716.0,7374.0,7670.0,401861,154161,183928
2016-12-01 00:00:00.000000000,1480521600000000000,7740.0,7840.0,7632.0,7662.0,318875,183928,184177
2016-12-02 00:00:00.000000000,1480608000000000000,7668.0,7722.0,7574.0,7682.0,185474,184177,175551
2016-12-05 00:00:00.000000000,1480867200000000000,7666.0,7762.0,7610.0,7698.0,164887,175551,178215
2016-12-06 00:00:00.000000000,1480953600000000000,7724.0,7766.0,7638.0,7656.0,104641,178215,179371
2016-12-07 00:00:00.000000000,1481040000000000000,7726.0,7760.0,7640.0,7714.0,148592,179371,175750
2016-12-08 00:00:00.000000000,1481126400000000000,7692.0,7700.0,7590.0,7616.0,113195,175750,166639
2016-12-09 00:00:00.000000000,1481212800000000000,7624.0,7630.0,7430.0,7536.0,153133,166639,151476
2016-12-12 00:00:00.000000000,1481472000000000000,7522.0,7674.0,7498.0,7614.0,117435,151476,153421
2016-12-13 00:00:00.000000000,1481558400000000000,7588.0,7644.0,7562.0,7596.0,80191,153421,152961
2016-12-14 00:00:00.000000000,1481644800000000000,7618.0,7676.0,7552.0,7570.0,116283,152961,155090
2016-12-15 00:00:00.000000000,1481731200000000000,7556.0,7684.0,7516.0,7594.0,145281,155090,152340
2016-12-16 00:00:00.000000000,1481817600000000000,7578.0,7694.0,7568.0,7580.0,128730,152340,147794
2016-12-19 00:00:00.000000000,1482076800000000000,7566.0,7740.0,7558.0,7626.0,164299,147794,150206
2016-12-20 00:00:00.000000000,1482163200000000000,7596.0,7612.0,7368.0,7430.0,145478,150206,136936
2016-12-21 00:00:00.000000000,1482249600000000000,7438.0,7470.0,7400.0,7416.0,81545,136936,135014
2016-12-22 00:00:00.000000000,1482336000000000000,7420.0,7474.0,7322.0,7326.0,91381,135014,131067
2016-12-23 00:00:00.000000000,1482422400000000000,7304.0,7320.0,7142.0,7162.0,140646,131067,121549
2016-12-26 00:00:00.000000000,1482681600000000000,7194.0,7230.0,7042.0,7110.0,119395,121549,113019
2016-12-27 00:00:00.000000000,1482768000000000000,7118.0,7270.0,7102.0,7262.0,79746,113019,111529
2016-12-28 00:00:00.000000000,1482854400000000000,7262.0,7338.0,7212.0,7226.0,103427,111529,113043
2016-12-29 00:00:00.000000000,1482940800000000000,7222.0,7294.0,7106.0,7232.0,90862,113043,112980
2016-12-30 00:00:00.000000000,1483027200000000000,7254.0,7288.0,7212.0,7230.0,63697,112980,111366
2017-01-03 00:00:00.000000000,1483372800000000000,7224.0,7308.0,7172.0,7172.0,70308,111366,115238
2017-01-04 00:00:00.000000000,1483459200000000000,7194.0,7232.0,7046.0,7130.0,109561,115238,119631
2017-01-05 00:00:00.000000000,1483545600000000000,7156.0,7186.0,7104.0,7124.0,66459,119631,119421
2017-01-06 00:00:00.000000000,1483632000000000000,7120.0,7176.0,7012.0,7014.0,81951,119421,126768
2017-01-09 00:00:00.000000000,1483891200000000000,7036.0,7066.0,6986.0,7040.0,80781,126768,127285
2017-01-10 00:00:00.000000000,1483977600000000000,7038.0,7112.0,7028.0,7092.0,77844,127285,126536
2017-01-11 00:00:00.000000000,1484064000000000000,7072.0,7162.0,7064.0,7134.0,81196,126536,128291
2017-01-12 00:00:00.000000000,1484150400000000000,7134.0,7162.0,7092.0,7116.0,68221,128291,128278
2017-01-13 00:00:00.000000000,1484236800000000000,7124.0,7178.0,7092.0,7116.0,82775,128278,128975
2017-01-16 00:00:00.000000000,1484496000000000000,7106.0,7238.0,7080.0,7226.0,103700,128975,124390
2017-01-17 00:00:00.000000000,1484582400000000000,7236.0,7336.0,7224.0,7300.0,128615,124390,119414
