datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2016-02-16 00:00:00.000000000,1455552000000000000,35670.0,36010.0,35650.0,35750.0,137023,82598,125697
2016-02-17 00:00:00.000000000,1455638400000000000,35750.0,35910.0,35470.0,35480.0,171850,125697,125549
2016-02-18 00:00:00.000000000,1455724800000000000,35580.0,35820.0,35550.0,35700.0,125709,125549,127121
2016-02-19 00:00:00.000000000,1455811200000000000,35710.0,36030.0,35510.0,35920.0,189800,127121,135358
2016-02-22 00:00:00.000000000,1456070400000000000,35790.0,36380.0,35700.0,36350.0,199140,135358,134369
2016-02-23 00:00:00.000000000,1456156800000000000,36440.0,36560.0,36090.0,36200.0,156632,134369,129593
2016-02-24 00:00:00.000000000,1456243200000000000,36250.0,36280.0,35700.0,35810.0,166278,129593,130450
2016-02-25 00:00:00.000000000,1456329600000000000,35780.0,36290.0,35680.0,35920.0,204463,130450,122833
2016-02-26 00:00:00.000000000,1456416000000000000,35990.0,36060.0,35550.0,35840.0,199885,122833,113417
2016-02-29 00:00:00.000000000,1456675200000000000,36170.0,36570.0,35660.0,35840.0,346516,113417,99820
2016-03-01 00:00:00.000000000,1456761600000000000,36000.0,36110.0,35530.0,35960.0,210237,99820,91358
2016-03-02 00:00:00.000000000,1456848000000000000,36070.0,36830.0,35970.0,36820.0,174833,91358,87261
2016-03-03 00:00:00.000000000,1456934400000000000,36890.0,37150.0,36800.0,37000.0,245331,87261,155100
2016-03-04 00:00:00.000000000,1457020800000000000,37120.0,38010.0,37020.0,37950.0,356497,155100,155700
2016-03-07 00:00:00.000000000,1457280000000000000,37940.0,39400.0,37640.0,38090.0,539063,155700,138145
2016-03-08 00:00:00.000000000,1457366400000000000,38270.0,38620.0,37460.0,37750.0,455269,138145,130898
2016-03-09 00:00:00.000000000,1457452800000000000,37880.0,37920.0,36800.0,37320.0,426228,130898,128900
2016-03-10 00:00:00.000000000,1457539200000000000,37440.0,37670.0,37250.0,37300.0,260857,128900,129414
2016-03-11 00:00:00.000000000,1457625600000000000,37370.0,37740.0,37040.0,37710.0,253410,129414,138230
2016-03-14 00:00:00.000000000,1457884800000000000,37570.0,38150.0,37490.0,37750.0,263771,138230,138172
2016-03-15 00:00:00.000000000,1457971200000000000,37660.0,37710.0,37130.0,37250.0,242042,138172,140251
2016-03-16 00:00:00.000000000,1458057600000000000,37210.0,37620.0,37080.0,37570.0,224493,140251,139908
2016-03-17 00:00:00.000000000,1458144000000000000,37450.0,37970.0,37370.0,37940.0,233852,139908,143342
2016-03-18 00:00:00.000000000,1458230400000000000,37870.0,38690.0,37830.0,38380.0,400269,143342,150429
2016-03-21 00:00:00.000000000,1458489600000000000,38280.0,38440.0,37930.0,38160.0,246572,150429,149284
2016-03-22 00:00:00.000000000,1458576000000000000,38220.0,38430.0,38060.0,38150.0,209040,149284,147533
2016-03-23 00:00:00.000000000,1458662400000000000,38170.0,38420.0,38040.0,38160.0,170712,147533,141451
2016-03-24 00:00:00.000000000,1458748800000000000,38090.0,38120.0,37430.0,37630.0,266136,141451,114974
2016-03-25 00:00:00.000000000,1458835200000000000,37520.0,37800.0,37400.0,37750.0,106236,114974,111666
2016-03-28 00:00:00.000000000,1459094400000000000,37770.0,37870.0,37500.0,37510.0,85553,111666,108018
2016-03-29 00:00:00.000000000,1459180800000000000,37560.0,38040.0,37470.0,37570.0,146808,108018,100726
2016-03-30 00:00:00.000000000,1459267200000000000,37590.0,37640.0,36920.0,37040.0,188490,100726,95521
2016-03-31 00:00:00.000000000,1459353600000000000,37070.0,37320.0,36710.0,36900.0,128456,95521,88128
2016-04-01 00:00:00.000000000,1459440000000000000,36840.0,37150.0,36730.0,37120.0,161949,88128,164702
2016-04-05 00:00:00.000000000,1459785600000000000,36660.0,36850.0,36500.0,36730.0,102300,164702,157092
2016-04-06 00:00:00.000000000,1459872000000000000,36600.0,36810.0,36550.0,36730.0,118597,157092,159816
2016-04-07 00:00:00.000000000,1459958400000000000,36580.0,36880.0,36560.0,36650.0,130022,159816,164893
2016-04-08 00:00:00.000000000,1460044800000000000,36380.0,36400.0,35610.0,35760.0,253106,164893,174647
2016-04-11 00:00:00.000000000,1460304000000000000,35750.0,36150.0,35730.0,35830.0,221497,174647,170396
2016-04-12 00:00:00.000000000,1460390400000000000,35830.0,36060.0,35600.0,35980.0,192349,170396,161164
2016-04-13 00:00:00.000000000,1460476800000000000,36080.0,37360.0,36040.0,36830.0,393103,161164,143178
2016-04-14 00:00:00.000000000,1460563200000000000,36930.0,37150.0,36780.0,36850.0,183323,143178,147067
2016-04-15 00:00:00.000000000,1460649600000000000,37020.0,37130.0,36740.0,36780.0,178804,147067,147829
2016-04-18 00:00:00.000000000,1460908800000000000,36690.0,37080.0,36560.0,36610.0,210584,147829,146632
2016-04-19 00:00:00.000000000,1460995200000000000,36740.0,37170.0,36730.0,36940.0,215365,146632,143373
2016-04-20 00:00:00.000000000,1461081600000000000,37020.0,37740.0,36950.0,37360.0,334594,143373,134118
2016-04-21 00:00:00.000000000,1461168000000000000,37530.0,38220.0,37350.0,38100.0,297717,134118,121165
2016-04-22 00:00:00.000000000,1461254400000000000,38400.0,38570.0,37460.0,37970.0,280372,121165,100913
2016-04-25 00:00:00.000000000,1461513600000000000,38130.0,39010.0,37880.0,38120.0,269545,100913,98151
2016-04-26 00:00:00.000000000,1461600000000000000,38150.0,38180.0,37490.0,37700.0,176607,98151,88819
2016-04-27 00:00:00.000000000,1461686400000000000,37720.0,37920.0,37490.0,37630.0,122517,88819,84132
2016-04-28 00:00:00.000000000,1461772800000000000,37650.0,37710.0,37000.0,37250.0,163309,84132,85632
2016-04-29 00:00:00.000000000,1461859200000000000,37300.0,37750.0,37160.0,37620.0,115128,85632,78029
2016-05-03 00:00:00.000000000,1462204800000000000,37740.0,37920.0,37380.0,37830.0,63539,78029,76419
2016-05-04 00:00:00.000000000,1462291200000000000,37680.0,37780.0,37140.0,37230.0,162655,76419,148960
2016-05-05 00:00:00.000000000,1462377600000000000,37220.0,37340.0,36820.0,36840.0,190183,148960,157680
2016-05-06 00:00:00.000000000,1462464000000000000,36770.0,36920.0,36330.0,36620.0,185838,157680,154430
2016-05-09 00:00:00.000000000,1462723200000000000,36510.0,36970.0,35780.0,35840.0,287103,154430,169563
2016-05-10 00:00:00.000000000,1462809600000000000,35770.0,36080.0,35670.0,35950.0,192000,169563,162280
2016-05-11 00:00:00.000000000,1462896000000000000,35910.0,36080.0,35690.0,35960.0,164252,162280,167233
2016-05-12 00:00:00.000000000,1462982400000000000,36070.0,36520.0,35820.0,36240.0,228396,167233,160499
2016-05-13 00:00:00.000000000,1463068800000000000,36190.0,36380.0,35030.0,35480.0,322261,160499,165332
2016-05-16 00:00:00.000000000,1463328000000000000,35350.0,35770.0,35120.0,35610.0,192094,165332,164295
2016-05-17 00:00:00.000000000,1463414400000000000,35570.0,35960.0,35500.0,35900.0,166287,164295,158392
2016-05-18 00:00:00.000000000,1463500800000000000,35670.0,35940.0,35290.0,35380.0,234542,158392,160439
2016-05-19 00:00:00.000000000,1463587200000000000,35230.0,35640.0,35110.0,35200.0,201258,160439,153556
2016-05-20 00:00:00.000000000,1463673600000000000,35180.0,35440.0,34820.0,35320.0,195996,153556,150162
2016-05-23 00:00:00.000000000,1463932800000000000,35490.0,35570.0,34880.0,35170.0,216731,150162,146372
2016-05-24 00:00:00.000000000,1464019200000000000,35200.0,35370.0,35030.0,35190.0,152472,146372,138778
2016-05-25 00:00:00.000000000,1464105600000000000,35510.0,35700.0,35280.0,35490.0,175082,138778,129734
2016-05-26 00:00:00.000000000,1464192000000000000,35760.0,36080.0,35640.0,36060.0,151145,129734,124199
2016-05-27 00:00:00.000000000,1464278400000000000,36110.0,36210.0,35620.0,35910.0,152518,124199,116277
2016-05-30 00:00:00.000000000,1464537600000000000,36050.0,36090.0,35650.0,35700.0,110414,116277,108221
2016-05-31 00:00:00.000000000,1464624000000000000,35810.0,36000.0,35650.0,35780.0,77847,108221,99124
2016-06-01 00:00:00.000000000,1464710400000000000,35820.0,35890.0,35120.0,35190.0,161987,99124,180219
2016-06-02 00:00:00.000000000,1464796800000000000,35170.0,35460.0,35070.0,35280.0,136709,180219,181266
2016-06-03 00:00:00.000000000,1464883200000000000,35180.0,35760.0,35170.0,35720.0,148051,181266,175773
2016-06-06 00:00:00.000000000,1465142400000000000,36130.0,36300.0,35800.0,36260.0,159283,175773,173064
2016-06-07 00:00:00.000000000,1465228800000000000,36180.0,36300.0,35800.0,35840.0,133634,173064,167667
2016-06-08 00:00:00.000000000,1465315200000000000,35300.0,35390.0,35100.0,35230.0,165989,167667,178233
2016-06-13 00:00:00.000000000,1465747200000000000,34870.0,35540.0,34850.0,35250.0,136143,178233,161140
2016-06-14 00:00:00.000000000,1465833600000000000,35200.0,35540.0,35080.0,35110.0,143378,161140,161793
2016-06-15 00:00:00.000000000,1465920000000000000,35120.0,35370.0,34980.0,35320.0,128682,161793,154762
2016-06-16 00:00:00.000000000,1466006400000000000,35940.0,36000.0,35330.0,35410.0,156760,154762,142357
2016-06-17 00:00:00.000000000,1466092800000000000,35190.0,35600.0,35160.0,35560.0,129675,142357,134207
2016-06-20 00:00:00.000000000,1466352000000000000,35450.0,35630.0,35320.0,35460.0,113321,134207,132192
2016-06-21 00:00:00.000000000,1466438400000000000,35650.0,35880.0,35480.0,35570.0,126239,132192,127949
2016-06-22 00:00:00.000000000,1466524800000000000,35610.0,36270.0,35530.0,36260.0,172703,127949,126444
2016-06-23 00:00:00.000000000,1466611200000000000,36280.0,36390.0,36060.0,36270.0,125816,126444,124565
2016-06-24 00:00:00.000000000,1466697600000000000,36570.0,36760.0,35850.0,35970.0,236012,124565,109296
2016-06-27 00:00:00.000000000,1466956800000000000,36080.0,36730.0,36020.0,36720.0,168792,109296,102197
2016-06-28 00:00:00.000000000,1467043200000000000,36530.0,37250.0,36430.0,37190.0,172302,102197,95742
2016-06-29 00:00:00.000000000,1467129600000000000,37330.0,37480.0,36980.0,37150.0,119261,95742,92621
2016-06-30 00:00:00.000000000,1467216000000000000,37200.0,37640.0,37040.0,37500.0,114652,92621,83750
2016-07-01 00:00:00.000000000,1467302400000000000,37460.0,37630.0,37140.0,37300.0,160074,83750,125411
2016-07-04 00:00:00.000000000,1467561600000000000,37260.0,38510.0,37220.0,38410.0,341017,125411,146742
2016-07-05 00:00:00.000000000,1467648000000000000,38460.0,38540.0,37470.0,37790.0,246160,146742,140900
2016-07-06 00:00:00.000000000,1467734400000000000,37780.0,37850.0,36950.0,37380.0,242799,140900,131147
2016-07-07 00:00:00.000000000,1467820800000000000,36870.0,37290.0,36820.0,36910.0,185852,131147,126684
2016-07-08 00:00:00.000000000,1467907200000000000,36960.0,37100.0,36450.0,36620.0,190796,126684,129706
2016-07-11 00:00:00.000000000,1468166400000000000,36840.0,37130.0,36540.0,37020.0,151253,129706,130204
2016-07-12 00:00:00.000000000,1468252800000000000,37140.0,37260.0,36900.0,37180.0,126892,130204,131770
2016-07-13 00:00:00.000000000,1468339200000000000,37480.0,39210.0,37260.0,38580.0,438336,131770,147615
2016-07-14 00:00:00.000000000,1468425600000000000,38670.0,38820.0,38190.0,38640.0,224290,147615,153396
2016-07-15 00:00:00.000000000,1468512000000000000,38540.0,38710.0,38230.0,38500.0,180835,153396,154872
2016-07-18 00:00:00.000000000,1468771200000000000,38690.0,38930.0,37800.0,37850.0,248731,154872,149446
2016-07-19 00:00:00.000000000,1468857600000000000,37820.0,38550.0,37790.0,38300.0,207687,149446,141833
2016-07-20 00:00:00.000000000,1468944000000000000,38400.0,38800.0,38110.0,38280.0,231721,141833,138342
2016-07-21 00:00:00.000000000,1469030400000000000,38020.0,38690.0,37870.0,38650.0,175808,138342,135188
2016-07-22 00:00:00.000000000,1469116800000000000,38550.0,38840.0,38160.0,38180.0,168045,135188,130450
2016-07-25 00:00:00.000000000,1469376000000000000,38320.0,38650.0,37830.0,38160.0,210265,130450,124554
2016-07-26 00:00:00.000000000,1469462400000000000,38150.0,38250.0,37600.0,37810.0,161353,124554,118142
2016-07-27 00:00:00.000000000,1469548800000000000,37780.0,38090.0,37620.0,37740.0,154150,118142,112894
2016-07-28 00:00:00.000000000,1469635200000000000,37710.0,37890.0,37430.0,37820.0,153893,112894,103996
2016-07-29 00:00:00.000000000,1469721600000000000,37880.0,38060.0,37430.0,37470.0,148785,103996,94913
2016-08-01 00:00:00.000000000,1469980800000000000,37660.0,38250.0,37460.0,38170.0,156854,94913,87526
2016-08-02 00:00:00.000000000,1470067200000000000,38030.0,38090.0,37590.0,37940.0,93038,87526,81649
2016-08-03 00:00:00.000000000,1470153600000000000,38140.0,38450.0,37680.0,37790.0,170527,81649,117119
2016-08-04 00:00:00.000000000,1470240000000000000,37740.0,37910.0,37430.0,37620.0,175390,117119,117082
2016-08-05 00:00:00.000000000,1470326400000000000,37310.0,37770.0,37280.0,37620.0,153606,117082,112719
2016-08-08 00:00:00.000000000,1470585600000000000,37480.0,37680.0,37370.0,37540.0,128554,112719,115707
2016-08-09 00:00:00.000000000,1470672000000000000,37550.0,37760.0,37180.0,37220.0,145353,115707,125027
2016-08-10 00:00:00.000000000,1470758400000000000,37140.0,37530.0,37100.0,37470.0,118149,125027,122591
2016-08-11 00:00:00.000000000,1470844800000000000,37790.0,37800.0,37450.0,37530.0,124162,122591,119121
2016-08-12 00:00:00.000000000,1470931200000000000,37550.0,37690.0,37450.0,37560.0,87967,119121,118131
2016-08-15 00:00:00.000000000,1471190400000000000,37230.0,37350.0,37000.0,37070.0,122306,118131,120652
2016-08-16 00:00:00.000000000,1471276800000000000,37070.0,37290.0,37020.0,37220.0,106135,120652,119395
2016-08-17 00:00:00.000000000,1471363200000000000,37340.0,37390.0,37180.0,37220.0,88845,119395,115241
2016-08-18 00:00:00.000000000,1471449600000000000,37200.0,37400.0,37090.0,37370.0,90242,115241,119460
2016-08-19 00:00:00.000000000,1471536000000000000,37460.0,37490.0,37230.0,37390.0,79511,119460,117300
2016-08-22 00:00:00.000000000,1471795200000000000,37280.0,37390.0,37080.0,37140.0,88322,117300,118385
2016-08-23 00:00:00.000000000,1471881600000000000,37000.0,37180.0,36910.0,37120.0,73208,118385,118488
2016-08-24 00:00:00.000000000,1471968000000000000,36970.0,37040.0,36640.0,36650.0,124173,118488,127785
2016-08-25 00:00:00.000000000,1472054400000000000,36560.0,36640.0,36050.0,36370.0,154004,127785,116222
2016-08-26 00:00:00.000000000,1472140800000000000,36280.0,36530.0,36180.0,36430.0,83863,116222,113137
2016-08-29 00:00:00.000000000,1472400000000000000,36380.0,36620.0,36210.0,36420.0,92283,113137,108193
2016-08-30 00:00:00.000000000,1472486400000000000,36360.0,36520.0,36240.0,36260.0,59809,108193,105348
2016-08-31 00:00:00.000000000,1472572800000000000,36230.0,36390.0,36140.0,36270.0,71085,105348,98059
2016-09-01 00:00:00.000000000,1472659200000000000,36260.0,36670.0,36230.0,36530.0,69881,98059,89577
2016-09-02 00:00:00.000000000,1472745600000000000,36460.0,36690.0,36350.0,36640.0,62114,89577,82311
2016-09-05 00:00:00.000000000,1473004800000000000,36630.0,36660.0,36440.0,36510.0,73631,82311,105035
2016-09-06 00:00:00.000000000,1473091200000000000,36490.0,36620.0,36390.0,36570.0,68265,105035,107687
2016-09-07 00:00:00.000000000,1473177600000000000,36580.0,36870.0,36460.0,36750.0,102698,107687,109723
2016-09-08 00:00:00.000000000,1473264000000000000,36760.0,36850.0,36530.0,36570.0,88308,109723,109583
2016-09-09 00:00:00.000000000,1473350400000000000,36590.0,36730.0,36460.0,36620.0,74750,109583,107752
2016-09-12 00:00:00.000000000,1473609600000000000,36560.0,36630.0,36130.0,36170.0,128450,107752,121529
2016-09-13 00:00:00.000000000,1473696000000000000,36330.0,36620.0,36250.0,36600.0,96301,121529,108024
2016-09-14 00:00:00.000000000,1473782400000000000,36660.0,36800.0,36470.0,36730.0,94792,108024,99991
2016-09-19 00:00:00.000000000,1474214400000000000,37090.0,37240.0,36930.0,37230.0,79168,99991,93908
2016-09-20 00:00:00.000000000,1474300800000000000,37280.0,37350.0,37160.0,37280.0,64712,93908,90409
2016-09-21 00:00:00.000000000,1474387200000000000,37320.0,37500.0,37190.0,37300.0,86279,90409,89120
2016-09-22 00:00:00.000000000,1474473600000000000,37290.0,37680.0,37240.0,37650.0,101167,89120,86095
2016-09-23 00:00:00.000000000,1474560000000000000,37790.0,37900.0,37650.0,37860.0,86051,86095,84465
2016-09-26 00:00:00.000000000,1474819200000000000,37810.0,37900.0,37690.0,37760.0,66274,84465,80562
2016-09-27 00:00:00.000000000,1474905600000000000,37720.0,37830.0,37470.0,37680.0,89436,80562,78549
2016-09-28 00:00:00.000000000,1474992000000000000,37570.0,37580.0,37250.0,37500.0,74682,78549,72404
2016-09-29 00:00:00.000000000,1475078400000000000,37600.0,37960.0,37520.0,37660.0,75397,72404,69210
2016-09-30 00:00:00.000000000,1475164800000000000,37640.0,37870.0,37540.0,37720.0,53445,69210,62611
2016-10-10 00:00:00.000000000,1476028800000000000,37610.0,37670.0,37440.0,37670.0,29858,62611,60202
2016-10-11 00:00:00.000000000,1476115200000000000,37700.0,38180.0,37660.0,38160.0,98555,60202,100768
2016-10-12 00:00:00.000000000,1476201600000000000,38070.0,38080.0,37760.0,37950.0,80192,100768,101225
2016-10-13 00:00:00.000000000,1476288000000000000,38010.0,38150.0,37580.0,37630.0,98912,101225,102685
2016-10-14 00:00:00.000000000,1476374400000000000,37170.0,37460.0,37110.0,37370.0,113491,102685,97520
2016-10-17 00:00:00.000000000,1476633600000000000,37210.0,37400.0,37160.0,37320.0,91796,97520,101055
2016-10-18 00:00:00.000000000,1476720000000000000,37250.0,37410.0,37200.0,37400.0,54374,101055,97905
2016-10-19 00:00:00.000000000,1476806400000000000,37310.0,37410.0,37150.0,37190.0,84290,97905,98636
2016-10-20 00:00:00.000000000,1476892800000000000,37200.0,37440.0,36970.0,37310.0,99033,98636,96996
2016-10-21 00:00:00.000000000,1476979200000000000,37220.0,37270.0,37000.0,37180.0,73946,96996,95908
2016-10-24 00:00:00.000000000,1477238400000000000,37110.0,37430.0,37100.0,37350.0,73986,95908,95631
2016-10-25 00:00:00.000000000,1477324800000000000,37270.0,38170.0,37250.0,38010.0,177116,95631,92122
2016-10-26 00:00:00.000000000,1477411200000000000,38110.0,38250.0,37700.0,37760.0,114346,92122,82627
2016-10-27 00:00:00.000000000,1477497600000000000,37840.0,37960.0,37720.0,37820.0,69974,82627,80026
2016-10-28 00:00:00.000000000,1477584000000000000,38030.0,38340.0,37950.0,38270.0,91693,80026,76565
2016-10-31 00:00:00.000000000,1477843200000000000,38430.0,38630.0,38280.0,38390.0,87905,76565,70961
2016-11-01 00:00:00.000000000,1477929600000000000,38510.0,38860.0,38380.0,38720.0,74635,70961,67772
2016-11-02 00:00:00.000000000,1478016000000000000,38780.0,39180.0,38540.0,38580.0,140904,67772,87739
2016-11-03 00:00:00.000000000,1478102400000000000,38700.0,39020.0,38620.0,38990.0,76843,87739,96334
2016-11-04 00:00:00.000000000,1478188800000000000,39140.0,39390.0,39000.0,39130.0,134235,96334,100748
2016-11-07 00:00:00.000000000,1478448000000000000,39230.0,40770.0,39150.0,40380.0,252548,100748,120188
2016-11-08 00:00:00.000000000,1478534400000000000,40190.0,40730.0,40070.0,40450.0,211432,120188,125702
2016-11-09 00:00:00.000000000,1478620800000000000,40400.0,42030.0,40340.0,41600.0,412681,125702,129068
2016-11-10 00:00:00.000000000,1478707200000000000,42360.0,43910.0,42230.0,43910.0,257948,129068,126942
2016-11-11 00:00:00.000000000,1478793600000000000,45100.0,46830.0,44430.0,46700.0,494405,126942,131356
2016-11-14 00:00:00.000000000,1479052800000000000,47280.0,48040.0,43700.0,45520.0,659692,131356,124655
2016-11-15 00:00:00.000000000,1479139200000000000,45500.0,46160.0,43060.0,43670.0,413757,124655,121286
2016-11-16 00:00:00.000000000,1479225600000000000,43650.0,44650.0,43560.0,44580.0,267061,121286,124186
2016-11-17 00:00:00.000000000,1479312000000000000,44240.0,44410.0,43400.0,43670.0,185982,124186,115660
2016-11-18 00:00:00.000000000,1479398400000000000,43880.0,44580.0,43720.0,44210.0,206235,115660,114426
2016-11-21 00:00:00.000000000,1479657600000000000,44420.0,45410.0,43610.0,45120.0,268180,114426,119085
2016-11-22 00:00:00.000000000,1479744000000000000,45240.0,46320.0,44710.0,46210.0,202870,119085,114432
2016-11-23 00:00:00.000000000,1479830400000000000,45790.0,46120.0,45400.0,45760.0,157541,114432,110830
2016-11-24 00:00:00.000000000,1479916800000000000,45540.0,48500.0,45460.0,48210.0,311173,110830,99465
2016-11-25 00:00:00.000000000,1480003200000000000,47820.0,48900.0,47400.0,48100.0,237086,99465,92671
2016-11-28 00:00:00.000000000,1480262400000000000,48060.0,49660.0,47760.0,49380.0,212047,92671,89465
2016-11-29 00:00:00.000000000,1480348800000000000,48920.0,49240.0,46490.0,46610.0,202869,89465,69350
2016-11-30 00:00:00.000000000,1480435200000000000,46890.0,47180.0,45030.0,45980.0,183609,69350,59700
2016-12-01 00:00:00.000000000,1480521600000000000,46450.0,47570.0,46140.0,47060.0,232244,59700,117980
2016-12-02 00:00:00.000000000,1480608000000000000,46940.0,47180.0,46150.0,46630.0,165178,117980,115185
2016-12-05 00:00:00.000000000,1480867200000000000,46430.0,47630.0,46200.0,47360.0,182137,115185,125816
2016-12-06 00:00:00.000000000,1480953600000000000,47440.0,48480.0,47400.0,47690.0,182769,125816,127380
2016-12-07 00:00:00.000000000,1481040000000000000,47460.0,48500.0,47330.0,48350.0,179357,127380,140512
2016-12-08 00:00:00.000000000,1481126400000000000,48250.0,48470.0,46910.0,47210.0,192773,140512,129669
2016-12-09 00:00:00.000000000,1481212800000000000,47390.0,47770.0,46480.0,47390.0,186631,129669,122924
2016-12-12 00:00:00.000000000,1481472000000000000,47500.0,48270.0,47150.0,47230.0,166241,122924,122174
2016-12-13 00:00:00.000000000,1481558400000000000,47090.0,47300.0,46620.0,46920.0,146161,122174,117838
2016-12-14 00:00:00.000000000,1481644800000000000,47280.0,47300.0,46000.0,46490.0,144268,117838,114174
2016-12-15 00:00:00.000000000,1481731200000000000,46800.0,47130.0,46140.0,46790.0,134901,114174,111936
2016-12-16 00:00:00.000000000,1481817600000000000,46340.0,47160.0,46220.0,46460.0,116731,111936,108422
2016-12-19 00:00:00.000000000,1482076800000000000,46160.0,46590.0,45580.0,45630.0,122230,108422,107550
2016-12-20 00:00:00.000000000,1482163200000000000,45520.0,45580.0,44480.0,44890.0,148693,107550,101683
2016-12-21 00:00:00.000000000,1482249600000000000,44970.0,45420.0,44800.0,45330.0,79092,101683,99718
2016-12-22 00:00:00.000000000,1482336000000000000,45170.0,45330.0,44370.0,44430.0,85876,99718,102326
2016-12-23 00:00:00.000000000,1482422400000000000,44430.0,45200.0,44130.0,45070.0,118000,102326,99768
2016-12-26 00:00:00.000000000,1482681600000000000,44910.0,45100.0,43370.0,44070.0,124511,99768,90847
2016-12-27 00:00:00.000000000,1482768000000000000,44110.0,44770.0,43880.0,44600.0,68737,90847,83562
2016-12-28 00:00:00.000000000,1482854400000000000,44650.0,45980.0,44540.0,45540.0,86886,83562,76532
2016-12-29 00:00:00.000000000,1482940800000000000,45490.0,45970.0,45160.0,45810.0,106563,76532,96071
2016-12-30 00:00:00.000000000,1483027200000000000,45660.0,45760.0,45070.0,45500.0,99732,96071,93679
2017-01-03 00:00:00.000000000,1483372800000000000,45810.0,46290.0,45630.0,45760.0,91944,93679,96818
2017-01-04 00:00:00.000000000,1483459200000000000,45910.0,45980.0,44810.0,45520.0,145303,96818,98610
2017-01-05 00:00:00.000000000,1483545600000000000,45430.0,46170.0,45360.0,45760.0,159215,98610,103005
2017-01-06 00:00:00.000000000,1483632000000000000,45660.0,45770.0,45090.0,45350.0,126080,103005,101166
2017-01-09 00:00:00.000000000,1483891200000000000,45280.0,45770.0,45090.0,45730.0,100940,101166,102222
2017-01-10 00:00:00.000000000,1483977600000000000,45560.0,46270.0,45350.0,46110.0,155249,102222,109389
2017-01-11 00:00:00.000000000,1484064000000000000,46410.0,47260.0,46340.0,47160.0,185678,109389,112934
2017-01-12 00:00:00.000000000,1484150400000000000,46940.0,47200.0,46750.0,46980.0,144798,112934,110275
2017-01-13 00:00:00.000000000,1484236800000000000,47160.0,47810.0,47110.0,47400.0,181034,110275,107809
2017-01-16 00:00:00.000000000,1484496000000000000,47360.0,48390.0,47230.0,47950.0,177667,107809,111261
2017-01-17 00:00:00.000000000,1484582400000000000,47820.0,48060.0,46540.0,46780.0,151956,111261,102290
