datetime,datetime_nano,KQ.m@CZCE.SF.open,KQ.m@CZCE.SF.high,KQ.m@CZCE.SF.low,KQ.m@CZCE.SF.close,KQ.m@CZCE.SF.volume,KQ.m@CZCE.SF.open_oi,KQ.m@CZCE.SF.close_oi
2016-02-05 00:00:00.000000000,1454601600000000000,4150.0,4186.0,4150.0,4186.0,75,164,121
2016-02-15 00:00:00.000000000,1455465600000000000,4240.0,4240.0,4104.0,4218.0,35,121,117
2016-02-16 00:00:00.000000000,1455552000000000000,4190.0,4218.0,4154.0,4214.0,72,117,131
2016-02-17 00:00:00.000000000,1455638400000000000,4100.0,4198.0,4100.0,4156.0,65,131,113
2016-02-18 00:00:00.000000000,1455724800000000000,4140.0,4190.0,4140.0,4156.0,32,113,117
2016-02-19 00:00:00.000000000,1455811200000000000,4150.0,4214.0,4150.0,4212.0,32,117,117
2016-02-22 00:00:00.000000000,1456070400000000000,4242.0,4330.0,4230.0,4302.0,126,117,109
2016-02-23 00:00:00.000000000,1456156800000000000,4300.0,4300.0,4252.0,4284.0,40,109,101
2016-02-24 00:00:00.000000000,1456243200000000000,4230.0,4290.0,4210.0,4288.0,69,101,123
2016-02-25 00:00:00.000000000,1456329600000000000,4290.0,4338.0,4256.0,4280.0,52,123,114
2016-02-26 00:00:00.000000000,1456416000000000000,4280.0,4280.0,4160.0,4258.0,125,114,100
2016-02-29 00:00:00.000000000,1456675200000000000,4244.0,4308.0,4232.0,4290.0,72,100,113
2016-03-01 00:00:00.000000000,1456761600000000000,4286.0,4446.0,4286.0,4446.0,228,113,175
2016-03-02 00:00:00.000000000,1456848000000000000,4488.0,4708.0,4488.0,4702.0,1080,175,451
2016-03-03 00:00:00.000000000,1456934400000000000,4740.0,4790.0,4690.0,4728.0,1569,451,519
2016-03-04 00:00:00.000000000,1457020800000000000,4778.0,4778.0,4614.0,4678.0,1132,519,370
2016-03-07 00:00:00.000000000,1457280000000000000,4874.0,4874.0,4874.0,4874.0,104,370,363
2016-03-08 00:00:00.000000000,1457366400000000000,5216.0,5216.0,4864.0,5152.0,936,363,387
2016-03-09 00:00:00.000000000,1457452800000000000,4906.0,4986.0,4900.0,4900.0,631,387,244
2016-03-10 00:00:00.000000000,1457539200000000000,5080.0,5150.0,4674.0,4718.0,477,244,254
2016-03-11 00:00:00.000000000,1457625600000000000,4700.0,4988.0,4698.0,4788.0,581,254,251
2016-03-14 00:00:00.000000000,1457884800000000000,4844.0,4964.0,4768.0,4818.0,327,251,279
2016-03-15 00:00:00.000000000,1457971200000000000,4850.0,4880.0,4762.0,4822.0,278,279,253
2016-03-16 00:00:00.000000000,1458057600000000000,4872.0,4924.0,4786.0,4916.0,200,253,260
2016-03-17 00:00:00.000000000,1458144000000000000,4952.0,4978.0,4842.0,4936.0,233,260,256
2016-03-18 00:00:00.000000000,1458230400000000000,5014.0,5014.0,4870.0,4904.0,243,256,268
2016-03-21 00:00:00.000000000,1458489600000000000,4850.0,4884.0,4748.0,4748.0,292,268,317
2016-03-22 00:00:00.000000000,1458576000000000000,4704.0,4800.0,4704.0,4718.0,280,317,266
2016-03-23 00:00:00.000000000,1458662400000000000,4806.0,4806.0,4606.0,4630.0,243,266,251
2016-03-24 00:00:00.000000000,1458748800000000000,4618.0,4686.0,4548.0,4630.0,460,251,213
2016-03-25 00:00:00.000000000,1458835200000000000,4706.0,4710.0,4608.0,4674.0,133,213,221
2016-03-28 00:00:00.000000000,1459094400000000000,4664.0,4714.0,4478.0,4552.0,1272,221,262
2016-03-29 00:00:00.000000000,1459180800000000000,4586.0,4588.0,4482.0,4528.0,309,262,279
2016-03-30 00:00:00.000000000,1459267200000000000,4524.0,4540.0,4482.0,4482.0,176,279,311
2016-03-31 00:00:00.000000000,1459353600000000000,4450.0,4530.0,4404.0,4510.0,112,311,306
2016-04-01 00:00:00.000000000,1459440000000000000,4530.0,4600.0,4474.0,4520.0,255,306,292
2016-04-05 00:00:00.000000000,1459785600000000000,4554.0,4562.0,4420.0,4472.0,206,292,279
2016-04-06 00:00:00.000000000,1459872000000000000,4510.0,4510.0,4464.0,4510.0,118,279,264
2016-04-07 00:00:00.000000000,1459958400000000000,4506.0,4528.0,4470.0,4498.0,102,264,275
2016-04-08 00:00:00.000000000,1460044800000000000,4490.0,4498.0,4458.0,4496.0,73,275,256
2016-04-11 00:00:00.000000000,1460304000000000000,4578.0,4590.0,4476.0,4480.0,215,256,278
2016-04-12 00:00:00.000000000,1460390400000000000,4510.0,4520.0,4414.0,4502.0,268,278,237
2016-04-13 00:00:00.000000000,1460476800000000000,4504.0,4654.0,4504.0,4546.0,749,237,380
2016-04-14 00:00:00.000000000,1460563200000000000,4526.0,4650.0,4520.0,4552.0,509,380,521
2016-04-15 00:00:00.000000000,1460649600000000000,4562.0,4592.0,4418.0,4418.0,471,521,442
2016-04-18 00:00:00.000000000,1460908800000000000,4388.0,4490.0,4204.0,4310.0,434,442,409
2016-04-19 00:00:00.000000000,1460995200000000000,4374.0,4378.0,4216.0,4232.0,470,409,312
2016-04-20 00:00:00.000000000,1461081600000000000,4288.0,4360.0,4208.0,4358.0,554,312,272
2016-04-21 00:00:00.000000000,1461168000000000000,4388.0,4452.0,4308.0,4404.0,549,272,261
2016-04-22 00:00:00.000000000,1461254400000000000,4366.0,4366.0,4290.0,4296.0,262,261,227
2016-04-25 00:00:00.000000000,1461513600000000000,4288.0,4328.0,4270.0,4288.0,69,227,197
2016-04-26 00:00:00.000000000,1461600000000000000,4224.0,4338.0,4224.0,4336.0,88,197,163
2016-04-27 00:00:00.000000000,1461686400000000000,4310.0,4398.0,4292.0,4310.0,128,163,135
2016-04-28 00:00:00.000000000,1461772800000000000,4184.0,4358.0,4184.0,4200.0,34,135,128
2016-04-29 00:00:00.000000000,1461859200000000000,4424.0,4430.0,4394.0,4406.0,55,128,108
2016-05-03 00:00:00.000000000,1462204800000000000,4352.0,4392.0,4342.0,4352.0,84,108,128
2016-05-04 00:00:00.000000000,1462291200000000000,4366.0,4368.0,4334.0,4346.0,58,128,127
2016-05-05 00:00:00.000000000,1462377600000000000,4348.0,4348.0,4286.0,4328.0,142,127,111
2016-05-06 00:00:00.000000000,1462464000000000000,4258.0,4282.0,4212.0,4224.0,57,111,112
2016-05-09 00:00:00.000000000,1462723200000000000,4220.0,4220.0,4066.0,4066.0,156,112,155
2016-05-10 00:00:00.000000000,1462809600000000000,3984.0,4118.0,3984.0,4118.0,174,155,158
2016-05-11 00:00:00.000000000,1462896000000000000,4152.0,4152.0,3988.0,4068.0,207,158,199
2016-05-12 00:00:00.000000000,1462982400000000000,4026.0,4092.0,4000.0,4014.0,155,199,235
2016-05-13 00:00:00.000000000,1463068800000000000,3996.0,4098.0,3874.0,4080.0,536,235,211
2016-05-16 00:00:00.000000000,1463328000000000000,4080.0,4134.0,4022.0,4092.0,108,211,194
2016-05-17 00:00:00.000000000,1463414400000000000,4032.0,4116.0,4032.0,4084.0,134,194,198
2016-05-18 00:00:00.000000000,1463500800000000000,4116.0,4138.0,4002.0,4020.0,92,198,189
2016-05-19 00:00:00.000000000,1463587200000000000,4026.0,4094.0,4026.0,4088.0,44,189,187
2016-05-20 00:00:00.000000000,1463673600000000000,4106.0,4106.0,3934.0,3952.0,749,187,384
2016-05-23 00:00:00.000000000,1463932800000000000,3862.0,3974.0,3862.0,3934.0,285,384,351
2016-05-24 00:00:00.000000000,1464019200000000000,3964.0,3984.0,3890.0,3956.0,139,351,374
2016-05-25 00:00:00.000000000,1464105600000000000,3990.0,4022.0,3946.0,3958.0,201,374,433
2016-05-26 00:00:00.000000000,1464192000000000000,3970.0,3990.0,3960.0,3966.0,58,433,428
2016-05-27 00:00:00.000000000,1464278400000000000,3950.0,3998.0,3950.0,3970.0,102,428,411
2016-05-30 00:00:00.000000000,1464537600000000000,3872.0,4000.0,3872.0,3976.0,65,411,408
2016-05-31 00:00:00.000000000,1464624000000000000,3958.0,4006.0,3948.0,3966.0,107,408,421
2016-06-01 00:00:00.000000000,1464710400000000000,3904.0,3988.0,3904.0,3952.0,26,421,425
2016-06-02 00:00:00.000000000,1464796800000000000,3994.0,4122.0,3976.0,4122.0,243,425,406
2016-06-03 00:00:00.000000000,1464883200000000000,4142.0,4270.0,4142.0,4176.0,320,406,349
2016-06-06 00:00:00.000000000,1465142400000000000,4208.0,4214.0,4120.0,4130.0,160,349,321
2016-06-07 00:00:00.000000000,1465228800000000000,4216.0,4216.0,4132.0,4154.0,99,321,336
2016-06-08 00:00:00.000000000,1465315200000000000,4162.0,4184.0,4116.0,4174.0,38,336,341
2016-06-13 00:00:00.000000000,1465747200000000000,4150.0,4198.0,4120.0,4156.0,143,341,336
2016-06-14 00:00:00.000000000,1465833600000000000,4066.0,4144.0,4066.0,4130.0,108,336,368
2016-06-15 00:00:00.000000000,1465920000000000000,4146.0,4148.0,4088.0,4132.0,21,368,372
2016-06-16 00:00:00.000000000,1466006400000000000,4132.0,4140.0,4096.0,4116.0,31,372,370
2016-06-17 00:00:00.000000000,1466092800000000000,4180.0,4180.0,4110.0,4116.0,20,370,372
2016-06-20 00:00:00.000000000,1466352000000000000,4136.0,4178.0,4128.0,4128.0,46,372,368
2016-06-21 00:00:00.000000000,1466438400000000000,4108.0,4150.0,4098.0,4108.0,65,368,368
2016-06-22 00:00:00.000000000,1466524800000000000,4118.0,4138.0,4116.0,4124.0,31,368,366
2016-06-23 00:00:00.000000000,1466611200000000000,4100.0,4120.0,4100.0,4104.0,37,366,370
2016-06-24 00:00:00.000000000,1466697600000000000,4080.0,4100.0,4006.0,4016.0,208,370,433
2016-06-27 00:00:00.000000000,1466956800000000000,4016.0,4136.0,3958.0,4114.0,326,433,387
2016-06-28 00:00:00.000000000,1467043200000000000,4136.0,4228.0,4076.0,4176.0,216,387,321
2016-06-29 00:00:00.000000000,1467129600000000000,4182.0,4200.0,4110.0,4128.0,133,321,315
2016-06-30 00:00:00.000000000,1467216000000000000,4120.0,4164.0,4118.0,4152.0,183,315,305
2016-07-01 00:00:00.000000000,1467302400000000000,4178.0,4178.0,4136.0,4166.0,184,305,274
2016-07-04 00:00:00.000000000,1467561600000000000,4244.0,4330.0,4200.0,4330.0,543,274,322
2016-07-05 00:00:00.000000000,1467648000000000000,4330.0,4330.0,4072.0,4150.0,349,322,288
2016-07-06 00:00:00.000000000,1467734400000000000,4040.0,4108.0,4020.0,4078.0,333,288,308
2016-07-07 00:00:00.000000000,1467820800000000000,4078.0,4118.0,4058.0,4078.0,149,308,291
2016-07-08 00:00:00.000000000,1467907200000000000,4042.0,4122.0,4022.0,4098.0,97,291,263
2016-07-11 00:00:00.000000000,1468166400000000000,4134.0,4160.0,4134.0,4160.0,5,263,2005
2016-07-12 00:00:00.000000000,1468252800000000000,4434.0,4436.0,4274.0,4332.0,18,2005,2006
2016-07-13 00:00:00.000000000,1468339200000000000,4448.0,4474.0,4252.0,4252.0,12,2006,2004
2016-07-14 00:00:00.000000000,1468425600000000000,4212.0,4328.0,4212.0,4328.0,3,2004,2005
2016-07-15 00:00:00.000000000,1468512000000000000,4328.0,4418.0,4132.0,4310.0,10,2005,2006
2016-07-18 00:00:00.000000000,1468771200000000000,4210.0,4210.0,4210.0,4210.0,2,2006,2004
2016-07-19 00:00:00.000000000,1468857600000000000,4210.0,4210.0,4210.0,4210.0,1,2004,2004
2016-07-20 00:00:00.000000000,1468944000000000000,4210.0,4210.0,4210.0,4210.0,0,2004,2004
2016-07-21 00:00:00.000000000,1469030400000000000,4102.0,4102.0,4102.0,4102.0,1,2004,2003
2016-07-22 00:00:00.000000000,1469116800000000000,4102.0,4102.0,4102.0,4102.0,0,2003,2003
2016-07-25 00:00:00.000000000,1469376000000000000,4102.0,4102.0,4102.0,4102.0,0,2003,2003
2016-07-26 00:00:00.000000000,1469462400000000000,4102.0,4102.0,4102.0,4102.0,0,2003,2003
2016-07-27 00:00:00.000000000,1469548800000000000,4234.0,4234.0,4234.0,4234.0,1,2003,2003
2016-07-28 00:00:00.000000000,1469635200000000000,4234.0,4234.0,4234.0,4234.0,0,2003,2003
2016-07-29 00:00:00.000000000,1469721600000000000,4234.0,4234.0,4234.0,4234.0,0,2003,2003
2016-08-01 00:00:00.000000000,1469980800000000000,4234.0,4234.0,4234.0,4234.0,0,2003,2003
2016-08-02 00:00:00.000000000,1470067200000000000,4234.0,4234.0,4234.0,4234.0,0,2003,2003
2016-08-03 00:00:00.000000000,1470153600000000000,4234.0,4234.0,4234.0,4234.0,0,2003,2003
2016-08-04 00:00:00.000000000,1470240000000000000,4234.0,4234.0,4234.0,4234.0,0,2003,2003
2016-08-05 00:00:00.000000000,1470326400000000000,4234.0,4234.0,4234.0,4234.0,0,2003,2003
2016-08-08 00:00:00.000000000,1470585600000000000,4234.0,4234.0,4234.0,4234.0,0,2003,2003
2016-08-09 00:00:00.000000000,1470672000000000000,4234.0,4234.0,4234.0,4234.0,0,2003,2003
2016-08-10 00:00:00.000000000,1470758400000000000,4110.0,4110.0,4110.0,4110.0,100,2003,1903
2016-08-11 00:00:00.000000000,1470844800000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-12 00:00:00.000000000,1470931200000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-15 00:00:00.000000000,1471190400000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-16 00:00:00.000000000,1471276800000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-17 00:00:00.000000000,1471363200000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-18 00:00:00.000000000,1471449600000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-19 00:00:00.000000000,1471536000000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-22 00:00:00.000000000,1471795200000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-23 00:00:00.000000000,1471881600000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-24 00:00:00.000000000,1471968000000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-25 00:00:00.000000000,1472054400000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-26 00:00:00.000000000,1472140800000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-29 00:00:00.000000000,1472400000000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-30 00:00:00.000000000,1472486400000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-08-31 00:00:00.000000000,1472572800000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-09-01 00:00:00.000000000,1472659200000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-09-02 00:00:00.000000000,1472745600000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-09-05 00:00:00.000000000,1473004800000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-09-06 00:00:00.000000000,1473091200000000000,4110.0,4110.0,4110.0,4110.0,0,1903,1903
2016-09-07 00:00:00.000000000,1473177600000000000,4440.0,4440.0,4440.0,4440.0,1,1903,1903
2016-09-08 00:00:00.000000000,1473264000000000000,4310.0,4358.0,4310.0,4358.0,3,1903,1902
2016-09-09 00:00:00.000000000,1473350400000000000,4358.0,4358.0,4358.0,4358.0,0,1902,1902
2016-09-12 00:00:00.000000000,1473609600000000000,4358.0,4358.0,4358.0,4358.0,0,1902,1902
2016-09-13 00:00:00.000000000,1473696000000000000,4310.0,4310.0,4310.0,4310.0,1,1902,1902
2016-09-14 00:00:00.000000000,1473782400000000000,4310.0,4310.0,4310.0,4310.0,0,1902,1902
2016-09-19 00:00:00.000000000,1474214400000000000,4310.0,4310.0,4310.0,4310.0,0,1902,1902
2016-09-20 00:00:00.000000000,1474300800000000000,4310.0,4310.0,4310.0,4310.0,0,1902,1902
2016-09-21 00:00:00.000000000,1474387200000000000,4310.0,4310.0,4310.0,4310.0,0,1902,1902
2016-09-22 00:00:00.000000000,1474473600000000000,4310.0,4310.0,4310.0,4310.0,0,1902,1902
2016-09-23 00:00:00.000000000,1474560000000000000,4310.0,4310.0,4310.0,4310.0,0,1902,1902
2016-09-26 00:00:00.000000000,1474819200000000000,4310.0,4310.0,4310.0,4310.0,0,1902,1902
2016-09-27 00:00:00.000000000,1474905600000000000,4310.0,4310.0,4310.0,4310.0,0,1902,1902
2016-09-28 00:00:00.000000000,1474992000000000000,4580.0,4816.0,4580.0,4816.0,1904,1902,2
2016-09-29 00:00:00.000000000,1475078400000000000,4816.0,4816.0,4816.0,4816.0,0,2,2
2016-09-30 00:00:00.000000000,1475164800000000000,4816.0,4816.0,4816.0,4816.0,0,2,2
2016-10-10 00:00:00.000000000,1476028800000000000,4816.0,4816.0,4816.0,4816.0,0,2,2
2016-10-11 00:00:00.000000000,1476115200000000000,4816.0,4816.0,4816.0,4816.0,0,2,2
2016-10-12 00:00:00.000000000,1476201600000000000,4816.0,4816.0,4816.0,4816.0,0,2,2
2016-10-13 00:00:00.000000000,1476288000000000000,4816.0,4816.0,4816.0,4816.0,0,2,2
2016-10-14 00:00:00.000000000,1476374400000000000,5156.0,5156.0,5156.0,5156.0,3,2,4
2016-10-17 00:00:00.000000000,1476633600000000000,5156.0,5156.0,5156.0,5156.0,0,4,4
2016-10-18 00:00:00.000000000,1476720000000000000,5156.0,5156.0,5156.0,5156.0,0,4,4
2016-10-19 00:00:00.000000000,1476806400000000000,5156.0,5156.0,5156.0,5156.0,0,4,4
2016-10-20 00:00:00.000000000,1476892800000000000,5156.0,5156.0,5156.0,5156.0,0,4,4
2016-10-21 00:00:00.000000000,1476979200000000000,5156.0,5156.0,5156.0,5156.0,0,4,4
2016-10-24 00:00:00.000000000,1477238400000000000,5156.0,5156.0,5156.0,5156.0,0,4,4
2016-10-25 00:00:00.000000000,1477324800000000000,5156.0,5156.0,5156.0,5156.0,0,4,4
2016-10-26 00:00:00.000000000,1477411200000000000,5156.0,5156.0,5156.0,5156.0,0,4,4
2016-10-27 00:00:00.000000000,1477497600000000000,4800.0,5172.0,4800.0,5098.0,3,4,4
2016-10-28 00:00:00.000000000,1477584000000000000,5200.0,5200.0,5200.0,5200.0,1,4,4
2016-10-31 00:00:00.000000000,1477843200000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-01 00:00:00.000000000,1477929600000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-02 00:00:00.000000000,1478016000000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-03 00:00:00.000000000,1478102400000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-04 00:00:00.000000000,1478188800000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-07 00:00:00.000000000,1478448000000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-08 00:00:00.000000000,1478534400000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-09 00:00:00.000000000,1478620800000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-10 00:00:00.000000000,1478707200000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-11 00:00:00.000000000,1478793600000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-14 00:00:00.000000000,1479052800000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-15 00:00:00.000000000,1479139200000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-16 00:00:00.000000000,1479225600000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-17 00:00:00.000000000,1479312000000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-18 00:00:00.000000000,1479398400000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-21 00:00:00.000000000,1479657600000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-22 00:00:00.000000000,1479744000000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-23 00:00:00.000000000,1479830400000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-24 00:00:00.000000000,1479916800000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-25 00:00:00.000000000,1480003200000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-28 00:00:00.000000000,1480262400000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-29 00:00:00.000000000,1480348800000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-11-30 00:00:00.000000000,1480435200000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-01 00:00:00.000000000,1480521600000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-02 00:00:00.000000000,1480608000000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-05 00:00:00.000000000,1480867200000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-06 00:00:00.000000000,1480953600000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-07 00:00:00.000000000,1481040000000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-08 00:00:00.000000000,1481126400000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-09 00:00:00.000000000,1481212800000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-12 00:00:00.000000000,1481472000000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-13 00:00:00.000000000,1481558400000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-14 00:00:00.000000000,1481644800000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-15 00:00:00.000000000,1481731200000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-16 00:00:00.000000000,1481817600000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-19 00:00:00.000000000,1482076800000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-20 00:00:00.000000000,1482163200000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-21 00:00:00.000000000,1482249600000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-22 00:00:00.000000000,1482336000000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-23 00:00:00.000000000,1482422400000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-26 00:00:00.000000000,1482681600000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-27 00:00:00.000000000,1482768000000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-28 00:00:00.000000000,1482854400000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-29 00:00:00.000000000,1482940800000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2016-12-30 00:00:00.000000000,1483027200000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2017-01-03 00:00:00.000000000,1483372800000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2017-01-04 00:00:00.000000000,1483459200000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2017-01-05 00:00:00.000000000,1483545600000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2017-01-06 00:00:00.000000000,1483632000000000000,5200.0,5200.0,5200.0,5200.0,0,4,4
2017-01-09 00:00:00.000000000,1483891200000000000,4818.0,4948.0,4818.0,4948.0,5,4,5
2017-01-10 00:00:00.000000000,1483977600000000000,4950.0,4950.0,4950.0,4950.0,1,5,4
2017-01-11 00:00:00.000000000,1484064000000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-01-12 00:00:00.000000000,1484150400000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-01-13 00:00:00.000000000,1484236800000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-01-16 00:00:00.000000000,1484496000000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-01-17 00:00:00.000000000,1484582400000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-01-18 00:00:00.000000000,1484668800000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-01-19 00:00:00.000000000,1484755200000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-01-20 00:00:00.000000000,1484841600000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-01-23 00:00:00.000000000,1485100800000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-01-24 00:00:00.000000000,1485187200000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-01-25 00:00:00.000000000,1485273600000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-01-26 00:00:00.000000000,1485360000000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-02-03 00:00:00.000000000,1486051200000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-02-06 00:00:00.000000000,1486310400000000000,4950.0,4950.0,4950.0,4950.0,0,4,4
2017-02-07 00:00:00.000000000,1486396800000000000,5020.0,5020.0,5016.0,5016.0,2,4,6
2017-02-08 00:00:00.000000000,1486483200000000000,5016.0,5016.0,5016.0,5016.0,0,6,6
2017-02-09 00:00:00.000000000,1486569600000000000,4898.0,5000.0,4874.0,4920.0,8,6,5
2017-02-10 00:00:00.000000000,1486656000000000000,4970.0,4970.0,4970.0,4970.0,1,5,4
