datetime,datetime_nano,KQ.m@CZCE.CY.open,KQ.m@CZCE.CY.high,KQ.m@CZCE.CY.low,KQ.m@CZCE.CY.close,KQ.m@CZCE.CY.volume,KQ.m@CZCE.CY.open_oi,KQ.m@CZCE.CY.close_oi
2017-10-27 00:00:00.000000000,1509033600000000000,22855.0,22940.0,22840.0,22855.0,114,737,745
2017-10-30 00:00:00.000000000,1509292800000000000,22835.0,22980.0,22825.0,22885.0,131,745,710
2017-10-31 00:00:00.000000000,1509379200000000000,22880.0,22950.0,22860.0,22950.0,137,710,700
2017-11-01 00:00:00.000000000,1509465600000000000,22910.0,23045.0,22880.0,22975.0,213,700,674
2017-11-02 00:00:00.000000000,1509552000000000000,23000.0,23030.0,22890.0,23015.0,151,674,654
2017-11-03 00:00:00.000000000,1509638400000000000,23025.0,23080.0,22970.0,23060.0,225,654,597
2017-11-06 00:00:00.000000000,1509897600000000000,23030.0,23100.0,23025.0,23095.0,161,597,592
2017-11-07 00:00:00.000000000,1509984000000000000,23045.0,23160.0,23045.0,23120.0,215,592,552
2017-11-08 00:00:00.000000000,1510070400000000000,23075.0,23165.0,23040.0,23060.0,131,552,533
2017-11-09 00:00:00.000000000,1510156800000000000,23070.0,23080.0,23005.0,23055.0,68,533,525
2017-11-10 00:00:00.000000000,1510243200000000000,23040.0,23095.0,23035.0,23055.0,43,525,514
2017-11-13 00:00:00.000000000,1510502400000000000,23145.0,23270.0,22905.0,23140.0,145,514,509
2017-11-14 00:00:00.000000000,1510588800000000000,23100.0,23160.0,23075.0,23100.0,96,509,473
2017-11-15 00:00:00.000000000,1510675200000000000,23035.0,23080.0,22970.0,23000.0,97,473,439
2017-11-16 00:00:00.000000000,1510761600000000000,22990.0,23060.0,22965.0,23040.0,80,439,421
2017-11-17 00:00:00.000000000,1510848000000000000,23025.0,23050.0,23005.0,23005.0,45,421,411
2017-11-20 00:00:00.000000000,1511107200000000000,22975.0,23035.0,22925.0,22965.0,77,411,408
2017-11-21 00:00:00.000000000,1511193600000000000,22935.0,22965.0,22905.0,22905.0,68,408,381
2017-11-22 00:00:00.000000000,1511280000000000000,22905.0,22980.0,22880.0,22880.0,65,381,385
2017-11-23 00:00:00.000000000,1511366400000000000,22920.0,23000.0,22880.0,22915.0,108,385,364
2017-11-24 00:00:00.000000000,1511452800000000000,22905.0,22985.0,22840.0,22930.0,38,364,353
2017-11-27 00:00:00.000000000,1511712000000000000,22925.0,23015.0,22910.0,22980.0,52,353,337
2017-11-28 00:00:00.000000000,1511798400000000000,23080.0,23185.0,22920.0,23175.0,260,337,280
2017-11-29 00:00:00.000000000,1511884800000000000,23160.0,23240.0,23085.0,23100.0,113,280,237
2017-11-30 00:00:00.000000000,1511971200000000000,23230.0,23255.0,23100.0,23215.0,83,237,237
2017-12-01 00:00:00.000000000,1512057600000000000,23630.0,24660.0,23005.0,23575.0,341,237,35
2017-12-04 00:00:00.000000000,1512316800000000000,23390.0,23750.0,23390.0,23715.0,42,35,37
2017-12-05 00:00:00.000000000,1512403200000000000,23520.0,23710.0,23435.0,23570.0,53,37,42
2017-12-06 00:00:00.000000000,1512489600000000000,23540.0,23680.0,23410.0,23530.0,11,42,42
2017-12-07 00:00:00.000000000,1512576000000000000,23485.0,23500.0,23485.0,23485.0,9,42,40
2017-12-08 00:00:00.000000000,1512662400000000000,23350.0,23520.0,23350.0,23470.0,22,40,34
2017-12-11 00:00:00.000000000,1512921600000000000,23450.0,23450.0,23450.0,23450.0,2,34,34
2017-12-12 00:00:00.000000000,1513008000000000000,23450.0,23450.0,23450.0,23450.0,0,34,34
2017-12-13 00:00:00.000000000,1513094400000000000,23495.0,23500.0,23495.0,23500.0,5,34,34
2017-12-14 00:00:00.000000000,1513180800000000000,23420.0,23480.0,23120.0,23480.0,5,34,36
2017-12-15 00:00:00.000000000,1513267200000000000,23480.0,23480.0,23480.0,23480.0,0,36,36
2017-12-18 00:00:00.000000000,1513526400000000000,23355.0,23450.0,23355.0,23450.0,2,36,35
2017-12-19 00:00:00.000000000,1513612800000000000,23450.0,23450.0,23450.0,23450.0,0,35,35
2017-12-20 00:00:00.000000000,1513699200000000000,23450.0,23450.0,23450.0,23450.0,0,35,35
2017-12-21 00:00:00.000000000,1513785600000000000,23450.0,23450.0,23450.0,23450.0,0,35,35
2017-12-22 00:00:00.000000000,1513872000000000000,23235.0,23235.0,23230.0,23230.0,2,35,34
2017-12-25 00:00:00.000000000,1514131200000000000,23230.0,23230.0,23230.0,23230.0,0,34,34
2017-12-26 00:00:00.000000000,1514217600000000000,22995.0,22995.0,22995.0,22995.0,2,34,34
2017-12-27 00:00:00.000000000,1514304000000000000,22995.0,22995.0,22995.0,22995.0,0,34,34
2017-12-28 00:00:00.000000000,1514390400000000000,23235.0,23235.0,23235.0,23235.0,1,34,33
2017-12-29 00:00:00.000000000,1514476800000000000,23235.0,23235.0,23235.0,23235.0,3,33,30
2018-01-02 00:00:00.000000000,1514822400000000000,23235.0,23235.0,23235.0,23235.0,0,30,30
2018-01-03 00:00:00.000000000,1514908800000000000,23305.0,23305.0,23305.0,23305.0,2,30,30
2018-01-04 00:00:00.000000000,1514995200000000000,23305.0,23305.0,23305.0,23305.0,0,30,30
2018-01-05 00:00:00.000000000,1515081600000000000,23305.0,23305.0,23305.0,23305.0,0,30,30
2018-01-08 00:00:00.000000000,1515340800000000000,23305.0,23305.0,23305.0,23305.0,0,30,30
2018-01-09 00:00:00.000000000,1515427200000000000,23125.0,23480.0,23125.0,23450.0,9,30,30
2018-01-10 00:00:00.000000000,1515513600000000000,23220.0,23220.0,23220.0,23220.0,2,30,29
2018-01-11 00:00:00.000000000,1515600000000000000,23220.0,23220.0,23220.0,23220.0,0,29,29
2018-01-12 00:00:00.000000000,1515686400000000000,23125.0,23495.0,23095.0,23495.0,6,29,26
2018-01-15 00:00:00.000000000,1515945600000000000,23495.0,23495.0,23495.0,23495.0,0,26,26
2018-01-16 00:00:00.000000000,1516032000000000000,23495.0,23495.0,23495.0,23495.0,0,26,26
2018-01-17 00:00:00.000000000,1516118400000000000,23015.0,23015.0,22900.0,23015.0,16,26,16
2018-01-18 00:00:00.000000000,1516204800000000000,23015.0,23015.0,23015.0,23015.0,0,16,16
2018-01-19 00:00:00.000000000,1516291200000000000,23015.0,23015.0,23015.0,23015.0,0,16,16
2018-01-22 00:00:00.000000000,1516550400000000000,23015.0,23015.0,23015.0,23015.0,0,16,16
2018-01-23 00:00:00.000000000,1516636800000000000,23015.0,23015.0,23015.0,23015.0,0,16,16
2018-01-24 00:00:00.000000000,1516723200000000000,23000.0,23000.0,23000.0,23000.0,1,16,17
2018-01-25 00:00:00.000000000,1516809600000000000,23000.0,23000.0,23000.0,23000.0,0,17,17
2018-01-26 00:00:00.000000000,1516896000000000000,23250.0,23250.0,23250.0,23250.0,1,17,17
2018-01-29 00:00:00.000000000,1517155200000000000,23250.0,23250.0,23250.0,23250.0,0,17,17
2018-01-30 00:00:00.000000000,1517241600000000000,23005.0,23235.0,22915.0,23235.0,6,17,16
2018-01-31 00:00:00.000000000,1517328000000000000,22955.0,22955.0,22265.0,22955.0,3,16,17
2018-02-01 00:00:00.000000000,1517414400000000000,23120.0,23120.0,23120.0,23120.0,1,17,17
2018-02-02 00:00:00.000000000,1517500800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-02-05 00:00:00.000000000,1517760000000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-02-06 00:00:00.000000000,1517846400000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-02-07 00:00:00.000000000,1517932800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-02-08 00:00:00.000000000,1518019200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-02-09 00:00:00.000000000,1518105600000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-02-12 00:00:00.000000000,1518364800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-02-13 00:00:00.000000000,1518451200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-02-14 00:00:00.000000000,1518537600000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-02-22 00:00:00.000000000,1519228800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-02-23 00:00:00.000000000,1519315200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-02-26 00:00:00.000000000,1519574400000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-02-27 00:00:00.000000000,1519660800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-02-28 00:00:00.000000000,1519747200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-01 00:00:00.000000000,1519833600000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-02 00:00:00.000000000,1519920000000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-05 00:00:00.000000000,1520179200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-06 00:00:00.000000000,1520265600000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-07 00:00:00.000000000,1520352000000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-08 00:00:00.000000000,1520438400000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-09 00:00:00.000000000,1520524800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-12 00:00:00.000000000,1520784000000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-13 00:00:00.000000000,1520870400000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-14 00:00:00.000000000,1520956800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-15 00:00:00.000000000,1521043200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-16 00:00:00.000000000,1521129600000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-19 00:00:00.000000000,1521388800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-20 00:00:00.000000000,1521475200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-21 00:00:00.000000000,1521561600000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-22 00:00:00.000000000,1521648000000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-23 00:00:00.000000000,1521734400000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-26 00:00:00.000000000,1521993600000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-27 00:00:00.000000000,1522080000000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-28 00:00:00.000000000,1522166400000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-29 00:00:00.000000000,1522252800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-03-30 00:00:00.000000000,1522339200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-02 00:00:00.000000000,1522598400000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-03 00:00:00.000000000,1522684800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-04 00:00:00.000000000,1522771200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-09 00:00:00.000000000,1523203200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-10 00:00:00.000000000,1523289600000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-11 00:00:00.000000000,1523376000000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-12 00:00:00.000000000,1523462400000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-13 00:00:00.000000000,1523548800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-16 00:00:00.000000000,1523808000000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-17 00:00:00.000000000,1523894400000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-18 00:00:00.000000000,1523980800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-19 00:00:00.000000000,1524067200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-20 00:00:00.000000000,1524153600000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-23 00:00:00.000000000,1524412800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-24 00:00:00.000000000,1524499200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-25 00:00:00.000000000,1524585600000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-26 00:00:00.000000000,1524672000000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-04-27 00:00:00.000000000,1524758400000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-05-02 00:00:00.000000000,1525190400000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-05-03 00:00:00.000000000,1525276800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-05-04 00:00:00.000000000,1525363200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-05-07 00:00:00.000000000,1525622400000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-05-08 00:00:00.000000000,1525708800000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-05-09 00:00:00.000000000,1525795200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-05-10 00:00:00.000000000,1525881600000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-05-11 00:00:00.000000000,1525968000000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-05-14 00:00:00.000000000,1526227200000000000,23120.0,23120.0,23120.0,23120.0,0,17,17
2018-05-15 00:00:00.000000000,1526313600000000000,23420.0,23770.0,22770.0,23400.0,8,17,2
2018-05-16 00:00:00.000000000,1526400000000000000,23795.0,24255.0,23365.0,24255.0,13,2,5
2018-05-17 00:00:00.000000000,1526486400000000000,24895.0,24900.0,24070.0,24710.0,314,5,34
2018-05-18 00:00:00.000000000,1526572800000000000,24615.0,25580.0,24615.0,25560.0,581,34,146
2018-05-21 00:00:00.000000000,1526832000000000000,25600.0,26405.0,25600.0,26405.0,2582,146,687
2018-05-22 00:00:00.000000000,1526918400000000000,26775.0,27985.0,26750.0,27320.0,13292,687,1464
2018-05-23 00:00:00.000000000,1527004800000000000,27400.0,28475.0,26610.0,27230.0,64467,1464,4726
2018-05-24 00:00:00.000000000,1527091200000000000,27390.0,27645.0,26405.0,26440.0,87578,4726,7500
2018-05-25 00:00:00.000000000,1527177600000000000,26450.0,26605.0,25760.0,26275.0,98007,7500,7150
2018-05-28 00:00:00.000000000,1527436800000000000,26280.0,26435.0,26000.0,26180.0,68573,7150,7362
2018-05-29 00:00:00.000000000,1527523200000000000,26230.0,27275.0,26075.0,27275.0,57729,7362,9413
2018-05-30 00:00:00.000000000,1527609600000000000,27530.0,27765.0,26660.0,26760.0,102335,9413,7031
2018-05-31 00:00:00.000000000,1527696000000000000,26570.0,27065.0,26400.0,26520.0,63027,7031,5930
2018-06-01 00:00:00.000000000,1527782400000000000,26550.0,27060.0,26500.0,26910.0,75488,5930,6585
2018-06-04 00:00:00.000000000,1528041600000000000,26980.0,27375.0,26595.0,26650.0,66856,6585,6696
2018-06-05 00:00:00.000000000,1528128000000000000,26690.0,26715.0,25860.0,25860.0,62140,6696,7768
2018-06-06 00:00:00.000000000,1528214400000000000,25830.0,26125.0,25665.0,25875.0,47976,7768,5066
2018-06-07 00:00:00.000000000,1528300800000000000,25940.0,26120.0,25780.0,25970.0,33391,5066,5245
2018-06-08 00:00:00.000000000,1528387200000000000,25945.0,26050.0,25675.0,25820.0,27444,5245,4519
2018-06-11 00:00:00.000000000,1528646400000000000,25765.0,26190.0,25570.0,26015.0,31233,4519,4446
2018-06-12 00:00:00.000000000,1528732800000000000,26015.0,26080.0,25755.0,25945.0,23427,4446,4255
2018-06-13 00:00:00.000000000,1528819200000000000,26010.0,26865.0,25915.0,26665.0,38232,4255,5091
2018-06-14 00:00:00.000000000,1528905600000000000,26540.0,26720.0,25860.0,25870.0,35777,5091,4682
2018-06-15 00:00:00.000000000,1528992000000000000,25910.0,26130.0,25710.0,25820.0,27056,4682,3968
2018-06-19 00:00:00.000000000,1529337600000000000,25770.0,26255.0,24845.0,24845.0,24866,3968,3375
2018-06-20 00:00:00.000000000,1529424000000000000,24745.0,25140.0,24720.0,24985.0,20222,3375,2915
2018-06-21 00:00:00.000000000,1529510400000000000,24920.0,25275.0,24770.0,24970.0,20353,2915,2857
2018-06-22 00:00:00.000000000,1529596800000000000,25015.0,25155.0,24920.0,25015.0,12948,2857,2596
2018-06-25 00:00:00.000000000,1529856000000000000,25020.0,25315.0,25000.0,25065.0,11705,2596,2495
2018-06-26 00:00:00.000000000,1529942400000000000,25025.0,25115.0,24825.0,24975.0,6227,2495,2563
2018-06-27 00:00:00.000000000,1530028800000000000,25010.0,25065.0,24805.0,24945.0,5849,2563,2499
2018-06-28 00:00:00.000000000,1530115200000000000,24990.0,25375.0,24685.0,24875.0,8191,2499,2483
2018-06-29 00:00:00.000000000,1530201600000000000,24850.0,25045.0,24795.0,24880.0,4115,2483,2448
2018-07-02 00:00:00.000000000,1530460800000000000,24880.0,25095.0,24830.0,24850.0,4037,2448,2352
2018-07-03 00:00:00.000000000,1530547200000000000,24880.0,24915.0,24635.0,24825.0,4556,2352,2391
2018-07-04 00:00:00.000000000,1530633600000000000,24890.0,24895.0,24575.0,24610.0,2302,2391,2340
2018-07-05 00:00:00.000000000,1530720000000000000,24560.0,24635.0,24230.0,24375.0,4924,2340,2126
2018-07-06 00:00:00.000000000,1530806400000000000,24360.0,24605.0,24240.0,24455.0,3820,2126,2169
2018-07-09 00:00:00.000000000,1531065600000000000,24460.0,24765.0,24395.0,24705.0,3110,2169,2143
2018-07-10 00:00:00.000000000,1531152000000000000,24745.0,24940.0,24655.0,24685.0,2970,2143,2157
2018-07-11 00:00:00.000000000,1531238400000000000,24730.0,24835.0,24500.0,24680.0,2729,2157,1990
2018-07-12 00:00:00.000000000,1531324800000000000,24710.0,25055.0,24680.0,25010.0,3202,1990,2091
2018-07-13 00:00:00.000000000,1531411200000000000,24980.0,25300.0,24910.0,24995.0,3980,2091,1894
2018-07-16 00:00:00.000000000,1531670400000000000,25020.0,25185.0,24930.0,25075.0,2164,1894,1991
2018-07-17 00:00:00.000000000,1531756800000000000,25145.0,25145.0,24695.0,24880.0,2342,1991,1707
2018-07-18 00:00:00.000000000,1531843200000000000,24900.0,24965.0,24835.0,24885.0,1078,1707,1622
2018-07-19 00:00:00.000000000,1531929600000000000,24880.0,25090.0,24835.0,25040.0,2126,1622,1638
2018-07-20 00:00:00.000000000,1532016000000000000,24935.0,25055.0,24900.0,24955.0,1599,1638,1666
2018-07-23 00:00:00.000000000,1532275200000000000,24930.0,24955.0,24700.0,24815.0,1501,1666,1611
2018-07-24 00:00:00.000000000,1532361600000000000,24750.0,24940.0,24745.0,24900.0,1272,1611,1576
2018-07-25 00:00:00.000000000,1532448000000000000,24895.0,25200.0,24890.0,25075.0,2240,1576,1408
2018-07-26 00:00:00.000000000,1532534400000000000,25045.0,25175.0,24995.0,25040.0,1286,1408,1427
2018-07-27 00:00:00.000000000,1532620800000000000,24970.0,25190.0,24960.0,25035.0,1576,1427,1535
2018-07-30 00:00:00.000000000,1532880000000000000,25030.0,25085.0,24920.0,25070.0,1125,1535,1556
2018-07-31 00:00:00.000000000,1532966400000000000,25095.0,25740.0,25095.0,25600.0,4761,1556,1804
2018-08-01 00:00:00.000000000,1533052800000000000,25505.0,25625.0,25360.0,25450.0,3089,1804,1838
2018-08-02 00:00:00.000000000,1533139200000000000,25480.0,25590.0,25175.0,25305.0,2805,1838,1533
2018-08-03 00:00:00.000000000,1533225600000000000,25300.0,25700.0,25290.0,25535.0,3376,1533,1845
2018-08-06 00:00:00.000000000,1533484800000000000,25545.0,25725.0,25180.0,25610.0,3358,1845,1651
2018-08-07 00:00:00.000000000,1533571200000000000,25660.0,26075.0,25605.0,25775.0,3606,1651,1374
2018-08-08 00:00:00.000000000,1533657600000000000,25770.0,25930.0,25665.0,25745.0,1891,1374,1317
2018-08-09 00:00:00.000000000,1533744000000000000,25695.0,26075.0,25695.0,25750.0,2792,1317,1180
2018-08-10 00:00:00.000000000,1533830400000000000,25790.0,25930.0,25745.0,25850.0,1969,1180,1214
2018-08-13 00:00:00.000000000,1534089600000000000,25855.0,26060.0,25335.0,25535.0,2333,1214,1076
2018-08-14 00:00:00.000000000,1534176000000000000,25495.0,25575.0,25345.0,25405.0,1474,1076,1054
2018-08-15 00:00:00.000000000,1534262400000000000,25440.0,25550.0,25170.0,25235.0,1733,1054,1006
2018-08-16 00:00:00.000000000,1534348800000000000,25175.0,25285.0,24725.0,25225.0,2310,1006,932
2018-08-17 00:00:00.000000000,1534435200000000000,25215.0,25325.0,24950.0,24950.0,1554,932,841
2018-08-20 00:00:00.000000000,1534694400000000000,24955.0,25400.0,24955.0,25335.0,1283,841,916
2018-08-21 00:00:00.000000000,1534780800000000000,25340.0,25495.0,25225.0,25490.0,1238,916,833
2018-08-22 00:00:00.000000000,1534867200000000000,25505.0,25720.0,25415.0,25470.0,1636,833,933
2018-08-23 00:00:00.000000000,1534953600000000000,25475.0,25520.0,25220.0,25220.0,1119,933,891
2018-08-24 00:00:00.000000000,1535040000000000000,25240.0,25650.0,25195.0,25650.0,1166,891,900
2018-08-27 00:00:00.000000000,1535299200000000000,25655.0,26445.0,25655.0,26445.0,10518,900,2125
2018-08-28 00:00:00.000000000,1535385600000000000,26785.0,27420.0,26515.0,26600.0,38359,2125,2252
2018-08-29 00:00:00.000000000,1535472000000000000,26660.0,27195.0,26590.0,26700.0,24417,2252,2658
2018-08-30 00:00:00.000000000,1535558400000000000,26700.0,27040.0,26630.0,26830.0,12869,2658,2533
2018-08-31 00:00:00.000000000,1535644800000000000,26850.0,26865.0,26065.0,26360.0,13978,2533,1547
2018-09-03 00:00:00.000000000,1535904000000000000,26365.0,27390.0,26255.0,27390.0,17447,1547,3619
2018-09-04 00:00:00.000000000,1535990400000000000,27560.0,27645.0,26675.0,26720.0,25291,3619,3621
2018-09-05 00:00:00.000000000,1536076800000000000,26730.0,26975.0,26605.0,26705.0,10867,3621,3414
2018-09-06 00:00:00.000000000,1536163200000000000,26710.0,26965.0,26660.0,26820.0,10427,3414,3315
2018-09-07 00:00:00.000000000,1536249600000000000,26845.0,26875.0,26360.0,26475.0,8618,3315,2456
2018-09-10 00:00:00.000000000,1536508800000000000,26510.0,26785.0,26260.0,26720.0,7001,2456,2329
2018-09-11 00:00:00.000000000,1536595200000000000,26800.0,27085.0,26500.0,26550.0,8073,2329,2574
2018-09-12 00:00:00.000000000,1536681600000000000,26450.0,26725.0,26440.0,26680.0,3853,2574,1956
2018-09-13 00:00:00.000000000,1536768000000000000,26700.0,26915.0,26380.0,26810.0,4156,1956,2002
