datetime,datetime_nano,KQ.m@CZCE.PF.open,KQ.m@CZCE.PF.high,KQ.m@CZCE.PF.low,KQ.m@CZCE.PF.close,KQ.m@CZCE.PF.volume,KQ.m@CZCE.PF.open_oi,KQ.m@CZCE.PF.close_oi
2020-11-20 00:00:00.000000000,1605801600000000000,6002.0,6050.0,5972.0,6006.0,149135,146178,141034
2020-11-23 00:00:00.000000000,1606060800000000000,6002.0,6080.0,5990.0,6040.0,108810,141034,143354
2020-11-24 00:00:00.000000000,1606147200000000000,6050.0,6108.0,6026.0,6100.0,162979,143354,149334
2020-11-25 00:00:00.000000000,1606233600000000000,6096.0,6144.0,6066.0,6100.0,142038,149334,145102
2020-11-26 00:00:00.000000000,1606320000000000000,6104.0,6130.0,6046.0,6064.0,101462,145102,144093
2020-11-27 00:00:00.000000000,1606406400000000000,6056.0,6100.0,6040.0,6096.0,77786,144093,140693
2020-11-30 00:00:00.000000000,1606665600000000000,6108.0,6130.0,6006.0,6016.0,121528,140693,132433
2020-12-01 00:00:00.000000000,1606752000000000000,6032.0,6062.0,6012.0,6030.0,62963,132433,133521
2020-12-02 00:00:00.000000000,1606838400000000000,6034.0,6052.0,5942.0,5946.0,103446,133521,130763
2020-12-03 00:00:00.000000000,1606924800000000000,5942.0,6014.0,5908.0,5988.0,108400,130763,133235
2020-12-04 00:00:00.000000000,1607011200000000000,5990.0,6098.0,5964.0,6092.0,169067,133235,123153
2020-12-07 00:00:00.000000000,1607270400000000000,6102.0,6250.0,6072.0,6248.0,183565,123153,127385
2020-12-08 00:00:00.000000000,1607356800000000000,6244.0,6286.0,6168.0,6182.0,167934,127385,124591
2020-12-09 00:00:00.000000000,1607443200000000000,6198.0,6264.0,6150.0,6192.0,126151,124591,120890
2020-12-10 00:00:00.000000000,1607529600000000000,6202.0,6240.0,6160.0,6166.0,101269,120890,117503
2020-12-11 00:00:00.000000000,1607616000000000000,6182.0,6270.0,6160.0,6228.0,137450,117503,116593
2020-12-14 00:00:00.000000000,1607875200000000000,6228.0,6362.0,6222.0,6344.0,168282,116593,121355
2020-12-15 00:00:00.000000000,1607961600000000000,6360.0,6362.0,6200.0,6278.0,109640,121355,112146
2020-12-16 00:00:00.000000000,1608048000000000000,6290.0,6312.0,6246.0,6270.0,60191,112146,108722
2020-12-17 00:00:00.000000000,1608134400000000000,6278.0,6338.0,6268.0,6338.0,77862,108722,113180
2020-12-18 00:00:00.000000000,1608220800000000000,6338.0,6392.0,6284.0,6318.0,95235,113180,110392
2020-12-21 00:00:00.000000000,1608480000000000000,6318.0,6336.0,6208.0,6266.0,84230,110392,102287
2020-12-22 00:00:00.000000000,1608566400000000000,6266.0,6304.0,6162.0,6216.0,112532,102287,92204
2020-12-23 00:00:00.000000000,1608652800000000000,6238.0,6262.0,6130.0,6226.0,92850,92204,90039
2020-12-24 00:00:00.000000000,1608739200000000000,6260.0,6290.0,6216.0,6290.0,54709,90039,92485
2020-12-25 00:00:00.000000000,1608825600000000000,6280.0,6340.0,6262.0,6304.0,90907,92485,94324
2020-12-28 00:00:00.000000000,1609084800000000000,6320.0,6328.0,6232.0,6256.0,84325,94324,93098
2020-12-29 00:00:00.000000000,1609171200000000000,6264.0,6286.0,6162.0,6184.0,79914,93098,96048
2020-12-30 00:00:00.000000000,1609257600000000000,6186.0,6282.0,6180.0,6282.0,85557,96048,90496
2020-12-31 00:00:00.000000000,1609344000000000000,6288.0,6450.0,6252.0,6422.0,154007,90496,110849
2021-01-04 00:00:00.000000000,1609689600000000000,6418.0,6560.0,6400.0,6538.0,81076,110849,119217
2021-01-05 00:00:00.000000000,1609776000000000000,6524.0,6696.0,6514.0,6594.0,242893,119217,130278
2021-01-06 00:00:00.000000000,1609862400000000000,6616.0,6746.0,6580.0,6714.0,199265,130278,131341
2021-01-07 00:00:00.000000000,1609948800000000000,6706.0,6866.0,6666.0,6848.0,166757,131341,144270
2021-01-08 00:00:00.000000000,1610035200000000000,6846.0,6910.0,6724.0,6804.0,177939,144270,134523
2021-01-11 00:00:00.000000000,1610294400000000000,6808.0,6818.0,6548.0,6572.0,231048,134523,115681
2021-01-12 00:00:00.000000000,1610380800000000000,6576.0,6662.0,6512.0,6646.0,115900,115681,113051
2021-01-13 00:00:00.000000000,1610467200000000000,6664.0,6772.0,6626.0,6726.0,152543,113051,113824
2021-01-14 00:00:00.000000000,1610553600000000000,6720.0,6738.0,6592.0,6596.0,140959,113824,106915
2021-01-15 00:00:00.000000000,1610640000000000000,6584.0,6682.0,6546.0,6576.0,133221,106915,112056
2021-01-18 00:00:00.000000000,1610899200000000000,6576.0,6652.0,6534.0,6626.0,107559,112056,112937
2021-01-19 00:00:00.000000000,1610985600000000000,6630.0,6784.0,6602.0,6644.0,188263,112937,116695
2021-01-20 00:00:00.000000000,1611072000000000000,6652.0,6712.0,6608.0,6658.0,105982,116695,116012
2021-01-21 00:00:00.000000000,1611158400000000000,6664.0,6728.0,6610.0,6614.0,131373,116012,116341
2021-01-22 00:00:00.000000000,1611244800000000000,6610.0,6656.0,6476.0,6494.0,153163,116341,115097
2021-01-25 00:00:00.000000000,1611504000000000000,6476.0,6538.0,6456.0,6512.0,90273,115097,107240
2021-01-26 00:00:00.000000000,1611590400000000000,6514.0,6580.0,6440.0,6454.0,75969,107240,104809
2021-01-27 00:00:00.000000000,1611676800000000000,6470.0,6548.0,6440.0,6538.0,80911,104809,105251
2021-01-28 00:00:00.000000000,1611763200000000000,6514.0,6546.0,6424.0,6458.0,92218,105251,102132
2021-01-29 00:00:00.000000000,1611849600000000000,6474.0,6624.0,6466.0,6618.0,109238,102132,99181
2021-02-01 00:00:00.000000000,1612108800000000000,6636.0,6766.0,6602.0,6724.0,124583,99181,105670
2021-02-02 00:00:00.000000000,1612195200000000000,6750.0,6808.0,6710.0,6748.0,122483,105670,101117
2021-02-03 00:00:00.000000000,1612281600000000000,6784.0,6832.0,6668.0,6706.0,144204,101117,101606
2021-02-04 00:00:00.000000000,1612368000000000000,6726.0,6798.0,6690.0,6792.0,87938,101606,103148
2021-02-05 00:00:00.000000000,1612454400000000000,6786.0,6820.0,6738.0,6776.0,84605,103148,102138
2021-02-08 00:00:00.000000000,1612713600000000000,6796.0,7036.0,6790.0,7004.0,197240,102138,124557
2021-02-09 00:00:00.000000000,1612800000000000000,7008.0,7118.0,6982.0,7098.0,155634,124557,119320
2021-02-10 00:00:00.000000000,1612886400000000000,7098.0,7144.0,7040.0,7144.0,117712,119320,122182
2021-02-18 00:00:00.000000000,1613577600000000000,7362.0,7734.0,7350.0,7734.0,171281,122182,142055
2021-02-19 00:00:00.000000000,1613664000000000000,7704.0,7762.0,7490.0,7594.0,266154,142055,136019
2021-02-22 00:00:00.000000000,1613923200000000000,7594.0,8078.0,7530.0,8024.0,298198,136019,144433
2021-02-23 00:00:00.000000000,1614009600000000000,8000.0,8236.0,7908.0,7968.0,326422,144433,134002
2021-02-24 00:00:00.000000000,1614096000000000000,7972.0,8142.0,7910.0,8040.0,259723,134002,143096
2021-02-25 00:00:00.000000000,1614182400000000000,8142.0,8526.0,8070.0,8506.0,403889,143096,143864
2021-02-26 00:00:00.000000000,1614268800000000000,8512.0,8578.0,8260.0,8362.0,355427,143864,140089
2021-03-01 00:00:00.000000000,1614528000000000000,8288.0,8400.0,7928.0,8046.0,522283,140089,116235
2021-03-02 00:00:00.000000000,1614614400000000000,8016.0,8062.0,7712.0,7824.0,371043,116235,110290
2021-03-03 00:00:00.000000000,1614700800000000000,7880.0,7998.0,7726.0,7788.0,290389,110290,107125
2021-03-04 00:00:00.000000000,1614787200000000000,7836.0,7840.0,7580.0,7720.0,344548,107125,111244
2021-03-05 00:00:00.000000000,1614873600000000000,7700.0,7874.0,7616.0,7780.0,416678,111244,111700
2021-03-08 00:00:00.000000000,1615132800000000000,7832.0,8090.0,7808.0,7920.0,340200,111700,105385
2021-03-09 00:00:00.000000000,1615219200000000000,7900.0,7900.0,7600.0,7600.0,248490,105385,101209
2021-03-10 00:00:00.000000000,1615305600000000000,7644.0,7684.0,7306.0,7370.0,332635,101209,105526
2021-03-11 00:00:00.000000000,1615392000000000000,7418.0,7596.0,7354.0,7578.0,266319,105526,100833
2021-03-12 00:00:00.000000000,1615478400000000000,7578.0,7692.0,7502.0,7548.0,277590,100833,103289
2021-03-15 00:00:00.000000000,1615737600000000000,7548.0,7618.0,7384.0,7436.0,250308,103289,101413
2021-03-16 00:00:00.000000000,1615824000000000000,7388.0,7468.0,7136.0,7162.0,284911,101413,112908
2021-03-17 00:00:00.000000000,1615910400000000000,7152.0,7278.0,7114.0,7228.0,204396,112908,108491
2021-03-18 00:00:00.000000000,1615996800000000000,7172.0,7286.0,7124.0,7264.0,201682,108491,107314
2021-03-19 00:00:00.000000000,1616083200000000000,7256.0,7352.0,6954.0,7014.0,370591,107314,99479
2021-03-22 00:00:00.000000000,1616342400000000000,7018.0,7248.0,6994.0,7206.0,210196,99479,92697
2021-03-23 00:00:00.000000000,1616428800000000000,7220.0,7284.0,7136.0,7208.0,197358,92697,100062
2021-03-24 00:00:00.000000000,1616515200000000000,7108.0,7230.0,7060.0,7158.0,236125,100062,99857
2021-03-25 00:00:00.000000000,1616601600000000000,7202.0,7222.0,7014.0,7018.0,186811,99857,111733
2021-03-26 00:00:00.000000000,1616688000000000000,6978.0,7014.0,6810.0,6974.0,305234,111733,109763
2021-03-29 00:00:00.000000000,1616947200000000000,6974.0,7042.0,6828.0,6838.0,221619,109763,114715
2021-03-30 00:00:00.000000000,1617033600000000000,6882.0,6938.0,6846.0,6880.0,158484,114715,114549
2021-03-31 00:00:00.000000000,1617120000000000000,6830.0,6972.0,6824.0,6870.0,167867,114549,113464
2021-04-01 00:00:00.000000000,1617206400000000000,6802.0,6866.0,6722.0,6824.0,194809,113464,108302
2021-04-02 00:00:00.000000000,1617292800000000000,6814.0,7028.0,6810.0,7018.0,195070,108302,100288
2021-04-06 00:00:00.000000000,1617638400000000000,6976.0,7076.0,6954.0,7042.0,101608,100288,93589
2021-04-07 00:00:00.000000000,1617724800000000000,7056.0,7152.0,6938.0,7010.0,150964,93589,86932
2021-04-08 00:00:00.000000000,1617811200000000000,7000.0,7046.0,6890.0,6918.0,116465,86932,82068
2021-04-09 00:00:00.000000000,1617897600000000000,6928.0,6980.0,6830.0,6834.0,117878,82068,74940
2021-04-12 00:00:00.000000000,1618156800000000000,6838.0,6862.0,6652.0,6700.0,156382,74940,69276
2021-04-13 00:00:00.000000000,1618243200000000000,6722.0,6746.0,6624.0,6654.0,103395,69276,71376
2021-04-14 00:00:00.000000000,1618329600000000000,6654.0,6794.0,6618.0,6774.0,122274,71376,62540
2021-04-15 00:00:00.000000000,1618416000000000000,6782.0,6922.0,6778.0,6908.0,111609,62540,51781
2021-04-16 00:00:00.000000000,1618502400000000000,6908.0,7012.0,6870.0,6986.0,82007,51781,43419
2021-04-19 00:00:00.000000000,1618761600000000000,7244.0,7274.0,7124.0,7172.0,182516,43419,83760
2021-04-20 00:00:00.000000000,1618848000000000000,7190.0,7290.0,7178.0,7222.0,206565,83760,91684
2021-04-21 00:00:00.000000000,1618934400000000000,7190.0,7218.0,6946.0,6992.0,238205,91684,93093
2021-04-22 00:00:00.000000000,1619020800000000000,6942.0,7070.0,6918.0,7006.0,191350,93093,90286
2021-04-23 00:00:00.000000000,1619107200000000000,7018.0,7130.0,6960.0,7128.0,226811,90286,95766
2021-04-26 00:00:00.000000000,1619366400000000000,7128.0,7180.0,6960.0,6962.0,236600,95766,98333
2021-04-27 00:00:00.000000000,1619452800000000000,6942.0,7066.0,6866.0,7016.0,242783,98333,97740
2021-04-28 00:00:00.000000000,1619539200000000000,7010.0,7078.0,6984.0,7066.0,218558,97740,99642
2021-04-29 00:00:00.000000000,1619625600000000000,7080.0,7250.0,7058.0,7238.0,218462,99642,95461
2021-04-30 00:00:00.000000000,1619712000000000000,7276.0,7350.0,7096.0,7152.0,209129,95461,81956
2021-05-06 00:00:00.000000000,1620230400000000000,7250.0,7392.0,7178.0,7332.0,98506,81956,83087
2021-05-07 00:00:00.000000000,1620316800000000000,7332.0,7438.0,7272.0,7334.0,192238,83087,91368
2021-05-10 00:00:00.000000000,1620576000000000000,7326.0,7430.0,7258.0,7316.0,173416,91368,93457
2021-05-11 00:00:00.000000000,1620662400000000000,7320.0,7336.0,7170.0,7176.0,149219,93457,88322
2021-05-12 00:00:00.000000000,1620748800000000000,7170.0,7340.0,7148.0,7336.0,130402,88322,83088
2021-05-13 00:00:00.000000000,1620835200000000000,7338.0,7402.0,7024.0,7064.0,206867,83088,78647
2021-05-14 00:00:00.000000000,1620921600000000000,7132.0,7184.0,6880.0,6908.0,251882,78647,131049
2021-05-17 00:00:00.000000000,1621180800000000000,6940.0,7060.0,6930.0,6976.0,195417,131049,139919
2021-05-18 00:00:00.000000000,1621267200000000000,6976.0,7082.0,6934.0,7050.0,160992,139919,143160
2021-05-19 00:00:00.000000000,1621353600000000000,7048.0,7074.0,6904.0,6962.0,168846,143160,138566
2021-05-20 00:00:00.000000000,1621440000000000000,6938.0,6954.0,6730.0,6910.0,215693,138566,132934
2021-05-21 00:00:00.000000000,1621526400000000000,6894.0,7006.0,6846.0,6906.0,162930,132934,132000
2021-05-24 00:00:00.000000000,1621785600000000000,6956.0,6988.0,6834.0,6952.0,194716,132000,134802
2021-05-25 00:00:00.000000000,1621872000000000000,6968.0,7042.0,6902.0,6990.0,172307,134802,139427
2021-05-26 00:00:00.000000000,1621958400000000000,6980.0,7028.0,6858.0,6926.0,159463,139427,143050
2021-05-27 00:00:00.000000000,1622044800000000000,6900.0,6928.0,6772.0,6782.0,172355,143050,157068
2021-05-28 00:00:00.000000000,1622131200000000000,6760.0,6942.0,6742.0,6868.0,172714,157068,148057
2021-05-31 00:00:00.000000000,1622390400000000000,6870.0,6984.0,6826.0,6972.0,160950,148057,142204
2021-06-01 00:00:00.000000000,1622476800000000000,6990.0,7112.0,6972.0,7100.0,174694,142204,133804
2021-06-02 00:00:00.000000000,1622563200000000000,7144.0,7172.0,6974.0,7018.0,144411,133804,130516
2021-06-03 00:00:00.000000000,1622649600000000000,7038.0,7148.0,7008.0,7102.0,131549,130516,131706
2021-06-04 00:00:00.000000000,1622736000000000000,7076.0,7084.0,6892.0,6988.0,177115,131706,128833
2021-06-07 00:00:00.000000000,1622995200000000000,7050.0,7076.0,6916.0,6922.0,157811,128833,130679
2021-06-08 00:00:00.000000000,1623081600000000000,6946.0,6976.0,6858.0,6888.0,118530,130679,134772
2021-06-09 00:00:00.000000000,1623168000000000000,6888.0,6956.0,6852.0,6936.0,114614,134772,138057
2021-06-10 00:00:00.000000000,1623254400000000000,6934.0,6980.0,6860.0,6878.0,103347,138057,141729
2021-06-11 00:00:00.000000000,1623340800000000000,6912.0,6998.0,6842.0,6980.0,147250,141729,138846
2021-06-15 00:00:00.000000000,1623686400000000000,7028.0,7040.0,6888.0,6974.0,98009,138846,136960
2021-06-16 00:00:00.000000000,1623772800000000000,6976.0,7106.0,6956.0,7076.0,153602,136960,144518
2021-06-17 00:00:00.000000000,1623859200000000000,7062.0,7112.0,6992.0,7056.0,141790,144518,146827
2021-06-18 00:00:00.000000000,1623945600000000000,7048.0,7056.0,6890.0,6890.0,149519,146827,139471
2021-06-21 00:00:00.000000000,1624204800000000000,6890.0,6972.0,6884.0,6888.0,92975,139471,141666
2021-06-22 00:00:00.000000000,1624291200000000000,6868.0,7048.0,6848.0,7048.0,117607,141666,136924
2021-06-23 00:00:00.000000000,1624377600000000000,7040.0,7100.0,6992.0,7098.0,116939,136924,141010
2021-06-24 00:00:00.000000000,1624464000000000000,7118.0,7246.0,7108.0,7242.0,192124,141010,144127
2021-06-25 00:00:00.000000000,1624550400000000000,7206.0,7400.0,7192.0,7322.0,255356,144127,162235
2021-06-28 00:00:00.000000000,1624809600000000000,7314.0,7360.0,7232.0,7326.0,162176,162235,167886
2021-06-29 00:00:00.000000000,1624896000000000000,7328.0,7330.0,7154.0,7190.0,142464,167886,158455
2021-06-30 00:00:00.000000000,1624982400000000000,7234.0,7256.0,7174.0,7194.0,103469,158455,160222
2021-07-01 00:00:00.000000000,1625068800000000000,7216.0,7260.0,7136.0,7198.0,147741,160222,157725
2021-07-02 00:00:00.000000000,1625155200000000000,7272.0,7320.0,7204.0,7238.0,149093,157725,156371
2021-07-05 00:00:00.000000000,1625414400000000000,7258.0,7462.0,7240.0,7444.0,175513,156371,169240
2021-07-06 00:00:00.000000000,1625500800000000000,7460.0,7596.0,7432.0,7520.0,183553,169240,169795
2021-07-07 00:00:00.000000000,1625587200000000000,7492.0,7500.0,7170.0,7256.0,289780,169795,150137
2021-07-08 00:00:00.000000000,1625673600000000000,7270.0,7276.0,7126.0,7166.0,181452,150137,134908
2021-07-09 00:00:00.000000000,1625760000000000000,7170.0,7252.0,7164.0,7210.0,113193,134908,130806
2021-07-12 00:00:00.000000000,1626019200000000000,7240.0,7316.0,7186.0,7198.0,146656,130806,134086
2021-07-13 00:00:00.000000000,1626105600000000000,7182.0,7330.0,7164.0,7322.0,115220,134086,139650
2021-07-14 00:00:00.000000000,1626192000000000000,7296.0,7326.0,7222.0,7312.0,168919,139650,148501
2021-07-15 00:00:00.000000000,1626278400000000000,7336.0,7346.0,7132.0,7190.0,156348,148501,142613
2021-07-16 00:00:00.000000000,1626364800000000000,7190.0,7250.0,7152.0,7226.0,114395,142613,142908
2021-07-19 00:00:00.000000000,1626624000000000000,7254.0,7290.0,7170.0,7278.0,169897,142908,149136
2021-07-20 00:00:00.000000000,1626710400000000000,7188.0,7218.0,7030.0,7098.0,210016,149136,132643
2021-07-21 00:00:00.000000000,1626796800000000000,7064.0,7298.0,7064.0,7276.0,178481,132643,135306
2021-07-22 00:00:00.000000000,1626883200000000000,7304.0,7422.0,7282.0,7388.0,205811,135306,142280
2021-07-23 00:00:00.000000000,1626969600000000000,7386.0,7408.0,7310.0,7362.0,137890,142280,137286
2021-07-26 00:00:00.000000000,1627228800000000000,7368.0,7404.0,7256.0,7280.0,146359,137286,133806
2021-07-27 00:00:00.000000000,1627315200000000000,7306.0,7396.0,7262.0,7276.0,168634,133806,134915
2021-07-28 00:00:00.000000000,1627401600000000000,7270.0,7296.0,7212.0,7232.0,115635,134915,133710
2021-07-29 00:00:00.000000000,1627488000000000000,7238.0,7308.0,7216.0,7300.0,115746,133710,130971
2021-07-30 00:00:00.000000000,1627574400000000000,7346.0,7516.0,7310.0,7422.0,256364,130971,133238
2021-08-02 00:00:00.000000000,1627833600000000000,7456.0,7518.0,7372.0,7450.0,181611,133238,125836
2021-08-03 00:00:00.000000000,1627920000000000000,7448.0,7500.0,7366.0,7382.0,154579,125836,125732
2021-08-04 00:00:00.000000000,1628006400000000000,7326.0,7384.0,7252.0,7350.0,145762,125732,116611
2021-08-05 00:00:00.000000000,1628092800000000000,7312.0,7330.0,7138.0,7144.0,156674,116611,115125
2021-08-06 00:00:00.000000000,1628179200000000000,7174.0,7248.0,7136.0,7232.0,113609,115125,109540
2021-08-09 00:00:00.000000000,1628438400000000000,7232.0,7266.0,7106.0,7166.0,124736,109540,97933
2021-08-10 00:00:00.000000000,1628524800000000000,7140.0,7216.0,7128.0,7206.0,83071,97933,93571
2021-08-11 00:00:00.000000000,1628611200000000000,7206.0,7238.0,7156.0,7184.0,83342,93571,91244
2021-08-12 00:00:00.000000000,1628697600000000000,7164.0,7222.0,7110.0,7114.0,105161,91244,88689
2021-08-13 00:00:00.000000000,1628784000000000000,7092.0,7148.0,7032.0,7038.0,99157,88689,83674
2021-08-16 00:00:00.000000000,1629043200000000000,7034.0,7086.0,6926.0,6952.0,81745,83674,78512
2021-08-17 00:00:00.000000000,1629129600000000000,6950.0,6998.0,6844.0,6852.0,74165,78512,76343
2021-08-18 00:00:00.000000000,1629216000000000000,6880.0,6936.0,6782.0,6874.0,74381,76343,65801
2021-08-19 00:00:00.000000000,1629302400000000000,6876.0,6960.0,6754.0,6864.0,96422,65801,55564
2021-08-20 00:00:00.000000000,1629388800000000000,6854.0,6930.0,6818.0,6896.0,66862,55564,49910
2021-08-23 00:00:00.000000000,1629648000000000000,6850.0,6924.0,6764.0,6894.0,67034,49910,40347
2021-08-24 00:00:00.000000000,1629734400000000000,7058.0,7102.0,7000.0,7044.0,132542,40347,102404
2021-08-25 00:00:00.000000000,1629820800000000000,7062.0,7108.0,7012.0,7040.0,118628,102404,110265
2021-08-26 00:00:00.000000000,1629907200000000000,7060.0,7068.0,6894.0,6904.0,129172,110265,125340
2021-08-27 00:00:00.000000000,1629993600000000000,6902.0,6976.0,6814.0,6974.0,175799,125340,124605
2021-08-30 00:00:00.000000000,1630252800000000000,6990.0,7048.0,6910.0,6944.0,116165,124605,123618
2021-08-31 00:00:00.000000000,1630339200000000000,6958.0,6978.0,6890.0,6930.0,96017,123618,125917
2021-09-01 00:00:00.000000000,1630425600000000000,6916.0,6962.0,6856.0,6928.0,122331,125917,127310
2021-09-02 00:00:00.000000000,1630512000000000000,6904.0,6956.0,6854.0,6928.0,163537,127310,135653
2021-09-03 00:00:00.000000000,1630598400000000000,6948.0,7080.0,6942.0,7064.0,175429,135653,130575
2021-09-06 00:00:00.000000000,1630857600000000000,7076.0,7078.0,6982.0,7026.0,126874,130575,136408
2021-09-07 00:00:00.000000000,1630944000000000000,7036.0,7078.0,6988.0,7022.0,123627,136408,139661
2021-09-08 00:00:00.000000000,1631030400000000000,6982.0,6984.0,6734.0,6764.0,300763,139661,177005
2021-09-09 00:00:00.000000000,1631116800000000000,6788.0,6840.0,6740.0,6776.0,165380,177005,176138
2021-09-10 00:00:00.000000000,1631203200000000000,6738.0,6836.0,6718.0,6818.0,176243,176138,170958
2021-09-13 00:00:00.000000000,1631462400000000000,6850.0,6950.0,6828.0,6940.0,163281,170958,155522
2021-09-14 00:00:00.000000000,1631548800000000000,6942.0,7026.0,6920.0,6996.0,151313,155522,147741
2021-09-15 00:00:00.000000000,1631635200000000000,6998.0,7076.0,6966.0,7058.0,147098,147741,139921
2021-09-16 00:00:00.000000000,1631721600000000000,7100.0,7156.0,7048.0,7066.0,143558,139921,133587
2021-09-17 00:00:00.000000000,1631808000000000000,7060.0,7110.0,6994.0,7032.0,122910,133587,127526
2021-09-22 00:00:00.000000000,1632240000000000000,6996.0,7000.0,6838.0,6914.0,113937,127526,126276
2021-09-23 00:00:00.000000000,1632326400000000000,6914.0,7058.0,6908.0,7058.0,136637,126276,127819
2021-09-24 00:00:00.000000000,1632412800000000000,7064.0,7272.0,7058.0,7218.0,270509,127819,132714
2021-09-27 00:00:00.000000000,1632672000000000000,7218.0,7402.0,7168.0,7278.0,245995,132714,130884
2021-09-28 00:00:00.000000000,1632758400000000000,7286.0,7488.0,7258.0,7470.0,179779,130884,126816
2021-09-29 00:00:00.000000000,1632844800000000000,7436.0,7444.0,7236.0,7292.0,168995,126816,122386
2021-09-30 00:00:00.000000000,1632931200000000000,7314.0,7514.0,7278.0,7452.0,167276,122386,112432
2021-10-08 00:00:00.000000000,1633622400000000000,7806.0,7920.0,7658.0,7848.0,165966,112432,111349
2021-10-11 00:00:00.000000000,1633881600000000000,7848.0,8274.0,7836.0,8236.0,286125,111349,119283
2021-10-12 00:00:00.000000000,1633968000000000000,8274.0,8444.0,8080.0,8234.0,309508,119283,121092
2021-10-13 00:00:00.000000000,1634054400000000000,8248.0,8342.0,7800.0,8002.0,333177,121092,105050
2021-10-14 00:00:00.000000000,1634140800000000000,7982.0,8196.0,7896.0,8110.0,257493,105050,110555
2021-10-15 00:00:00.000000000,1634227200000000000,8140.0,8528.0,8080.0,8458.0,442082,110555,126845
2021-10-18 00:00:00.000000000,1634486400000000000,8430.0,8496.0,8190.0,8364.0,406791,126845,120376
2021-10-19 00:00:00.000000000,1634572800000000000,8374.0,8504.0,8260.0,8326.0,255358,120376,116685
2021-10-20 00:00:00.000000000,1634659200000000000,8270.0,8312.0,7906.0,7926.0,310049,116685,107298
2021-10-21 00:00:00.000000000,1634745600000000000,7924.0,8156.0,7910.0,7922.0,270863,107298,103716
2021-10-22 00:00:00.000000000,1634832000000000000,7890.0,7968.0,7672.0,7832.0,318967,103716,100059
2021-10-25 00:00:00.000000000,1635091200000000000,7894.0,7944.0,7690.0,7830.0,257481,100059,106466
2021-10-26 00:00:00.000000000,1635177600000000000,7882.0,7920.0,7638.0,7756.0,232024,106466,107258
