datetime,datetime_nano,KQ.m@SHFE.zn.open,KQ.m@SHFE.zn.high,KQ.m@SHFE.zn.low,KQ.m@SHFE.zn.close,KQ.m@SHFE.zn.volume,KQ.m@SHFE.zn.open_oi,KQ.m@SHFE.zn.close_oi
2016-02-05 00:00:00.000000000,1454601600000000000,13870.0,13970.0,13705.0,13835.0,129127,87269,82567
2016-02-15 00:00:00.000000000,1455465600000000000,13740.0,13960.0,13720.0,13815.0,82895,82567,85075
2016-02-16 00:00:00.000000000,1455552000000000000,13745.0,13830.0,13615.0,13660.0,155317,85075,87612
2016-02-17 00:00:00.000000000,1455638400000000000,13670.0,13720.0,13505.0,13555.0,144079,87612,88951
2016-02-18 00:00:00.000000000,1455724800000000000,13595.0,13650.0,13535.0,13615.0,127930,88951,89813
2016-02-19 00:00:00.000000000,1455811200000000000,13615.0,13960.0,13605.0,13915.0,212754,89813,96505
2016-02-22 00:00:00.000000000,1456070400000000000,13935.0,14285.0,13870.0,14220.0,223313,96505,102974
2016-02-23 00:00:00.000000000,1456156800000000000,14270.0,14320.0,14060.0,14140.0,230872,102974,99836
2016-02-24 00:00:00.000000000,1456243200000000000,14120.0,14125.0,13870.0,13955.0,217434,99836,88797
2016-02-25 00:00:00.000000000,1456329600000000000,13960.0,14360.0,13915.0,14070.0,301418,88797,89615
2016-02-26 00:00:00.000000000,1456416000000000000,14125.0,14140.0,13815.0,13945.0,333159,89615,80143
2016-02-29 00:00:00.000000000,1456675200000000000,13995.0,14235.0,13935.0,14050.0,323852,80143,72340
2016-03-01 00:00:00.000000000,1456761600000000000,14205.0,14215.0,13860.0,14100.0,176057,72340,65645
2016-03-02 00:00:00.000000000,1456848000000000000,14155.0,14360.0,14065.0,14310.0,126872,65645,61737
2016-03-03 00:00:00.000000000,1456934400000000000,14375.0,14480.0,14315.0,14420.0,247916,61737,98390
2016-03-04 00:00:00.000000000,1457020800000000000,14490.0,14680.0,14410.0,14480.0,313741,98390,95163
2016-03-07 00:00:00.000000000,1457280000000000000,14485.0,14785.0,14355.0,14420.0,516717,95163,99762
2016-03-08 00:00:00.000000000,1457366400000000000,14495.0,14615.0,14165.0,14290.0,425258,99762,90549
2016-03-09 00:00:00.000000000,1457452800000000000,14350.0,14370.0,13785.0,14090.0,392586,90549,85699
2016-03-10 00:00:00.000000000,1457539200000000000,14195.0,14295.0,14030.0,14065.0,283370,85699,89575
2016-03-11 00:00:00.000000000,1457625600000000000,14105.0,14165.0,13985.0,14160.0,224725,89575,87509
2016-03-14 00:00:00.000000000,1457884800000000000,14125.0,14335.0,14100.0,14180.0,256833,87509,91370
2016-03-15 00:00:00.000000000,1457971200000000000,14205.0,14245.0,14025.0,14060.0,219321,91370,88515
2016-03-16 00:00:00.000000000,1458057600000000000,13980.0,14075.0,13825.0,13970.0,259194,88515,84466
2016-03-17 00:00:00.000000000,1458144000000000000,13950.0,14185.0,13920.0,14170.0,200330,84466,79680
2016-03-18 00:00:00.000000000,1458230400000000000,14180.0,14595.0,14170.0,14405.0,307137,79680,85080
2016-03-21 00:00:00.000000000,1458489600000000000,14445.0,14560.0,14290.0,14400.0,224175,85080,83179
2016-03-22 00:00:00.000000000,1458576000000000000,14435.0,14585.0,14400.0,14440.0,201619,83179,81952
2016-03-23 00:00:00.000000000,1458662400000000000,14455.0,14520.0,14355.0,14385.0,146590,81952,75641
2016-03-24 00:00:00.000000000,1458748800000000000,14375.0,14385.0,14180.0,14200.0,168086,75641,68467
2016-03-25 00:00:00.000000000,1458835200000000000,14120.0,14250.0,14060.0,14250.0,83525,68467,65534
2016-03-28 00:00:00.000000000,1459094400000000000,14270.0,14350.0,14205.0,14205.0,75050,65534,61361
2016-03-29 00:00:00.000000000,1459180800000000000,14315.0,14370.0,14080.0,14135.0,90950,61361,56480
2016-03-30 00:00:00.000000000,1459267200000000000,14185.0,14240.0,14060.0,14120.0,82839,56480,51509
2016-03-31 00:00:00.000000000,1459353600000000000,14120.0,14260.0,14055.0,14115.0,81832,51509,47922
2016-04-01 00:00:00.000000000,1459440000000000000,14175.0,14425.0,14130.0,14395.0,74192,47922,42840
2016-04-05 00:00:00.000000000,1459785600000000000,14465.0,14540.0,14420.0,14460.0,71537,42840,82830
2016-04-06 00:00:00.000000000,1459872000000000000,14380.0,14410.0,14220.0,14240.0,117784,82830,83304
2016-04-07 00:00:00.000000000,1459958400000000000,14205.0,14305.0,14160.0,14185.0,117744,83304,79233
2016-04-08 00:00:00.000000000,1460044800000000000,14065.0,14085.0,13900.0,13955.0,165448,79233,87757
2016-04-11 00:00:00.000000000,1460304000000000000,13970.0,14200.0,13965.0,14055.0,153721,87757,89236
2016-04-12 00:00:00.000000000,1460390400000000000,14035.0,14140.0,14015.0,14115.0,121797,89236,93300
2016-04-13 00:00:00.000000000,1460476800000000000,14265.0,14775.0,14235.0,14775.0,280732,93300,105891
2016-04-14 00:00:00.000000000,1460563200000000000,14825.0,15200.0,14740.0,14865.0,389909,105891,103669
2016-04-15 00:00:00.000000000,1460649600000000000,14965.0,15025.0,14760.0,14925.0,242911,103669,104806
2016-04-18 00:00:00.000000000,1460908800000000000,14905.0,15315.0,14815.0,14990.0,356845,104806,111347
2016-04-19 00:00:00.000000000,1460995200000000000,15225.0,15275.0,14945.0,15140.0,271570,111347,110042
2016-04-20 00:00:00.000000000,1461081600000000000,15180.0,15310.0,15030.0,15130.0,266463,110042,105067
2016-04-21 00:00:00.000000000,1461168000000000000,15215.0,15460.0,15040.0,15325.0,326913,105067,105804
2016-04-22 00:00:00.000000000,1461254400000000000,15420.0,15455.0,14825.0,15050.0,310443,105804,89015
2016-04-25 00:00:00.000000000,1461513600000000000,15095.0,15500.0,14965.0,15120.0,245095,89015,81716
2016-04-26 00:00:00.000000000,1461600000000000000,15090.0,15115.0,14775.0,14790.0,175928,81716,73491
2016-04-27 00:00:00.000000000,1461686400000000000,14890.0,15060.0,14805.0,14925.0,133907,73491,67875
2016-04-28 00:00:00.000000000,1461772800000000000,14970.0,15025.0,14790.0,14900.0,137922,67875,61533
2016-04-29 00:00:00.000000000,1461859200000000000,14950.0,15320.0,14890.0,15290.0,153196,61533,58175
2016-05-03 00:00:00.000000000,1462204800000000000,15205.0,15345.0,15110.0,15295.0,61192,58175,54279
2016-05-04 00:00:00.000000000,1462291200000000000,15165.0,15205.0,14865.0,14880.0,79528,54279,47687
2016-05-05 00:00:00.000000000,1462377600000000000,14970.0,15080.0,14885.0,14900.0,151695,47687,79077
2016-05-06 00:00:00.000000000,1462464000000000000,14940.0,15010.0,14715.0,14865.0,197987,79077,82319
2016-05-09 00:00:00.000000000,1462723200000000000,14865.0,15135.0,14650.0,14745.0,274887,82319,91307
2016-05-10 00:00:00.000000000,1462809600000000000,14780.0,14795.0,14515.0,14715.0,191396,91307,84451
2016-05-11 00:00:00.000000000,1462896000000000000,14725.0,14935.0,14630.0,14905.0,189086,84451,88789
2016-05-12 00:00:00.000000000,1462982400000000000,15030.0,15260.0,14940.0,15180.0,244400,88789,94943
2016-05-13 00:00:00.000000000,1463068800000000000,15165.0,15275.0,14730.0,15020.0,287788,94943,91188
2016-05-16 00:00:00.000000000,1463328000000000000,14970.0,15170.0,14925.0,15105.0,216961,91188,98087
2016-05-17 00:00:00.000000000,1463414400000000000,15035.0,15220.0,15005.0,15190.0,163570,98087,96284
2016-05-18 00:00:00.000000000,1463500800000000000,15110.0,15270.0,14955.0,15005.0,189722,96284,87299
2016-05-19 00:00:00.000000000,1463587200000000000,14995.0,15095.0,14905.0,14945.0,148035,87299,83221
2016-05-20 00:00:00.000000000,1463673600000000000,14850.0,15030.0,14805.0,15010.0,124714,83221,80832
2016-05-23 00:00:00.000000000,1463932800000000000,15080.0,15150.0,14740.0,14825.0,193238,80832,77288
2016-05-24 00:00:00.000000000,1464019200000000000,14780.0,14850.0,14445.0,14465.0,243251,77288,87519
2016-05-25 00:00:00.000000000,1464105600000000000,14585.0,14700.0,14490.0,14525.0,202976,87519,83689
2016-05-26 00:00:00.000000000,1464192000000000000,14635.0,14955.0,14575.0,14920.0,195528,83689,76045
2016-05-27 00:00:00.000000000,1464278400000000000,14965.0,15050.0,14810.0,15005.0,175040,76045,70820
2016-05-30 00:00:00.000000000,1464537600000000000,15070.0,15095.0,14950.0,15045.0,115893,70820,65561
2016-05-31 00:00:00.000000000,1464624000000000000,15055.0,15130.0,14920.0,15095.0,96505,65561,58976
2016-06-01 00:00:00.000000000,1464710400000000000,15170.0,15180.0,14900.0,14940.0,77084,58976,51832
2016-06-02 00:00:00.000000000,1464796800000000000,14990.0,15690.0,14935.0,15580.0,328639,51832,108590
2016-06-03 00:00:00.000000000,1464883200000000000,15570.0,15630.0,15365.0,15590.0,209203,108590,105849
2016-06-06 00:00:00.000000000,1465142400000000000,15690.0,15890.0,15580.0,15750.0,230626,105849,113474
2016-06-07 00:00:00.000000000,1465228800000000000,15800.0,15870.0,15630.0,15755.0,171924,113474,115703
2016-06-08 00:00:00.000000000,1465315200000000000,15705.0,15735.0,15475.0,15625.0,192929,115703,109307
2016-06-13 00:00:00.000000000,1465747200000000000,15865.0,16070.0,15760.0,15860.0,142459,109307,115177
2016-06-14 00:00:00.000000000,1465833600000000000,15880.0,15980.0,15690.0,15705.0,168560,115177,113993
2016-06-15 00:00:00.000000000,1465920000000000000,15650.0,15730.0,15555.0,15725.0,161840,113993,106515
2016-06-16 00:00:00.000000000,1466006400000000000,15845.0,15875.0,15540.0,15595.0,151368,106515,103297
2016-06-17 00:00:00.000000000,1466092800000000000,15580.0,15690.0,15380.0,15645.0,159348,103297,98812
2016-06-20 00:00:00.000000000,1466352000000000000,15540.0,15665.0,15460.0,15590.0,139120,98812,95816
2016-06-21 00:00:00.000000000,1466438400000000000,15600.0,15795.0,15550.0,15655.0,142881,95816,93291
2016-06-22 00:00:00.000000000,1466524800000000000,15610.0,15810.0,15535.0,15770.0,146372,93291,94607
2016-06-23 00:00:00.000000000,1466611200000000000,15815.0,15850.0,15690.0,15790.0,108953,94607,92537
2016-06-24 00:00:00.000000000,1466697600000000000,15780.0,15820.0,15460.0,15495.0,161586,92537,81650
2016-06-27 00:00:00.000000000,1466956800000000000,15505.0,15730.0,15500.0,15685.0,131678,81650,79847
2016-06-28 00:00:00.000000000,1467043200000000000,15630.0,15945.0,15550.0,15900.0,175948,79847,80613
2016-06-29 00:00:00.000000000,1467129600000000000,15985.0,16345.0,15975.0,16210.0,208719,80613,78802
2016-06-30 00:00:00.000000000,1467216000000000000,16155.0,16485.0,16105.0,16410.0,147344,78802,71979
2016-07-01 00:00:00.000000000,1467302400000000000,16410.0,16530.0,16265.0,16485.0,105990,71979,64645
2016-07-04 00:00:00.000000000,1467561600000000000,16565.0,16975.0,16530.0,16755.0,241324,64645,121837
2016-07-05 00:00:00.000000000,1467648000000000000,16715.0,16760.0,16320.0,16450.0,204008,121837,113290
2016-07-06 00:00:00.000000000,1467734400000000000,16555.0,16620.0,16270.0,16420.0,250837,113290,114648
2016-07-07 00:00:00.000000000,1467820800000000000,16180.0,16600.0,16130.0,16395.0,199815,114648,113733
2016-07-08 00:00:00.000000000,1467907200000000000,16420.0,16505.0,16250.0,16465.0,212601,113733,117806
2016-07-11 00:00:00.000000000,1468166400000000000,16615.0,16830.0,16480.0,16805.0,194568,117806,123729
2016-07-12 00:00:00.000000000,1468252800000000000,16700.0,16860.0,16650.0,16770.0,149840,123729,124122
2016-07-13 00:00:00.000000000,1468339200000000000,16960.0,17200.0,16860.0,16905.0,287498,124122,125843
2016-07-14 00:00:00.000000000,1468425600000000000,16955.0,17000.0,16795.0,16990.0,163628,125843,121687
2016-07-15 00:00:00.000000000,1468512000000000000,17015.0,17130.0,16855.0,17055.0,157957,121687,123564
2016-07-18 00:00:00.000000000,1468771200000000000,17180.0,17250.0,16845.0,16940.0,217162,123564,127802
2016-07-19 00:00:00.000000000,1468857600000000000,16995.0,17340.0,16945.0,17290.0,262605,127802,137661
2016-07-20 00:00:00.000000000,1468944000000000000,17290.0,17330.0,17100.0,17205.0,207328,137661,133715
2016-07-21 00:00:00.000000000,1469030400000000000,17050.0,17395.0,17000.0,17380.0,204333,133715,137920
2016-07-22 00:00:00.000000000,1469116800000000000,17395.0,17555.0,17270.0,17285.0,255836,137920,138595
2016-07-25 00:00:00.000000000,1469376000000000000,17300.0,17450.0,17135.0,17425.0,217790,138595,135389
2016-07-26 00:00:00.000000000,1469462400000000000,17430.0,17445.0,17095.0,17165.0,211860,135389,125850
2016-07-27 00:00:00.000000000,1469548800000000000,17160.0,17215.0,16930.0,17015.0,210786,125850,111904
2016-07-28 00:00:00.000000000,1469635200000000000,16985.0,17025.0,16730.0,16880.0,199625,111904,89663
2016-07-29 00:00:00.000000000,1469721600000000000,16910.0,17075.0,16830.0,16870.0,138701,89663,83801
2016-08-01 00:00:00.000000000,1469980800000000000,17015.0,17380.0,16870.0,17365.0,135355,83801,75488
2016-08-02 00:00:00.000000000,1470067200000000000,17360.0,17400.0,17245.0,17365.0,69523,75488,70294
2016-08-03 00:00:00.000000000,1470153600000000000,17505.0,17605.0,17260.0,17320.0,143622,70294,125526
2016-08-04 00:00:00.000000000,1470240000000000000,17345.0,17465.0,17210.0,17310.0,153255,125526,130577
2016-08-05 00:00:00.000000000,1470326400000000000,17235.0,17460.0,17230.0,17435.0,148982,130577,133958
2016-08-08 00:00:00.000000000,1470585600000000000,17420.0,17550.0,17310.0,17535.0,139103,133958,140511
2016-08-09 00:00:00.000000000,1470672000000000000,17530.0,17565.0,17310.0,17325.0,140599,140511,133216
2016-08-10 00:00:00.000000000,1470758400000000000,17280.0,17800.0,17270.0,17790.0,181714,133216,154868
2016-08-11 00:00:00.000000000,1470844800000000000,17760.0,17840.0,17590.0,17655.0,174755,154868,151959
2016-08-12 00:00:00.000000000,1470931200000000000,17645.0,17680.0,17490.0,17495.0,148970,151959,144880
2016-08-15 00:00:00.000000000,1471190400000000000,17360.0,17440.0,17100.0,17115.0,200306,144880,133039
2016-08-16 00:00:00.000000000,1471276800000000000,17170.0,17415.0,17150.0,17335.0,144586,133039,130921
2016-08-17 00:00:00.000000000,1471363200000000000,17340.0,17370.0,17215.0,17250.0,120844,130921,124795
2016-08-18 00:00:00.000000000,1471449600000000000,17310.0,17585.0,17270.0,17550.0,170056,124795,131974
2016-08-19 00:00:00.000000000,1471536000000000000,17595.0,17605.0,17395.0,17505.0,113387,131974,121673
2016-08-22 00:00:00.000000000,1471795200000000000,17480.0,17575.0,17380.0,17385.0,123891,121673,119062
2016-08-23 00:00:00.000000000,1471881600000000000,17410.0,17660.0,17405.0,17565.0,129223,119062,120168
2016-08-24 00:00:00.000000000,1471968000000000000,17550.0,17670.0,17535.0,17595.0,98926,120168,117949
2016-08-25 00:00:00.000000000,1472054400000000000,17615.0,17645.0,17330.0,17505.0,183290,117949,109574
2016-08-26 00:00:00.000000000,1472140800000000000,17520.0,18030.0,17500.0,17940.0,264662,109574,128520
2016-08-29 00:00:00.000000000,1472400000000000000,17990.0,18120.0,17885.0,17965.0,182053,128520,122072
2016-08-30 00:00:00.000000000,1472486400000000000,17960.0,17980.0,17820.0,17865.0,137346,122072,111017
2016-08-31 00:00:00.000000000,1472572800000000000,17890.0,18155.0,17865.0,17990.0,183262,111017,104247
2016-09-01 00:00:00.000000000,1472659200000000000,18030.0,18390.0,17990.0,18370.0,163615,104247,102244
2016-09-02 00:00:00.000000000,1472745600000000000,18325.0,18555.0,18250.0,18510.0,126840,102244,91317
2016-09-05 00:00:00.000000000,1473004800000000000,18560.0,18595.0,18340.0,18400.0,181511,91317,165639
2016-09-06 00:00:00.000000000,1473091200000000000,18390.0,18460.0,18190.0,18285.0,156379,165639,160617
2016-09-07 00:00:00.000000000,1473177600000000000,18240.0,18320.0,18100.0,18235.0,155121,160617,155291
2016-09-08 00:00:00.000000000,1473264000000000000,18290.0,18375.0,17980.0,18045.0,212423,155291,154143
2016-09-09 00:00:00.000000000,1473350400000000000,18040.0,18205.0,17920.0,18155.0,173705,154143,154370
2016-09-12 00:00:00.000000000,1473609600000000000,18095.0,18145.0,17660.0,17720.0,212739,154370,141807
2016-09-13 00:00:00.000000000,1473696000000000000,17735.0,17880.0,17640.0,17770.0,146399,141807,138042
2016-09-14 00:00:00.000000000,1473782400000000000,17795.0,17835.0,17495.0,17570.0,216140,138042,131949
2016-09-19 00:00:00.000000000,1474214400000000000,17525.0,17645.0,17450.0,17525.0,107038,131949,132929
2016-09-20 00:00:00.000000000,1474300800000000000,17570.0,17945.0,17555.0,17915.0,197650,132929,133244
2016-09-21 00:00:00.000000000,1474387200000000000,17980.0,18160.0,17905.0,17935.0,184145,133244,126268
2016-09-22 00:00:00.000000000,1474473600000000000,17940.0,18045.0,17720.0,17910.0,200677,126268,120315
2016-09-23 00:00:00.000000000,1474560000000000000,17990.0,18060.0,17850.0,17950.0,152315,120315,113046
2016-09-26 00:00:00.000000000,1474819200000000000,17910.0,17915.0,17560.0,17660.0,198066,113046,111311
2016-09-27 00:00:00.000000000,1474905600000000000,17710.0,18080.0,17655.0,18020.0,197135,111311,105342
2016-09-28 00:00:00.000000000,1474992000000000000,18095.0,18110.0,17920.0,18040.0,157049,105342,99831
2016-09-29 00:00:00.000000000,1475078400000000000,18005.0,18290.0,17990.0,18180.0,143159,99831,90753
2016-09-30 00:00:00.000000000,1475164800000000000,18225.0,18325.0,18145.0,18255.0,101342,90753,83931
2016-10-10 00:00:00.000000000,1476028800000000000,18180.0,18470.0,18025.0,18360.0,64795,83931,79799
2016-10-11 00:00:00.000000000,1476115200000000000,18300.0,18370.0,18095.0,18170.0,142623,79799,102558
2016-10-12 00:00:00.000000000,1476201600000000000,17980.0,18020.0,17735.0,17790.0,200428,102558,107937
2016-10-13 00:00:00.000000000,1476288000000000000,17900.0,17975.0,17705.0,17750.0,167560,107937,112749
2016-10-14 00:00:00.000000000,1476374400000000000,17635.0,17910.0,17520.0,17825.0,209722,112749,110138
2016-10-17 00:00:00.000000000,1476633600000000000,17815.0,18090.0,17810.0,17990.0,201804,110138,108292
2016-10-18 00:00:00.000000000,1476720000000000000,18045.0,18280.0,17885.0,18210.0,195292,108292,110727
2016-10-19 00:00:00.000000000,1476806400000000000,18205.0,18295.0,18090.0,18160.0,170863,110727,106578
2016-10-20 00:00:00.000000000,1476892800000000000,18165.0,18380.0,18020.0,18275.0,182466,106578,109459
2016-10-21 00:00:00.000000000,1476979200000000000,18170.0,18290.0,18120.0,18200.0,144900,109459,107625
2016-10-24 00:00:00.000000000,1477238400000000000,18085.0,18235.0,18040.0,18175.0,180998,107625,106903
2016-10-25 00:00:00.000000000,1477324800000000000,18315.0,19045.0,18295.0,19010.0,267785,106903,111626
2016-10-26 00:00:00.000000000,1477411200000000000,19095.0,19130.0,18720.0,18885.0,197969,111626,105599
2016-10-27 00:00:00.000000000,1477497600000000000,18855.0,19000.0,18700.0,18875.0,170590,105599,104439
2016-10-28 00:00:00.000000000,1477584000000000000,18925.0,19180.0,18840.0,19095.0,153508,104439,101483
2016-10-31 00:00:00.000000000,1477843200000000000,19170.0,19405.0,19065.0,19330.0,173128,101483,93441
2016-11-01 00:00:00.000000000,1477929600000000000,19405.0,20035.0,19335.0,19795.0,203032,93441,83350
2016-11-02 00:00:00.000000000,1478016000000000000,19735.0,19785.0,19285.0,19380.0,217065,83350,126640
2016-11-03 00:00:00.000000000,1478102400000000000,19360.0,19695.0,19275.0,19640.0,167724,126640,135906
2016-11-04 00:00:00.000000000,1478188800000000000,19675.0,20015.0,19545.0,19760.0,255046,135906,134333
2016-11-07 00:00:00.000000000,1478448000000000000,19690.0,20225.0,19570.0,20070.0,241287,134333,139340
2016-11-08 00:00:00.000000000,1478534400000000000,19955.0,20140.0,19765.0,19865.0,201336,139340,133768
2016-11-09 00:00:00.000000000,1478620800000000000,19870.0,20415.0,19630.0,19840.0,336082,133768,128844
2016-11-10 00:00:00.000000000,1478707200000000000,19925.0,20965.0,19805.0,20845.0,535966,128844,138733
2016-11-11 00:00:00.000000000,1478793600000000000,20775.0,20955.0,20470.0,20910.0,306025,138733,131994
2016-11-14 00:00:00.000000000,1479052800000000000,20790.0,21795.0,20000.0,21275.0,585925,131994,124462
2016-11-15 00:00:00.000000000,1479139200000000000,21260.0,22100.0,20855.0,21115.0,585188,124462,130748
2016-11-16 00:00:00.000000000,1479225600000000000,21015.0,21780.0,20870.0,21255.0,432824,130748,130281
2016-11-17 00:00:00.000000000,1479312000000000000,21165.0,21335.0,20245.0,20570.0,345382,130281,121674
2016-11-18 00:00:00.000000000,1479398400000000000,20655.0,20925.0,20485.0,20890.0,295392,121674,119261
2016-11-21 00:00:00.000000000,1479657600000000000,21005.0,21475.0,20700.0,21365.0,428066,119261,127463
2016-11-22 00:00:00.000000000,1479744000000000000,21325.0,21880.0,21115.0,21800.0,287876,127463,127633
2016-11-23 00:00:00.000000000,1479830400000000000,21705.0,21790.0,21385.0,21590.0,239468,127633,120161
2016-11-24 00:00:00.000000000,1479916800000000000,21500.0,22870.0,21400.0,22570.0,400747,120161,118602
2016-11-25 00:00:00.000000000,1480003200000000000,22515.0,23090.0,22500.0,23045.0,293065,118602,113681
2016-11-28 00:00:00.000000000,1480262400000000000,23170.0,24410.0,23010.0,24410.0,257988,113681,107268
2016-11-29 00:00:00.000000000,1480348800000000000,24310.0,25060.0,23490.0,23780.0,437598,107268,82847
2016-11-30 00:00:00.000000000,1480435200000000000,23950.0,23980.0,22545.0,22545.0,389562,82847,64935
2016-12-01 00:00:00.000000000,1480521600000000000,22630.0,23185.0,22365.0,22895.0,266162,64935,59770
2016-12-02 00:00:00.000000000,1480608000000000000,23065.0,23140.0,21940.0,22280.0,177463,59770,53829
2016-12-05 00:00:00.000000000,1480867200000000000,22130.0,22870.0,22070.0,22710.0,303026,53829,114231
2016-12-06 00:00:00.000000000,1480953600000000000,22760.0,23470.0,22750.0,22905.0,349854,114231,120990
2016-12-07 00:00:00.000000000,1481040000000000000,22945.0,23525.0,22805.0,23310.0,334520,120990,125181
2016-12-08 00:00:00.000000000,1481126400000000000,23470.0,23735.0,22580.0,22850.0,351052,125181,122613
2016-12-09 00:00:00.000000000,1481212800000000000,22975.0,23075.0,22160.0,22615.0,367102,122613,116956
2016-12-12 00:00:00.000000000,1481472000000000000,22665.0,22985.0,22315.0,22370.0,298821,116956,120043
2016-12-13 00:00:00.000000000,1481558400000000000,22540.0,22720.0,22230.0,22600.0,288712,120043,113031
2016-12-14 00:00:00.000000000,1481644800000000000,22815.0,22845.0,21890.0,22485.0,272945,113031,113920
2016-12-15 00:00:00.000000000,1481731200000000000,22630.0,23150.0,22310.0,22930.0,312476,113920,115948
2016-12-16 00:00:00.000000000,1481817600000000000,22590.0,23150.0,22350.0,22615.0,269041,115948,107622
2016-12-19 00:00:00.000000000,1482076800000000000,22425.0,22575.0,21500.0,21550.0,294354,107622,105764
2016-12-20 00:00:00.000000000,1482163200000000000,21425.0,21535.0,20740.0,20990.0,309406,105764,97741
2016-12-21 00:00:00.000000000,1482249600000000000,21240.0,21490.0,21125.0,21320.0,201273,97741,97075
2016-12-22 00:00:00.000000000,1482336000000000000,21265.0,21355.0,20690.0,20830.0,203341,97075,94724
2016-12-23 00:00:00.000000000,1482422400000000000,20795.0,21390.0,20755.0,21260.0,290930,94724,94419
2016-12-26 00:00:00.000000000,1482681600000000000,21140.0,21255.0,19670.0,19805.0,307532,94419,84134
2016-12-27 00:00:00.000000000,1482768000000000000,19840.0,20325.0,19730.0,20265.0,224107,84134,72422
2016-12-28 00:00:00.000000000,1482854400000000000,20265.0,21095.0,20080.0,20600.0,288179,72422,67987
2016-12-29 00:00:00.000000000,1482940800000000000,20770.0,21260.0,20530.0,21050.0,250640,67987,64847
2016-12-30 00:00:00.000000000,1483027200000000000,20895.0,21095.0,20565.0,20995.0,204265,64847,56992
2017-01-03 00:00:00.000000000,1483372800000000000,21150.0,21355.0,20910.0,21010.0,73580,56992,52784
2017-01-04 00:00:00.000000000,1483459200000000000,21110.0,21290.0,20680.0,21180.0,251256,52784,93080
2017-01-05 00:00:00.000000000,1483545600000000000,21095.0,21735.0,21055.0,21355.0,348894,93080,100155
2017-01-06 00:00:00.000000000,1483632000000000000,21365.0,21560.0,21160.0,21215.0,295422,100155,101078
2017-01-09 00:00:00.000000000,1483891200000000000,21220.0,21785.0,21085.0,21775.0,319820,101078,111525
2017-01-10 00:00:00.000000000,1483977600000000000,21715.0,22735.0,21640.0,22555.0,397856,111525,119262
2017-01-11 00:00:00.000000000,1484064000000000000,22730.0,22815.0,22350.0,22485.0,287592,119262,115851
2017-01-12 00:00:00.000000000,1484150400000000000,22440.0,22655.0,22160.0,22430.0,363270,115851,114202
2017-01-13 00:00:00.000000000,1484236800000000000,22505.0,22835.0,22210.0,22405.0,341189,114202,108697
2017-01-16 00:00:00.000000000,1484496000000000000,22445.0,23160.0,22360.0,22770.0,395283,108697,109660
2017-01-17 00:00:00.000000000,1484582400000000000,22770.0,22880.0,21765.0,22050.0,356928,109660,104872
