datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2016-07-01 00:00:00.000000000,1467302400000000000,12540.0,12770.0,12500.0,12760.0,73862,82362,77605
2016-07-04 00:00:00.000000000,1467561600000000000,12600.0,12785.0,12505.0,12535.0,132630,77605,96183
2016-07-05 00:00:00.000000000,1467648000000000000,12555.0,12590.0,12270.0,12480.0,121558,96183,92319
2016-07-06 00:00:00.000000000,1467734400000000000,12500.0,12550.0,12310.0,12480.0,134009,92319,95043
2016-07-07 00:00:00.000000000,1467820800000000000,12395.0,12630.0,12390.0,12460.0,139563,95043,98306
2016-07-08 00:00:00.000000000,1467907200000000000,12445.0,12615.0,12420.0,12565.0,95397,98306,103729
2016-07-11 00:00:00.000000000,1468166400000000000,12610.0,12665.0,12555.0,12650.0,91425,103729,109993
2016-07-12 00:00:00.000000000,1468252800000000000,12570.0,12660.0,12465.0,12500.0,93121,109993,108550
2016-07-13 00:00:00.000000000,1468339200000000000,12555.0,12725.0,12515.0,12655.0,128613,108550,110930
2016-07-14 00:00:00.000000000,1468425600000000000,12635.0,12705.0,12570.0,12700.0,74226,110930,107784
2016-07-15 00:00:00.000000000,1468512000000000000,12720.0,12735.0,12625.0,12685.0,60618,107784,107847
2016-07-18 00:00:00.000000000,1468771200000000000,12730.0,12745.0,12500.0,12515.0,71010,107847,103359
2016-07-19 00:00:00.000000000,1468857600000000000,12485.0,12520.0,12205.0,12280.0,105862,103359,100927
2016-07-20 00:00:00.000000000,1468944000000000000,12265.0,12370.0,12215.0,12330.0,74856,100927,93787
2016-07-21 00:00:00.000000000,1469030400000000000,12295.0,12405.0,12215.0,12390.0,76105,93787,91670
2016-07-22 00:00:00.000000000,1469116800000000000,12355.0,12430.0,12150.0,12160.0,75896,91670,92866
2016-07-25 00:00:00.000000000,1469376000000000000,12190.0,12240.0,12070.0,12190.0,72032,92866,91287
2016-07-26 00:00:00.000000000,1469462400000000000,12175.0,12210.0,12115.0,12120.0,43302,91287,90585
2016-07-27 00:00:00.000000000,1469548800000000000,12115.0,12160.0,12020.0,12070.0,70891,90585,89302
2016-07-28 00:00:00.000000000,1469635200000000000,12095.0,12345.0,12040.0,12345.0,76587,89302,80345
2016-07-29 00:00:00.000000000,1469721600000000000,12360.0,12390.0,12180.0,12260.0,55456,80345,75402
2016-08-01 00:00:00.000000000,1469980800000000000,12310.0,12360.0,12240.0,12325.0,40700,75402,69759
2016-08-02 00:00:00.000000000,1470067200000000000,12310.0,12350.0,12180.0,12315.0,35617,69759,66352
2016-08-03 00:00:00.000000000,1470153600000000000,12235.0,12260.0,12010.0,12050.0,54147,66352,90154
2016-08-04 00:00:00.000000000,1470240000000000000,12110.0,12135.0,12030.0,12065.0,50208,90154,91508
2016-08-05 00:00:00.000000000,1470326400000000000,12040.0,12235.0,12000.0,12220.0,68099,91508,89067
2016-08-08 00:00:00.000000000,1470585600000000000,12240.0,12395.0,12190.0,12385.0,85564,89067,97504
2016-08-09 00:00:00.000000000,1470672000000000000,12380.0,12400.0,12270.0,12310.0,64431,97504,99910
2016-08-10 00:00:00.000000000,1470758400000000000,12310.0,12480.0,12295.0,12465.0,61626,99910,105578
2016-08-11 00:00:00.000000000,1470844800000000000,12480.0,12495.0,12355.0,12390.0,51874,105578,101482
2016-08-12 00:00:00.000000000,1470931200000000000,12355.0,12395.0,12300.0,12350.0,37568,101482,101017
2016-08-15 00:00:00.000000000,1471190400000000000,12305.0,12380.0,12225.0,12295.0,59717,101017,99214
2016-08-16 00:00:00.000000000,1471276800000000000,12330.0,12470.0,12310.0,12430.0,57835,99214,105654
2016-08-17 00:00:00.000000000,1471363200000000000,12455.0,12465.0,12385.0,12450.0,53063,105654,101427
2016-08-18 00:00:00.000000000,1471449600000000000,12460.0,12795.0,12435.0,12780.0,117780,101427,126299
2016-08-19 00:00:00.000000000,1471536000000000000,12770.0,12780.0,12605.0,12685.0,84252,126299,122350
2016-08-22 00:00:00.000000000,1471795200000000000,12555.0,12625.0,12360.0,12375.0,97926,122350,103122
2016-08-23 00:00:00.000000000,1471881600000000000,12375.0,12450.0,12230.0,12440.0,47681,103122,98194
2016-08-24 00:00:00.000000000,1471968000000000000,12425.0,12495.0,12385.0,12420.0,35518,98194,95495
2016-08-25 00:00:00.000000000,1472054400000000000,12420.0,12440.0,12280.0,12340.0,57262,95495,92024
2016-08-26 00:00:00.000000000,1472140800000000000,12310.0,12450.0,12295.0,12370.0,55519,92024,87355
2016-08-29 00:00:00.000000000,1472400000000000000,12310.0,12450.0,12310.0,12345.0,51178,87355,85505
2016-08-30 00:00:00.000000000,1472486400000000000,12335.0,12410.0,12300.0,12320.0,36000,85505,82947
2016-08-31 00:00:00.000000000,1472572800000000000,12315.0,12375.0,12205.0,12215.0,55566,82947,80413
2016-09-01 00:00:00.000000000,1472659200000000000,12190.0,12255.0,12150.0,12230.0,42428,80413,77359
2016-09-02 00:00:00.000000000,1472745600000000000,12180.0,12355.0,12170.0,12345.0,38792,77359,70866
2016-09-05 00:00:00.000000000,1473004800000000000,12195.0,12220.0,11885.0,11965.0,110795,70866,112485
2016-09-06 00:00:00.000000000,1473091200000000000,11945.0,12030.0,11850.0,11995.0,86215,112485,121099
2016-09-07 00:00:00.000000000,1473177600000000000,11970.0,12050.0,11940.0,12010.0,62152,121099,117670
2016-09-08 00:00:00.000000000,1473264000000000000,12030.0,12055.0,11915.0,11990.0,57164,117670,118652
2016-09-09 00:00:00.000000000,1473350400000000000,11980.0,12100.0,11960.0,12050.0,48541,118652,115457
2016-09-12 00:00:00.000000000,1473609600000000000,12010.0,12045.0,11910.0,11960.0,56970,115457,116996
2016-09-13 00:00:00.000000000,1473696000000000000,11965.0,12070.0,11955.0,12025.0,50994,116996,107917
2016-09-14 00:00:00.000000000,1473782400000000000,12005.0,12035.0,11835.0,11875.0,74828,107917,113032
2016-09-19 00:00:00.000000000,1474214400000000000,11930.0,11975.0,11875.0,11915.0,38242,113032,113993
2016-09-20 00:00:00.000000000,1474300800000000000,11920.0,12115.0,11910.0,12065.0,66282,113993,105542
2016-09-21 00:00:00.000000000,1474387200000000000,12055.0,12190.0,12035.0,12145.0,67405,105542,100993
2016-09-22 00:00:00.000000000,1474473600000000000,12160.0,12355.0,12120.0,12310.0,75756,100993,96623
2016-09-23 00:00:00.000000000,1474560000000000000,12380.0,12530.0,12335.0,12495.0,93103,96623,91777
2016-09-26 00:00:00.000000000,1474819200000000000,12505.0,12510.0,12320.0,12420.0,80562,91777,84204
2016-09-27 00:00:00.000000000,1474905600000000000,12435.0,12555.0,12370.0,12495.0,74646,84204,85887
2016-09-28 00:00:00.000000000,1474992000000000000,12505.0,12520.0,12355.0,12445.0,57733,85887,81614
2016-09-29 00:00:00.000000000,1475078400000000000,12450.0,12690.0,12440.0,12590.0,74954,81614,76801
2016-09-30 00:00:00.000000000,1475164800000000000,12570.0,12620.0,12455.0,12465.0,47251,76801,70281
2016-10-10 00:00:00.000000000,1476028800000000000,12500.0,12910.0,12490.0,12865.0,58886,70281,73471
2016-10-11 00:00:00.000000000,1476115200000000000,12870.0,12990.0,12835.0,12950.0,48923,73471,69572
2016-10-12 00:00:00.000000000,1476201600000000000,12660.0,12710.0,12540.0,12665.0,85443,69572,102068
2016-10-13 00:00:00.000000000,1476288000000000000,12740.0,12815.0,12660.0,12765.0,82233,102068,112566
2016-10-14 00:00:00.000000000,1476374400000000000,12765.0,12960.0,12725.0,12865.0,96078,112566,122305
2016-10-17 00:00:00.000000000,1476633600000000000,12865.0,12895.0,12655.0,12720.0,94378,122305,119939
2016-10-18 00:00:00.000000000,1476720000000000000,12650.0,12790.0,12625.0,12785.0,63104,119939,122347
2016-10-19 00:00:00.000000000,1476806400000000000,12735.0,12815.0,12560.0,12590.0,94746,122347,118349
2016-10-20 00:00:00.000000000,1476892800000000000,12580.0,12670.0,12555.0,12575.0,63782,118349,118937
2016-10-21 00:00:00.000000000,1476979200000000000,12500.0,12695.0,12465.0,12630.0,71626,118937,115300
2016-10-24 00:00:00.000000000,1477238400000000000,12600.0,12945.0,12580.0,12930.0,100359,115300,113886
2016-10-25 00:00:00.000000000,1477324800000000000,12920.0,13300.0,12900.0,13300.0,98096,113886,112263
2016-10-26 00:00:00.000000000,1477411200000000000,13385.0,13995.0,13350.0,13620.0,271932,112263,103952
2016-10-27 00:00:00.000000000,1477497600000000000,13650.0,13715.0,13390.0,13530.0,154691,103952,107307
2016-10-28 00:00:00.000000000,1477584000000000000,13605.0,13960.0,13540.0,13860.0,166280,107307,107320
2016-10-31 00:00:00.000000000,1477843200000000000,13885.0,14285.0,13830.0,14100.0,179631,107320,102423
2016-11-01 00:00:00.000000000,1477929600000000000,14155.0,14255.0,13970.0,14115.0,112083,102423,94046
2016-11-02 00:00:00.000000000,1478016000000000000,14105.0,14115.0,13555.0,13555.0,96224,94046,80845
2016-11-03 00:00:00.000000000,1478102400000000000,13235.0,13475.0,13180.0,13410.0,130447,80845,96192
2016-11-04 00:00:00.000000000,1478188800000000000,13485.0,13540.0,13185.0,13245.0,143503,96192,101918
2016-11-07 00:00:00.000000000,1478448000000000000,13255.0,13580.0,13215.0,13340.0,169246,101918,102460
2016-11-08 00:00:00.000000000,1478534400000000000,13350.0,13520.0,13270.0,13355.0,151037,102460,105982
2016-11-09 00:00:00.000000000,1478620800000000000,13340.0,13695.0,13300.0,13490.0,234179,105982,108318
2016-11-10 00:00:00.000000000,1478707200000000000,13585.0,14060.0,13550.0,14060.0,268145,108318,120737
2016-11-11 00:00:00.000000000,1478793600000000000,14160.0,14255.0,13925.0,14105.0,221028,120737,114464
2016-11-14 00:00:00.000000000,1479052800000000000,14165.0,14850.0,13610.0,14330.0,396981,114464,111194
2016-11-15 00:00:00.000000000,1479139200000000000,14275.0,14445.0,13725.0,13800.0,298595,111194,109048
2016-11-16 00:00:00.000000000,1479225600000000000,13825.0,13930.0,13485.0,13600.0,215661,109048,108634
2016-11-17 00:00:00.000000000,1479312000000000000,13550.0,13615.0,13275.0,13430.0,179751,108634,106097
2016-11-18 00:00:00.000000000,1479398400000000000,13395.0,13665.0,13385.0,13635.0,180082,106097,100534
2016-11-21 00:00:00.000000000,1479657600000000000,13680.0,14140.0,13480.0,14090.0,204837,100534,101720
2016-11-22 00:00:00.000000000,1479744000000000000,14115.0,14315.0,14020.0,14210.0,187003,101720,95871
2016-11-23 00:00:00.000000000,1479830400000000000,14185.0,14370.0,14050.0,14100.0,176421,95871,96823
2016-11-24 00:00:00.000000000,1479916800000000000,14115.0,14350.0,13820.0,14075.0,280131,96823,96822
2016-11-25 00:00:00.000000000,1480003200000000000,14015.0,14120.0,13850.0,13960.0,174167,96822,92426
2016-11-28 00:00:00.000000000,1480262400000000000,13960.0,14185.0,13880.0,14085.0,176488,92426,84229
2016-11-29 00:00:00.000000000,1480348800000000000,14035.0,14065.0,13530.0,13570.0,187143,84229,80250
2016-11-30 00:00:00.000000000,1480435200000000000,13550.0,13615.0,13075.0,13270.0,158054,80250,79284
2016-12-01 00:00:00.000000000,1480521600000000000,13345.0,13630.0,13290.0,13520.0,111602,79284,75099
2016-12-02 00:00:00.000000000,1480608000000000000,13450.0,13670.0,13350.0,13510.0,66907,75099,72783
2016-12-05 00:00:00.000000000,1480867200000000000,13285.0,13415.0,13165.0,13185.0,142909,72783,135690
2016-12-06 00:00:00.000000000,1480953600000000000,13230.0,13375.0,13100.0,13165.0,147819,135690,141897
2016-12-07 00:00:00.000000000,1481040000000000000,13160.0,13175.0,12920.0,13120.0,188034,141897,143620
2016-12-08 00:00:00.000000000,1481126400000000000,13190.0,13325.0,12960.0,13110.0,182094,143620,144745
2016-12-09 00:00:00.000000000,1481212800000000000,13165.0,13395.0,13015.0,13320.0,206137,144745,138240
2016-12-12 00:00:00.000000000,1481472000000000000,13330.0,13595.0,13250.0,13445.0,178255,138240,130472
2016-12-13 00:00:00.000000000,1481558400000000000,13380.0,13450.0,13280.0,13300.0,112543,130472,129351
2016-12-14 00:00:00.000000000,1481644800000000000,13355.0,13360.0,13010.0,13040.0,160159,129351,135532
2016-12-15 00:00:00.000000000,1481731200000000000,13070.0,13100.0,12820.0,13005.0,181914,135532,145728
2016-12-16 00:00:00.000000000,1481817600000000000,12920.0,13075.0,12880.0,12915.0,116023,145728,148976
2016-12-19 00:00:00.000000000,1482076800000000000,12845.0,12920.0,12620.0,12630.0,138564,148976,152135
2016-12-20 00:00:00.000000000,1482163200000000000,12600.0,12715.0,12530.0,12665.0,121865,152135,148015
2016-12-21 00:00:00.000000000,1482249600000000000,12705.0,12890.0,12670.0,12880.0,116038,148015,136488
2016-12-22 00:00:00.000000000,1482336000000000000,12880.0,12925.0,12770.0,12800.0,106014,136488,125685
2016-12-23 00:00:00.000000000,1482422400000000000,12830.0,12930.0,12635.0,12700.0,118851,125685,127631
2016-12-26 00:00:00.000000000,1482681600000000000,12705.0,12820.0,12450.0,12640.0,124877,127631,123146
2016-12-27 00:00:00.000000000,1482768000000000000,12645.0,12815.0,12565.0,12790.0,90640,123146,119243
2016-12-28 00:00:00.000000000,1482854400000000000,12810.0,12950.0,12635.0,12650.0,111947,119243,117248
2016-12-29 00:00:00.000000000,1482940800000000000,12585.0,12740.0,12550.0,12720.0,92613,117248,112467
2016-12-30 00:00:00.000000000,1483027200000000000,12650.0,12875.0,12605.0,12795.0,107469,112467,100113
2017-01-03 00:00:00.000000000,1483372800000000000,12810.0,12850.0,12560.0,12590.0,42879,100113,100105
2017-01-04 00:00:00.000000000,1483459200000000000,12605.0,12665.0,12475.0,12645.0,51006,100105,93670
2017-01-05 00:00:00.000000000,1483545600000000000,12660.0,12735.0,12555.0,12595.0,69218,93670,128229
2017-01-06 00:00:00.000000000,1483632000000000000,12610.0,12660.0,12505.0,12510.0,62796,128229,135548
2017-01-09 00:00:00.000000000,1483891200000000000,12560.0,12710.0,12535.0,12580.0,98030,135548,141443
2017-01-10 00:00:00.000000000,1483977600000000000,12570.0,12870.0,12545.0,12870.0,149577,141443,145293
2017-01-11 00:00:00.000000000,1484064000000000000,12940.0,13050.0,12855.0,13040.0,148719,145293,142954
2017-01-12 00:00:00.000000000,1484150400000000000,13020.0,13280.0,12955.0,13280.0,148121,142954,146982
2017-01-13 00:00:00.000000000,1484236800000000000,13365.0,13545.0,13210.0,13395.0,216054,146982,153045
2017-01-16 00:00:00.000000000,1484496000000000000,13415.0,13500.0,13275.0,13390.0,146795,153045,155260
2017-01-17 00:00:00.000000000,1484582400000000000,13420.0,13525.0,13215.0,13320.0,166483,155260,153868
