datetime,datetime_nano,KQ.m@INE.sc.open,KQ.m@INE.sc.high,KQ.m@INE.sc.low,KQ.m@INE.sc.close,KQ.m@INE.sc.volume,KQ.m@INE.sc.open_oi,KQ.m@INE.sc.close_oi
2018-11-06 00:00:00.000000000,1541433600000000000,512.1,517.4,505.1,507.6,139300,17664,16955
2018-11-07 00:00:00.000000000,1541520000000000000,508.0,512.2,497.6,498.6,172268,16955,16778
2018-11-08 00:00:00.000000000,1541606400000000000,506.3,507.0,499.2,503.4,163230,16778,15962
2018-11-09 00:00:00.000000000,1541692800000000000,502.0,502.8,492.5,495.4,159669,15962,15995
2018-11-12 00:00:00.000000000,1541952000000000000,488.7,500.2,483.9,498.6,169503,15995,15617
2018-11-13 00:00:00.000000000,1542038400000000000,496.6,498.7,483.6,484.4,137023,15617,15179
2018-11-14 00:00:00.000000000,1542124800000000000,483.2,486.7,468.0,468.0,148031,15179,14481
2018-11-15 00:00:00.000000000,1542211200000000000,464.7,467.8,456.1,463.9,184482,14481,13084
2018-11-16 00:00:00.000000000,1542297600000000000,465.2,468.9,460.7,466.7,143171,13084,11968
2018-11-19 00:00:00.000000000,1542556800000000000,469.9,473.0,459.8,465.8,122073,11968,7981
2018-11-20 00:00:00.000000000,1542643200000000000,468.4,471.8,462.1,465.0,155021,7981,18448
2018-11-21 00:00:00.000000000,1542729600000000000,464.4,465.2,443.6,447.5,236212,18448,19260
2018-11-22 00:00:00.000000000,1542816000000000000,450.7,454.4,441.0,443.1,257875,19260,20376
2018-11-23 00:00:00.000000000,1542902400000000000,445.5,448.9,428.9,433.0,240398,20376,20900
2018-11-26 00:00:00.000000000,1543161600000000000,425.7,427.4,418.9,418.9,77357,20900,20673
2018-11-27 00:00:00.000000000,1543248000000000000,416.9,426.5,415.5,418.1,233886,20673,18635
2018-11-28 00:00:00.000000000,1543334400000000000,420.1,429.0,414.0,426.7,291367,18635,18688
2018-11-29 00:00:00.000000000,1543420800000000000,420.4,424.1,406.7,409.5,329789,18688,19391
2018-11-30 00:00:00.000000000,1543507200000000000,414.5,419.9,411.6,418.1,293369,19391,18084
2018-12-03 00:00:00.000000000,1543766400000000000,412.9,437.8,405.3,431.7,324132,18084,16457
2018-12-04 00:00:00.000000000,1543852800000000000,427.5,434.3,422.8,432.2,228452,16457,17743
2018-12-05 00:00:00.000000000,1543939200000000000,435.7,436.1,421.0,425.1,246996,17743,19257
2018-12-06 00:00:00.000000000,1544025600000000000,430.5,435.2,420.7,422.4,253233,19257,18497
2018-12-07 00:00:00.000000000,1544112000000000000,412.7,420.0,406.6,411.8,342663,18497,18973
2018-12-10 00:00:00.000000000,1544371200000000000,417.9,437.3,416.7,428.9,302544,18973,14743
2018-12-11 00:00:00.000000000,1544457600000000000,425.2,427.5,415.1,418.8,213494,14743,16329
2018-12-12 00:00:00.000000000,1544544000000000000,421.7,426.9,420.1,425.4,178630,16329,18153
2018-12-13 00:00:00.000000000,1544630400000000000,427.7,428.7,420.3,422.2,219341,18153,15738
2018-12-14 00:00:00.000000000,1544716800000000000,417.9,428.6,416.8,421.8,207243,15738,13118
2018-12-17 00:00:00.000000000,1544976000000000000,422.1,425.6,412.8,417.8,190386,13118,10898
2018-12-18 00:00:00.000000000,1545062400000000000,429.9,430.8,414.1,415.8,113000,10898,21398
2018-12-19 00:00:00.000000000,1545148800000000000,413.6,417.3,397.0,399.4,223528,21398,23797
2018-12-20 00:00:00.000000000,1545235200000000000,399.0,405.7,395.6,398.1,209968,23797,25604
2018-12-21 00:00:00.000000000,1545321600000000000,394.6,398.0,385.8,389.6,252217,25604,26474
2018-12-24 00:00:00.000000000,1545580800000000000,380.3,389.6,375.5,384.8,259151,26474,28335
2018-12-25 00:00:00.000000000,1545667200000000000,379.8,382.8,351.6,355.6,230188,28335,29682
2018-12-26 00:00:00.000000000,1545753600000000000,356.2,364.9,352.7,357.3,139398,29682,28466
2018-12-27 00:00:00.000000000,1545840000000000000,361.1,385.7,356.8,383.4,326516,28466,24261
2018-12-28 00:00:00.000000000,1545926400000000000,378.6,383.3,373.1,379.1,241672,24261,21610
2019-01-02 00:00:00.000000000,1546358400000000000,381.0,383.0,369.4,370.9,77662,21610,23762
2019-01-03 00:00:00.000000000,1546444800000000000,371.1,397.3,370.2,385.4,306478,23762,22455
2019-01-04 00:00:00.000000000,1546531200000000000,391.5,401.8,386.2,398.0,330768,22455,23093
2019-01-07 00:00:00.000000000,1546790400000000000,401.8,411.5,398.9,407.5,351948,23093,23155
2019-01-08 00:00:00.000000000,1546876800000000000,408.4,415.5,402.7,405.5,300039,23155,23203
2019-01-09 00:00:00.000000000,1546963200000000000,409.2,419.8,407.3,416.3,278672,23203,22590
2019-01-10 00:00:00.000000000,1547049600000000000,419.2,428.9,416.5,421.5,318442,22590,21682
2019-01-11 00:00:00.000000000,1547136000000000000,423.9,427.5,419.7,426.9,254480,21682,24486
2019-01-14 00:00:00.000000000,1547395200000000000,425.8,426.5,412.5,414.8,303364,24486,24725
2019-01-15 00:00:00.000000000,1547481600000000000,416.2,420.2,413.1,416.3,253401,24725,26110
2019-01-16 00:00:00.000000000,1547568000000000000,417.0,423.5,414.5,422.9,234287,26110,25979
2019-01-17 00:00:00.000000000,1547654400000000000,419.5,425.8,418.0,425.2,274330,25979,24488
2019-01-18 00:00:00.000000000,1547740800000000000,419.0,433.3,418.2,432.0,258019,24488,24465
2019-01-21 00:00:00.000000000,1548000000000000000,431.3,441.5,429.4,438.8,272738,24465,25279
2019-01-22 00:00:00.000000000,1548086400000000000,438.5,442.2,432.2,434.5,178961,25279,24619
2019-01-23 00:00:00.000000000,1548172800000000000,430.8,433.2,423.9,432.4,228191,24619,24071
2019-01-24 00:00:00.000000000,1548259200000000000,433.9,435.7,421.5,425.7,265952,24071,24244
2019-01-25 00:00:00.000000000,1548345600000000000,424.3,433.0,423.2,430.8,248756,24244,24086
2019-01-28 00:00:00.000000000,1548604800000000000,426.5,430.7,421.9,422.0,200576,24086,25058
2019-01-29 00:00:00.000000000,1548691200000000000,421.6,423.4,413.0,418.5,186563,25058,24290
2019-01-30 00:00:00.000000000,1548777600000000000,420.2,429.2,419.5,425.1,184066,24290,22166
2019-01-31 00:00:00.000000000,1548864000000000000,428.9,434.0,427.2,431.6,159440,22166,21024
2019-02-01 00:00:00.000000000,1548950400000000000,429.5,437.6,422.7,423.2,156475,21024,17007
2019-02-11 00:00:00.000000000,1549814400000000000,423.2,430.8,423.0,429.6,36189,17007,16230
2019-02-12 00:00:00.000000000,1549900800000000000,431.2,434.5,424.2,427.4,118569,16230,15914
2019-02-13 00:00:00.000000000,1549987200000000000,432.8,438.4,429.1,432.5,157295,15914,16590
2019-02-14 00:00:00.000000000,1550073600000000000,431.8,442.8,430.1,441.8,143205,16590,17172
2019-02-15 00:00:00.000000000,1550160000000000000,441.1,447.6,434.5,444.3,144891,17172,14549
2019-02-18 00:00:00.000000000,1550419200000000000,453.1,467.9,450.9,461.1,90674,14549,20865
2019-02-19 00:00:00.000000000,1550505600000000000,459.8,462.0,456.0,461.2,86660,20865,23425
2019-02-20 00:00:00.000000000,1550592000000000000,460.1,460.9,453.7,456.4,125151,23425,22575
2019-02-21 00:00:00.000000000,1550678400000000000,453.6,462.6,450.5,457.3,145715,22575,23500
2019-02-22 00:00:00.000000000,1550764800000000000,456.7,457.5,452.4,456.8,119729,23500,23542
2019-02-25 00:00:00.000000000,1551024000000000000,460.3,460.7,446.2,449.0,138246,23542,23820
2019-02-26 00:00:00.000000000,1551110400000000000,440.9,441.9,427.5,433.1,164207,23820,23173
2019-02-27 00:00:00.000000000,1551196800000000000,437.6,440.5,433.0,438.3,127462,23173,21238
2019-02-28 00:00:00.000000000,1551283200000000000,444.1,445.0,438.2,439.7,131057,21238,21986
2019-03-01 00:00:00.000000000,1551369600000000000,440.5,450.2,439.8,449.3,123028,21986,21058
2019-03-04 00:00:00.000000000,1551628800000000000,444.9,447.2,431.6,436.1,168342,21058,21831
2019-03-05 00:00:00.000000000,1551715200000000000,438.3,443.6,433.2,434.5,125963,21831,22564
2019-03-06 00:00:00.000000000,1551801600000000000,438.4,440.0,426.1,438.6,163685,22564,20163
2019-03-07 00:00:00.000000000,1551888000000000000,438.4,445.7,434.9,440.0,174908,20163,19133
2019-03-08 00:00:00.000000000,1551974400000000000,444.6,445.5,436.5,437.0,139366,19133,18332
2019-03-11 00:00:00.000000000,1552233600000000000,430.3,440.9,426.5,439.7,143045,18332,17565
2019-03-12 00:00:00.000000000,1552320000000000000,440.1,448.5,439.7,444.2,143775,17565,18240
2019-03-13 00:00:00.000000000,1552406400000000000,447.6,448.0,440.8,445.5,120006,18240,16249
2019-03-14 00:00:00.000000000,1552492800000000000,447.0,453.9,446.3,452.7,129262,16249,16406
2019-03-15 00:00:00.000000000,1552579200000000000,453.0,457.4,448.1,455.0,128638,16406,13387
2019-03-18 00:00:00.000000000,1552838400000000000,450.0,455.9,443.7,452.8,105262,13387,10706
2019-03-19 00:00:00.000000000,1552924800000000000,453.7,458.7,451.6,457.3,69869,10706,20884
2019-03-20 00:00:00.000000000,1553011200000000000,459.6,459.8,452.3,457.5,112157,20884,21088
2019-03-21 00:00:00.000000000,1553097600000000000,454.0,464.9,453.2,463.9,154778,21088,24488
2019-03-22 00:00:00.000000000,1553184000000000000,462.6,463.4,457.0,460.9,127894,24488,22426
2019-03-25 00:00:00.000000000,1553443200000000000,456.5,457.2,448.6,450.2,147550,22426,20161
2019-03-26 00:00:00.000000000,1553529600000000000,451.6,456.6,450.4,454.8,119956,20161,18559
2019-03-27 00:00:00.000000000,1553616000000000000,458.5,460.8,456.6,458.8,107361,18559,19399
2019-03-28 00:00:00.000000000,1553702400000000000,458.6,461.2,453.1,453.2,145313,19399,20086
2019-03-29 00:00:00.000000000,1553788800000000000,449.3,459.6,446.9,457.9,149841,20086,18039
2019-04-01 00:00:00.000000000,1554048000000000000,462.9,463.6,455.8,461.1,122745,18039,16858
2019-04-02 00:00:00.000000000,1554134400000000000,463.2,473.0,460.7,470.2,157931,16858,19950
2019-04-03 00:00:00.000000000,1554220800000000000,468.4,475.5,467.9,472.4,129979,19950,21196
2019-04-04 00:00:00.000000000,1554307200000000000,470.9,472.5,467.0,469.0,144222,21196,19610
2019-04-08 00:00:00.000000000,1554652800000000000,478.0,479.4,476.1,476.1,44520,19610,19980
2019-04-09 00:00:00.000000000,1554739200000000000,475.7,481.9,475.0,478.2,138579,19980,19928
2019-04-10 00:00:00.000000000,1554825600000000000,477.0,479.1,472.8,475.7,134000,19928,18950
2019-04-11 00:00:00.000000000,1554912000000000000,476.3,482.8,475.6,480.1,127349,18950,18677
2019-04-12 00:00:00.000000000,1554998400000000000,478.7,479.7,472.4,475.2,118702,18677,16477
2019-04-15 00:00:00.000000000,1555257600000000000,479.6,480.2,467.5,471.8,120024,16477,15102
2019-04-16 00:00:00.000000000,1555344000000000000,469.4,472.2,464.7,465.6,123717,15102,13087
2019-04-17 00:00:00.000000000,1555430400000000000,467.8,474.3,466.0,472.1,103674,13087,10071
2019-04-18 00:00:00.000000000,1555516800000000000,475.3,476.1,471.6,472.6,86158,10071,21951
2019-04-19 00:00:00.000000000,1555603200000000000,476.4,476.9,473.4,475.9,93568,21951,23767
2019-04-22 00:00:00.000000000,1555862400000000000,476.2,495.2,475.1,490.2,111756,23767,25126
2019-04-23 00:00:00.000000000,1555948800000000000,490.8,499.3,488.6,498.3,130573,25126,26119
2019-04-24 00:00:00.000000000,1556035200000000000,496.1,500.3,495.2,497.0,124968,26119,25790
2019-04-25 00:00:00.000000000,1556121600000000000,499.2,506.9,498.0,505.9,154912,25790,25547
2019-04-26 00:00:00.000000000,1556208000000000000,505.7,508.3,497.3,498.0,120455,25547,23585
2019-04-29 00:00:00.000000000,1556467200000000000,492.2,495.4,481.2,482.8,204397,23585,20179
2019-04-30 00:00:00.000000000,1556553600000000000,484.0,489.1,483.1,487.6,122214,20179,18461
2019-05-06 00:00:00.000000000,1557072000000000000,467.5,474.8,465.3,472.0,50054,18461,17276
2019-05-07 00:00:00.000000000,1557158400000000000,477.8,486.5,476.7,485.2,131798,17276,17457
2019-05-08 00:00:00.000000000,1557244800000000000,480.3,482.8,475.1,482.3,156184,17457,16866
2019-05-09 00:00:00.000000000,1557331200000000000,480.3,486.6,476.8,481.7,162434,16866,16507
2019-05-10 00:00:00.000000000,1557417600000000000,483.3,491.8,481.1,487.7,166873,16507,15880
2019-05-13 00:00:00.000000000,1557676800000000000,487.4,497.4,486.5,496.8,130415,15880,16869
2019-05-14 00:00:00.000000000,1557763200000000000,501.9,511.4,491.0,496.3,190401,16869,16219
2019-05-15 00:00:00.000000000,1557849600000000000,500.9,503.4,498.2,500.9,124582,16219,16836
