datetime,datetime_nano,KQ.m@GFEX.si.open,KQ.m@GFEX.si.high,KQ.m@GFEX.si.low,KQ.m@GFEX.si.close,KQ.m@GFEX.si.volume,KQ.m@GFEX.si.open_oi,KQ.m@GFEX.si.close_oi
2023-01-30 00:00:00.000000000,1675008000000000000,18700.0,18720.0,17980.0,18075.0,32749,91870,94836
2023-01-31 00:00:00.000000000,1675094400000000000,18075.0,18260.0,17820.0,17860.0,36851,94836,99965
2023-02-01 00:00:00.000000000,1675180800000000000,17850.0,18060.0,17660.0,17900.0,48186,99965,103413
2023-02-02 00:00:00.000000000,1675267200000000000,17790.0,18020.0,17575.0,17625.0,46937,103413,105227
2023-02-03 00:00:00.000000000,1675353600000000000,17665.0,17820.0,17500.0,17745.0,61844,105227,84586
2023-02-06 00:00:00.000000000,1675612800000000000,17690.0,17820.0,17625.0,17765.0,24588,84586,67793
2023-02-07 00:00:00.000000000,1675699200000000000,17785.0,17850.0,17655.0,17715.0,24892,67793,57889
2023-02-08 00:00:00.000000000,1675785600000000000,17740.0,18025.0,17680.0,17875.0,36280,57889,51702
2023-02-09 00:00:00.000000000,1675872000000000000,17870.0,18105.0,17820.0,18020.0,23555,51702,53909
2023-02-10 00:00:00.000000000,1675958400000000000,17985.0,18105.0,17775.0,17955.0,19541,53909,54190
2023-02-13 00:00:00.000000000,1676217600000000000,17985.0,18080.0,17850.0,17920.0,17928,54190,53361
2023-02-14 00:00:00.000000000,1676304000000000000,17940.0,18035.0,17900.0,17945.0,18859,53361,51783
2023-02-15 00:00:00.000000000,1676390400000000000,18000.0,18110.0,17865.0,17885.0,25670,51783,50866
2023-02-16 00:00:00.000000000,1676476800000000000,17900.0,17950.0,17585.0,17630.0,32027,50866,47060
2023-02-17 00:00:00.000000000,1676563200000000000,17630.0,17750.0,17360.0,17375.0,27627,47060,47877
2023-02-20 00:00:00.000000000,1676822400000000000,17305.0,17495.0,17260.0,17470.0,32048,47877,48666
2023-02-21 00:00:00.000000000,1676908800000000000,17555.0,17800.0,17550.0,17675.0,34830,48666,46597
2023-02-22 00:00:00.000000000,1676995200000000000,17670.0,17755.0,17505.0,17575.0,41633,46597,47406
2023-02-23 00:00:00.000000000,1677081600000000000,17600.0,17700.0,17570.0,17620.0,39303,47406,46217
2023-02-24 00:00:00.000000000,1677168000000000000,17635.0,17680.0,17555.0,17635.0,44344,46217,45607
2023-02-27 00:00:00.000000000,1677427200000000000,17600.0,17745.0,17460.0,17480.0,42878,45607,46391
2023-02-28 00:00:00.000000000,1677513600000000000,17485.0,17580.0,17420.0,17520.0,68158,46391,44252
2023-03-01 00:00:00.000000000,1677600000000000000,17530.0,17595.0,17485.0,17540.0,29733,44252,45681
2023-03-02 00:00:00.000000000,1677686400000000000,17560.0,17620.0,17510.0,17525.0,30400,45681,47030
2023-03-03 00:00:00.000000000,1677772800000000000,17510.0,17560.0,17480.0,17490.0,53516,47030,44830
2023-03-06 00:00:00.000000000,1678032000000000000,17490.0,17520.0,17290.0,17300.0,36285,44830,47066
2023-03-07 00:00:00.000000000,1678118400000000000,17300.0,17410.0,17100.0,17130.0,38319,47066,50572
2023-03-08 00:00:00.000000000,1678204800000000000,17230.0,17330.0,17010.0,17175.0,23780,50572,50393
2023-03-09 00:00:00.000000000,1678291200000000000,17190.0,17220.0,17010.0,17075.0,38897,50393,51650
2023-03-10 00:00:00.000000000,1678377600000000000,17075.0,17115.0,16865.0,16960.0,42969,51650,51827
2023-03-13 00:00:00.000000000,1678636800000000000,16955.0,17040.0,16820.0,16970.0,37179,51827,52516
2023-03-14 00:00:00.000000000,1678723200000000000,16940.0,17060.0,16860.0,16905.0,27612,52516,51114
2023-03-15 00:00:00.000000000,1678809600000000000,16885.0,16960.0,16710.0,16740.0,28714,51114,51155
2023-03-16 00:00:00.000000000,1678896000000000000,16685.0,16710.0,15950.0,15975.0,45330,51155,53627
2023-03-17 00:00:00.000000000,1678982400000000000,16060.0,16310.0,16010.0,16120.0,44038,53627,54550
2023-03-20 00:00:00.000000000,1679241600000000000,16170.0,16295.0,16020.0,16080.0,34958,54550,52766
2023-03-21 00:00:00.000000000,1679328000000000000,16240.0,16330.0,15785.0,15870.0,45907,52766,58019
2023-03-22 00:00:00.000000000,1679414400000000000,15870.0,16030.0,15745.0,15965.0,49933,58019,58933
2023-03-23 00:00:00.000000000,1679500800000000000,15990.0,16070.0,15850.0,15895.0,34570,58933,58690
2023-03-24 00:00:00.000000000,1679587200000000000,15920.0,15980.0,15750.0,15895.0,42570,58690,60439
2023-03-27 00:00:00.000000000,1679846400000000000,15895.0,16065.0,15880.0,15915.0,34828,60439,60151
2023-03-28 00:00:00.000000000,1679932800000000000,15960.0,15995.0,15865.0,15910.0,42609,60151,60224
2023-03-29 00:00:00.000000000,1680019200000000000,15660.0,15890.0,15480.0,15750.0,55338,60224,61440
