datetime,datetime_nano,KQ.m@CZCE.CF.open,KQ.m@CZCE.CF.high,KQ.m@CZCE.CF.low,KQ.m@CZCE.CF.close,KQ.m@CZCE.CF.volume,KQ.m@CZCE.CF.open_oi,KQ.m@CZCE.CF.close_oi
2016-02-24 00:00:00.000000000,1456243200000000000,10480.0,10500.0,10290.0,10325.0,117979,235444,250348
2016-02-25 00:00:00.000000000,1456329600000000000,10320.0,10330.0,10035.0,10160.0,206776,250348,254164
2016-02-26 00:00:00.000000000,1456416000000000000,10165.0,10205.0,10065.0,10080.0,100941,254164,259672
2016-02-29 00:00:00.000000000,1456675200000000000,10075.0,10145.0,9975.0,9990.0,134393,259672,260076
2016-03-01 00:00:00.000000000,1456761600000000000,10005.0,10105.0,9890.0,10045.0,181870,260076,266846
2016-03-02 00:00:00.000000000,1456848000000000000,10070.0,10110.0,10000.0,10045.0,115987,266846,275034
2016-03-03 00:00:00.000000000,1456934400000000000,10050.0,10215.0,10000.0,10155.0,171447,275034,285317
2016-03-04 00:00:00.000000000,1457020800000000000,10160.0,10255.0,10115.0,10235.0,129528,285317,299153
2016-03-07 00:00:00.000000000,1457280000000000000,10240.0,10610.0,10220.0,10540.0,343805,299153,306973
2016-03-08 00:00:00.000000000,1457366400000000000,10545.0,10640.0,10275.0,10410.0,257276,306973,291527
2016-03-09 00:00:00.000000000,1457452800000000000,10395.0,10455.0,10235.0,10290.0,165238,291527,300368
2016-03-10 00:00:00.000000000,1457539200000000000,10300.0,10390.0,10165.0,10180.0,148441,300368,297742
2016-03-11 00:00:00.000000000,1457625600000000000,10160.0,10180.0,10040.0,10110.0,168275,297742,303364
2016-03-14 00:00:00.000000000,1457884800000000000,10150.0,10245.0,10100.0,10115.0,150340,303364,316023
2016-03-15 00:00:00.000000000,1457971200000000000,10085.0,10215.0,10080.0,10100.0,139199,316023,314272
2016-03-16 00:00:00.000000000,1458057600000000000,10105.0,10155.0,10060.0,10110.0,118881,314272,317387
2016-03-17 00:00:00.000000000,1458144000000000000,10100.0,10245.0,10090.0,10185.0,121697,317387,303897
2016-03-18 00:00:00.000000000,1458230400000000000,10195.0,10460.0,10185.0,10380.0,250287,303897,295492
2016-03-21 00:00:00.000000000,1458489600000000000,10375.0,10510.0,10270.0,10500.0,245756,295492,305843
2016-03-22 00:00:00.000000000,1458576000000000000,10535.0,10605.0,10440.0,10450.0,198063,305843,291774
2016-03-23 00:00:00.000000000,1458662400000000000,10420.0,10610.0,10410.0,10535.0,157677,291774,288369
2016-03-24 00:00:00.000000000,1458748800000000000,10505.0,10560.0,10350.0,10355.0,151125,288369,281972
2016-03-25 00:00:00.000000000,1458835200000000000,10370.0,10430.0,10340.0,10420.0,104062,281972,288255
2016-03-28 00:00:00.000000000,1459094400000000000,10455.0,10495.0,10350.0,10355.0,109804,288255,283719
2016-03-29 00:00:00.000000000,1459180800000000000,10370.0,10430.0,10220.0,10235.0,146420,283719,280773
2016-03-30 00:00:00.000000000,1459267200000000000,10245.0,10325.0,10210.0,10295.0,75382,280773,273739
2016-03-31 00:00:00.000000000,1459353600000000000,10320.0,10350.0,10120.0,10200.0,130990,273739,267805
2016-04-01 00:00:00.000000000,1459440000000000000,10210.0,10270.0,10185.0,10240.0,84643,267805,262220
2016-04-05 00:00:00.000000000,1459785600000000000,10290.0,10355.0,10250.0,10315.0,83834,262220,265547
2016-04-06 00:00:00.000000000,1459872000000000000,10335.0,10470.0,10320.0,10430.0,137735,265547,270260
2016-04-07 00:00:00.000000000,1459958400000000000,10425.0,10450.0,10315.0,10375.0,107109,270260,271966
2016-04-08 00:00:00.000000000,1460044800000000000,10405.0,10425.0,10330.0,10395.0,94020,271966,273078
2016-04-11 00:00:00.000000000,1460304000000000000,10520.0,10790.0,10440.0,10790.0,232200,273078,280677
2016-04-12 00:00:00.000000000,1460390400000000000,10950.0,11010.0,10810.0,10880.0,306927,280677,252240
2016-04-13 00:00:00.000000000,1460476800000000000,10960.0,11325.0,10950.0,11325.0,235995,252240,267354
2016-04-14 00:00:00.000000000,1460563200000000000,11545.0,11770.0,11345.0,11575.0,696269,267354,203437
2016-04-15 00:00:00.000000000,1460649600000000000,11445.0,11525.0,11190.0,11255.0,499473,203437,236555
2016-04-18 00:00:00.000000000,1460908800000000000,11190.0,11775.0,11150.0,11775.0,438537,236555,248581
2016-04-19 00:00:00.000000000,1460995200000000000,12205.0,12265.0,12020.0,12175.0,689817,248581,177832
2016-04-20 00:00:00.000000000,1461081600000000000,12235.0,12650.0,12220.0,12650.0,765249,177832,176210
2016-04-21 00:00:00.000000000,1461168000000000000,12395.0,13425.0,12215.0,13355.0,1166782,176210,150049
2016-04-22 00:00:00.000000000,1461254400000000000,13265.0,13450.0,12615.0,12840.0,1432469,150049,146405
2016-04-25 00:00:00.000000000,1461513600000000000,12870.0,13255.0,12665.0,12810.0,809602,146405,145201
2016-04-26 00:00:00.000000000,1461600000000000000,12835.0,13375.0,12650.0,12940.0,1239942,145201,176521
2016-04-27 00:00:00.000000000,1461686400000000000,12980.0,13135.0,12570.0,12805.0,642952,176521,174410
2016-04-28 00:00:00.000000000,1461772800000000000,12845.0,12885.0,12210.0,12350.0,571131,174410,166577
2016-04-29 00:00:00.000000000,1461859200000000000,12305.0,12640.0,12290.0,12555.0,446466,166577,159375
2016-05-03 00:00:00.000000000,1462204800000000000,12635.0,12905.0,12545.0,12755.0,279250,159375,157359
2016-05-04 00:00:00.000000000,1462291200000000000,12645.0,12680.0,12440.0,12530.0,285621,157359,163605
2016-05-05 00:00:00.000000000,1462377600000000000,12595.0,12600.0,12460.0,12565.0,196345,163605,163112
2016-05-06 00:00:00.000000000,1462464000000000000,12635.0,12740.0,12230.0,12350.0,337028,163112,147021
2016-05-09 00:00:00.000000000,1462723200000000000,12385.0,12485.0,11865.0,12165.0,366625,147021,135053
2016-05-10 00:00:00.000000000,1462809600000000000,12090.0,12270.0,12015.0,12240.0,274723,135053,135034
2016-05-11 00:00:00.000000000,1462896000000000000,12260.0,12420.0,12175.0,12335.0,200587,135034,138642
2016-05-12 00:00:00.000000000,1462982400000000000,12300.0,12695.0,12130.0,12530.0,366150,138642,152239
2016-05-13 00:00:00.000000000,1463068800000000000,12500.0,12640.0,12180.0,12300.0,328473,152239,129348
2016-05-16 00:00:00.000000000,1463328000000000000,12290.0,12520.0,12205.0,12335.0,187806,129348,133750
2016-05-17 00:00:00.000000000,1463414400000000000,12370.0,12475.0,12310.0,12440.0,161394,133750,135836
2016-05-18 00:00:00.000000000,1463500800000000000,12455.0,12835.0,12450.0,12550.0,431064,135836,141100
2016-05-19 00:00:00.000000000,1463587200000000000,12575.0,12755.0,12525.0,12740.0,298503,141100,146142
2016-05-20 00:00:00.000000000,1463673600000000000,12740.0,12885.0,12645.0,12745.0,227855,146142,144549
2016-05-23 00:00:00.000000000,1463932800000000000,12725.0,12815.0,12350.0,12390.0,266589,144549,121894
2016-05-24 00:00:00.000000000,1464019200000000000,12385.0,12470.0,12260.0,12415.0,202602,121894,122350
2016-05-25 00:00:00.000000000,1464105600000000000,12475.0,12650.0,12250.0,12480.0,240955,122350,118540
2016-05-26 00:00:00.000000000,1464192000000000000,12485.0,13035.0,12455.0,13035.0,348243,118540,161419
2016-05-27 00:00:00.000000000,1464278400000000000,13080.0,13260.0,12855.0,13100.0,538559,161419,180074
2016-05-30 00:00:00.000000000,1464537600000000000,13065.0,13390.0,12965.0,13330.0,376011,180074,199421
2016-05-31 00:00:00.000000000,1464624000000000000,13335.0,13375.0,12820.0,12840.0,330544,199421,169620
2016-06-01 00:00:00.000000000,1464710400000000000,12815.0,12930.0,12465.0,12575.0,396048,169620,148239
2016-06-02 00:00:00.000000000,1464796800000000000,12625.0,12800.0,12530.0,12590.0,231649,148239,144690
2016-06-03 00:00:00.000000000,1464883200000000000,12620.0,12740.0,12390.0,12470.0,272082,144690,150996
2016-06-06 00:00:00.000000000,1465142400000000000,12565.0,12735.0,12465.0,12675.0,231016,150996,148432
2016-06-07 00:00:00.000000000,1465228800000000000,12780.0,13120.0,12735.0,13005.0,381163,148432,160313
2016-06-08 00:00:00.000000000,1465315200000000000,12975.0,13025.0,12700.0,12900.0,234633,160313,144229
2016-06-13 00:00:00.000000000,1465747200000000000,12850.0,13255.0,12830.0,13025.0,201110,144229,153677
2016-06-14 00:00:00.000000000,1465833600000000000,13015.0,13170.0,12810.0,12845.0,192437,153677,138956
2016-06-15 00:00:00.000000000,1465920000000000000,12830.0,12925.0,12730.0,12780.0,174433,138956,132476
2016-06-16 00:00:00.000000000,1466006400000000000,12810.0,13090.0,12720.0,13000.0,232862,132476,138341
2016-06-17 00:00:00.000000000,1466092800000000000,13015.0,13565.0,12835.0,13480.0,590491,138341,179813
2016-06-20 00:00:00.000000000,1466352000000000000,13500.0,13590.0,13300.0,13455.0,345754,179813,173957
2016-06-21 00:00:00.000000000,1466438400000000000,13430.0,13500.0,13000.0,13030.0,296481,173957,133448
2016-06-22 00:00:00.000000000,1466524800000000000,12965.0,13225.0,12950.0,13210.0,175857,133448,120991
2016-06-23 00:00:00.000000000,1466611200000000000,13205.0,13530.0,13180.0,13430.0,297479,120991,128070
2016-06-24 00:00:00.000000000,1466697600000000000,13520.0,13705.0,13270.0,13345.0,334082,128070,122060
2016-06-27 00:00:00.000000000,1466956800000000000,13310.0,13635.0,13275.0,13585.0,191589,122060,121678
2016-06-28 00:00:00.000000000,1467043200000000000,13580.0,14135.0,13550.0,14040.0,287273,121678,116904
2016-06-29 00:00:00.000000000,1467129600000000000,14245.0,14670.0,14210.0,14670.0,485655,116904,229851
2016-06-30 00:00:00.000000000,1467216000000000000,14700.0,14945.0,14590.0,14725.0,441791,229851,237230
2016-07-01 00:00:00.000000000,1467302400000000000,14710.0,14880.0,14465.0,14735.0,350972,237230,225168
2016-07-04 00:00:00.000000000,1467561600000000000,14755.0,15425.0,14730.0,15425.0,436556,225168,246080
2016-07-05 00:00:00.000000000,1467648000000000000,15620.0,15790.0,14510.0,15000.0,604452,246080,215874
2016-07-06 00:00:00.000000000,1467734400000000000,15025.0,15340.0,14450.0,14875.0,594240,215874,191075
2016-07-07 00:00:00.000000000,1467820800000000000,14685.0,15145.0,14655.0,14910.0,551794,191075,201585
2016-07-08 00:00:00.000000000,1467907200000000000,14955.0,15120.0,14215.0,14350.0,588075,201585,196361
2016-07-11 00:00:00.000000000,1468166400000000000,14500.0,15060.0,14335.0,15045.0,465548,196361,213332
2016-07-12 00:00:00.000000000,1468252800000000000,15195.0,15455.0,14975.0,15380.0,568466,213332,242072
2016-07-13 00:00:00.000000000,1468339200000000000,15360.0,16030.0,15115.0,15730.0,736061,242072,246377
2016-07-14 00:00:00.000000000,1468425600000000000,15720.0,15965.0,15510.0,15855.0,532575,246377,256042
2016-07-15 00:00:00.000000000,1468512000000000000,15860.0,16060.0,15750.0,15975.0,502892,256042,262424
2016-07-18 00:00:00.000000000,1468771200000000000,16175.0,16185.0,15460.0,15765.0,659284,262424,235271
2016-07-19 00:00:00.000000000,1468857600000000000,15845.0,15925.0,15495.0,15675.0,603322,235271,234499
2016-07-20 00:00:00.000000000,1468944000000000000,15675.0,15740.0,15020.0,15305.0,669436,234499,235188
2016-07-21 00:00:00.000000000,1469030400000000000,15250.0,15600.0,15195.0,15485.0,419112,235188,230619
2016-07-22 00:00:00.000000000,1469116800000000000,15540.0,15795.0,15170.0,15195.0,614901,230619,227258
2016-07-25 00:00:00.000000000,1469376000000000000,15245.0,15445.0,15115.0,15340.0,413558,227258,216619
2016-07-26 00:00:00.000000000,1469462400000000000,15350.0,15480.0,15170.0,15450.0,409219,216619,217165
2016-07-27 00:00:00.000000000,1469548800000000000,15430.0,15775.0,15370.0,15680.0,476072,217165,229496
2016-07-28 00:00:00.000000000,1469635200000000000,15735.0,15795.0,14830.0,14905.0,796412,229496,227998
2016-07-29 00:00:00.000000000,1469721600000000000,14890.0,14975.0,14545.0,14545.0,532180,227998,226395
2016-08-01 00:00:00.000000000,1469980800000000000,14535.0,14920.0,14465.0,14765.0,449694,226395,216739
2016-08-02 00:00:00.000000000,1470067200000000000,14745.0,14875.0,14450.0,14700.0,468792,216739,214575
2016-08-03 00:00:00.000000000,1470153600000000000,14740.0,14745.0,14320.0,14505.0,504659,214575,232024
2016-08-04 00:00:00.000000000,1470240000000000000,14525.0,14760.0,14355.0,14710.0,440077,232024,236064
2016-08-05 00:00:00.000000000,1470326400000000000,14670.0,15175.0,14625.0,15155.0,543514,236064,237628
2016-08-08 00:00:00.000000000,1470585600000000000,15220.0,15265.0,14750.0,14755.0,474823,237628,234696
2016-08-09 00:00:00.000000000,1470672000000000000,14775.0,14865.0,14525.0,14690.0,464493,234696,228599
2016-08-10 00:00:00.000000000,1470758400000000000,14590.0,14780.0,14450.0,14745.0,424840,228599,233651
2016-08-11 00:00:00.000000000,1470844800000000000,14805.0,14870.0,14660.0,14730.0,280687,233651,232577
2016-08-12 00:00:00.000000000,1470931200000000000,14690.0,14915.0,14600.0,14660.0,356404,232577,223669
2016-08-15 00:00:00.000000000,1471190400000000000,14665.0,14750.0,14525.0,14700.0,269551,223669,217686
2016-08-16 00:00:00.000000000,1471276800000000000,14680.0,14745.0,14470.0,14635.0,371586,217686,226324
2016-08-17 00:00:00.000000000,1471363200000000000,14595.0,14865.0,14530.0,14770.0,364792,226324,239532
2016-08-18 00:00:00.000000000,1471449600000000000,14745.0,14940.0,14625.0,14820.0,286179,239532,241198
2016-08-19 00:00:00.000000000,1471536000000000000,14870.0,14920.0,14640.0,14645.0,227715,241198,242358
2016-08-22 00:00:00.000000000,1471795200000000000,14580.0,14660.0,14370.0,14520.0,336223,242358,243367
2016-08-23 00:00:00.000000000,1471881600000000000,14515.0,14720.0,14505.0,14565.0,160174,243367,234474
2016-08-24 00:00:00.000000000,1471968000000000000,14570.0,14670.0,14535.0,14575.0,138032,234474,234475
2016-08-25 00:00:00.000000000,1472054400000000000,14515.0,14585.0,13910.0,13980.0,494409,234475,223488
2016-08-26 00:00:00.000000000,1472140800000000000,14050.0,14130.0,13885.0,13965.0,256323,223488,212413
2016-08-29 00:00:00.000000000,1472400000000000000,13965.0,14045.0,13780.0,13825.0,212625,212413,214761
2016-08-30 00:00:00.000000000,1472486400000000000,13810.0,13950.0,13790.0,13850.0,137590,214761,208497
2016-08-31 00:00:00.000000000,1472572800000000000,13930.0,13930.0,13545.0,13590.0,219522,208497,213329
2016-09-01 00:00:00.000000000,1472659200000000000,13595.0,13710.0,13450.0,13680.0,154039,213329,209775
2016-09-02 00:00:00.000000000,1472745600000000000,13730.0,14000.0,13650.0,13790.0,277245,209775,197275
2016-09-05 00:00:00.000000000,1473004800000000000,13805.0,13940.0,13790.0,13890.0,120798,197275,195079
2016-09-06 00:00:00.000000000,1473091200000000000,13895.0,14160.0,13775.0,14115.0,244408,195079,197412
2016-09-07 00:00:00.000000000,1473177600000000000,14105.0,14260.0,14030.0,14075.0,195282,197412,196961
2016-09-08 00:00:00.000000000,1473264000000000000,14070.0,14180.0,13980.0,14155.0,177514,196961,186744
2016-09-09 00:00:00.000000000,1473350400000000000,14165.0,14175.0,14025.0,14135.0,117987,186744,178792
2016-09-12 00:00:00.000000000,1473609600000000000,14085.0,14205.0,13860.0,13870.0,202524,178792,181199
2016-09-13 00:00:00.000000000,1473696000000000000,13870.0,14150.0,13815.0,14095.0,231299,181199,184803
2016-09-14 00:00:00.000000000,1473782400000000000,14065.0,14220.0,13955.0,14205.0,221678,184803,177483
2016-09-19 00:00:00.000000000,1474214400000000000,14365.0,14745.0,14265.0,14745.0,212752,177483,197564
2016-09-20 00:00:00.000000000,1474300800000000000,14760.0,14930.0,14655.0,14930.0,223462,197564,212878
2016-09-21 00:00:00.000000000,1474387200000000000,14930.0,14980.0,14795.0,14965.0,200438,212878,211409
2016-09-22 00:00:00.000000000,1474473600000000000,15005.0,15015.0,14820.0,14910.0,255307,211409,209524
2016-09-23 00:00:00.000000000,1474560000000000000,14935.0,14975.0,14755.0,14945.0,194278,209524,209237
2016-09-26 00:00:00.000000000,1474819200000000000,14945.0,15535.0,14880.0,15495.0,368205,209237,241034
2016-09-27 00:00:00.000000000,1474905600000000000,15485.0,15550.0,15355.0,15465.0,233595,241034,248645
2016-09-28 00:00:00.000000000,1474992000000000000,15435.0,15470.0,15195.0,15245.0,213170,248645,231382
2016-09-29 00:00:00.000000000,1475078400000000000,15220.0,15405.0,15010.0,15105.0,328603,231382,217134
2016-09-30 00:00:00.000000000,1475164800000000000,15075.0,15190.0,14970.0,15180.0,189607,217134,201342
2016-10-10 00:00:00.000000000,1476028800000000000,15690.0,15750.0,15440.0,15630.0,160505,201342,202056
2016-10-11 00:00:00.000000000,1476115200000000000,15560.0,15720.0,15330.0,15385.0,238268,202056,199544
2016-10-12 00:00:00.000000000,1476201600000000000,15365.0,15475.0,15185.0,15240.0,195936,199544,196280
2016-10-13 00:00:00.000000000,1476288000000000000,15170.0,15265.0,14920.0,14940.0,297508,196280,191108
2016-10-14 00:00:00.000000000,1476374400000000000,14945.0,15180.0,14890.0,15060.0,159790,191108,192846
2016-10-17 00:00:00.000000000,1476633600000000000,15080.0,15430.0,15020.0,15165.0,254805,192846,198105
2016-10-18 00:00:00.000000000,1476720000000000000,15165.0,15235.0,14985.0,15080.0,222366,198105,199920
2016-10-19 00:00:00.000000000,1476806400000000000,15085.0,15260.0,14805.0,14825.0,305472,199920,187533
2016-10-20 00:00:00.000000000,1476892800000000000,14850.0,15110.0,14745.0,15005.0,216676,187533,180270
2016-10-21 00:00:00.000000000,1476979200000000000,15035.0,15180.0,14795.0,14840.0,179102,180270,179579
2016-10-24 00:00:00.000000000,1477238400000000000,14835.0,14910.0,14730.0,14780.0,167374,179579,184171
2016-10-25 00:00:00.000000000,1477324800000000000,14775.0,15135.0,14750.0,15085.0,253020,184171,192902
2016-10-26 00:00:00.000000000,1477411200000000000,15095.0,15160.0,14850.0,14925.0,181191,192902,178362
2016-10-27 00:00:00.000000000,1477497600000000000,14935.0,15350.0,14885.0,15325.0,342841,178362,210087
2016-10-28 00:00:00.000000000,1477584000000000000,15280.0,15305.0,15085.0,15195.0,185327,210087,190469
2016-10-31 00:00:00.000000000,1477843200000000000,15175.0,15450.0,15135.0,15380.0,225982,190469,201641
2016-11-01 00:00:00.000000000,1477929600000000000,15380.0,15390.0,15120.0,15125.0,176283,201641,187479
2016-11-02 00:00:00.000000000,1478016000000000000,15160.0,15200.0,14915.0,14920.0,162082,187479,166563
2016-11-03 00:00:00.000000000,1478102400000000000,14970.0,15250.0,14930.0,15240.0,132608,166563,165189
2016-11-04 00:00:00.000000000,1478188800000000000,15265.0,15430.0,15120.0,15230.0,210085,165189,174670
2016-11-07 00:00:00.000000000,1478448000000000000,15250.0,15465.0,15180.0,15335.0,205398,174670,178455
2016-11-08 00:00:00.000000000,1478534400000000000,15355.0,15595.0,15100.0,15205.0,285230,178455,169959
2016-11-09 00:00:00.000000000,1478620800000000000,15270.0,15470.0,15230.0,15300.0,235030,169959,160740
2016-11-10 00:00:00.000000000,1478707200000000000,15345.0,15700.0,15280.0,15595.0,337924,160740,184341
2016-11-11 00:00:00.000000000,1478793600000000000,15645.0,16270.0,15575.0,16270.0,236185,184341,194394
2016-11-14 00:00:00.000000000,1479052800000000000,16570.0,17005.0,14775.0,15200.0,575329,194394,118630
2016-11-15 00:00:00.000000000,1479139200000000000,15270.0,15630.0,15210.0,15330.0,151628,118630,108996
2016-11-16 00:00:00.000000000,1479225600000000000,15360.0,15975.0,15325.0,15895.0,254284,108996,111701
2016-11-17 00:00:00.000000000,1479312000000000000,15895.0,16245.0,15825.0,16130.0,249124,111701,114426
2016-11-18 00:00:00.000000000,1479398400000000000,16185.0,16215.0,15765.0,16050.0,169419,114426,106417
2016-11-21 00:00:00.000000000,1479657600000000000,16050.0,16540.0,15890.0,16380.0,208106,106417,111921
2016-11-22 00:00:00.000000000,1479744000000000000,16250.0,16500.0,16100.0,16265.0,178648,111921,107026
2016-11-23 00:00:00.000000000,1479830400000000000,16230.0,16285.0,15970.0,16090.0,125536,107026,102163
2016-11-24 00:00:00.000000000,1479916800000000000,16060.0,16350.0,15985.0,16060.0,183377,102163,93496
2016-11-25 00:00:00.000000000,1480003200000000000,15720.0,16010.0,15530.0,15670.0,129541,93496,81676
2016-11-28 00:00:00.000000000,1480262400000000000,15815.0,16265.0,15780.0,16255.0,187817,81676,165831
2016-11-29 00:00:00.000000000,1480348800000000000,16295.0,16480.0,15950.0,16000.0,272634,165831,165643
2016-11-30 00:00:00.000000000,1480435200000000000,15870.0,16240.0,15730.0,15840.0,234850,165643,157543
2016-12-01 00:00:00.000000000,1480521600000000000,15935.0,16215.0,15880.0,15895.0,216948,157543,159932
2016-12-02 00:00:00.000000000,1480608000000000000,15915.0,16045.0,15585.0,15670.0,210503,159932,152232
2016-12-05 00:00:00.000000000,1480867200000000000,15700.0,15890.0,15630.0,15730.0,127774,152232,150846
2016-12-06 00:00:00.000000000,1480953600000000000,15745.0,15960.0,15670.0,15800.0,145554,150846,154907
2016-12-07 00:00:00.000000000,1481040000000000000,15850.0,15990.0,15750.0,15890.0,158089,154907,156929
2016-12-08 00:00:00.000000000,1481126400000000000,15930.0,15950.0,15690.0,15700.0,115114,156929,156238
2016-12-09 00:00:00.000000000,1481212800000000000,15710.0,15800.0,15625.0,15705.0,130012,156238,159467
2016-12-12 00:00:00.000000000,1481472000000000000,15680.0,16115.0,15665.0,15860.0,287980,159467,172205
2016-12-13 00:00:00.000000000,1481558400000000000,15830.0,16160.0,15825.0,16135.0,238238,172205,186479
2016-12-14 00:00:00.000000000,1481644800000000000,16220.0,16235.0,15745.0,15785.0,219912,186479,182320
2016-12-15 00:00:00.000000000,1481731200000000000,15795.0,15890.0,15720.0,15810.0,121754,182320,179543
2016-12-16 00:00:00.000000000,1481817600000000000,15785.0,15910.0,15715.0,15735.0,133619,179543,174477
2016-12-19 00:00:00.000000000,1482076800000000000,15700.0,15765.0,15425.0,15425.0,154351,174477,181778
2016-12-20 00:00:00.000000000,1482163200000000000,15415.0,15455.0,14820.0,14905.0,221935,181778,168546
2016-12-21 00:00:00.000000000,1482249600000000000,14985.0,15140.0,14900.0,15110.0,99725,168546,162942
2016-12-22 00:00:00.000000000,1482336000000000000,15155.0,15350.0,15090.0,15150.0,171770,162942,156321
2016-12-23 00:00:00.000000000,1482422400000000000,15160.0,15330.0,15020.0,15150.0,153165,156321,151106
2016-12-26 00:00:00.000000000,1482681600000000000,15095.0,15175.0,14605.0,14780.0,149405,151106,141921
2016-12-27 00:00:00.000000000,1482768000000000000,14815.0,14940.0,14720.0,14900.0,72824,141921,139411
2016-12-28 00:00:00.000000000,1482854400000000000,14980.0,15090.0,14725.0,14835.0,118051,139411,146061
2016-12-29 00:00:00.000000000,1482940800000000000,14880.0,14965.0,14760.0,14935.0,90614,146061,143860
2016-12-30 00:00:00.000000000,1483027200000000000,15000.0,15080.0,14830.0,15030.0,105398,143860,143624
2017-01-03 00:00:00.000000000,1483372800000000000,15035.0,15300.0,14990.0,15085.0,92058,143624,144462
2017-01-04 00:00:00.000000000,1483459200000000000,15130.0,15205.0,14885.0,15085.0,116737,144462,145270
2017-01-05 00:00:00.000000000,1483545600000000000,15095.0,15405.0,15075.0,15300.0,149048,145270,148273
2017-01-06 00:00:00.000000000,1483632000000000000,15345.0,15415.0,15140.0,15185.0,124791,148273,142661
2017-01-09 00:00:00.000000000,1483891200000000000,15235.0,15380.0,15120.0,15370.0,94902,142661,144601
2017-01-10 00:00:00.000000000,1483977600000000000,15355.0,15450.0,15215.0,15445.0,106114,144601,145738
2017-01-11 00:00:00.000000000,1484064000000000000,15465.0,15500.0,15280.0,15385.0,105378,145738,146806
2017-01-12 00:00:00.000000000,1484150400000000000,15400.0,15455.0,15285.0,15305.0,100662,146806,141209
2017-01-13 00:00:00.000000000,1484236800000000000,15355.0,15395.0,15010.0,15055.0,146305,141209,145244
2017-01-16 00:00:00.000000000,1484496000000000000,15060.0,15225.0,15030.0,15105.0,96070,145244,142332
2017-01-17 00:00:00.000000000,1484582400000000000,15135.0,15245.0,15030.0,15160.0,111716,142332,142562
