datetime,datetime_nano,KQ.m@CZCE.SM.open,KQ.m@CZCE.SM.high,KQ.m@CZCE.SM.low,KQ.m@CZCE.SM.close,KQ.m@CZCE.SM.volume,KQ.m@CZCE.SM.open_oi,KQ.m@CZCE.SM.close_oi
2016-03-21 00:00:00.000000000,1458489600000000000,5538.0,5606.0,5370.0,5370.0,1113,582,446
2016-03-22 00:00:00.000000000,1458576000000000000,5336.0,5508.0,5314.0,5464.0,687,446,606
2016-03-23 00:00:00.000000000,1458662400000000000,5516.0,5540.0,5380.0,5380.0,561,606,520
2016-03-24 00:00:00.000000000,1458748800000000000,5280.0,5454.0,5252.0,5422.0,836,520,690
2016-03-25 00:00:00.000000000,1458835200000000000,5414.0,5496.0,5414.0,5476.0,355,690,653
2016-03-28 00:00:00.000000000,1459094400000000000,5488.0,5526.0,5248.0,5296.0,1076,653,824
2016-03-29 00:00:00.000000000,1459180800000000000,5352.0,5420.0,5286.0,5330.0,597,824,678
2016-03-30 00:00:00.000000000,1459267200000000000,5330.0,5378.0,5278.0,5334.0,331,678,629
2016-03-31 00:00:00.000000000,1459353600000000000,5326.0,5352.0,5266.0,5300.0,407,629,570
2016-04-01 00:00:00.000000000,1459440000000000000,5352.0,5528.0,5334.0,5404.0,418,570,518
2016-04-05 00:00:00.000000000,1459785600000000000,5346.0,5432.0,5300.0,5352.0,148,518,504
2016-04-06 00:00:00.000000000,1459872000000000000,5396.0,5398.0,5300.0,5354.0,162,504,458
2016-04-07 00:00:00.000000000,1459958400000000000,5334.0,5370.0,5304.0,5336.0,236,458,427
2016-04-08 00:00:00.000000000,1460044800000000000,5316.0,5362.0,5234.0,5300.0,605,427,361
2016-04-11 00:00:00.000000000,1460304000000000000,5348.0,5392.0,5300.0,5338.0,344,361,345
2016-04-12 00:00:00.000000000,1460390400000000000,5340.0,5384.0,5306.0,5356.0,330,345,294
2016-04-13 00:00:00.000000000,1460476800000000000,5382.0,5554.0,5382.0,5454.0,404,294,321
2016-04-14 00:00:00.000000000,1460563200000000000,5472.0,5608.0,5438.0,5492.0,270,321,344
2016-04-15 00:00:00.000000000,1460649600000000000,5524.0,5524.0,5316.0,5316.0,287,344,316
2016-04-18 00:00:00.000000000,1460908800000000000,5214.0,5436.0,5210.0,5360.0,286,316,247
2016-04-19 00:00:00.000000000,1460995200000000000,5334.0,5396.0,5228.0,5330.0,118,247,232
2016-04-20 00:00:00.000000000,1461081600000000000,5370.0,5532.0,5358.0,5450.0,195,232,200
2016-04-21 00:00:00.000000000,1461168000000000000,5596.0,5648.0,5436.0,5530.0,328,200,130
2016-04-22 00:00:00.000000000,1461254400000000000,5454.0,5516.0,5354.0,5450.0,83,130,113
2016-04-25 00:00:00.000000000,1461513600000000000,5260.0,5558.0,5260.0,5558.0,65,113,103
2016-04-26 00:00:00.000000000,1461600000000000000,5494.0,5598.0,5450.0,5598.0,77,103,98
2016-04-27 00:00:00.000000000,1461686400000000000,5630.0,5640.0,5500.0,5566.0,51,98,88
2016-04-28 00:00:00.000000000,1461772800000000000,5470.0,5620.0,5470.0,5524.0,38,88,80
2016-04-29 00:00:00.000000000,1461859200000000000,5670.0,5812.0,5272.0,5526.0,133,80,28
2016-05-03 00:00:00.000000000,1462204800000000000,5444.0,5444.0,5444.0,5444.0,4,28,24
2016-05-04 00:00:00.000000000,1462291200000000000,5028.0,5028.0,4890.0,4952.0,81,24,79
2016-05-05 00:00:00.000000000,1462377600000000000,4958.0,4960.0,4912.0,4924.0,32,79,83
2016-05-06 00:00:00.000000000,1462464000000000000,4876.0,4876.0,4750.0,4778.0,56,83,99
2016-05-09 00:00:00.000000000,1462723200000000000,4734.0,4734.0,4590.0,4590.0,74,99,115
2016-05-10 00:00:00.000000000,1462809600000000000,4522.0,4688.0,4512.0,4632.0,109,115,111
2016-05-11 00:00:00.000000000,1462896000000000000,4696.0,4710.0,4426.0,4658.0,155,111,103
2016-05-12 00:00:00.000000000,1462982400000000000,4612.0,4646.0,4600.0,4606.0,39,103,91
2016-05-13 00:00:00.000000000,1463068800000000000,4536.0,4658.0,4442.0,4658.0,97,91,82
2016-05-16 00:00:00.000000000,1463328000000000000,4624.0,4690.0,4610.0,4678.0,36,82,71
2016-05-17 00:00:00.000000000,1463414400000000000,4636.0,4690.0,4624.0,4662.0,41,71,63
2016-05-18 00:00:00.000000000,1463500800000000000,4718.0,4718.0,4536.0,4566.0,51,63,59
2016-05-19 00:00:00.000000000,1463587200000000000,4566.0,4622.0,4564.0,4580.0,13,59,61
2016-05-20 00:00:00.000000000,1463673600000000000,4546.0,4578.0,4500.0,4532.0,12,61,59
2016-05-23 00:00:00.000000000,1463932800000000000,4512.0,4536.0,4462.0,4516.0,26,59,61
2016-05-24 00:00:00.000000000,1464019200000000000,4536.0,4560.0,4522.0,4544.0,23,61,51
2016-05-25 00:00:00.000000000,1464105600000000000,4524.0,4580.0,4524.0,4550.0,22,51,47
2016-05-26 00:00:00.000000000,1464192000000000000,4578.0,4578.0,4538.0,4576.0,4,47,46
2016-05-27 00:00:00.000000000,1464278400000000000,4578.0,4578.0,4538.0,4552.0,18,46,48
2016-05-30 00:00:00.000000000,1464537600000000000,4576.0,4584.0,4550.0,4580.0,13,48,45
2016-05-31 00:00:00.000000000,1464624000000000000,4582.0,4598.0,4564.0,4572.0,6,45,41
2016-06-01 00:00:00.000000000,1464710400000000000,4572.0,4572.0,4572.0,4572.0,0,41,41
2016-06-02 00:00:00.000000000,1464796800000000000,4636.0,4768.0,4592.0,4764.0,59,41,60
2016-06-03 00:00:00.000000000,1464883200000000000,4816.0,4846.0,4736.0,4736.0,83,60,73
2016-06-06 00:00:00.000000000,1465142400000000000,4734.0,4766.0,4698.0,4698.0,11,73,69
2016-06-07 00:00:00.000000000,1465228800000000000,4714.0,4714.0,4628.0,4644.0,55,69,61
2016-06-08 00:00:00.000000000,1465315200000000000,4650.0,4650.0,4608.0,4608.0,12,61,57
2016-06-13 00:00:00.000000000,1465747200000000000,4646.0,4680.0,4614.0,4634.0,52,57,67
2016-06-14 00:00:00.000000000,1465833600000000000,4608.0,4640.0,4608.0,4610.0,7,67,66
2016-06-15 00:00:00.000000000,1465920000000000000,4608.0,4638.0,4608.0,4628.0,23,66,59
2016-06-16 00:00:00.000000000,1466006400000000000,4632.0,4650.0,4624.0,4648.0,10,59,61
2016-06-17 00:00:00.000000000,1466092800000000000,4620.0,4650.0,4620.0,4620.0,11,61,61
2016-06-20 00:00:00.000000000,1466352000000000000,4650.0,4660.0,4636.0,4642.0,4,61,61
2016-06-21 00:00:00.000000000,1466438400000000000,4642.0,4698.0,4642.0,4678.0,33,61,79
2016-06-22 00:00:00.000000000,1466524800000000000,4666.0,4696.0,4618.0,4622.0,6,79,75
2016-06-23 00:00:00.000000000,1466611200000000000,4648.0,4670.0,4614.0,4644.0,7,75,76
2016-06-24 00:00:00.000000000,1466697600000000000,4618.0,4660.0,4614.0,4650.0,10,76,74
2016-06-27 00:00:00.000000000,1466956800000000000,4648.0,4740.0,4618.0,4700.0,64,74,83
2016-06-28 00:00:00.000000000,1467043200000000000,4750.0,4758.0,4706.0,4758.0,10,83,83
2016-06-29 00:00:00.000000000,1467129600000000000,4710.0,4738.0,4686.0,4700.0,19,83,83
2016-06-30 00:00:00.000000000,1467216000000000000,4678.0,4726.0,4674.0,4674.0,38,83,72
2016-07-01 00:00:00.000000000,1467302400000000000,4660.0,4730.0,4660.0,4726.0,14,72,70
2016-07-04 00:00:00.000000000,1467561600000000000,4824.0,4880.0,4710.0,4850.0,109,70,98
2016-07-05 00:00:00.000000000,1467648000000000000,4744.0,4744.0,4644.0,4658.0,94,98,87
2016-07-06 00:00:00.000000000,1467734400000000000,4634.0,4654.0,4522.0,4654.0,27,87,77
2016-07-07 00:00:00.000000000,1467820800000000000,4610.0,4688.0,4610.0,4620.0,27,77,72
2016-07-08 00:00:00.000000000,1467907200000000000,4640.0,4684.0,4600.0,4636.0,39,72,57
2016-07-11 00:00:00.000000000,1468166400000000000,4708.0,4796.0,4624.0,4760.0,55,57,58
2016-07-12 00:00:00.000000000,1468252800000000000,4754.0,4800.0,4752.0,4778.0,13,58,56
2016-07-13 00:00:00.000000000,1468339200000000000,4832.0,4878.0,4750.0,4750.0,41,56,58
2016-07-14 00:00:00.000000000,1468425600000000000,4750.0,4776.0,4748.0,4776.0,6,58,56
2016-07-15 00:00:00.000000000,1468512000000000000,4744.0,4802.0,4744.0,4802.0,2,56,55
2016-07-18 00:00:00.000000000,1468771200000000000,4810.0,4878.0,4738.0,4840.0,88,55,85
2016-07-19 00:00:00.000000000,1468857600000000000,4888.0,5044.0,4888.0,5042.0,281,85,220
2016-07-20 00:00:00.000000000,1468944000000000000,5050.0,5194.0,5050.0,5194.0,667,220,574
2016-07-21 00:00:00.000000000,1469030400000000000,5260.0,5550.0,5002.0,5550.0,1762,574,1143
2016-07-22 00:00:00.000000000,1469116800000000000,5660.0,5696.0,5500.0,5650.0,3035,1143,1926
2016-07-25 00:00:00.000000000,1469376000000000000,5670.0,5834.0,5592.0,5834.0,3792,1926,3248
2016-07-26 00:00:00.000000000,1469462400000000000,5876.0,6088.0,5800.0,5936.0,12882,3248,4410
2016-07-27 00:00:00.000000000,1469548800000000000,5980.0,5996.0,5870.0,5964.0,11449,4410,5632
2016-07-28 00:00:00.000000000,1469635200000000000,5982.0,6076.0,5932.0,6034.0,9176,5632,5801
2016-07-29 00:00:00.000000000,1469721600000000000,6098.0,6098.0,5870.0,5900.0,10568,5801,5782
2016-08-01 00:00:00.000000000,1469980800000000000,5990.0,5994.0,5770.0,5946.0,13468,5782,6010
2016-08-02 00:00:00.000000000,1470067200000000000,5940.0,6110.0,5898.0,6110.0,9732,6010,7076
2016-08-03 00:00:00.000000000,1470153600000000000,6226.0,6444.0,6174.0,6330.0,36258,7076,9706
2016-08-04 00:00:00.000000000,1470240000000000000,6340.0,6430.0,6200.0,6236.0,43120,9706,13255
2016-08-05 00:00:00.000000000,1470326400000000000,6316.0,6518.0,6290.0,6420.0,36673,13255,13595
2016-08-08 00:00:00.000000000,1470585600000000000,6422.0,6468.0,6326.0,6370.0,14955,13595,13076
2016-08-09 00:00:00.000000000,1470672000000000000,6396.0,6508.0,6250.0,6310.0,26815,13076,12955
2016-08-10 00:00:00.000000000,1470758400000000000,6338.0,6378.0,6242.0,6320.0,15955,12955,11675
2016-08-11 00:00:00.000000000,1470844800000000000,6260.0,6332.0,6252.0,6306.0,7051,11675,11510
2016-08-12 00:00:00.000000000,1470931200000000000,6310.0,6332.0,6260.0,6304.0,5085,11510,10732
2016-08-15 00:00:00.000000000,1471190400000000000,6190.0,6204.0,6010.0,6070.0,8814,10732,10340
2016-08-16 00:00:00.000000000,1471276800000000000,6140.0,6216.0,6000.0,6176.0,5865,10340,9164
2016-08-17 00:00:00.000000000,1471363200000000000,6192.0,6398.0,6138.0,6180.0,5669,9164,7631
2016-08-18 00:00:00.000000000,1471449600000000000,6180.0,6188.0,6114.0,6168.0,4159,7631,5555
2016-08-19 00:00:00.000000000,1471536000000000000,6200.0,6200.0,6120.0,6176.0,2082,5555,4707
2016-08-22 00:00:00.000000000,1471795200000000000,6138.0,6192.0,6124.0,6144.0,1532,4707,3897
2016-08-23 00:00:00.000000000,1471881600000000000,6126.0,6182.0,6100.0,6174.0,1603,3897,3085
2016-08-24 00:00:00.000000000,1471968000000000000,6148.0,6216.0,6148.0,6200.0,1079,3085,2330
2016-08-25 00:00:00.000000000,1472054400000000000,6160.0,6390.0,6150.0,6360.0,2339,2330,1826
2016-08-26 00:00:00.000000000,1472140800000000000,6362.0,6486.0,6362.0,6484.0,2143,1826,1314
2016-08-29 00:00:00.000000000,1472400000000000000,6466.0,6492.0,6272.0,6290.0,1368,1314,1159
2016-08-30 00:00:00.000000000,1472486400000000000,6238.0,6296.0,5982.0,5982.0,2439,1159,955
2016-08-31 00:00:00.000000000,1472572800000000000,5978.0,6292.0,5954.0,5954.0,2459,955,442
2016-09-01 00:00:00.000000000,1472659200000000000,5814.0,6160.0,5814.0,5960.0,25,442,420
2016-09-02 00:00:00.000000000,1472745600000000000,5652.0,5716.0,5618.0,5624.0,953,420,1200
2016-09-05 00:00:00.000000000,1473004800000000000,5658.0,5780.0,5654.0,5710.0,1073,1200,1217
2016-09-06 00:00:00.000000000,1473091200000000000,5750.0,5784.0,5630.0,5682.0,721,1217,1129
2016-09-07 00:00:00.000000000,1473177600000000000,5672.0,5678.0,5534.0,5606.0,1198,1129,1008
2016-09-08 00:00:00.000000000,1473264000000000000,5578.0,5850.0,5578.0,5838.0,3892,1008,1530
2016-09-09 00:00:00.000000000,1473350400000000000,5830.0,5898.0,5778.0,5868.0,4116,1530,1566
2016-09-12 00:00:00.000000000,1473609600000000000,5864.0,5864.0,5688.0,5772.0,2969,1566,1251
2016-09-13 00:00:00.000000000,1473696000000000000,5800.0,5950.0,5780.0,5938.0,5397,1251,1471
2016-09-14 00:00:00.000000000,1473782400000000000,5922.0,5944.0,5790.0,5904.0,5241,1471,1661
2016-09-19 00:00:00.000000000,1474214400000000000,5910.0,5962.0,5852.0,5900.0,3947,1661,1888
2016-09-20 00:00:00.000000000,1474300800000000000,5922.0,6274.0,5922.0,6274.0,12766,1888,3807
2016-09-21 00:00:00.000000000,1474387200000000000,6290.0,6428.0,6278.0,6380.0,15836,3807,5225
2016-09-22 00:00:00.000000000,1474473600000000000,6388.0,6522.0,6362.0,6416.0,13429,5225,5365
2016-09-23 00:00:00.000000000,1474560000000000000,6428.0,6528.0,6394.0,6506.0,15963,5365,7167
2016-09-26 00:00:00.000000000,1474819200000000000,6524.0,6828.0,6524.0,6826.0,21950,7167,10300
2016-09-27 00:00:00.000000000,1474905600000000000,6842.0,6916.0,6700.0,6760.0,26312,10300,9321
2016-09-28 00:00:00.000000000,1474992000000000000,6768.0,6930.0,6744.0,6926.0,25785,9321,11057
2016-09-29 00:00:00.000000000,1475078400000000000,6986.0,7036.0,6790.0,6856.0,19994,11057,9286
2016-09-30 00:00:00.000000000,1475164800000000000,6858.0,6948.0,6794.0,6876.0,12496,9286,8908
2016-10-10 00:00:00.000000000,1476028800000000000,6888.0,6914.0,6774.0,6886.0,9090,8908,9581
2016-10-11 00:00:00.000000000,1476115200000000000,6928.0,7106.0,6858.0,7102.0,22156,9581,12361
2016-10-12 00:00:00.000000000,1476201600000000000,7098.0,7220.0,6954.0,7078.0,47263,12361,15949
2016-10-13 00:00:00.000000000,1476288000000000000,7080.0,7150.0,7066.0,7110.0,14890,15949,16511
2016-10-14 00:00:00.000000000,1476374400000000000,7126.0,7158.0,7064.0,7132.0,10714,16511,16693
2016-10-17 00:00:00.000000000,1476633600000000000,7164.0,7544.0,7160.0,7544.0,29296,16693,18543
2016-10-18 00:00:00.000000000,1476720000000000000,7546.0,7650.0,7488.0,7574.0,25482,18543,18513
2016-10-19 00:00:00.000000000,1476806400000000000,7634.0,7736.0,7492.0,7614.0,20626,18513,18366
2016-10-20 00:00:00.000000000,1476892800000000000,7630.0,7672.0,7580.0,7628.0,10874,18366,18841
2016-10-21 00:00:00.000000000,1476979200000000000,7582.0,7582.0,7380.0,7442.0,19572,18841,18230
2016-10-24 00:00:00.000000000,1477238400000000000,7458.0,7642.0,7394.0,7640.0,17025,18230,19325
2016-10-25 00:00:00.000000000,1477324800000000000,7706.0,7978.0,7672.0,7978.0,20778,19325,18493
2016-10-26 00:00:00.000000000,1477411200000000000,7830.0,8038.0,7824.0,7916.0,26030,18493,18399
2016-10-27 00:00:00.000000000,1477497600000000000,7960.0,7990.0,7668.0,7704.0,26715,18399,16300
2016-10-28 00:00:00.000000000,1477584000000000000,7758.0,7910.0,7752.0,7840.0,16535,16300,16789
2016-10-31 00:00:00.000000000,1477843200000000000,7840.0,7892.0,7756.0,7872.0,10247,16789,17057
2016-11-01 00:00:00.000000000,1477929600000000000,7868.0,7918.0,7812.0,7818.0,12614,17057,16518
2016-11-02 00:00:00.000000000,1478016000000000000,7828.0,8070.0,7826.0,7934.0,26410,16518,16337
2016-11-03 00:00:00.000000000,1478102400000000000,7950.0,8046.0,7886.0,7984.0,18368,16337,15411
2016-11-04 00:00:00.000000000,1478188800000000000,8050.0,8100.0,7916.0,7952.0,11623,15411,14460
2016-11-07 00:00:00.000000000,1478448000000000000,7992.0,8382.0,7958.0,8094.0,18337,14460,13649
2016-11-08 00:00:00.000000000,1478534400000000000,8142.0,8212.0,8020.0,8104.0,12293,13649,13289
2016-11-09 00:00:00.000000000,1478620800000000000,8158.0,8390.0,8110.0,8274.0,11084,13289,12621
2016-11-10 00:00:00.000000000,1478707200000000000,8296.0,8350.0,8096.0,8296.0,14423,12621,12225
2016-11-11 00:00:00.000000000,1478793600000000000,8296.0,8520.0,8270.0,8432.0,9170,12225,12883
2016-11-14 00:00:00.000000000,1479052800000000000,8294.0,8596.0,8222.0,8508.0,26338,12883,12195
2016-11-15 00:00:00.000000000,1479139200000000000,8528.0,8566.0,8200.0,8318.0,22022,12195,12040
2016-11-16 00:00:00.000000000,1479225600000000000,8354.0,8456.0,8188.0,8452.0,16603,12040,11962
2016-11-17 00:00:00.000000000,1479312000000000000,8308.0,8400.0,8296.0,8372.0,12138,11962,12000
2016-11-18 00:00:00.000000000,1479398400000000000,8368.0,8368.0,8088.0,8236.0,32455,12000,12046
2016-11-21 00:00:00.000000000,1479657600000000000,8150.0,8350.0,8100.0,8260.0,17379,12046,11907
2016-11-22 00:00:00.000000000,1479744000000000000,8302.0,8564.0,8300.0,8498.0,16770,11907,8857
2016-11-23 00:00:00.000000000,1479830400000000000,8540.0,8556.0,8428.0,8544.0,11018,8857,8226
2016-11-24 00:00:00.000000000,1479916800000000000,8602.0,8700.0,8568.0,8622.0,11490,8226,8225
2016-11-25 00:00:00.000000000,1480003200000000000,8630.0,8682.0,8586.0,8660.0,6195,8225,8045
2016-11-28 00:00:00.000000000,1480262400000000000,8682.0,8734.0,8626.0,8666.0,5779,8045,7684
2016-11-29 00:00:00.000000000,1480348800000000000,8656.0,8656.0,8536.0,8634.0,9296,7684,7266
2016-11-30 00:00:00.000000000,1480435200000000000,8592.0,8596.0,8430.0,8548.0,19466,7266,8374
2016-12-01 00:00:00.000000000,1480521600000000000,8586.0,8670.0,8552.0,8648.0,7490,8374,7772
2016-12-02 00:00:00.000000000,1480608000000000000,8652.0,8652.0,8474.0,8566.0,9539,7772,7219
2016-12-05 00:00:00.000000000,1480867200000000000,8558.0,8628.0,8466.0,8610.0,6277,7219,6973
2016-12-06 00:00:00.000000000,1480953600000000000,8628.0,8646.0,8524.0,8616.0,5272,6973,6674
2016-12-07 00:00:00.000000000,1481040000000000000,8644.0,8684.0,8572.0,8576.0,4249,6674,6060
2016-12-08 00:00:00.000000000,1481126400000000000,8566.0,8572.0,8376.0,8454.0,10198,6060,6221
2016-12-09 00:00:00.000000000,1481212800000000000,8428.0,8510.0,8320.0,8476.0,6748,6221,5922
2016-12-12 00:00:00.000000000,1481472000000000000,8510.0,8554.0,8352.0,8374.0,5226,5922,5766
2016-12-13 00:00:00.000000000,1481558400000000000,8330.0,8420.0,8288.0,8370.0,2449,5766,5703
2016-12-14 00:00:00.000000000,1481644800000000000,8302.0,8382.0,8242.0,8348.0,1445,5703,5606
2016-12-15 00:00:00.000000000,1481731200000000000,7460.0,7610.0,7460.0,7538.0,2453,5606,6211
2016-12-16 00:00:00.000000000,1481817600000000000,7504.0,7588.0,7502.0,7538.0,1145,6211,6219
2016-12-19 00:00:00.000000000,1482076800000000000,7500.0,7634.0,7500.0,7610.0,2266,6219,6555
2016-12-20 00:00:00.000000000,1482163200000000000,7624.0,7628.0,7502.0,7546.0,2951,6555,6917
2016-12-21 00:00:00.000000000,1482249600000000000,7518.0,7588.0,7518.0,7544.0,1909,6917,6941
2016-12-22 00:00:00.000000000,1482336000000000000,7510.0,7560.0,7452.0,7454.0,3042,6941,7494
2016-12-23 00:00:00.000000000,1482422400000000000,7448.0,7538.0,7438.0,7486.0,2943,7494,7928
2016-12-26 00:00:00.000000000,1482681600000000000,7480.0,7486.0,7044.0,7044.0,7263,7928,8313
2016-12-27 00:00:00.000000000,1482768000000000000,6990.0,7186.0,6922.0,7184.0,10897,8313,8821
2016-12-28 00:00:00.000000000,1482854400000000000,7274.0,7358.0,7100.0,7168.0,7776,8821,8607
2016-12-29 00:00:00.000000000,1482940800000000000,7122.0,7184.0,6960.0,6976.0,9980,8607,9570
2016-12-30 00:00:00.000000000,1483027200000000000,6904.0,7006.0,6830.0,6912.0,5827,9570,9872
2017-01-03 00:00:00.000000000,1483372800000000000,6850.0,6968.0,6512.0,6518.0,13251,9872,11866
2017-01-04 00:00:00.000000000,1483459200000000000,6502.0,6570.0,6384.0,6492.0,14159,11866,11751
2017-01-05 00:00:00.000000000,1483545600000000000,6556.0,6594.0,6450.0,6456.0,9484,11751,11902
2017-01-06 00:00:00.000000000,1483632000000000000,6466.0,6540.0,6314.0,6360.0,13650,11902,13639
2017-01-09 00:00:00.000000000,1483891200000000000,6368.0,6430.0,6254.0,6322.0,14463,13639,14185
2017-01-10 00:00:00.000000000,1483977600000000000,6358.0,6486.0,6256.0,6360.0,26427,14185,18318
2017-01-11 00:00:00.000000000,1484064000000000000,6388.0,6524.0,6384.0,6444.0,25327,18318,18809
2017-01-12 00:00:00.000000000,1484150400000000000,6482.0,6830.0,6448.0,6702.0,43215,18809,21040
2017-01-13 00:00:00.000000000,1484236800000000000,6750.0,6798.0,6602.0,6614.0,18332,21040,21397
2017-01-16 00:00:00.000000000,1484496000000000000,6750.0,6878.0,6742.0,6800.0,24129,21397,21943
2017-01-17 00:00:00.000000000,1484582400000000000,6770.0,6790.0,6470.0,6568.0,21237,21943,22389
2017-01-18 00:00:00.000000000,1484668800000000000,6564.0,6688.0,6542.0,6660.0,19076,22389,23139
2017-01-19 00:00:00.000000000,1484755200000000000,6620.0,6644.0,6554.0,6584.0,12070,23139,22759
2017-01-20 00:00:00.000000000,1484841600000000000,6550.0,6624.0,6480.0,6546.0,10172,22759,21760
2017-01-23 00:00:00.000000000,1485100800000000000,6500.0,6620.0,6420.0,6454.0,11928,21760,23584
2017-01-24 00:00:00.000000000,1485187200000000000,6490.0,6608.0,6484.0,6520.0,16441,23584,24688
2017-01-25 00:00:00.000000000,1485273600000000000,6502.0,6580.0,6456.0,6470.0,12383,24688,23860
2017-01-26 00:00:00.000000000,1485360000000000000,6506.0,6512.0,6370.0,6398.0,10880,23860,23476
