datetime,datetime_nano,KQ.m@DCE.pp.open,KQ.m@DCE.pp.high,KQ.m@DCE.pp.low,KQ.m@DCE.pp.close,KQ.m@DCE.pp.volume,KQ.m@DCE.pp.open_oi,KQ.m@DCE.pp.close_oi
2016-02-26 00:00:00.000000000,1456416000000000000,6498.0,6615.0,6455.0,6588.0,1009162,307893,331452
2016-02-29 00:00:00.000000000,1456675200000000000,6587.0,6612.0,6483.0,6548.0,895345,331452,307800
2016-03-01 00:00:00.000000000,1456761600000000000,6603.0,6655.0,6554.0,6639.0,900619,307800,316587
2016-03-02 00:00:00.000000000,1456848000000000000,6622.0,6774.0,6607.0,6746.0,860358,316587,328072
2016-03-03 00:00:00.000000000,1456934400000000000,6757.0,6830.0,6743.0,6820.0,826312,328072,314780
2016-03-04 00:00:00.000000000,1457020800000000000,6846.0,7097.0,6841.0,7014.0,1130841,314780,272487
2016-03-07 00:00:00.000000000,1457280000000000000,7320.0,7351.0,6991.0,7037.0,1175550,272487,247322
2016-03-08 00:00:00.000000000,1457366400000000000,7077.0,7144.0,6864.0,7056.0,1027225,247322,225440
2016-03-09 00:00:00.000000000,1457452800000000000,6905.0,7235.0,6863.0,7173.0,1091552,225440,223127
2016-03-10 00:00:00.000000000,1457539200000000000,7212.0,7309.0,7050.0,7082.0,1132355,223127,218050
2016-03-11 00:00:00.000000000,1457625600000000000,7092.0,7157.0,6913.0,6918.0,996397,218050,213440
2016-03-14 00:00:00.000000000,1457884800000000000,6936.0,7039.0,6867.0,6878.0,1016853,213440,207830
2016-03-15 00:00:00.000000000,1457971200000000000,6883.0,6990.0,6829.0,6870.0,928244,207830,204259
2016-03-16 00:00:00.000000000,1458057600000000000,6907.0,7084.0,6901.0,7073.0,1000568,204259,213744
2016-03-17 00:00:00.000000000,1458144000000000000,7162.0,7298.0,7138.0,7298.0,851647,213744,233895
2016-03-18 00:00:00.000000000,1458230400000000000,7361.0,7457.0,7284.0,7391.0,1056291,233895,205244
2016-03-21 00:00:00.000000000,1458489600000000000,7358.0,7520.0,7307.0,7398.0,860043,205244,212055
2016-03-22 00:00:00.000000000,1458576000000000000,7428.0,7458.0,7166.0,7182.0,940610,212055,223951
2016-03-23 00:00:00.000000000,1458662400000000000,7220.0,7313.0,7183.0,7206.0,790133,223951,205503
2016-03-24 00:00:00.000000000,1458748800000000000,7119.0,7354.0,7083.0,7280.0,1041240,205503,207042
2016-03-25 00:00:00.000000000,1458835200000000000,7333.0,7456.0,7285.0,7408.0,977996,207042,195776
2016-03-28 00:00:00.000000000,1459094400000000000,7459.0,7516.0,7303.0,7355.0,794877,195776,199962
2016-03-29 00:00:00.000000000,1459180800000000000,7388.0,7418.0,7256.0,7389.0,873909,199962,190997
2016-03-30 00:00:00.000000000,1459267200000000000,7394.0,7445.0,7328.0,7426.0,690811,190997,182552
2016-03-31 00:00:00.000000000,1459353600000000000,7400.0,7418.0,7293.0,7334.0,553847,182552,161666
2016-04-01 00:00:00.000000000,1459440000000000000,6825.0,7158.0,6820.0,7131.0,864080,161666,306360
2016-04-05 00:00:00.000000000,1459785600000000000,7049.0,7091.0,6910.0,6967.0,815764,306360,308908
2016-04-06 00:00:00.000000000,1459872000000000000,7020.0,7025.0,6862.0,6912.0,828708,308908,322591
2016-04-07 00:00:00.000000000,1459958400000000000,6965.0,6979.0,6817.0,6817.0,946592,322591,351490
2016-04-08 00:00:00.000000000,1460044800000000000,6794.0,6809.0,6619.0,6720.0,1072095,351490,341606
2016-04-11 00:00:00.000000000,1460304000000000000,6820.0,6890.0,6702.0,6830.0,1218280,341606,308673
2016-04-12 00:00:00.000000000,1460390400000000000,6853.0,6909.0,6732.0,6842.0,1055061,308673,299818
2016-04-13 00:00:00.000000000,1460476800000000000,6947.0,7116.0,6800.0,6803.0,1483195,299818,285560
2016-04-14 00:00:00.000000000,1460563200000000000,6800.0,6887.0,6758.0,6842.0,1074625,285560,281393
2016-04-15 00:00:00.000000000,1460649600000000000,6842.0,6932.0,6785.0,6814.0,1082568,281393,305468
2016-04-18 00:00:00.000000000,1460908800000000000,6729.0,6857.0,6682.0,6788.0,1051890,305468,302390
2016-04-19 00:00:00.000000000,1460995200000000000,6862.0,6929.0,6642.0,6700.0,1180453,302390,335938
2016-04-20 00:00:00.000000000,1461081600000000000,6752.0,6778.0,6540.0,6590.0,1352852,335938,348693
2016-04-21 00:00:00.000000000,1461168000000000000,6638.0,6924.0,6620.0,6852.0,1814311,348693,326166
2016-04-22 00:00:00.000000000,1461254400000000000,6741.0,6894.0,6694.0,6802.0,1186303,326166,288007
2016-04-25 00:00:00.000000000,1461513600000000000,6752.0,6985.0,6732.0,6952.0,1025695,288007,301413
2016-04-26 00:00:00.000000000,1461600000000000000,6945.0,7174.0,6913.0,7092.0,878065,301413,306576
2016-04-27 00:00:00.000000000,1461686400000000000,7151.0,7255.0,7003.0,7100.0,682093,306576,293663
2016-04-28 00:00:00.000000000,1461772800000000000,7095.0,7132.0,6886.0,6897.0,567976,293663,286846
2016-04-29 00:00:00.000000000,1461859200000000000,6947.0,6998.0,6910.0,6950.0,408321,286846,278490
2016-05-03 00:00:00.000000000,1462204800000000000,6901.0,6950.0,6760.0,6834.0,345005,278490,280850
2016-05-04 00:00:00.000000000,1462291200000000000,6797.0,6877.0,6747.0,6811.0,357254,280850,294884
2016-05-05 00:00:00.000000000,1462377600000000000,6840.0,6865.0,6770.0,6814.0,330942,294884,297825
2016-05-06 00:00:00.000000000,1462464000000000000,6736.0,6796.0,6642.0,6742.0,373616,297825,277047
2016-05-09 00:00:00.000000000,1462723200000000000,6790.0,6795.0,6544.0,6633.0,371055,277047,285563
2016-05-10 00:00:00.000000000,1462809600000000000,6560.0,6698.0,6496.0,6693.0,381359,285563,260094
2016-05-11 00:00:00.000000000,1462896000000000000,6732.0,6810.0,6701.0,6765.0,304301,260094,255809
2016-05-12 00:00:00.000000000,1462982400000000000,6784.0,6868.0,6730.0,6820.0,258555,255809,247776
2016-05-13 00:00:00.000000000,1463068800000000000,6718.0,6829.0,6654.0,6815.0,429405,247776,254632
2016-05-16 00:00:00.000000000,1463328000000000000,6810.0,6850.0,6680.0,6691.0,339645,254632,254475
2016-05-17 00:00:00.000000000,1463414400000000000,6721.0,6768.0,6641.0,6694.0,333699,254475,260183
2016-05-18 00:00:00.000000000,1463500800000000000,6740.0,6810.0,6600.0,6601.0,368683,260183,285382
2016-05-19 00:00:00.000000000,1463587200000000000,6577.0,6645.0,6510.0,6554.0,321168,285382,296703
2016-05-20 00:00:00.000000000,1463673600000000000,6604.0,6610.0,6501.0,6506.0,253245,296703,313291
2016-05-23 00:00:00.000000000,1463932800000000000,6435.0,6474.0,6310.0,6368.0,397523,313291,318572
2016-05-24 00:00:00.000000000,1464019200000000000,6387.0,6408.0,6280.0,6312.0,301834,318572,332295
2016-05-25 00:00:00.000000000,1464105600000000000,6367.0,6453.0,6327.0,6403.0,319242,332295,316051
2016-05-26 00:00:00.000000000,1464192000000000000,6420.0,6500.0,6377.0,6499.0,301749,316051,305498
2016-05-27 00:00:00.000000000,1464278400000000000,6450.0,6470.0,6348.0,6423.0,290043,305498,313803
2016-05-30 00:00:00.000000000,1464537600000000000,6387.0,6594.0,6382.0,6587.0,307645,313803,309952
2016-05-31 00:00:00.000000000,1464624000000000000,6586.0,6735.0,6553.0,6700.0,379864,309952,314082
2016-06-01 00:00:00.000000000,1464710400000000000,6660.0,6696.0,6600.0,6648.0,241894,314082,302833
2016-06-02 00:00:00.000000000,1464796800000000000,6680.0,6716.0,6600.0,6617.0,229001,302833,299759
2016-06-03 00:00:00.000000000,1464883200000000000,6630.0,6780.0,6630.0,6777.0,258477,299759,299866
2016-06-06 00:00:00.000000000,1465142400000000000,6796.0,6807.0,6707.0,6773.0,247314,299866,289074
2016-06-07 00:00:00.000000000,1465228800000000000,6792.0,6798.0,6720.0,6771.0,146951,289074,290136
2016-06-08 00:00:00.000000000,1465315200000000000,6771.0,6897.0,6755.0,6833.0,243814,290136,285248
2016-06-13 00:00:00.000000000,1465747200000000000,6781.0,6935.0,6770.0,6930.0,219296,285248,288870
2016-06-14 00:00:00.000000000,1465833600000000000,6932.0,6950.0,6805.0,6840.0,219981,288870,284083
2016-06-15 00:00:00.000000000,1465920000000000000,6810.0,6835.0,6730.0,6821.0,238044,284083,286714
2016-06-16 00:00:00.000000000,1466006400000000000,6806.0,6939.0,6780.0,6919.0,223326,286714,303780
2016-06-17 00:00:00.000000000,1466092800000000000,6890.0,7080.0,6845.0,7065.0,287453,303780,323681
2016-06-20 00:00:00.000000000,1466352000000000000,7130.0,7220.0,7088.0,7207.0,232417,323681,332301
2016-06-21 00:00:00.000000000,1466438400000000000,7210.0,7334.0,7200.0,7290.0,345250,332301,341420
2016-06-22 00:00:00.000000000,1466524800000000000,7320.0,7395.0,7240.0,7365.0,247580,341420,348892
2016-06-23 00:00:00.000000000,1466611200000000000,7360.0,7380.0,7280.0,7355.0,225376,348892,342075
2016-06-24 00:00:00.000000000,1466697600000000000,7340.0,7497.0,7288.0,7462.0,408609,342075,374887
2016-06-27 00:00:00.000000000,1466956800000000000,7466.0,7784.0,7464.0,7784.0,411111,374887,389974
2016-06-28 00:00:00.000000000,1467043200000000000,7800.0,8080.0,7742.0,8067.0,451873,389974,381400
2016-06-29 00:00:00.000000000,1467129600000000000,8078.0,8080.0,7786.0,7929.0,504824,381400,362872
2016-06-30 00:00:00.000000000,1467216000000000000,7933.0,8217.0,7919.0,8052.0,506301,362872,366828
2016-07-01 00:00:00.000000000,1467302400000000000,8076.0,8076.0,7880.0,8007.0,317205,366828,349231
2016-07-04 00:00:00.000000000,1467561600000000000,8157.0,8379.0,8070.0,8379.0,312518,349231,355855
2016-07-05 00:00:00.000000000,1467648000000000000,8300.0,8400.0,8108.0,8365.0,455505,355855,353330
2016-07-06 00:00:00.000000000,1467734400000000000,8125.0,8349.0,8038.0,8325.0,563294,353330,406224
2016-07-07 00:00:00.000000000,1467820800000000000,8423.0,8490.0,8252.0,8298.0,411525,406224,387141
2016-07-08 00:00:00.000000000,1467907200000000000,8169.0,8200.0,7964.0,8097.0,504105,387141,396960
2016-07-11 00:00:00.000000000,1468166400000000000,8097.0,8158.0,8012.0,8094.0,275093,396960,383453
2016-07-12 00:00:00.000000000,1468252800000000000,8080.0,8320.0,8043.0,8300.0,349930,383453,396457
2016-07-13 00:00:00.000000000,1468339200000000000,8372.0,8395.0,8110.0,8141.0,387439,396457,383171
2016-07-14 00:00:00.000000000,1468425600000000000,8110.0,8277.0,8040.0,8211.0,350020,383171,376829
2016-07-15 00:00:00.000000000,1468512000000000000,8161.0,8239.0,8124.0,8195.0,257759,376829,372205
2016-07-18 00:00:00.000000000,1468771200000000000,8125.0,8230.0,8015.0,8068.0,272220,372205,362548
2016-07-19 00:00:00.000000000,1468857600000000000,8084.0,8098.0,7937.0,8051.0,360296,362548,401105
2016-07-20 00:00:00.000000000,1468944000000000000,8050.0,8332.0,7978.0,8051.0,294943,401105,387276
2016-07-21 00:00:00.000000000,1469030400000000000,8084.0,8196.0,8010.0,8192.0,265693,387276,385311
2016-07-22 00:00:00.000000000,1469116800000000000,8149.0,8218.0,8120.0,8168.0,215710,385311,375005
2016-07-25 00:00:00.000000000,1469376000000000000,8140.0,8148.0,8010.0,8057.0,219339,375005,371768
2016-07-26 00:00:00.000000000,1469462400000000000,8011.0,8051.0,7958.0,8018.0,250256,371768,381486
2016-07-27 00:00:00.000000000,1469548800000000000,8055.0,8122.0,7978.0,8033.0,228583,381486,367416
2016-07-28 00:00:00.000000000,1469635200000000000,7992.0,8340.0,7990.0,8328.0,370489,367416,355628
2016-07-29 00:00:00.000000000,1469721600000000000,8308.0,8323.0,8169.0,8206.0,196018,355628,319596
2016-08-01 00:00:00.000000000,1469980800000000000,8266.0,8390.0,8264.0,8293.0,187019,319596,313635
2016-08-02 00:00:00.000000000,1470067200000000000,8232.0,8377.0,8200.0,8315.0,180151,313635,310478
2016-08-03 00:00:00.000000000,1470153600000000000,8300.0,8330.0,8250.0,8311.0,137043,310478,306546
2016-08-04 00:00:00.000000000,1470240000000000000,8336.0,8415.0,8202.0,8261.0,160518,306546,295202
2016-08-05 00:00:00.000000000,1470326400000000000,8316.0,8335.0,8262.0,8320.0,139462,295202,276322
2016-08-08 00:00:00.000000000,1470585600000000000,8330.0,8485.0,8320.0,8440.0,181496,276322,270793
2016-08-09 00:00:00.000000000,1470672000000000000,8480.0,8516.0,8380.0,8492.0,114709,270793,258779
2016-08-10 00:00:00.000000000,1470758400000000000,8480.0,8505.0,8169.0,8259.0,195491,258779,239050
2016-08-11 00:00:00.000000000,1470844800000000000,8216.0,8250.0,8180.0,8212.0,150195,239050,229981
2016-08-12 00:00:00.000000000,1470931200000000000,8280.0,8298.0,8200.0,8235.0,82598,229981,220906
2016-08-15 00:00:00.000000000,1471190400000000000,8230.0,8331.0,8218.0,8319.0,137312,220906,200075
2016-08-16 00:00:00.000000000,1471276800000000000,8320.0,8349.0,8223.0,8270.0,83429,200075,181403
2016-08-17 00:00:00.000000000,1471363200000000000,7470.0,7492.0,7336.0,7355.0,153099,181403,267107
2016-08-18 00:00:00.000000000,1471449600000000000,7342.0,7570.0,7321.0,7510.0,216680,267107,252406
2016-08-19 00:00:00.000000000,1471536000000000000,7539.0,7590.0,7496.0,7567.0,138245,252406,250658
2016-08-22 00:00:00.000000000,1471795200000000000,7567.0,7595.0,7418.0,7468.0,145776,250658,250271
2016-08-23 00:00:00.000000000,1471881600000000000,7469.0,7627.0,7468.0,7601.0,170681,250271,265413
2016-08-24 00:00:00.000000000,1471968000000000000,7620.0,7709.0,7509.0,7547.0,270365,265413,292333
2016-08-25 00:00:00.000000000,1472054400000000000,7498.0,7540.0,7410.0,7497.0,162465,292333,258365
2016-08-26 00:00:00.000000000,1472140800000000000,7500.0,7510.0,7417.0,7440.0,158084,258365,273941
2016-08-29 00:00:00.000000000,1472400000000000000,7414.0,7421.0,7102.0,7251.0,252045,273941,310097
2016-08-30 00:00:00.000000000,1472486400000000000,7255.0,7331.0,7252.0,7262.0,132531,310097,297602
2016-08-31 00:00:00.000000000,1472572800000000000,7261.0,7368.0,7214.0,7274.0,185252,297602,308772
2016-09-01 00:00:00.000000000,1472659200000000000,7272.0,7300.0,7210.0,7224.0,146579,308772,307273
2016-09-02 00:00:00.000000000,1472745600000000000,7248.0,7278.0,7150.0,7170.0,235944,307273,326045
2016-09-05 00:00:00.000000000,1473004800000000000,7191.0,7227.0,7120.0,7140.0,144169,326045,323712
2016-09-06 00:00:00.000000000,1473091200000000000,7155.0,7350.0,7148.0,7311.0,271374,323712,337815
2016-09-07 00:00:00.000000000,1473177600000000000,7322.0,7330.0,7250.0,7318.0,118082,337815,318008
2016-09-08 00:00:00.000000000,1473264000000000000,7322.0,7350.0,7283.0,7289.0,168579,318008,320508
2016-09-09 00:00:00.000000000,1473350400000000000,7315.0,7330.0,7195.0,7215.0,201232,320508,331357
2016-09-12 00:00:00.000000000,1473609600000000000,7186.0,7188.0,7036.0,7110.0,216665,331357,364166
2016-09-13 00:00:00.000000000,1473696000000000000,7135.0,7173.0,7060.0,7096.0,156429,364166,359122
2016-09-14 00:00:00.000000000,1473782400000000000,7066.0,7150.0,7043.0,7118.0,125800,359122,349583
2016-09-19 00:00:00.000000000,1474214400000000000,7108.0,7161.0,7076.0,7102.0,111042,349583,352624
2016-09-20 00:00:00.000000000,1474300800000000000,7112.0,7155.0,6966.0,7132.0,197479,352624,365118
2016-09-21 00:00:00.000000000,1474387200000000000,7170.0,7332.0,7133.0,7169.0,159718,365118,337028
2016-09-22 00:00:00.000000000,1474473600000000000,7195.0,7246.0,7114.0,7117.0,168572,337028,339319
2016-09-23 00:00:00.000000000,1474560000000000000,7120.0,7135.0,7020.0,7077.0,130668,339319,339736
2016-09-26 00:00:00.000000000,1474819200000000000,7097.0,7110.0,7022.0,7066.0,99621,339736,338741
2016-09-27 00:00:00.000000000,1474905600000000000,7100.0,7186.0,7030.0,7171.0,165813,338741,336975
2016-09-28 00:00:00.000000000,1474992000000000000,7170.0,7219.0,7130.0,7176.0,122730,336975,324686
2016-09-29 00:00:00.000000000,1475078400000000000,7251.0,7396.0,7211.0,7317.0,207567,324686,333423
2016-09-30 00:00:00.000000000,1475164800000000000,7320.0,7340.0,7269.0,7309.0,92201,333423,310402
2016-10-10 00:00:00.000000000,1476028800000000000,7459.0,7584.0,7405.0,7578.0,193931,310402,341181
2016-10-11 00:00:00.000000000,1476115200000000000,7658.0,7698.0,7602.0,7662.0,171954,341181,343256
2016-10-12 00:00:00.000000000,1476201600000000000,7627.0,7696.0,7601.0,7674.0,132793,343256,350086
2016-10-13 00:00:00.000000000,1476288000000000000,7666.0,7694.0,7505.0,7527.0,179979,350086,337663
2016-10-14 00:00:00.000000000,1476374400000000000,7542.0,7573.0,7452.0,7518.0,151103,337663,349175
2016-10-17 00:00:00.000000000,1476633600000000000,7531.0,7660.0,7498.0,7602.0,199933,349175,358133
2016-10-18 00:00:00.000000000,1476720000000000000,7594.0,7828.0,7515.0,7822.0,211893,358133,377148
2016-10-19 00:00:00.000000000,1476806400000000000,7844.0,7945.0,7776.0,7874.0,232903,377148,384186
2016-10-20 00:00:00.000000000,1476892800000000000,7903.0,7939.0,7803.0,7815.0,157287,384186,368348
2016-10-21 00:00:00.000000000,1476979200000000000,7765.0,7910.0,7712.0,7877.0,170247,368348,382868
2016-10-24 00:00:00.000000000,1477238400000000000,7891.0,8008.0,7877.0,7993.0,152301,382868,380589
2016-10-25 00:00:00.000000000,1477324800000000000,8024.0,8338.0,8002.0,8246.0,266202,380589,367796
2016-10-26 00:00:00.000000000,1477411200000000000,8185.0,8196.0,8072.0,8172.0,163678,367796,342960
2016-10-27 00:00:00.000000000,1477497600000000000,8180.0,8197.0,8024.0,8099.0,132612,342960,334746
2016-10-28 00:00:00.000000000,1477584000000000000,8110.0,8430.0,8099.0,8407.0,232392,334746,358739
2016-10-31 00:00:00.000000000,1477843200000000000,8370.0,8733.0,8358.0,8733.0,295698,358739,339266
2016-11-01 00:00:00.000000000,1477929600000000000,8655.0,8755.0,8550.0,8672.0,179429,339266,320524
2016-11-02 00:00:00.000000000,1478016000000000000,8670.0,8777.0,8368.0,8428.0,263915,320524,306947
2016-11-03 00:00:00.000000000,1478102400000000000,8438.0,8535.0,8386.0,8500.0,144263,306947,293669
2016-11-04 00:00:00.000000000,1478188800000000000,8540.0,8672.0,8255.0,8274.0,282617,293669,309491
2016-11-07 00:00:00.000000000,1478448000000000000,8321.0,8469.0,8240.0,8273.0,212792,309491,282111
2016-11-08 00:00:00.000000000,1478534400000000000,8320.0,8583.0,8274.0,8536.0,223674,282111,286422
2016-11-09 00:00:00.000000000,1478620800000000000,8564.0,8847.0,8551.0,8808.0,267110,286422,300974
2016-11-10 00:00:00.000000000,1478707200000000000,8800.0,8926.0,8661.0,8909.0,225474,300974,253335
2016-11-11 00:00:00.000000000,1478793600000000000,9000.0,9258.0,8950.0,9070.0,252745,253335,265725
2016-11-14 00:00:00.000000000,1479052800000000000,8722.0,8808.0,8663.0,8663.0,148161,265725,231031
2016-11-15 00:00:00.000000000,1479139200000000000,8660.0,8845.0,8386.0,8556.0,253901,231031,219894
2016-11-16 00:00:00.000000000,1479225600000000000,8651.0,8739.0,8420.0,8553.0,153282,219894,199940
2016-11-17 00:00:00.000000000,1479312000000000000,8562.0,8602.0,8450.0,8512.0,124987,199940,205072
2016-11-18 00:00:00.000000000,1479398400000000000,8499.0,8511.0,8250.0,8308.0,171251,205072,207049
2016-11-21 00:00:00.000000000,1479657600000000000,8280.0,8585.0,8276.0,8515.0,175778,207049,201016
2016-11-22 00:00:00.000000000,1479744000000000000,8600.0,8796.0,8590.0,8747.0,170414,201016,209480
2016-11-23 00:00:00.000000000,1479830400000000000,8757.0,8800.0,8453.0,8514.0,183243,209480,188019
2016-11-24 00:00:00.000000000,1479916800000000000,8604.0,8765.0,8420.0,8464.0,181298,188019,174575
2016-11-25 00:00:00.000000000,1480003200000000000,8480.0,8544.0,8345.0,8396.0,112620,174575,156627
2016-11-28 00:00:00.000000000,1480262400000000000,8355.0,8556.0,8326.0,8478.0,119549,156627,154924
2016-11-29 00:00:00.000000000,1480348800000000000,8480.0,8508.0,8190.0,8361.0,163008,154924,130735
2016-11-30 00:00:00.000000000,1480435200000000000,8217.0,8354.0,8100.0,8187.0,109220,130735,113204
2016-12-01 00:00:00.000000000,1480521600000000000,8400.0,8450.0,8260.0,8370.0,78944,113204,95781
2016-12-02 00:00:00.000000000,1480608000000000000,8346.0,8550.0,8322.0,8498.0,181520,95781,183164
2016-12-05 00:00:00.000000000,1480867200000000000,8540.0,8883.0,8510.0,8875.0,232256,183164,206730
2016-12-06 00:00:00.000000000,1480953600000000000,8883.0,8965.0,8810.0,8934.0,172657,206730,217562
2016-12-07 00:00:00.000000000,1481040000000000000,9000.0,9326.0,8968.0,9315.0,243614,217562,232015
2016-12-08 00:00:00.000000000,1481126400000000000,9203.0,9356.0,9157.0,9266.0,192124,232015,220525
2016-12-09 00:00:00.000000000,1481212800000000000,9166.0,9510.0,9120.0,9449.0,242589,220525,246019
2016-12-12 00:00:00.000000000,1481472000000000000,9640.0,9788.0,9516.0,9581.0,193564,246019,219322
2016-12-13 00:00:00.000000000,1481558400000000000,9567.0,9740.0,9462.0,9670.0,174781,219322,234598
2016-12-14 00:00:00.000000000,1481644800000000000,9586.0,9857.0,9572.0,9792.0,262421,234598,255556
2016-12-15 00:00:00.000000000,1481731200000000000,9689.0,9830.0,9590.0,9719.0,231016,255556,242407
2016-12-16 00:00:00.000000000,1481817600000000000,9759.0,9829.0,9551.0,9632.0,215975,242407,239701
2016-12-19 00:00:00.000000000,1482076800000000000,9620.0,9663.0,9243.0,9243.0,248350,239701,235134
2016-12-20 00:00:00.000000000,1482163200000000000,9216.0,9230.0,8972.0,9037.0,242587,235134,214227
2016-12-21 00:00:00.000000000,1482249600000000000,9100.0,9233.0,8950.0,9106.0,230330,214227,210512
2016-12-22 00:00:00.000000000,1482336000000000000,9080.0,9180.0,8978.0,8983.0,204015,210512,212779
2016-12-23 00:00:00.000000000,1482422400000000000,9022.0,9051.0,8801.0,8872.0,239516,212779,205791
2016-12-26 00:00:00.000000000,1482681600000000000,8853.0,9065.0,8702.0,9053.0,218144,205791,197167
2016-12-27 00:00:00.000000000,1482768000000000000,9005.0,9180.0,8959.0,9175.0,203540,197167,200640
2016-12-28 00:00:00.000000000,1482854400000000000,9306.0,9450.0,9150.0,9197.0,246787,200640,211440
2016-12-29 00:00:00.000000000,1482940800000000000,9199.0,9365.0,9118.0,9176.0,200062,211440,195091
2016-12-30 00:00:00.000000000,1483027200000000000,9040.0,9085.0,8800.0,8800.0,238284,195091,198384
2017-01-03 00:00:00.000000000,1483372800000000000,8777.0,8847.0,8550.0,8569.0,198642,198384,199952
2017-01-04 00:00:00.000000000,1483459200000000000,8539.0,8699.0,8476.0,8532.0,215362,199952,214900
2017-01-05 00:00:00.000000000,1483545600000000000,8585.0,8637.0,8508.0,8552.0,154402,214900,200234
2017-01-06 00:00:00.000000000,1483632000000000000,8596.0,8735.0,8420.0,8438.0,257410,200234,236439
2017-01-09 00:00:00.000000000,1483891200000000000,8451.0,8648.0,8431.0,8645.0,185670,236439,208246
2017-01-10 00:00:00.000000000,1483977600000000000,8618.0,8645.0,8448.0,8590.0,218548,208246,219895
2017-01-11 00:00:00.000000000,1484064000000000000,8636.0,8690.0,8543.0,8590.0,213145,219895,216325
2017-01-12 00:00:00.000000000,1484150400000000000,8660.0,8845.0,8613.0,8742.0,286677,216325,224098
2017-01-13 00:00:00.000000000,1484236800000000000,8800.0,8882.0,8691.0,8881.0,205640,224098,214594
2017-01-16 00:00:00.000000000,1484496000000000000,9030.0,9210.0,8915.0,9199.0,231522,214594,223042
2017-01-17 00:00:00.000000000,1484582400000000000,9180.0,9238.0,8953.0,9023.0,188244,223042,200426
