datetime,datetime_nano,KQ.m@DCE.v.open,KQ.m@DCE.v.high,KQ.m@DCE.v.low,KQ.m@DCE.v.close,KQ.m@DCE.v.volume,KQ.m@DCE.v.open_oi,KQ.m@DCE.v.close_oi
2016-03-11 00:00:00.000000000,1457625600000000000,5255.0,5300.0,5235.0,5260.0,6798,23246,23258
2016-03-14 00:00:00.000000000,1457884800000000000,5260.0,5320.0,5260.0,5290.0,12007,23258,22018
2016-03-15 00:00:00.000000000,1457971200000000000,5315.0,5325.0,5245.0,5265.0,7512,22018,21582
2016-03-16 00:00:00.000000000,1458057600000000000,5275.0,5380.0,5275.0,5375.0,8998,21582,19880
2016-03-17 00:00:00.000000000,1458144000000000000,5400.0,5525.0,5400.0,5475.0,17244,19880,18279
2016-03-18 00:00:00.000000000,1458230400000000000,5505.0,5540.0,5485.0,5535.0,10406,18279,16893
2016-03-21 00:00:00.000000000,1458489600000000000,5515.0,5525.0,5475.0,5490.0,5547,16893,15707
2016-03-22 00:00:00.000000000,1458576000000000000,5510.0,5515.0,5410.0,5425.0,6015,15707,14316
2016-03-23 00:00:00.000000000,1458662400000000000,5430.0,5480.0,5420.0,5445.0,4076,14316,13455
2016-03-24 00:00:00.000000000,1458748800000000000,5375.0,5400.0,5300.0,5310.0,8252,13455,12465
2016-03-25 00:00:00.000000000,1458835200000000000,5345.0,5385.0,5240.0,5290.0,7067,12465,10937
2016-03-28 00:00:00.000000000,1459094400000000000,5210.0,5235.0,5090.0,5095.0,10310,10937,18419
2016-03-29 00:00:00.000000000,1459180800000000000,5100.0,5125.0,5015.0,5020.0,12097,18419,21695
2016-03-30 00:00:00.000000000,1459267200000000000,5035.0,5115.0,5030.0,5115.0,13037,21695,20114
2016-03-31 00:00:00.000000000,1459353600000000000,5090.0,5110.0,5030.0,5080.0,9843,20114,21254
2016-04-01 00:00:00.000000000,1459440000000000000,5100.0,5195.0,5090.0,5185.0,9345,21254,19778
2016-04-05 00:00:00.000000000,1459785600000000000,5135.0,5170.0,5075.0,5110.0,8175,19778,19942
2016-04-06 00:00:00.000000000,1459872000000000000,5135.0,5140.0,5030.0,5050.0,9216,19942,23182
2016-04-07 00:00:00.000000000,1459958400000000000,5070.0,5095.0,5035.0,5040.0,6676,23182,23661
2016-04-08 00:00:00.000000000,1460044800000000000,5015.0,5015.0,4920.0,4975.0,16820,23661,26108
2016-04-11 00:00:00.000000000,1460304000000000000,5050.0,5060.0,4965.0,4990.0,15270,26108,26798
2016-04-12 00:00:00.000000000,1460390400000000000,5005.0,5010.0,4950.0,4985.0,8471,26798,27889
2016-04-13 00:00:00.000000000,1460476800000000000,5035.0,5110.0,4960.0,4980.0,25112,27889,29218
2016-04-14 00:00:00.000000000,1460563200000000000,4975.0,5020.0,4950.0,5015.0,13426,29218,30103
2016-04-15 00:00:00.000000000,1460649600000000000,5020.0,5065.0,5010.0,5020.0,14769,30103,29154
2016-04-18 00:00:00.000000000,1460908800000000000,4965.0,5025.0,4945.0,4990.0,14692,29154,31186
2016-04-19 00:00:00.000000000,1460995200000000000,5020.0,5040.0,4965.0,4985.0,16324,31186,32540
2016-04-20 00:00:00.000000000,1461081600000000000,5015.0,5090.0,5005.0,5060.0,33714,32540,33214
2016-04-21 00:00:00.000000000,1461168000000000000,5115.0,5245.0,5110.0,5245.0,38209,33214,32494
2016-04-22 00:00:00.000000000,1461254400000000000,5180.0,5220.0,5125.0,5150.0,25502,32494,27084
2016-04-25 00:00:00.000000000,1461513600000000000,5125.0,5255.0,5110.0,5240.0,24474,27084,26257
2016-04-26 00:00:00.000000000,1461600000000000000,5235.0,5355.0,5210.0,5220.0,27716,26257,23851
2016-04-27 00:00:00.000000000,1461686400000000000,5270.0,5315.0,5210.0,5270.0,19397,23851,24333
2016-04-28 00:00:00.000000000,1461772800000000000,5270.0,5280.0,5225.0,5255.0,12264,24333,24222
2016-04-29 00:00:00.000000000,1461859200000000000,5320.0,5320.0,5235.0,5285.0,10561,24222,23931
2016-05-03 00:00:00.000000000,1462204800000000000,5255.0,5270.0,5130.0,5160.0,17870,23931,22146
2016-05-04 00:00:00.000000000,1462291200000000000,5145.0,5150.0,5075.0,5080.0,17527,22146,24352
2016-05-05 00:00:00.000000000,1462377600000000000,5100.0,5110.0,5050.0,5055.0,10630,24352,25052
2016-05-06 00:00:00.000000000,1462464000000000000,5010.0,5115.0,5000.0,5080.0,16469,25052,26833
2016-05-09 00:00:00.000000000,1462723200000000000,5105.0,5120.0,5020.0,5040.0,11408,26833,26378
2016-05-10 00:00:00.000000000,1462809600000000000,5020.0,5090.0,5000.0,5055.0,9762,26378,25530
2016-05-11 00:00:00.000000000,1462896000000000000,5070.0,5095.0,5060.0,5085.0,6260,25530,25186
2016-05-12 00:00:00.000000000,1462982400000000000,5095.0,5110.0,5065.0,5095.0,7365,25186,25568
2016-05-13 00:00:00.000000000,1463068800000000000,5045.0,5080.0,5020.0,5070.0,10785,25568,25492
2016-05-16 00:00:00.000000000,1463328000000000000,5070.0,5085.0,5035.0,5045.0,7689,25492,25933
2016-05-17 00:00:00.000000000,1463414400000000000,5070.0,5080.0,5050.0,5060.0,5781,25933,25680
2016-05-18 00:00:00.000000000,1463500800000000000,5070.0,5145.0,5070.0,5090.0,14368,25680,25304
2016-05-19 00:00:00.000000000,1463587200000000000,5070.0,5145.0,5065.0,5145.0,12793,25304,25398
2016-05-20 00:00:00.000000000,1463673600000000000,5155.0,5220.0,5125.0,5210.0,15636,25398,27023
2016-05-23 00:00:00.000000000,1463932800000000000,5165.0,5230.0,5120.0,5150.0,20187,27023,26004
2016-05-24 00:00:00.000000000,1464019200000000000,5140.0,5170.0,5095.0,5095.0,12270,26004,26690
2016-05-25 00:00:00.000000000,1464105600000000000,5120.0,5140.0,5095.0,5110.0,9609,26690,27599
2016-05-26 00:00:00.000000000,1464192000000000000,5115.0,5150.0,5070.0,5095.0,10974,27599,29069
2016-05-27 00:00:00.000000000,1464278400000000000,5070.0,5100.0,5040.0,5045.0,12455,29069,29304
2016-05-30 00:00:00.000000000,1464537600000000000,5045.0,5145.0,5005.0,5130.0,13125,29304,28699
2016-05-31 00:00:00.000000000,1464624000000000000,5140.0,5175.0,5120.0,5155.0,10929,28699,27516
2016-06-01 00:00:00.000000000,1464710400000000000,5140.0,5185.0,5130.0,5180.0,11532,27516,30191
2016-06-02 00:00:00.000000000,1464796800000000000,5195.0,5200.0,5130.0,5170.0,10677,30191,30272
2016-06-03 00:00:00.000000000,1464883200000000000,5180.0,5190.0,5150.0,5150.0,8800,30272,29575
2016-06-06 00:00:00.000000000,1465142400000000000,5155.0,5180.0,5140.0,5155.0,8029,29575,28859
2016-06-07 00:00:00.000000000,1465228800000000000,5165.0,5200.0,5135.0,5170.0,10256,28859,28540
2016-06-08 00:00:00.000000000,1465315200000000000,5170.0,5180.0,5105.0,5115.0,9211,28540,27181
2016-06-13 00:00:00.000000000,1465747200000000000,5075.0,5100.0,5045.0,5050.0,16108,27181,27389
2016-06-14 00:00:00.000000000,1465833600000000000,5050.0,5080.0,5020.0,5020.0,12706,27389,27643
2016-06-15 00:00:00.000000000,1465920000000000000,5020.0,5045.0,4965.0,5020.0,12099,27643,28329
2016-06-16 00:00:00.000000000,1466006400000000000,5005.0,5065.0,5005.0,5025.0,9020,28329,28783
2016-06-17 00:00:00.000000000,1466092800000000000,5005.0,5095.0,5005.0,5090.0,11991,28783,27363
2016-06-20 00:00:00.000000000,1466352000000000000,5110.0,5230.0,5090.0,5225.0,20558,27363,28150
2016-06-21 00:00:00.000000000,1466438400000000000,5230.0,5295.0,5185.0,5280.0,20468,28150,29155
2016-06-22 00:00:00.000000000,1466524800000000000,5290.0,5380.0,5265.0,5360.0,21826,29155,34385
2016-06-23 00:00:00.000000000,1466611200000000000,5360.0,5555.0,5355.0,5485.0,69422,34385,56206
2016-06-24 00:00:00.000000000,1466697600000000000,5480.0,5545.0,5455.0,5505.0,45880,56206,63470
2016-06-27 00:00:00.000000000,1466956800000000000,5520.0,5700.0,5520.0,5665.0,54722,63470,71583
2016-06-28 00:00:00.000000000,1467043200000000000,5670.0,5765.0,5600.0,5715.0,45044,71583,75230
2016-06-29 00:00:00.000000000,1467129600000000000,5720.0,5750.0,5635.0,5675.0,32533,75230,77269
2016-06-30 00:00:00.000000000,1467216000000000000,5680.0,5785.0,5675.0,5715.0,30627,77269,77324
2016-07-01 00:00:00.000000000,1467302400000000000,5700.0,5760.0,5600.0,5760.0,33413,77324,80146
2016-07-04 00:00:00.000000000,1467561600000000000,5795.0,5895.0,5740.0,5860.0,35237,80146,78178
2016-07-05 00:00:00.000000000,1467648000000000000,5825.0,5830.0,5680.0,5795.0,33032,78178,74802
2016-07-06 00:00:00.000000000,1467734400000000000,5660.0,5765.0,5645.0,5745.0,26702,74802,74239
2016-07-07 00:00:00.000000000,1467820800000000000,5765.0,5780.0,5675.0,5715.0,20731,74239,74078
2016-07-08 00:00:00.000000000,1467907200000000000,5640.0,5670.0,5605.0,5640.0,33495,74078,74577
2016-07-11 00:00:00.000000000,1468166400000000000,5650.0,5715.0,5640.0,5685.0,16394,74577,74920
2016-07-12 00:00:00.000000000,1468252800000000000,5675.0,5815.0,5655.0,5805.0,19200,74920,77077
2016-07-13 00:00:00.000000000,1468339200000000000,5820.0,5930.0,5685.0,5725.0,33528,77077,74059
2016-07-14 00:00:00.000000000,1468425600000000000,5710.0,5815.0,5680.0,5745.0,17027,74059,74567
2016-07-15 00:00:00.000000000,1468512000000000000,5740.0,5785.0,5705.0,5770.0,11667,74567,74226
2016-07-18 00:00:00.000000000,1468771200000000000,5745.0,5775.0,5710.0,5730.0,11627,74226,73766
2016-07-19 00:00:00.000000000,1468857600000000000,5735.0,5740.0,5655.0,5700.0,16442,73766,74392
2016-07-20 00:00:00.000000000,1468944000000000000,5695.0,5715.0,5615.0,5665.0,20241,74392,73536
2016-07-21 00:00:00.000000000,1469030400000000000,5650.0,5790.0,5650.0,5775.0,23826,73536,75269
2016-07-22 00:00:00.000000000,1469116800000000000,5745.0,5780.0,5655.0,5705.0,17086,75269,72764
2016-07-25 00:00:00.000000000,1469376000000000000,5685.0,5695.0,5630.0,5665.0,12027,72764,71397
2016-07-26 00:00:00.000000000,1469462400000000000,5630.0,5655.0,5530.0,5610.0,25766,71397,71566
2016-07-27 00:00:00.000000000,1469548800000000000,5640.0,5730.0,5575.0,5590.0,13904,71566,71078
2016-07-28 00:00:00.000000000,1469635200000000000,5565.0,5715.0,5550.0,5700.0,17333,71078,71313
2016-07-29 00:00:00.000000000,1469721600000000000,5685.0,5745.0,5605.0,5610.0,14220,71313,69627
2016-08-01 00:00:00.000000000,1469980800000000000,5625.0,5780.0,5625.0,5730.0,21840,69627,68220
2016-08-02 00:00:00.000000000,1470067200000000000,5705.0,5735.0,5670.0,5700.0,18298,68220,62572
2016-08-03 00:00:00.000000000,1470153600000000000,5690.0,5850.0,5690.0,5825.0,28939,62572,63656
2016-08-04 00:00:00.000000000,1470240000000000000,5835.0,5860.0,5795.0,5840.0,19262,63656,64111
2016-08-05 00:00:00.000000000,1470326400000000000,5885.0,5890.0,5785.0,5810.0,18324,64111,61943
2016-08-08 00:00:00.000000000,1470585600000000000,5800.0,5975.0,5785.0,5970.0,21749,61943,59602
2016-08-09 00:00:00.000000000,1470672000000000000,5985.0,6075.0,5935.0,5995.0,23909,59602,61088
2016-08-10 00:00:00.000000000,1470758400000000000,5990.0,6000.0,5895.0,5940.0,13128,61088,57801
2016-08-11 00:00:00.000000000,1470844800000000000,5915.0,6020.0,5885.0,5955.0,15007,57801,55219
2016-08-12 00:00:00.000000000,1470931200000000000,5990.0,6000.0,5915.0,5950.0,10708,55219,50629
2016-08-15 00:00:00.000000000,1471190400000000000,5915.0,6010.0,5910.0,5955.0,9619,50629,49646
2016-08-16 00:00:00.000000000,1471276800000000000,5970.0,5980.0,5905.0,5950.0,7368,49646,46374
2016-08-17 00:00:00.000000000,1471363200000000000,5935.0,5960.0,5840.0,5865.0,12188,46374,41200
2016-08-18 00:00:00.000000000,1471449600000000000,5860.0,5890.0,5805.0,5845.0,12713,41200,36465
2016-08-19 00:00:00.000000000,1471536000000000000,5835.0,5870.0,5805.0,5860.0,11953,36465,31662
2016-08-22 00:00:00.000000000,1471795200000000000,5850.0,5900.0,5820.0,5895.0,12749,31662,27103
2016-08-23 00:00:00.000000000,1471881600000000000,5880.0,5900.0,5860.0,5865.0,9517,27103,22428
2016-08-24 00:00:00.000000000,1471968000000000000,5850.0,5890.0,5825.0,5830.0,3927,22428,20120
2016-08-25 00:00:00.000000000,1472054400000000000,5570.0,5630.0,5520.0,5570.0,15527,20120,44873
2016-08-26 00:00:00.000000000,1472140800000000000,5570.0,5585.0,5545.0,5550.0,9887,44873,43386
2016-08-29 00:00:00.000000000,1472400000000000000,5550.0,5560.0,5500.0,5505.0,10619,43386,44028
2016-08-30 00:00:00.000000000,1472486400000000000,5510.0,5565.0,5505.0,5545.0,9908,44028,45268
2016-08-31 00:00:00.000000000,1472572800000000000,5545.0,5545.0,5440.0,5470.0,12879,45268,45075
2016-09-01 00:00:00.000000000,1472659200000000000,5450.0,5505.0,5445.0,5470.0,10698,45075,44558
2016-09-02 00:00:00.000000000,1472745600000000000,5465.0,5515.0,5450.0,5470.0,10129,44558,44482
2016-09-05 00:00:00.000000000,1473004800000000000,5495.0,5525.0,5450.0,5480.0,9959,44482,45194
2016-09-06 00:00:00.000000000,1473091200000000000,5495.0,5610.0,5480.0,5610.0,19137,45194,43122
2016-09-07 00:00:00.000000000,1473177600000000000,5595.0,5615.0,5555.0,5570.0,15568,43122,42961
2016-09-08 00:00:00.000000000,1473264000000000000,5580.0,5640.0,5580.0,5610.0,22117,42961,46367
2016-09-09 00:00:00.000000000,1473350400000000000,5610.0,5660.0,5600.0,5660.0,13384,46367,46405
2016-09-12 00:00:00.000000000,1473609600000000000,5645.0,5750.0,5605.0,5675.0,29372,46405,51429
2016-09-13 00:00:00.000000000,1473696000000000000,5695.0,5720.0,5635.0,5665.0,27540,51429,58007
2016-09-14 00:00:00.000000000,1473782400000000000,5655.0,5790.0,5650.0,5735.0,37538,58007,64578
2016-09-19 00:00:00.000000000,1474214400000000000,5770.0,5940.0,5750.0,5910.0,56057,64578,80136
2016-09-20 00:00:00.000000000,1474300800000000000,5925.0,6000.0,5880.0,5935.0,62089,80136,95475
2016-09-21 00:00:00.000000000,1474387200000000000,5955.0,6015.0,5920.0,5980.0,37096,95475,103018
2016-09-22 00:00:00.000000000,1474473600000000000,5990.0,6045.0,5960.0,6015.0,54010,103018,113171
2016-09-23 00:00:00.000000000,1474560000000000000,6015.0,6045.0,5905.0,5980.0,59490,113171,110080
2016-09-26 00:00:00.000000000,1474819200000000000,5985.0,6000.0,5925.0,5965.0,35311,110080,108199
2016-09-27 00:00:00.000000000,1474905600000000000,5990.0,6115.0,5915.0,5965.0,78183,108199,112583
2016-09-28 00:00:00.000000000,1474992000000000000,5950.0,5990.0,5925.0,5950.0,36951,112583,107447
2016-09-29 00:00:00.000000000,1475078400000000000,6005.0,6035.0,5880.0,5960.0,59458,107447,98469
2016-09-30 00:00:00.000000000,1475164800000000000,5945.0,6050.0,5915.0,6020.0,44551,98469,98230
2016-10-10 00:00:00.000000000,1476028800000000000,6105.0,6205.0,6050.0,6185.0,59826,98230,102819
2016-10-11 00:00:00.000000000,1476115200000000000,6240.0,6320.0,6195.0,6295.0,48179,102819,107599
2016-10-12 00:00:00.000000000,1476201600000000000,6300.0,6340.0,6250.0,6335.0,34589,107599,113223
2016-10-13 00:00:00.000000000,1476288000000000000,6320.0,6370.0,6295.0,6325.0,48969,113223,121677
2016-10-14 00:00:00.000000000,1476374400000000000,6340.0,6395.0,6315.0,6355.0,36251,121677,121281
2016-10-17 00:00:00.000000000,1476633600000000000,6375.0,6515.0,6335.0,6500.0,56852,121281,118960
2016-10-18 00:00:00.000000000,1476720000000000000,6495.0,6525.0,6440.0,6500.0,28885,118960,120181
2016-10-19 00:00:00.000000000,1476806400000000000,6500.0,6610.0,6485.0,6590.0,50028,120181,114129
2016-10-20 00:00:00.000000000,1476892800000000000,6610.0,6655.0,6595.0,6645.0,38066,114129,114241
2016-10-21 00:00:00.000000000,1476979200000000000,6605.0,6640.0,6535.0,6590.0,39664,114241,109312
2016-10-24 00:00:00.000000000,1477238400000000000,6620.0,6760.0,6590.0,6750.0,45154,109312,106952
2016-10-25 00:00:00.000000000,1477324800000000000,6765.0,6990.0,6745.0,6875.0,73273,106952,94806
2016-10-26 00:00:00.000000000,1477411200000000000,6820.0,6860.0,6735.0,6835.0,48794,94806,95804
2016-10-27 00:00:00.000000000,1477497600000000000,6860.0,6940.0,6805.0,6885.0,47277,95804,100753
2016-10-28 00:00:00.000000000,1477584000000000000,6905.0,7140.0,6895.0,7135.0,66443,100753,106872
2016-10-31 00:00:00.000000000,1477843200000000000,7170.0,7380.0,7140.0,7380.0,73324,106872,114977
2016-11-01 00:00:00.000000000,1477929600000000000,7365.0,7545.0,7290.0,7335.0,113289,114977,106302
2016-11-02 00:00:00.000000000,1478016000000000000,7355.0,7475.0,7185.0,7300.0,127842,106302,106669
2016-11-03 00:00:00.000000000,1478102400000000000,7340.0,7505.0,7295.0,7435.0,145203,106669,103904
2016-11-04 00:00:00.000000000,1478188800000000000,7500.0,7580.0,7285.0,7375.0,132855,103904,97029
2016-11-07 00:00:00.000000000,1478448000000000000,7430.0,7515.0,7335.0,7415.0,102544,97029,95163
2016-11-08 00:00:00.000000000,1478534400000000000,7455.0,7780.0,7410.0,7690.0,187408,95163,94886
2016-11-09 00:00:00.000000000,1478620800000000000,7780.0,7950.0,7735.0,7950.0,155742,94886,86579
2016-11-10 00:00:00.000000000,1478707200000000000,7960.0,7960.0,7690.0,7835.0,109842,86579,82298
2016-11-11 00:00:00.000000000,1478793600000000000,7865.0,8160.0,7860.0,8040.0,120528,82298,80635
2016-11-14 00:00:00.000000000,1479052800000000000,7800.0,7935.0,7685.0,7925.0,140509,80635,84389
2016-11-15 00:00:00.000000000,1479139200000000000,7965.0,8205.0,7805.0,7915.0,201526,84389,80545
2016-11-16 00:00:00.000000000,1479225600000000000,8065.0,8095.0,7775.0,7955.0,141070,80545,82056
2016-11-17 00:00:00.000000000,1479312000000000000,7925.0,7940.0,7655.0,7785.0,134836,82056,81214
2016-11-18 00:00:00.000000000,1479398400000000000,7735.0,7745.0,7415.0,7415.0,165446,81214,78708
2016-11-21 00:00:00.000000000,1479657600000000000,7350.0,7495.0,7310.0,7395.0,142996,78708,70188
2016-11-22 00:00:00.000000000,1479744000000000000,7500.0,7645.0,7480.0,7535.0,129300,70188,66989
2016-11-23 00:00:00.000000000,1479830400000000000,7540.0,7590.0,7185.0,7405.0,186034,66989,69807
2016-11-24 00:00:00.000000000,1479916800000000000,7480.0,7635.0,7340.0,7440.0,128434,69807,62140
2016-11-25 00:00:00.000000000,1480003200000000000,7455.0,7510.0,7300.0,7305.0,104078,62140,57845
2016-11-28 00:00:00.000000000,1480262400000000000,7280.0,7375.0,7215.0,7275.0,86889,57845,53484
2016-11-29 00:00:00.000000000,1480348800000000000,7255.0,7285.0,7115.0,7180.0,82782,53484,54618
2016-11-30 00:00:00.000000000,1480435200000000000,7095.0,7165.0,6845.0,7020.0,64658,54618,54312
2016-12-01 00:00:00.000000000,1480521600000000000,7130.0,7170.0,6965.0,6975.0,48572,54312,48850
2016-12-02 00:00:00.000000000,1480608000000000000,6660.0,6800.0,6580.0,6750.0,90271,48850,56933
2016-12-05 00:00:00.000000000,1480867200000000000,6760.0,6945.0,6730.0,6820.0,128356,56933,61862
2016-12-06 00:00:00.000000000,1480953600000000000,6815.0,6885.0,6745.0,6810.0,75893,61862,62552
2016-12-07 00:00:00.000000000,1481040000000000000,6850.0,7080.0,6825.0,7040.0,148661,62552,73914
2016-12-08 00:00:00.000000000,1481126400000000000,6985.0,7265.0,6900.0,7135.0,199467,73914,82509
2016-12-09 00:00:00.000000000,1481212800000000000,7030.0,7090.0,6810.0,6960.0,163793,82509,73462
2016-12-12 00:00:00.000000000,1481472000000000000,7110.0,7165.0,6990.0,7010.0,116123,73462,71684
2016-12-13 00:00:00.000000000,1481558400000000000,6995.0,7035.0,6895.0,6940.0,84528,71684,68617
2016-12-14 00:00:00.000000000,1481644800000000000,6865.0,6925.0,6720.0,6800.0,103546,68617,65721
2016-12-15 00:00:00.000000000,1481731200000000000,6755.0,6850.0,6715.0,6735.0,77247,65721,68260
2016-12-16 00:00:00.000000000,1481817600000000000,6765.0,6780.0,6485.0,6490.0,140373,68260,76981
2016-12-19 00:00:00.000000000,1482076800000000000,6480.0,6490.0,6290.0,6290.0,110451,76981,75446
2016-12-20 00:00:00.000000000,1482163200000000000,6265.0,6310.0,6170.0,6215.0,134841,75446,75711
2016-12-21 00:00:00.000000000,1482249600000000000,6240.0,6365.0,6225.0,6310.0,142759,75711,77660
2016-12-22 00:00:00.000000000,1482336000000000000,6295.0,6375.0,6290.0,6335.0,110452,77660,69356
2016-12-23 00:00:00.000000000,1482422400000000000,6375.0,6485.0,6255.0,6360.0,120168,69356,69148
2016-12-26 00:00:00.000000000,1482681600000000000,6335.0,6400.0,6190.0,6395.0,113710,69148,66591
2016-12-27 00:00:00.000000000,1482768000000000000,6360.0,6435.0,6265.0,6345.0,129964,66591,73697
2016-12-28 00:00:00.000000000,1482854400000000000,6445.0,6470.0,6180.0,6195.0,192164,73697,87186
2016-12-29 00:00:00.000000000,1482940800000000000,6205.0,6290.0,6135.0,6245.0,119853,87186,81040
2016-12-30 00:00:00.000000000,1483027200000000000,6190.0,6275.0,6160.0,6210.0,101160,81040,77039
2017-01-03 00:00:00.000000000,1483372800000000000,6205.0,6240.0,6010.0,6025.0,148545,77039,85110
2017-01-04 00:00:00.000000000,1483459200000000000,5990.0,6150.0,5950.0,6135.0,140458,85110,73626
2017-01-05 00:00:00.000000000,1483545600000000000,6160.0,6215.0,6105.0,6125.0,85559,73626,76012
2017-01-06 00:00:00.000000000,1483632000000000000,6155.0,6185.0,6080.0,6135.0,112031,76012,78330
2017-01-09 00:00:00.000000000,1483891200000000000,6145.0,6380.0,6105.0,6380.0,142719,78330,72429
2017-01-10 00:00:00.000000000,1483977600000000000,6380.0,6435.0,6310.0,6390.0,105751,72429,72071
2017-01-11 00:00:00.000000000,1484064000000000000,6440.0,6515.0,6335.0,6410.0,117601,72071,67909
2017-01-12 00:00:00.000000000,1484150400000000000,6430.0,6480.0,6375.0,6430.0,96253,67909,68276
2017-01-13 00:00:00.000000000,1484236800000000000,6455.0,6500.0,6415.0,6470.0,76615,68276,68936
2017-01-16 00:00:00.000000000,1484496000000000000,6560.0,6645.0,6525.0,6550.0,131660,68936,72051
2017-01-17 00:00:00.000000000,1484582400000000000,6550.0,6565.0,6370.0,6430.0,109790,72051,66705
